Well,Content,Raw Data (600),
A01,Sample X1,0.161,
A02,Sample X2,0.160,
A03,Sample X3,0.193,
A04,Sample X4,0.209,
A05,Sample X5,0.167,
A06,Sample X6,0.177,
A07,Sample X7,0.176,
A08,Sample X8,0.216,
A09,Sample X9,0.228,
A10,Sample X10,0.280,
A11,Sample X11,0.293,
A12,Sample X12,0.309,
A13,Sample X13,0.378,
A14,Sample X14,0.275,
A15,Sample X15,0.236,
A16,Sample X16,0.216,
A17,Sample X17,0.277,
A18,Sample X18,1.357,
A19,Sample X19,1.723,
A20,Sample X20,1.367,
A21,Sample X21,1.477,
A22,Sample X22,1.389,
A23,Sample X23,0.268,
A24,Sample X24,0.169,
B01,Sample X25,0.160,
B02,Sample X26,0.161,
B03,Sample X27,1.021,
B04,Sample X28,1.216,
B05,Sample X29,1.178,
B06,Sample X30,1.108,
B07,Sample X31,1.138,
B08,Sample X32,1.290,
B09,Sample X33,1.257,
B10,Sample X34,1.171,
B11,Sample X35,0.990,
B12,Sample X36,1.071,
B13,Sample X37,0.943,
B14,Sample X38,1.117,
B15,Sample X39,1.365,
B16,Sample X40,1.351,
B17,Sample X41,1.263,
B18,Sample X42,1.016,
B19,Sample X43,0.968,
B20,Sample X44,1.220,
B21,Sample X45,1.152,
B22,Sample X46,1.116,
B23,Sample X47,0.172,
B24,Sample X48,0.171,
C01,Sample X49,0.166,
C02,Sample X50,0.157,
C03,Sample X51,0.487,
C04,Sample X52,0.607,
C05,Sample X53,0.949,
C06,Sample X54,0.294,
C07,Sample X55,0.884,
C08,Sample X56,0.462,
C09,Sample X57,1.082,
C10,Sample X58,0.836,
C11,Sample X59,1.211,
C12,Sample X60,1.016,
C13,Sample X61,0.957,
C14,Sample X62,1.072,
C15,Sample X63,1.151,
C16,Sample X64,0.383,
C17,Sample X65,0.906,
C18,Sample X66,0.258,
C19,Sample X67,0.200,
C20,Sample X68,0.964,
C21,Sample X69,1.270,
C22,Sample X70,0.987,
C23,Sample X71,0.149,
C24,Sample X72,0.159,
D01,Sample X73,0.147,
D02,Sample X74,0.155,
D03,Sample X75,0.875,
D04,Sample X76,1.098,
D05,Sample X77,0.697,
D06,Sample X78,1.051,
D07,Sample X79,0.603,
D08,Sample X80,2.091,
D09,Sample X81,1.038,
D10,Sample X82,0.814,
D11,Sample X83,0.359,
D12,Sample X84,0.829,
D13,Sample X85,0.292,
D14,Sample X86,0.993,
D15,Sample X87,1.049,
D16,Sample X88,1.185,
D17,Sample X89,1.411,
D18,Sample X90,0.873,
D19,Sample X91,0.822,
D20,Sample X92,1.184,
D21,Sample X93,1.091,
D22,Sample X94,1.053,
D23,Sample X95,0.166,
D24,Sample X96,0.154,
E01,Sample X97,0.153,
E02,Sample X98,0.151,
E03,Sample X99,0.853,
E04,Sample X100,0.859,
E05,Sample X101,0.697,
E06,Sample X102,1.211,
E07,Sample X103,0.741,
E08,Sample X104,1.447,
E09,Sample X105,0.891,
E10,Sample X106,1.291,
E11,Sample X107,1.003,
E12,Sample X108,0.285,
E13,Sample X109,1.288,
E14,Sample X110,0.259,
E15,Sample X111,0.430,
E16,Sample X112,0.822,
E17,Sample X113,0.211,
E18,Sample X114,0.813,
E19,Sample X115,0.182,
E20,Sample X116,0.164,
E21,Sample X117,0.836,
E22,Sample X118,0.691,
E23,Sample X119,0.248,
E24,Sample X120,0.150,
F01,Sample X121,0.152,
F02,Sample X122,0.152,
F03,Sample X123,0.201,
F04,Sample X124,1.051,
F05,Sample X125,0.551,
F06,Sample X126,0.756,
F07,Sample X127,0.653,
F08,Sample X128,1.373,
F09,Sample X129,1.813,
F10,Sample X130,1.311,
F11,Sample X131,0.989,
F12,Sample X132,0.942,
F13,Sample X133,0.858,
F14,Sample X134,1.147,
F15,Sample X135,1.232,
F16,Sample X136,1.118,
F17,Sample X137,0.960,
F18,Sample X138,0.932,
F19,Sample X139,0.831,
F20,Sample X140,1.113,
F21,Sample X141,1.053,
F22,Sample X142,0.924,
F23,Sample X143,0.144,
F24,Sample X144,0.147,
G01,Sample X145,0.301,
G02,Sample X146,0.168,
G03,Sample X147,0.603,
G04,Sample X148,0.889,
G05,Sample X149,1.069,
G06,Sample X150,0.186,
G07,Sample X151,0.210,
G08,Sample X152,0.375,
G09,Sample X153,0.260,
G10,Sample X154,1.353,
G11,Sample X155,0.682,
G12,Sample X156,0.215,
G13,Sample X157,0.667,
G14,Sample X158,0.938,
G15,Sample X159,1.168,
G16,Sample X160,1.156,
G17,Sample X161,0.707,
G18,Sample X162,0.888,
G19,Sample X163,0.309,
G20,Sample X164,1.134,
G21,Sample X165,1.138,
G22,Sample X166,0.955,
G23,Sample X167,0.146,
G24,Sample X168,0.186,
H01,Sample X169,0.148,
H02,Sample X170,0.156,
H03,Sample X171,0.834,
H04,Sample X172,1.233,
H05,Sample X173,1.054,
H06,Sample X174,0.818,
H07,Sample X175,0.533,
H08,Sample X176,1.053,
H09,Sample X177,0.333,
H10,Sample X178,1.125,
H11,Sample X179,1.140,
H12,Sample X180,0.935,
H13,Sample X181,0.193,
H14,Sample X182,0.962,
H15,Sample X183,0.986,
H16,Sample X184,1.001,
H17,Sample X185,1.354,
H18,Sample X186,1.031,
H19,Sample X187,0.808,
