Well,Content,Raw Data (600),
A01,Sample X1,0.164,
A02,Sample X2,0.163,
A03,Sample X3,0.188,
A04,Sample X4,0.205,
A05,Sample X5,0.166,
A06,Sample X6,0.172,
A07,Sample X7,0.175,
A08,Sample X8,0.216,
A09,Sample X9,0.211,
A10,Sample X10,0.254,
A11,Sample X11,0.267,
A12,Sample X12,0.291,
A13,Sample X13,0.361,
A14,Sample X14,0.251,
A15,Sample X15,0.214,
A16,Sample X16,0.198,
A17,Sample X17,0.248,
A18,Sample X18,1.725,
A19,Sample X19,2.402,
A20,Sample X20,1.669,
A21,Sample X21,1.932,
A22,Sample X22,1.744,
A23,Sample X23,0.281,
A24,Sample X24,0.176,
B01,Sample X25,0.162,
B02,Sample X26,0.163,
B03,Sample X27,1.470,
B04,Sample X28,1.508,
B05,Sample X29,1.466,
B06,Sample X30,1.415,
B07,Sample X31,1.359,
B08,Sample X32,1.508,
B09,Sample X33,1.454,
B10,Sample X34,1.329,
B11,Sample X35,1.222,
B12,Sample X36,1.274,
B13,Sample X37,1.173,
B14,Sample X38,1.317,
B15,Sample X39,1.498,
B16,Sample X40,1.529,
B17,Sample X41,1.400,
B18,Sample X42,1.233,
B19,Sample X43,1.254,
B20,Sample X44,1.389,
B21,Sample X45,1.353,
B22,Sample X46,1.298,
B23,Sample X47,0.177,
B24,Sample X48,0.181,
C01,Sample X49,0.168,
C02,Sample X50,0.164,
C03,Sample X51,0.471,
C04,Sample X52,1.104,
C05,Sample X53,1.384,
C06,Sample X54,0.251,
C07,Sample X55,1.210,
C08,Sample X56,0.430,
C09,Sample X57,1.339,
C10,Sample X58,1.412,
C11,Sample X59,2.110,
C12,Sample X60,1.536,
C13,Sample X61,1.469,
C14,Sample X62,1.575,
C15,Sample X63,1.296,
C16,Sample X64,0.469,
C17,Sample X65,1.538,
C18,Sample X66,0.271,
C19,Sample X67,0.176,
C20,Sample X68,1.567,
C21,Sample X69,1.597,
C22,Sample X70,1.618,
C23,Sample X71,0.155,
C24,Sample X72,0.157,
D01,Sample X73,0.153,
D02,Sample X74,0.160,
D03,Sample X75,1.382,
D04,Sample X76,1.350,
D05,Sample X77,1.085,
D06,Sample X78,1.292,
D07,Sample X79,0.948,
D08,Sample X80,1.979,
D09,Sample X81,1.352,
D10,Sample X82,1.163,
D11,Sample X83,1.198,
D12,Sample X84,1.148,
D13,Sample X85,0.249,
D14,Sample X86,1.289,
D15,Sample X87,1.301,
D16,Sample X88,1.362,
D17,Sample X89,1.598,
D18,Sample X90,1.223,
D19,Sample X91,1.574,
D20,Sample X92,1.387,
D21,Sample X93,1.364,
D22,Sample X94,1.225,
D23,Sample X95,0.168,
D24,Sample X96,0.159,
E01,Sample X97,0.157,
E02,Sample X98,0.154,
E03,Sample X99,1.223,
E04,Sample X100,1.273,
E05,Sample X101,1.036,
E06,Sample X102,1.326,
E07,Sample X103,1.129,
E08,Sample X104,1.601,
E09,Sample X105,1.190,
E10,Sample X106,1.529,
E11,Sample X107,1.326,
E12,Sample X108,0.266,
E13,Sample X109,1.563,
E14,Sample X110,0.249,
E15,Sample X111,0.740,
E16,Sample X112,1.442,
E17,Sample X113,0.215,
E18,Sample X114,1.468,
E19,Sample X115,0.246,
E20,Sample X116,0.156,
E21,Sample X117,1.516,
E22,Sample X118,1.836,
E23,Sample X119,0.276,
E24,Sample X120,0.147,
F01,Sample X121,0.156,
F02,Sample X122,0.154,
F03,Sample X123,0.193,
F04,Sample X124,1.392,
F05,Sample X125,0.861,
F06,Sample X126,1.156,
F07,Sample X127,1.302,
F08,Sample X128,1.544,
F09,Sample X129,1.896,
F10,Sample X130,1.490,
F11,Sample X131,1.320,
F12,Sample X132,1.216,
F13,Sample X133,1.172,
F14,Sample X134,1.351,
F15,Sample X135,1.247,
F16,Sample X136,1.332,
F17,Sample X137,1.256,
F18,Sample X138,1.535,
F19,Sample X139,1.148,
F20,Sample X140,1.327,
F21,Sample X141,1.395,
F22,Sample X142,1.171,
F23,Sample X143,0.143,
F24,Sample X144,0.142,
G01,Sample X145,0.301,
G02,Sample X146,0.169,
G03,Sample X147,1.148,
G04,Sample X148,1.075,
G05,Sample X149,1.390,
G06,Sample X150,0.173,
G07,Sample X151,0.202,
G08,Sample X152,0.849,
G09,Sample X153,0.230,
G10,Sample X154,1.333,
G11,Sample X155,2.213,
G12,Sample X156,0.197,
G13,Sample X157,0.949,
G14,Sample X158,1.040,
G15,Sample X159,1.782,
G16,Sample X160,1.707,
G17,Sample X161,1.515,
G18,Sample X162,1.697,
G19,Sample X163,0.289,
G20,Sample X164,1.763,
G21,Sample X165,1.820,
G22,Sample X166,1.696,
G23,Sample X167,0.150,
G24,Sample X168,0.199,
H01,Sample X169,0.150,
H02,Sample X170,0.160,
H03,Sample X171,1.377,
H04,Sample X172,1.467,
H05,Sample X173,1.403,
H06,Sample X174,1.280,
H07,Sample X175,1.065,
H08,Sample X176,1.331,
H09,Sample X177,1.077,
H10,Sample X178,1.338,
H11,Sample X179,1.379,
H12,Sample X180,1.283,
H13,Sample X181,0.180,
H14,Sample X182,1.240,
H15,Sample X183,1.296,
H16,Sample X184,1.224,
H17,Sample X185,1.407,
H18,Sample X186,1.262,
H19,Sample X187,1.089,
H20,Sample X188,1.536,
H21,Sample X189,1.134,
H22,Sample X190,1.131,
H23,Sample X191,0.149,
H24,Sample X192,0.221,
I01,Sample X193,0.162,
I02,Sample X194,0.157,
I03,Sample X195,0.162,
I04,Sample X196,1.361,
I05,Sample X197,0.219,
I06,Sample X198,1.296,
I07,Sample X199,1.116,
I08,Sample X200,0.262,
I09,Sample X201,1.461,
I10,Sample X202,1.961,
I11,Sample X203,0.162,
I12,Sample X204,2.211,
I13,Sample X205,1.432,
I14,Sample X206,1.438,
I15,Sample X207,1.468,
I16,Sample X208,1.956,
I17,Sample X209,1.660,
I18,Sample X210,1.843,
I19,Sample X211,1.799,
I20,Sample X212,1.731,
I21,Sample X213,0.164,
I22,Sample X214,1.556,
I23,Sample X215,0.161,
I24,Sample X216,0.149,
J01,Sample X217,0.157,
J02,Sample X218,0.164,
J03,Sample X219,1.349,
J04,Sample X220,1.350,
J05,Sample X221,1.298,
J06,Sample X222,1.206,
J07,Sample X223,1.370,
J08,Sample X224,1.356,
J09,Sample X225,1.327,
J10,Sample X226,1.348,
J11,Sample X227,0.983,
J12,Sample X228,1.207,
J13,Sample X229,1.118,
J14,Sample X230,1.406,
J15,Sample X231,0.202,
J16,Sample X232,1.369,
J17,Sample X233,1.558,
J18,Sample X234,1.289,
J19,Sample X235,0.215,
J20,Sample X236,1.335,
J21,Sample X237,0.466,
J22,Sample X238,1.419,
J23,Sample X239,0.161,
J24,Sample X240,0.192,
K01,Sample X241,0.152,
K02,Sample X242,0.156,
K03,Sample X243,1.454,
K04,Sample X244,0.159,
K05,Sample X245,1.184,
K06,Sample X246,1.264,
K07,Sample X247,1.281,
K08,Sample X248,1.326,
K09,Sample X249,1.170,
K10,Sample X250,1.299,
K11,Sample X251,1.810,
K12,Sample X252,1.177,
K13,Sample X253,1.808,
K14,Sample X254,2.181,
K15,Sample X255,0.231,
K16,Sample X256,1.387,
K17,Sample X257,1.855,
K18,Sample X258,1.615,
K19,Sample X259,0.218,
K20,Sample X260,0.984,
K21,Sample X261,1.754,
K22,Sample X262,1.521,
K23,Sample X263,0.192,
K24,Sample X264,0.169,
L01,Sample X265,0.149,
L02,Sample X266,0.153,
L03,Sample X267,1.301,
L04,Sample X268,1.296,
L05,Sample X269,1.238,
L06,Sample X270,1.130,
L07,Sample X271,1.270,
L08,Sample X272,1.239,
L09,Sample X273,1.271,
L10,Sample X274,1.307,
L11,Sample X275,1.323,
L12,Sample X276,1.225,
L13,Sample X277,1.348,
L14,Sample X278,1.324,
L15,Sample X279,1.316,
L16,Sample X280,1.233,
L17,Sample X281,1.481,
L18,Sample X282,1.305,
L19,Sample X283,1.267,
L20,Sample X284,1.369,
L21,Sample X285,1.379,
L22,Sample X286,1.355,
L23,Sample X287,0.152,
L24,Sample X288,0.167,
M01,Sample X289,0.155,
M02,Sample X290,0.148,
M03,Sample X291,1.273,
M04,Sample X292,1.277,
M05,Sample X293,1.204,
M06,Sample X294,1.231,
M07,Sample X295,1.079,
M08,Sample X296,1.356,
M09,Sample X297,1.675,
M10,Sample X298,1.396,
M11,Sample X299,1.243,
M12,Sample X300,1.166,
M13,Sample X301,1.005,
M14,Sample X302,1.502,
M15,Sample X303,1.267,
M16,Sample X304,1.532,
M17,Sample X305,0.275,
M18,Sample X306,1.522,
M19,Sample X307,1.263,
M20,Sample X308,1.651,
M21,Sample X309,0.258,
M22,Sample X310,0.613,
M23,Sample X311,0.157,
M24,Sample X312,0.152,
N01,Sample X313,0.158,
N02,Sample X314,0.153,
N03,Sample X315,1.214,
N04,Sample X316,1.541,
N05,Sample X317,1.225,
N06,Sample X318,1.210,
N07,Sample X319,1.231,
N08,Sample X320,1.300,
N09,Sample X321,1.332,
N10,Sample X322,1.212,
N11,Sample X323,1.198,
N12,Sample X324,1.100,
N13,Sample X325,1.240,
N14,Sample X326,1.216,
N15,Sample X327,1.228,
N16,Sample X328,1.137,
N17,Sample X329,1.159,
N18,Sample X330,1.179,
N19,Sample X331,0.925,
N20,Sample X332,1.236,
N21,Sample X333,1.255,
N22,Sample X334,1.018,
N23,Sample X335,0.149,
N24,Sample X336,0.153,
O01,Sample X337,0.151,
O02,Sample X338,0.147,
O03,Sample X339,1.210,
O04,Sample X340,1.303,
O05,Sample X341,1.372,
O06,Sample X342,1.105,
O07,Sample X343,1.286,
O08,Sample X344,1.455,
O09,Sample X345,1.334,
O10,Sample X346,1.197,
O11,Sample X347,1.141,
O12,Sample X348,1.403,
O13,Sample X349,1.148,
O14,Sample X350,1.118,
O15,Sample X351,1.382,
O16,Sample X352,1.159,
O17,Sample X353,1.093,
O18,Sample X354,1.151,
O19,Sample X355,1.151,
O20,Sample X356,1.203,
O21,Sample X357,1.164,
O22,Sample X358,1.208,
O23,Sample X359,0.150,
O24,Sample X360,0.154,
P01,Sample X361,0.183,
P02,Sample X362,0.152,
P03,Sample X363,0.217,
P04,Sample X364,0.259,
P05,Sample X365,0.245,
P06,Sample X366,0.227,
P07,Sample X367,0.191,
P08,Sample X368,0.221,
P09,Sample X369,0.238,
P10,Sample X370,0.209,
P11,Sample X371,0.206,
P12,Sample X372,0.191,
P13,Sample X373,1.178,
P14,Sample X374,1.263,
P15,Sample X375,1.331,
P16,Sample X376,1.144,
P17,Sample X377,1.771,
P18,Sample X378,1.127,
P19,Sample X379,1.281,
P20,Sample X380,1.277,
P21,Sample X381,1.232,
P22,Sample X382,0.915,
P23,Sample X383,0.153,
P24,Sample X384,0.148,
