Well,Content,Well Scan: Average (600),
A01,Sample X1,0.062,
A02,Sample X2,0.064,
A03,Sample X3,0.296,
A04,Sample X4,0.262,
A05,Sample X5,0.234,
A06,Sample X6,0.197,
A07,Sample X7,0.143,
A08,Sample X8,0.197,
A09,Sample X9,0.139,
A10,Sample X10,0.102,
A11,Sample X11,0.095,
A12,Sample X12,0.096,
A13,Sample X13,0.191,
A14,Sample X14,0.144,
A15,Sample X15,0.149,
A16,Sample X16,0.111,
A17,Sample X17,0.108,
A18,Sample X18,0.454,
A19,Sample X19,0.437,
A20,Sample X20,0.473,
A21,Sample X21,0.461,
A22,Sample X22,0.455,
A23,Sample X23,0.063,
A24,Sample X24,0.064,
B01,Sample X25,0.074,
B02,Sample X26,0.058,
B03,Sample X27,0.107,
B04,Sample X28,0.454,
B05,Sample X29,0.425,
B06,Sample X30,0.418,
B07,Sample X31,0.407,
B08,Sample X32,0.416,
B09,Sample X33,0.415,
B10,Sample X34,0.409,
B11,Sample X35,0.134,
B12,Sample X36,0.425,
B13,Sample X37,0.453,
B14,Sample X38,0.269,
B15,Sample X39,0.420,
B16,Sample X40,0.439,
B17,Sample X41,0.438,
B18,Sample X42,0.408,
B19,Sample X43,0.407,
B20,Sample X44,0.408,
B21,Sample X45,0.416,
B22,Sample X46,0.429,
B23,Sample X47,0.072,
B24,Sample X48,0.067,
C01,Sample X49,0.066,
C02,Sample X50,0.054,
C03,Sample X51,0.409,
C04,Sample X52,0.416,
C05,Sample X53,0.446,
C06,Sample X54,0.405,
C07,Sample X55,0.394,
C08,Sample X56,0.274,
C09,Sample X57,0.404,
C10,Sample X58,0.404,
C11,Sample X59,0.411,
C12,Sample X60,0.142,
C13,Sample X61,0.214,
C14,Sample X62,0.434,
C15,Sample X63,0.431,
C16,Sample X64,0.462,
C17,Sample X65,0.442,
C18,Sample X66,0.410,
C19,Sample X67,0.436,
C20,Sample X68,0.440,
C21,Sample X69,0.429,
C22,Sample X70,0.432,
C23,Sample X71,0.068,
C24,Sample X72,0.065,
D01,Sample X73,0.057,
D02,Sample X74,0.085,
D03,Sample X75,0.178,
D04,Sample X76,0.433,
D05,Sample X77,0.405,
D06,Sample X78,0.407,
D07,Sample X79,0.409,
D08,Sample X80,0.424,
D09,Sample X81,0.215,
D10,Sample X82,0.392,
D11,Sample X83,0.389,
D12,Sample X84,0.394,
D13,Sample X85,0.230,
D14,Sample X86,0.414,
D15,Sample X87,0.233,
D16,Sample X88,0.380,
D17,Sample X89,0.251,
D18,Sample X90,0.396,
D19,Sample X91,0.444,
D20,Sample X92,0.084,
D21,Sample X93,0.098,
D22,Sample X94,0.122,
D23,Sample X95,0.057,
D24,Sample X96,0.061,
E01,Sample X97,0.066,
E02,Sample X98,0.071,
E03,Sample X99,0.252,
E04,Sample X100,0.394,
E05,Sample X101,0.303,
E06,Sample X102,0.369,
E07,Sample X103,0.090,
E08,Sample X104,0.150,
E09,Sample X105,0.385,
E10,Sample X106,0.205,
E11,Sample X107,0.259,
E12,Sample X108,0.162,
E13,Sample X109,0.398,
E14,Sample X110,0.381,
E15,Sample X111,0.139,
E16,Sample X112,0.386,
E17,Sample X113,0.435,
E18,Sample X114,0.195,
E19,Sample X115,0.130,
E20,Sample X116,0.177,
E21,Sample X117,0.422,
E22,Sample X118,0.152,
E23,Sample X119,0.074,
E24,Sample X120,0.069,
F01,Sample X121,0.062,
F02,Sample X122,0.055,
F03,Sample X123,0.175,
F04,Sample X124,0.104,
F05,Sample X125,0.223,
F06,Sample X126,0.380,
F07,Sample X127,0.220,
F08,Sample X128,0.405,
F09,Sample X129,0.272,
F10,Sample X130,0.384,
F11,Sample X131,0.396,
F12,Sample X132,0.382,
F13,Sample X133,0.152,
F14,Sample X134,0.407,
F15,Sample X135,0.192,
F16,Sample X136,0.410,
F17,Sample X137,0.408,
F18,Sample X138,0.125,
F19,Sample X139,0.369,
F20,Sample X140,0.433,
F21,Sample X141,0.448,
F22,Sample X142,0.442,
F23,Sample X143,0.069,
F24,Sample X144,0.072,
G01,Sample X145,0.077,
G02,Sample X146,0.064,
G03,Sample X147,0.420,
G04,Sample X148,0.448,
G05,Sample X149,0.430,
G06,Sample X150,0.381,
G07,Sample X151,0.111,
G08,Sample X152,0.402,
G09,Sample X153,0.381,
G10,Sample X154,0.289,
G11,Sample X155,0.396,
G12,Sample X156,0.379,
G13,Sample X157,0.399,
G14,Sample X158,0.435,
G15,Sample X159,0.346,
G16,Sample X160,0.398,
G17,Sample X161,0.434,
G18,Sample X162,0.409,
G19,Sample X163,0.393,
G20,Sample X164,0.430,
G21,Sample X165,0.300,
G22,Sample X166,0.186,
G23,Sample X167,0.066,
G24,Sample X168,0.056,
H01,Sample X169,0.058,
H02,Sample X170,0.058,
H03,Sample X171,0.323,
H04,Sample X172,0.113,
H05,Sample X173,0.409,
H06,Sample X174,0.415,
H07,Sample X175,0.403,
H08,Sample X176,0.419,
H09,Sample X177,0.380,
H10,Sample X178,0.499,
H11,Sample X179,0.405,
H12,Sample X180,0.395,
H13,Sample X181,0.412,
H14,Sample X182,0.394,
H15,Sample X183,0.406,
H16,Sample X184,0.384,
H17,Sample X185,0.350,
H18,Sample X186,0.396,
H19,Sample X187,0.443,
H20,Sample X188,0.448,
H21,Sample X189,0.459,
H22,Sample X190,0.441,
H23,Sample X191,0.068,
H24,Sample X192,0.070,
I01,Sample X193,0.083,
I02,Sample X194,0.054,
I03,Sample X195,0.078,
I04,Sample X196,0.422,
I05,Sample X197,0.122,
I06,Sample X198,0.415,
I07,Sample X199,0.139,
I08,Sample X200,0.393,
I09,Sample X201,0.091,
I10,Sample X202,0.384,
I11,Sample X203,0.159,
I12,Sample X204,0.209,
I13,Sample X205,0.142,
I14,Sample X206,0.420,
I15,Sample X207,0.141,
I16,Sample X208,0.384,
I17,Sample X209,0.100,
I18,Sample X210,0.230,
I19,Sample X211,0.338,
I20,Sample X212,0.239,
I21,Sample X213,0.130,
I22,Sample X214,0.249,
I23,Sample X215,0.057,
I24,Sample X216,0.065,
J01,Sample X217,0.056,
J02,Sample X218,0.057,
J03,Sample X219,0.418,
J04,Sample X220,0.123,
J05,Sample X221,0.390,
J06,Sample X222,0.131,
J07,Sample X223,0.116,
J08,Sample X224,0.416,
J09,Sample X225,0.368,
J10,Sample X226,0.382,
J11,Sample X227,0.137,
J12,Sample X228,0.274,
J13,Sample X229,0.384,
J14,Sample X230,0.387,
J15,Sample X231,0.416,
J16,Sample X232,0.414,
J17,Sample X233,0.415,
J18,Sample X234,0.394,
J19,Sample X235,0.424,
J20,Sample X236,0.451,
J21,Sample X237,0.448,
J22,Sample X238,0.455,
J23,Sample X239,0.060,
J24,Sample X240,0.059,
K01,Sample X241,0.059,
K02,Sample X242,0.055,
K03,Sample X243,0.132,
K04,Sample X244,0.421,
K05,Sample X245,0.117,
K06,Sample X246,0.244,
K07,Sample X247,0.135,
K08,Sample X248,0.402,
K09,Sample X249,0.060,
K10,Sample X250,0.382,
K11,Sample X251,0.387,
K12,Sample X252,0.380,
K13,Sample X253,0.396,
K14,Sample X254,0.401,
K15,Sample X255,0.227,
K16,Sample X256,0.410,
K17,Sample X257,0.419,
K18,Sample X258,0.086,
K19,Sample X259,0.427,
K20,Sample X260,0.353,
K21,Sample X261,0.249,
K22,Sample X262,0.246,
K23,Sample X263,0.058,
K24,Sample X264,0.055,
L01,Sample X265,0.048,
L02,Sample X266,0.060,
L03,Sample X267,0.447,
L04,Sample X268,0.155,
L05,Sample X269,0.390,
L06,Sample X270,0.410,
L07,Sample X271,0.355,
L08,Sample X272,0.410,
L09,Sample X273,0.178,
L10,Sample X274,0.386,
L11,Sample X275,0.103,
L12,Sample X276,0.376,
L13,Sample X277,0.390,
L14,Sample X278,0.410,
L15,Sample X279,0.407,
L16,Sample X280,0.402,
