Well,Content,Well Scan: Average (600),
A01,Sample X1,0.071,
A02,Sample X2,0.065,
A03,Sample X3,0.545,
A04,Sample X4,0.587,
A05,Sample X5,0.619,
A06,Sample X6,0.619,
A07,Sample X7,0.592,
A08,Sample X8,0.101,
A09,Sample X9,0.076,
A10,Sample X10,0.062,
A11,Sample X11,0.060,
A12,Sample X12,0.062,
A13,Sample X13,0.102,
A14,Sample X14,0.079,
A15,Sample X15,0.083,
A16,Sample X16,0.058,
A17,Sample X17,0.058,
A18,Sample X18,0.450,
A19,Sample X19,0.446,
A20,Sample X20,0.512,
A21,Sample X21,0.514,
A22,Sample X22,0.515,
A23,Sample X23,0.050,
A24,Sample X24,0.047,
B01,Sample X25,0.070,
B02,Sample X26,0.062,
B03,Sample X27,0.157,
B04,Sample X28,0.511,
B05,Sample X29,0.464,
B06,Sample X30,0.483,
B07,Sample X31,0.460,
B08,Sample X32,0.473,
B09,Sample X33,0.454,
B10,Sample X34,0.442,
B11,Sample X35,0.145,
B12,Sample X36,0.524,
B13,Sample X37,0.432,
B14,Sample X38,0.305,
B15,Sample X39,0.435,
B16,Sample X40,0.461,
B17,Sample X41,0.478,
B18,Sample X42,0.418,
B19,Sample X43,0.433,
B20,Sample X44,0.446,
B21,Sample X45,0.431,
B22,Sample X46,0.439,
B23,Sample X47,0.053,
B24,Sample X48,0.046,
C01,Sample X49,0.058,
C02,Sample X50,0.061,
C03,Sample X51,0.423,
C04,Sample X52,0.457,
C05,Sample X53,0.428,
C06,Sample X54,0.414,
C07,Sample X55,0.406,
C08,Sample X56,0.393,
C09,Sample X57,0.389,
C10,Sample X58,0.412,
C11,Sample X59,0.388,
C12,Sample X60,0.133,
C13,Sample X61,0.272,
C14,Sample X62,0.451,
C15,Sample X63,0.399,
C16,Sample X64,0.429,
C17,Sample X65,0.419,
C18,Sample X66,0.427,
C19,Sample X67,0.398,
C20,Sample X68,0.405,
C21,Sample X69,0.415,
C22,Sample X70,0.412,
C23,Sample X71,0.171,
C24,Sample X72,0.048,
D01,Sample X73,0.061,
D02,Sample X74,0.077,
D03,Sample X75,0.152,
D04,Sample X76,0.430,
D05,Sample X77,0.420,
D06,Sample X78,0.400,
D07,Sample X79,0.444,
D08,Sample X80,0.414,
D09,Sample X81,0.274,
D10,Sample X82,0.389,
D11,Sample X83,0.380,
D12,Sample X84,0.405,
D13,Sample X85,0.261,
D14,Sample X86,0.400,
D15,Sample X87,0.252,
D16,Sample X88,0.379,
D17,Sample X89,0.231,
D18,Sample X90,0.269,
D19,Sample X91,0.379,
D20,Sample X92,0.113,
D21,Sample X93,0.077,
D22,Sample X94,0.091,
D23,Sample X95,0.054,
D24,Sample X96,0.489,
E01,Sample X97,0.062,
E02,Sample X98,0.065,
E03,Sample X99,0.425,
E04,Sample X100,0.424,
E05,Sample X101,0.413,
E06,Sample X102,0.400,
E07,Sample X103,0.110,
E08,Sample X104,0.171,
E09,Sample X105,0.398,
E10,Sample X106,0.168,
E11,Sample X107,0.367,
E12,Sample X108,0.229,
E13,Sample X109,0.377,
E14,Sample X110,0.366,
E15,Sample X111,0.150,
E16,Sample X112,0.377,
E17,Sample X113,0.408,
E18,Sample X114,0.093,
E19,Sample X115,0.068,
E20,Sample X116,0.192,
E21,Sample X117,0.439,
E22,Sample X118,0.111,
E23,Sample X119,0.068,
E24,Sample X120,0.054,
F01,Sample X121,0.065,
F02,Sample X122,0.059,
F03,Sample X123,0.123,
F04,Sample X124,0.082,
F05,Sample X125,0.318,
F06,Sample X126,0.389,
F07,Sample X127,0.455,
F08,Sample X128,0.404,
F09,Sample X129,0.380,
F10,Sample X130,0.363,
F11,Sample X131,0.387,
F12,Sample X132,0.406,
F13,Sample X133,0.120,
F14,Sample X134,0.389,
F15,Sample X135,0.432,
F16,Sample X136,0.403,
F17,Sample X137,0.393,
F18,Sample X138,0.139,
F19,Sample X139,0.379,
F20,Sample X140,0.413,
F21,Sample X141,0.453,
F22,Sample X142,0.422,
F23,Sample X143,0.069,
F24,Sample X144,0.061,
