Well,Content,Well Scan: Average (600),
A01,Sample X1,0.064,
A02,Sample X2,0.058,
A03,Sample X3,0.394,
A04,Sample X4,0.408,
A05,Sample X5,0.398,
A06,Sample X6,0.386,
A07,Sample X7,0.331,
A08,Sample X8,0.176,
A09,Sample X9,0.110,
A10,Sample X10,0.081,
A11,Sample X11,0.073,
A12,Sample X12,0.072,
A13,Sample X13,0.151,
A14,Sample X14,0.107,
A15,Sample X15,0.104,
A16,Sample X16,0.080,
A17,Sample X17,0.076,
A18,Sample X18,0.373,
A19,Sample X19,0.317,
A20,Sample X20,0.439,
A21,Sample X21,0.437,
A22,Sample X22,0.419,
A23,Sample X23,0.066,
A24,Sample X24,0.051,
B01,Sample X25,0.063,
B02,Sample X26,0.056,
B03,Sample X27,0.082,
B04,Sample X28,0.488,
B05,Sample X29,0.448,
B06,Sample X30,0.479,
B07,Sample X31,0.420,
B08,Sample X32,0.452,
B09,Sample X33,0.455,
B10,Sample X34,0.420,
B11,Sample X35,0.096,
B12,Sample X36,0.533,
B13,Sample X37,0.425,
B14,Sample X38,0.265,
B15,Sample X39,0.441,
B16,Sample X40,0.453,
B17,Sample X41,0.478,
B18,Sample X42,0.381,
B19,Sample X43,0.401,
B20,Sample X44,0.409,
B21,Sample X45,0.373,
B22,Sample X46,0.335,
B23,Sample X47,0.061,
B24,Sample X48,0.062,
C01,Sample X49,0.056,
C02,Sample X50,0.055,
C03,Sample X51,0.347,
C04,Sample X52,0.488,
C05,Sample X53,0.440,
C06,Sample X54,0.435,
C07,Sample X55,0.412,
C08,Sample X56,0.341,
C09,Sample X57,0.432,
C10,Sample X58,0.415,
C11,Sample X59,0.421,
C12,Sample X60,0.099,
C13,Sample X61,0.227,
C14,Sample X62,0.461,
C15,Sample X63,0.446,
C16,Sample X64,0.491,
C17,Sample X65,0.435,
C18,Sample X66,0.438,
C19,Sample X67,0.402,
C20,Sample X68,0.411,
C21,Sample X69,0.401,
C22,Sample X70,0.345,
C23,Sample X71,0.063,
C24,Sample X72,0.055,
D01,Sample X73,0.056,
D02,Sample X74,0.075,
D03,Sample X75,0.141,
D04,Sample X76,0.452,
D05,Sample X77,0.431,
D06,Sample X78,0.449,
D07,Sample X79,0.501,
D08,Sample X80,0.470,
D09,Sample X81,0.363,
D10,Sample X82,0.432,
D11,Sample X83,0.430,
D12,Sample X84,0.451,
D13,Sample X85,0.227,
D14,Sample X86,0.444,
D15,Sample X87,0.206,
D16,Sample X88,0.471,
D17,Sample X89,0.278,
D18,Sample X90,0.357,
D19,Sample X91,0.361,
D20,Sample X92,0.075,
D21,Sample X93,0.077,
D22,Sample X94,0.093,
D23,Sample X95,0.069,
D24,Sample X96,0.061,
E01,Sample X97,0.056,
E02,Sample X98,0.063,
E03,Sample X99,0.356,
E04,Sample X100,0.437,
E05,Sample X101,0.374,
E06,Sample X102,0.408,
E07,Sample X103,0.073,
E08,Sample X104,0.122,
E09,Sample X105,0.414,
E10,Sample X106,0.196,
E11,Sample X107,0.309,
E12,Sample X108,0.181,
E13,Sample X109,0.412,
E14,Sample X110,0.443,
E15,Sample X111,0.139,
E16,Sample X112,0.442,
E17,Sample X113,0.453,
E18,Sample X114,0.140,
E19,Sample X115,0.083,
E20,Sample X116,0.144,
E21,Sample X117,0.442,
E22,Sample X118,0.113,
E23,Sample X119,0.067,
E24,Sample X120,0.060,
F01,Sample X121,0.064,
F02,Sample X122,0.058,
F03,Sample X123,0.128,
F04,Sample X124,0.081,
F05,Sample X125,0.261,
F06,Sample X126,0.422,
F07,Sample X127,0.179,
F08,Sample X128,0.462,
F09,Sample X129,0.351,
F10,Sample X130,0.421,
F11,Sample X131,0.440,
F12,Sample X132,0.453,
F13,Sample X133,0.147,
F14,Sample X134,0.438,
F15,Sample X135,0.334,
F16,Sample X136,0.462,
F17,Sample X137,0.438,
F18,Sample X138,0.103,
F19,Sample X139,0.313,
F20,Sample X140,0.450,
F21,Sample X141,0.519,
F22,Sample X142,0.434,
F23,Sample X143,0.065,
F24,Sample X144,0.066,
G01,Sample X145,0.076,
G02,Sample X146,0.062,
G03,Sample X147,0.407,
G04,Sample X148,0.636,
G05,Sample X149,0.460,
G06,Sample X150,0.456,
G07,Sample X151,0.083,
G08,Sample X152,0.470,
G09,Sample X153,0.433,
G10,Sample X154,0.379,
G11,Sample X155,0.445,
G12,Sample X156,0.441,
G13,Sample X157,0.496,
G14,Sample X158,0.501,
G15,Sample X159,0.377,
G16,Sample X160,0.451,
G17,Sample X161,0.565,
G18,Sample X162,0.406,
G19,Sample X163,0.414,
G20,Sample X164,0.469,
G21,Sample X165,0.378,
G22,Sample X166,0.147,
G23,Sample X167,0.073,
G24,Sample X168,0.066,
H01,Sample X169,0.055,
H02,Sample X170,0.060,
H03,Sample X171,0.365,
H04,Sample X172,0.087,
H05,Sample X173,0.461,
H06,Sample X174,0.439,
H07,Sample X175,0.438,
H08,Sample X176,0.487,
H09,Sample X177,0.453,
H10,Sample X178,0.551,
H11,Sample X179,0.422,
H12,Sample X180,0.445,
H13,Sample X181,0.447,
H14,Sample X182,0.436,
H15,Sample X183,0.434,
H16,Sample X184,0.402,
H17,Sample X185,0.369,
H18,Sample X186,0.397,
