Well,Content,Raw Data (600),
A01,Sample X1,0.162,
A02,Sample X2,0.165,
A03,Sample X3,0.167,
A04,Sample X4,0.178,
A05,Sample X5,0.170,
A06,Sample X6,0.178,
A07,Sample X7,0.212,
A08,Sample X8,0.193,
A09,Sample X9,0.169,
A10,Sample X10,0.178,
A11,Sample X11,0.217,
A12,Sample X12,0.177,
A13,Sample X13,0.278,
A14,Sample X14,0.192,
A15,Sample X15,0.163,
A16,Sample X16,0.197,
A17,Sample X17,0.222,
A18,Sample X18,1.860,
A19,Sample X19,1.642,
A20,Sample X20,1.651,
A21,Sample X21,1.927,
A22,Sample X22,1.871,
A23,Sample X23,0.167,
A24,Sample X24,0.158,
B01,Sample X25,0.163,
B02,Sample X26,0.188,
B03,Sample X27,1.877,
B04,Sample X28,1.153,
B05,Sample X29,1.970,
B06,Sample X30,1.723,
B07,Sample X31,1.714,
B08,Sample X32,1.877,
B09,Sample X33,2.067,
B10,Sample X34,1.778,
B11,Sample X35,1.984,
B12,Sample X36,1.840,
B13,Sample X37,1.647,
B14,Sample X38,1.834,
B15,Sample X39,1.718,
B16,Sample X40,1.943,
B17,Sample X41,0.169,
B18,Sample X42,1.745,
B19,Sample X43,1.858,
B20,Sample X44,1.906,
B21,Sample X45,1.798,
B22,Sample X46,1.810,
B23,Sample X47,0.164,
B24,Sample X48,0.159,
C01,Sample X49,0.168,
C02,Sample X50,0.166,
C03,Sample X51,0.168,
C04,Sample X52,2.248,
C05,Sample X53,0.159,
C06,Sample X54,2.038,
C07,Sample X55,0.159,
C08,Sample X56,2.096,
C09,Sample X57,2.237,
C10,Sample X58,2.296,
C11,Sample X59,1.937,
C12,Sample X60,0.169,
C13,Sample X61,1.074,
C14,Sample X62,2.169,
C15,Sample X63,0.279,
C16,Sample X64,2.325,
C17,Sample X65,0.170,
C18,Sample X66,2.260,
C19,Sample X67,2.143,
C20,Sample X68,2.329,
C21,Sample X69,1.982,
C22,Sample X70,1.950,
C23,Sample X71,0.161,
C24,Sample X72,0.152,
D01,Sample X73,0.156,
D02,Sample X74,0.163,
D03,Sample X75,2.267,
D04,Sample X76,0.168,
D05,Sample X77,0.170,
D06,Sample X78,2.012,
D07,Sample X79,1.109,
D08,Sample X80,2.181,
D09,Sample X81,2.288,
D10,Sample X82,2.015,
D11,Sample X83,2.341,
D12,Sample X84,2.063,
D13,Sample X85,2.281,
D14,Sample X86,2.020,
D15,Sample X87,2.057,
D16,Sample X88,2.113,
D17,Sample X89,2.813,
D18,Sample X90,2.389,
D19,Sample X91,1.832,
D20,Sample X92,0.148,
D21,Sample X93,0.162,
D22,Sample X94,2.329,
D23,Sample X95,0.165,
D24,Sample X96,0.167,
E01,Sample X97,0.178,
E02,Sample X98,0.165,
E03,Sample X99,2.250,
E04,Sample X100,2.054,
E05,Sample X101,2.360,
E06,Sample X102,3.284,
E07,Sample X103,2.561,
E08,Sample X104,2.257,
E09,Sample X105,2.362,
E10,Sample X106,2.229,
E11,Sample X107,2.092,
E12,Sample X108,2.016,
E13,Sample X109,2.235,
E14,Sample X110,2.306,
E15,Sample X111,2.600,
E16,Sample X112,2.103,
E17,Sample X113,1.657,
E18,Sample X114,0.155,
E19,Sample X115,0.147,
E20,Sample X116,1.462,
E21,Sample X117,2.457,
E22,Sample X118,1.964,
E23,Sample X119,0.150,
E24,Sample X120,0.145,
F01,Sample X121,0.160,
F02,Sample X122,0.161,
F03,Sample X123,1.688,
F04,Sample X124,2.267,
F05,Sample X125,2.423,
F06,Sample X126,2.120,
F07,Sample X127,1.627,
F08,Sample X128,2.185,
