Well,Content,Raw Data (600),
A01,Sample X1,0.160,
A02,Sample X2,0.162,
A03,Sample X3,0.165,
A04,Sample X4,0.172,
A05,Sample X5,0.167,
A06,Sample X6,0.174,
A07,Sample X7,0.211,
A08,Sample X8,0.194,
A09,Sample X9,0.169,
A10,Sample X10,0.175,
A11,Sample X11,0.223,
A12,Sample X12,0.182,
A13,Sample X13,0.280,
A14,Sample X14,0.202,
A15,Sample X15,0.166,
A16,Sample X16,0.210,
A17,Sample X17,0.237,
A18,Sample X18,1.454,
A19,Sample X19,1.352,
A20,Sample X20,1.416,
A21,Sample X21,1.562,
A22,Sample X22,1.470,
A23,Sample X23,0.164,
A24,Sample X24,0.156,
B01,Sample X25,0.158,
B02,Sample X26,0.182,
B03,Sample X27,1.421,
B04,Sample X28,1.054,
B05,Sample X29,1.782,
B06,Sample X30,1.470,
B07,Sample X31,1.499,
B08,Sample X32,1.585,
B09,Sample X33,1.729,
B10,Sample X34,1.540,
B11,Sample X35,1.571,
B12,Sample X36,1.527,
B13,Sample X37,1.356,
B14,Sample X38,1.561,
B15,Sample X39,1.471,
B16,Sample X40,1.641,
B17,Sample X41,0.170,
B18,Sample X42,1.563,
B19,Sample X43,1.610,
B20,Sample X44,1.698,
B21,Sample X45,1.599,
B22,Sample X46,1.553,
B23,Sample X47,0.162,
B24,Sample X48,0.154,
C01,Sample X49,0.163,
C02,Sample X50,0.162,
C03,Sample X51,0.168,
C04,Sample X52,1.913,
C05,Sample X53,0.162,
C06,Sample X54,1.737,
C07,Sample X55,0.167,
C08,Sample X56,1.639,
C09,Sample X57,2.073,
C10,Sample X58,2.186,
C11,Sample X59,1.739,
C12,Sample X60,0.166,
C13,Sample X61,0.709,
C14,Sample X62,1.976,
C15,Sample X63,0.321,
C16,Sample X64,1.900,
C17,Sample X65,0.170,
C18,Sample X66,1.878,
C19,Sample X67,1.927,
C20,Sample X68,1.706,
C21,Sample X69,1.841,
C22,Sample X70,1.675,
C23,Sample X71,0.158,
C24,Sample X72,0.148,
D01,Sample X73,0.152,
D02,Sample X74,0.163,
D03,Sample X75,1.925,
D04,Sample X76,0.179,
D05,Sample X77,0.177,
D06,Sample X78,1.879,
D07,Sample X79,1.213,
D08,Sample X80,2.022,
D09,Sample X81,2.173,
D10,Sample X82,1.776,
D11,Sample X83,2.129,
D12,Sample X84,1.995,
D13,Sample X85,2.204,
D14,Sample X86,1.931,
D15,Sample X87,1.904,
D16,Sample X88,2.116,
D17,Sample X89,2.713,
D18,Sample X90,2.063,
D19,Sample X91,1.784,
D20,Sample X92,0.147,
D21,Sample X93,0.161,
D22,Sample X94,2.299,
D23,Sample X95,0.164,
D24,Sample X96,0.161,
E01,Sample X97,0.174,
E02,Sample X98,0.163,
E03,Sample X99,1.859,
E04,Sample X100,1.880,
E05,Sample X101,2.293,
E06,Sample X102,1.904,
E07,Sample X103,2.258,
E08,Sample X104,2.152,
E09,Sample X105,2.447,
E10,Sample X106,2.357,
E11,Sample X107,1.958,
E12,Sample X108,1.998,
E13,Sample X109,2.199,
E14,Sample X110,2.319,
E15,Sample X111,2.469,
E16,Sample X112,2.018,
E17,Sample X113,1.414,
E18,Sample X114,0.156,
E19,Sample X115,0.148,
E20,Sample X116,1.123,
E21,Sample X117,2.150,
E22,Sample X118,1.888,
E23,Sample X119,0.149,
E24,Sample X120,0.145,
F01,Sample X121,0.159,
F02,Sample X122,0.163,
F03,Sample X123,1.728,
F04,Sample X124,2.125,
F05,Sample X125,2.294,
F06,Sample X126,2.013,
F07,Sample X127,1.119,
F08,Sample X128,2.055,
F09,Sample X129,0.169,
F10,Sample X130,0.204,
F11,Sample X131,2.348,
F12,Sample X132,2.135,
F13,Sample X133,1.865,
F14,Sample X134,2.119,
F15,Sample X135,1.987,
F16,Sample X136,2.055,
F17,Sample X137,1.863,
F18,Sample X138,0.175,
F19,Sample X139,1.603,
F20,Sample X140,2.119,
F21,Sample X141,0.162,
F22,Sample X142,0.155,
F23,Sample X143,0.152,
F24,Sample X144,0.147,
G01,Sample X145,0.156,
G02,Sample X146,0.180,
G03,Sample X147,2.336,
G04,Sample X148,0.151,
G05,Sample X149,2.550,
G06,Sample X150,2.068,
G07,Sample X151,2.348,
G08,Sample X152,2.449,
G09,Sample X153,2.257,
G10,Sample X154,2.528,
G11,Sample X155,2.322,
G12,Sample X156,2.181,
G13,Sample X157,0.749,
G14,Sample X158,0.157,
G15,Sample X159,0.268,
