Well,Content,Raw Data (600),
A01,Sample X1,0.162,
A02,Sample X2,0.165,
A03,Sample X3,0.165,
A04,Sample X4,0.178,
A05,Sample X5,0.169,
A06,Sample X6,0.179,
A07,Sample X7,0.212,
A08,Sample X8,0.192,
A09,Sample X9,0.171,
A10,Sample X10,0.176,
A11,Sample X11,0.221,
A12,Sample X12,0.181,
A13,Sample X13,0.277,
A14,Sample X14,0.196,
A15,Sample X15,0.165,
A16,Sample X16,0.207,
A17,Sample X17,0.232,
A18,Sample X18,1.504,
A19,Sample X19,1.385,
A20,Sample X20,1.442,
A21,Sample X21,1.593,
A22,Sample X22,1.533,
A23,Sample X23,0.167,
A24,Sample X24,0.160,
B01,Sample X25,0.160,
B02,Sample X26,0.180,
B03,Sample X27,1.492,
B04,Sample X28,1.098,
B05,Sample X29,1.823,
B06,Sample X30,1.756,
B07,Sample X31,1.593,
B08,Sample X32,1.626,
B09,Sample X33,1.854,
B10,Sample X34,1.604,
B11,Sample X35,1.615,
B12,Sample X36,1.583,
B13,Sample X37,1.408,
B14,Sample X38,1.600,
B15,Sample X39,1.525,
B16,Sample X40,1.699,
B17,Sample X41,0.168,
B18,Sample X42,1.584,
B19,Sample X43,1.634,
B20,Sample X44,1.722,
B21,Sample X45,1.624,
B22,Sample X46,1.612,
B23,Sample X47,0.163,
B24,Sample X48,0.158,
C01,Sample X49,0.165,
C02,Sample X50,0.163,
C03,Sample X51,0.166,
C04,Sample X52,1.907,
C05,Sample X53,0.161,
C06,Sample X54,1.710,
C07,Sample X55,0.162,
C08,Sample X56,1.659,
C09,Sample X57,2.151,
C10,Sample X58,2.233,
C11,Sample X59,1.741,
C12,Sample X60,0.166,
C13,Sample X61,0.747,
C14,Sample X62,2.092,
C15,Sample X63,0.298,
C16,Sample X64,1.996,
C17,Sample X65,0.169,
C18,Sample X66,1.959,
C19,Sample X67,1.936,
C20,Sample X68,1.766,
C21,Sample X69,1.852,
C22,Sample X70,1.707,
C23,Sample X71,0.158,
C24,Sample X72,0.148,
D01,Sample X73,0.155,
D02,Sample X74,0.164,
D03,Sample X75,1.931,
D04,Sample X76,0.172,
D05,Sample X77,0.173,
D06,Sample X78,1.835,
D07,Sample X79,1.137,
D08,Sample X80,2.030,
D09,Sample X81,2.172,
D10,Sample X82,1.792,
D11,Sample X83,2.166,
D12,Sample X84,1.980,
D13,Sample X85,2.204,
D14,Sample X86,1.905,
D15,Sample X87,1.901,
D16,Sample X88,2.083,
D17,Sample X89,2.682,
D18,Sample X90,2.062,
D19,Sample X91,1.743,
D20,Sample X92,0.147,
D21,Sample X93,0.163,
D22,Sample X94,2.218,
D23,Sample X95,0.166,
D24,Sample X96,0.163,
E01,Sample X97,0.175,
E02,Sample X98,0.164,
E03,Sample X99,1.915,
E04,Sample X100,1.901,
E05,Sample X101,2.248,
E06,Sample X102,1.947,
E07,Sample X103,2.268,
E08,Sample X104,2.157,
E09,Sample X105,2.271,
E10,Sample X106,2.212,
E11,Sample X107,1.950,
E12,Sample X108,1.939,
E13,Sample X109,2.167,
E14,Sample X110,2.304,
E15,Sample X111,2.482,
E16,Sample X112,1.984,
E17,Sample X113,1.593,
E18,Sample X114,0.158,
E19,Sample X115,0.150,
E20,Sample X116,1.268,
E21,Sample X117,2.100,
E22,Sample X118,1.837,
E23,Sample X119,0.148,
E24,Sample X120,0.148,
F01,Sample X121,0.162,
F02,Sample X122,0.161,
F03,Sample X123,1.631,
F04,Sample X124,2.128,
F05,Sample X125,2.273,
F06,Sample X126,1.983,
F07,Sample X127,1.375,
F08,Sample X128,2.023,
