Well,Content,Raw Data (600),
A01,Sample X1,0.278,
A02,Sample X2,0.348,
A03,Sample X3,0.311,
A04,Sample X4,0.243,
A05,Sample X5,0.228,
A06,Sample X6,0.187,
A07,Sample X7,0.213,
A08,Sample X8,0.201,
A09,Sample X9,0.202,
A10,Sample X10,0.210,
A11,Sample X11,0.235,
A12,Sample X12,0.247,
A13,Sample X13,0.291,
A14,Sample X14,0.173,
A15,Sample X15,0.203,
A16,Sample X16,0.189,
A17,Sample X17,0.226,
A18,Sample X18,4.661,
A19,Sample X19,3.721,
A20,Sample X20,3.834,
A21,Sample X21,4.101,
A22,Sample X22,3.805,
A23,Sample X23,0.232,
A24,Sample X24,0.296,
B01,Sample X25,0.262,
B02,Sample X26,0.182,
B03,Sample X27,4.303,
B04,Sample X28,4.113,
B05,Sample X29,4.328,
B06,Sample X30,3.911,
B07,Sample X31,3.835,
B08,Sample X32,3.953,
B09,Sample X33,3.678,
B10,Sample X34,4.202,
B11,Sample X35,3.672,
B12,Sample X36,3.982,
B13,Sample X37,3.337,
B14,Sample X38,3.739,
B15,Sample X39,3.405,
B16,Sample X40,3.591,
B17,Sample X41,3.604,
B18,Sample X42,3.854,
B19,Sample X43,4.138,
B20,Sample X44,3.722,
B21,Sample X45,3.670,
B22,Sample X46,3.770,
B23,Sample X47,0.270,
B24,Sample X48,0.414,
C01,Sample X49,0.434,
C02,Sample X50,0.327,
C03,Sample X51,3.298,
C04,Sample X52,3.465,
C05,Sample X53,0.167,
C06,Sample X54,1.055,
C07,Sample X55,0.190,
C08,Sample X56,0.573,
C09,Sample X57,3.814,
C10,Sample X58,2.939,
C11,Sample X59,3.369,
C12,Sample X60,0.193,
C13,Sample X61,3.119,
C14,Sample X62,3.639,
C15,Sample X63,2.774,
C16,Sample X64,3.564,
C17,Sample X65,0.192,
C18,Sample X66,3.755,
C19,Sample X67,3.740,
C20,Sample X68,3.718,
C21,Sample X69,3.436,
C22,Sample X70,3.618,
C23,Sample X71,0.173,
C24,Sample X72,0.295,
D01,Sample X73,0.296,
D02,Sample X74,0.296,
D03,Sample X75,3.498,
D04,Sample X76,3.411,
D05,Sample X77,0.194,
D06,Sample X78,3.323,
D07,Sample X79,0.471,
D08,Sample X80,4.618,
D09,Sample X81,3.393,
D10,Sample X82,3.149,
D11,Sample X83,3.399,
D12,Sample X84,3.348,
D13,Sample X85,3.221,
D14,Sample X86,3.441,
D15,Sample X87,4.172,
D16,Sample X88,3.556,
D17,Sample X89,2.570,
D18,Sample X90,3.570,
D19,Sample X91,4.133,
D20,Sample X92,0.293,
D21,Sample X93,0.171,
D22,Sample X94,3.597,
D23,Sample X95,0.237,
D24,Sample X96,0.380,
E01,Sample X97,0.263,
E02,Sample X98,0.205,
E03,Sample X99,3.919,
E04,Sample X100,3.696,
E05,Sample X101,4.096,
E06,Sample X102,3.181,
E07,Sample X103,3.935,
E08,Sample X104,3.567,
E09,Sample X105,3.384,
E10,Sample X106,2.974,
E11,Sample X107,3.976,
E12,Sample X108,3.546,
E13,Sample X109,3.917,
E14,Sample X110,3.345,
E15,Sample X111,3.349,
E16,Sample X112,3.193,
E17,Sample X113,2.786,
E18,Sample X114,0.222,
E19,Sample X115,3.366,
E20,Sample X116,3.352,
E21,Sample X117,3.925,
E22,Sample X118,2.972,
E23,Sample X119,0.223,
E24,Sample X120,0.177,
F01,Sample X121,0.177,
F02,Sample X122,0.270,
F03,Sample X123,3.845,
F04,Sample X124,3.659,
F05,Sample X125,3.856,
F06,Sample X126,4.054,
F07,Sample X127,1.290,
F08,Sample X128,4.167,
F09,Sample X129,3.308,
F10,Sample X130,0.542,
F11,Sample X131,3.990,
F12,Sample X132,2.299,
F13,Sample X133,0.718,
F14,Sample X134,4.098,
F15,Sample X135,4.141,
F16,Sample X136,3.321,
F17,Sample X137,3.204,
F18,Sample X138,3.912,
F19,Sample X139,3.966,
F20,Sample X140,4.133,
F21,Sample X141,0.228,
F22,Sample X142,0.174,
F23,Sample X143,0.370,
F24,Sample X144,0.167,
G01,Sample X145,0.361,
G02,Sample X146,0.222,
G03,Sample X147,3.672,
G04,Sample X148,3.038,
G05,Sample X149,4.079,
G06,Sample X150,3.424,
G07,Sample X151,3.536,
G08,Sample X152,4.104,
G09,Sample X153,3.994,
G10,Sample X154,4.226,
G11,Sample X155,4.338,
G12,Sample X156,3.946,
