Well,Content,Well Scan: Average (600),
A01,Sample X1,0.062,
A02,Sample X2,0.071,
A03,Sample X3,0.076,
A04,Sample X4,0.080,
A05,Sample X5,0.074,
A06,Sample X6,0.077,
A07,Sample X7,0.087,
A08,Sample X8,0.075,
A09,Sample X9,0.074,
A10,Sample X10,0.068,
A11,Sample X11,0.067,
A12,Sample X12,0.080,
A13,Sample X13,0.072,
A14,Sample X14,0.066,
A15,Sample X15,0.064,
A16,Sample X16,0.070,
A17,Sample X17,0.071,
A18,Sample X18,0.381,
A19,Sample X19,0.367,
A20,Sample X20,0.327,
A21,Sample X21,0.405,
A22,Sample X22,0.373,
A23,Sample X23,0.061,
A24,Sample X24,0.055,
B01,Sample X25,0.066,
B02,Sample X26,0.078,
B03,Sample X27,0.384,
B04,Sample X28,0.390,
B05,Sample X29,0.393,
B06,Sample X30,0.408,
B07,Sample X31,0.404,
B08,Sample X32,0.417,
B09,Sample X33,0.417,
B10,Sample X34,0.354,
B11,Sample X35,0.359,
B12,Sample X36,0.368,
B13,Sample X37,0.380,
B14,Sample X38,0.384,
B15,Sample X39,0.397,
B16,Sample X40,0.377,
B17,Sample X41,0.397,
B18,Sample X42,0.405,
B19,Sample X43,0.334,
B20,Sample X44,0.354,
B21,Sample X45,0.365,
B22,Sample X46,0.386,
B23,Sample X47,0.055,
B24,Sample X48,0.053,
C01,Sample X49,0.063,
C02,Sample X50,0.062,
C03,Sample X51,0.439,
C04,Sample X52,0.444,
C05,Sample X53,0.319,
C06,Sample X54,0.389,
C07,Sample X55,0.058,
C08,Sample X56,0.416,
C09,Sample X57,0.417,
C10,Sample X58,0.407,
C11,Sample X59,0.401,
C12,Sample X60,0.063,
C13,Sample X61,0.319,
C14,Sample X62,0.399,
C15,Sample X63,0.375,
C16,Sample X64,0.390,
C17,Sample X65,0.090,
C18,Sample X66,0.064,
C19,Sample X67,0.373,
C20,Sample X68,0.347,
C21,Sample X69,0.334,
C22,Sample X70,0.340,
C23,Sample X71,0.056,
C24,Sample X72,0.054,
D01,Sample X73,0.062,
D02,Sample X74,0.067,
D03,Sample X75,0.414,
D04,Sample X76,0.391,
D05,Sample X77,0.087,
D06,Sample X78,0.338,
D07,Sample X79,0.389,
D08,Sample X80,0.426,
D09,Sample X81,0.425,
D10,Sample X82,0.362,
D11,Sample X83,0.378,
D12,Sample X84,0.376,
D13,Sample X85,0.417,
D14,Sample X86,0.372,
D15,Sample X87,0.356,
D16,Sample X88,0.385,
D17,Sample X89,0.255,
D18,Sample X90,0.364,
D19,Sample X91,0.403,
D20,Sample X92,0.061,
D21,Sample X93,0.058,
D22,Sample X94,0.250,
D23,Sample X95,0.059,
D24,Sample X96,0.066,
E01,Sample X97,0.067,
E02,Sample X98,0.062,
E03,Sample X99,0.426,
E04,Sample X100,0.392,
E05,Sample X101,0.066,
E06,Sample X102,0.385,
E07,Sample X103,0.387,
E08,Sample X104,0.348,
E09,Sample X105,0.333,
E10,Sample X106,0.392,
E11,Sample X107,0.388,
E12,Sample X108,0.387,
E13,Sample X109,0.394,
E14,Sample X110,0.412,
E15,Sample X111,0.388,
E16,Sample X112,0.387,
E17,Sample X113,0.350,
E18,Sample X114,0.089,
E19,Sample X115,0.181,
E20,Sample X116,0.093,
E21,Sample X117,0.334,
E22,Sample X118,0.058,
E23,Sample X119,0.057,
E24,Sample X120,0.066,
F01,Sample X121,0.063,
F02,Sample X122,0.063,
F03,Sample X123,0.405,
F04,Sample X124,0.460,
F05,Sample X125,0.400,
F06,Sample X126,0.388,
F07,Sample X127,0.158,
F08,Sample X128,0.378,
F09,Sample X129,0.091,
F10,Sample X130,0.068,
F11,Sample X131,0.375,
F12,Sample X132,0.284,
F13,Sample X133,0.189,
F14,Sample X134,0.386,
F15,Sample X135,0.413,
F16,Sample X136,0.399,
F17,Sample X137,0.372,
F18,Sample X138,0.287,
F19,Sample X139,0.109,
F20,Sample X140,0.346,
F21,Sample X141,0.067,
F22,Sample X142,0.071,
F23,Sample X143,0.068,
F24,Sample X144,0.080,
G01,Sample X145,0.057,
G02,Sample X146,0.053,
G03,Sample X147,0.458,
G04,Sample X148,0.383,
G05,Sample X149,0.438,
G06,Sample X150,0.476,
G07,Sample X151,0.451,
G08,Sample X152,0.381,
G09,Sample X153,0.180,
G10,Sample X154,0.112,
G11,Sample X155,0.383,
G12,Sample X156,0.206,
G13,Sample X157,0.067,
G14,Sample X158,0.107,
G15,Sample X159,0.073,
G16,Sample X160,0.084,
G17,Sample X161,0.070,
G18,Sample X162,0.307,
G19,Sample X163,0.357,
G20,Sample X164,0.071,
G21,Sample X165,0.345,
G22,Sample X166,0.061,
G23,Sample X167,0.061,
G24,Sample X168,0.060,
H01,Sample X169,0.060,
H02,Sample X170,0.057,
H03,Sample X171,0.422,
H04,Sample X172,0.488,
H05,Sample X173,0.420,
H06,Sample X174,0.372,
H07,Sample X175,0.373,
H08,Sample X176,0.444,
H09,Sample X177,0.328,
H10,Sample X178,0.409,
H11,Sample X179,0.366,
H12,Sample X180,0.374,
H13,Sample X181,0.087,
H14,Sample X182,0.347,
H15,Sample X183,0.427,
H16,Sample X184,0.370,
H17,Sample X185,0.377,
H18,Sample X186,0.401,
H19,Sample X187,0.361,
H20,Sample X188,0.405,
H21,Sample X189,0.347,
H22,Sample X190,0.349,
H23,Sample X191,0.071,
H24,Sample X192,0.084,
I01,Sample X193,0.059,
I02,Sample X194,0.055,
I03,Sample X195,0.479,
I04,Sample X196,0.485,
I05,Sample X197,0.473,
I06,Sample X198,0.433,
I07,Sample X199,0.333,
I08,Sample X200,0.486,
I09,Sample X201,0.470,
I10,Sample X202,0.346,
I11,Sample X203,0.435,
I12,Sample X204,0.368,
I13,Sample X205,0.425,
I14,Sample X206,0.401,
I15,Sample X207,0.403,
I16,Sample X208,0.213,
