Well,Content,Well Scan: Average (600),
A01,Sample X1,0.055,
A02,Sample X2,0.060,
A03,Sample X3,0.083,
A04,Sample X4,0.081,
A05,Sample X5,0.074,
A06,Sample X6,0.081,
A07,Sample X7,0.082,
A08,Sample X8,0.084,
A09,Sample X9,0.085,
A10,Sample X10,0.080,
A11,Sample X11,0.083,
A12,Sample X12,0.096,
A13,Sample X13,0.085,
A14,Sample X14,0.079,
A15,Sample X15,0.075,
A16,Sample X16,0.089,
A17,Sample X17,0.088,
A18,Sample X18,0.081,
A19,Sample X19,0.089,
A20,Sample X20,0.077,
A21,Sample X21,0.088,
A22,Sample X22,0.092,
A23,Sample X23,0.073,
A24,Sample X24,0.067,
B01,Sample X25,0.060,
B02,Sample X26,0.060,
B03,Sample X27,0.086,
B04,Sample X28,0.092,
B05,Sample X29,0.093,
B06,Sample X30,0.086,
B07,Sample X31,0.092,
B08,Sample X32,0.111,
B09,Sample X33,0.105,
B10,Sample X34,0.077,
B11,Sample X35,0.085,
B12,Sample X36,0.085,
B13,Sample X37,0.088,
B14,Sample X38,0.090,
B15,Sample X39,0.089,
B16,Sample X40,0.101,
B17,Sample X41,0.110,
B18,Sample X42,0.094,
B19,Sample X43,0.090,
B20,Sample X44,0.088,
B21,Sample X45,0.092,
B22,Sample X46,0.091,
B23,Sample X47,0.069,
B24,Sample X48,0.064,
C01,Sample X49,0.058,
C02,Sample X50,0.058,
C03,Sample X51,0.087,
C04,Sample X52,0.093,
C05,Sample X53,0.089,
C06,Sample X54,0.090,
C07,Sample X55,0.078,
C08,Sample X56,0.105,
C09,Sample X57,0.113,
C10,Sample X58,0.083,
C11,Sample X59,0.086,
C12,Sample X60,0.080,
C13,Sample X61,0.087,
C14,Sample X62,0.087,
C15,Sample X63,0.084,
C16,Sample X64,0.099,
C17,Sample X65,0.123,
C18,Sample X66,0.089,
C19,Sample X67,0.089,
C20,Sample X68,0.082,
C21,Sample X69,0.087,
C22,Sample X70,0.091,
C23,Sample X71,0.071,
C24,Sample X72,0.066,
D01,Sample X73,0.060,
D02,Sample X74,0.058,
D03,Sample X75,0.096,
D04,Sample X76,0.092,
D05,Sample X77,0.108,
D06,Sample X78,0.088,
D07,Sample X79,0.088,
D08,Sample X80,0.120,
D09,Sample X81,0.105,
D10,Sample X82,0.100,
D11,Sample X83,0.145,
D12,Sample X84,0.190,
D13,Sample X85,0.113,
D14,Sample X86,0.158,
D15,Sample X87,0.123,
D16,Sample X88,0.092,
D17,Sample X89,0.108,
D18,Sample X90,0.095,
D19,Sample X91,0.090,
D20,Sample X92,0.092,
D21,Sample X93,0.094,
D22,Sample X94,0.085,
D23,Sample X95,0.059,
D24,Sample X96,0.072,
E01,Sample X97,0.069,
E02,Sample X98,0.059,
E03,Sample X99,0.090,
E04,Sample X100,0.083,
E05,Sample X101,0.086,
E06,Sample X102,0.084,
