Well,Content,Well Scan: Average (600),
A01,Sample X1,0.066,
A02,Sample X2,0.076,
A03,Sample X3,0.083,
A04,Sample X4,0.083,
A05,Sample X5,0.074,
A06,Sample X6,0.078,
A07,Sample X7,0.098,
A08,Sample X8,0.077,
A09,Sample X9,0.074,
A10,Sample X10,0.067,
A11,Sample X11,0.066,
A12,Sample X12,0.083,
A13,Sample X13,0.069,
A14,Sample X14,0.064,
A15,Sample X15,0.061,
A16,Sample X16,0.074,
A17,Sample X17,0.070,
A18,Sample X18,0.744,
A19,Sample X19,0.571,
A20,Sample X20,0.558,
A21,Sample X21,0.535,
A22,Sample X22,0.557,
A23,Sample X23,0.060,
A24,Sample X24,0.056,
B01,Sample X25,0.067,
B02,Sample X26,0.078,
B03,Sample X27,0.553,
B04,Sample X28,0.593,
B05,Sample X29,0.517,
B06,Sample X30,0.571,
B07,Sample X31,0.524,
B08,Sample X32,0.636,
B09,Sample X33,0.592,
B10,Sample X34,0.537,
B11,Sample X35,0.527,
B12,Sample X36,0.541,
B13,Sample X37,0.591,
B14,Sample X38,0.546,
B15,Sample X39,0.571,
B16,Sample X40,0.517,
B17,Sample X41,0.575,
B18,Sample X42,0.561,
B19,Sample X43,0.607,
B20,Sample X44,0.488,
B21,Sample X45,0.504,
B22,Sample X46,0.587,
B23,Sample X47,0.054,
B24,Sample X48,0.053,
C01,Sample X49,0.065,
C02,Sample X50,0.062,
C03,Sample X51,0.717,
C04,Sample X52,0.561,
C05,Sample X53,0.518,
C06,Sample X54,0.596,
C07,Sample X55,0.058,
C08,Sample X56,0.537,
C09,Sample X57,0.545,
C10,Sample X58,0.614,
C11,Sample X59,0.713,
C12,Sample X60,0.056,
C13,Sample X61,0.492,
C14,Sample X62,0.591,
C15,Sample X63,0.523,
C16,Sample X64,0.537,
C17,Sample X65,0.088,
C18,Sample X66,0.059,
C19,Sample X67,0.544,
C20,Sample X68,0.575,
C21,Sample X69,0.599,
C22,Sample X70,0.512,
C23,Sample X71,0.055,
C24,Sample X72,0.051,
D01,Sample X73,0.063,
D02,Sample X74,0.067,
D03,Sample X75,0.594,
D04,Sample X76,0.548,
D05,Sample X77,0.082,
D06,Sample X78,0.538,
D07,Sample X79,0.545,
D08,Sample X80,0.620,
D09,Sample X81,0.559,
D10,Sample X82,0.508,
D11,Sample X83,0.508,
D12,Sample X84,0.521,
D13,Sample X85,0.544,
D14,Sample X86,0.612,
D15,Sample X87,0.632,
D16,Sample X88,0.529,
D17,Sample X89,0.917,
D18,Sample X90,0.454,
D19,Sample X91,0.517,
D20,Sample X92,0.066,
D21,Sample X93,0.058,
D22,Sample X94,0.433,
D23,Sample X95,0.054,
D24,Sample X96,0.062,
E01,Sample X97,0.069,
E02,Sample X98,0.066,
E03,Sample X99,0.628,
E04,Sample X100,0.539,
E05,Sample X101,0.061,
E06,Sample X102,0.567,
E07,Sample X103,0.540,
E08,Sample X104,0.671,
E09,Sample X105,0.576,
E10,Sample X106,0.515,
E11,Sample X107,0.521,
E12,Sample X108,0.446,
E13,Sample X109,0.531,
E14,Sample X110,0.577,
E15,Sample X111,0.556,
E16,Sample X112,0.684,
E17,Sample X113,0.524,
E18,Sample X114,0.077,
E19,Sample X115,0.312,
E20,Sample X116,0.157,
E21,Sample X117,0.510,
E22,Sample X118,0.058,
E23,Sample X119,0.055,
E24,Sample X120,0.066,
F01,Sample X121,0.066,
F02,Sample X122,0.065,
F03,Sample X123,0.548,
F04,Sample X124,0.614,
F05,Sample X125,0.548,
F06,Sample X126,0.542,
F07,Sample X127,0.377,
F08,Sample X128,0.531,
F09,Sample X129,0.120,
F10,Sample X130,0.061,
F11,Sample X131,0.502,
F12,Sample X132,0.458,
F13,Sample X133,0.377,
F14,Sample X134,0.477,
F15,Sample X135,0.548,
F16,Sample X136,0.622,
F17,Sample X137,0.490,
F18,Sample X138,0.446,
F19,Sample X139,0.184,
F20,Sample X140,0.402,
F21,Sample X141,0.065,
F22,Sample X142,0.064,
F23,Sample X143,0.059,
F24,Sample X144,0.079,
G01,Sample X145,0.059,
G02,Sample X146,0.055,
G03,Sample X147,0.725,
G04,Sample X148,0.510,
G05,Sample X149,0.528,
G06,Sample X150,0.572,
G07,Sample X151,0.571,
G08,Sample X152,0.475,
G09,Sample X153,0.402,
G10,Sample X154,0.172,
G11,Sample X155,0.748,
G12,Sample X156,0.413,
G13,Sample X157,0.058,
G14,Sample X158,0.186,
G15,Sample X159,0.063,
G16,Sample X160,0.070,
G17,Sample X161,0.063,
G18,Sample X162,0.582,
G19,Sample X163,0.510,
G20,Sample X164,0.073,
G21,Sample X165,0.592,
G22,Sample X166,0.062,
G23,Sample X167,0.057,
G24,Sample X168,0.061,
H01,Sample X169,0.062,
H02,Sample X170,0.059,
H03,Sample X171,0.687,
H04,Sample X172,0.593,
H05,Sample X173,0.667,
H06,Sample X174,0.372,
H07,Sample X175,0.560,
H08,Sample X176,0.612,
H09,Sample X177,0.575,
H10,Sample X178,0.689,
H11,Sample X179,0.473,
H12,Sample X180,0.483,
H13,Sample X181,0.081,
H14,Sample X182,0.655,
H15,Sample X183,0.505,
H16,Sample X184,0.438,
H17,Sample X185,0.677,
H18,Sample X186,0.599,
H19,Sample X187,0.672,
H20,Sample X188,0.472,
H21,Sample X189,0.468,
H22,Sample X190,0.463,
H23,Sample X191,0.060,
H24,Sample X192,0.083,
I01,Sample X193,0.060,
I02,Sample X194,0.058,
I03,Sample X195,0.656,
I04,Sample X196,0.542,
I05,Sample X197,0.546,
I06,Sample X198,0.588,
I07,Sample X199,0.473,
I08,Sample X200,0.564,
I09,Sample X201,0.630,
I10,Sample X202,0.494,
I11,Sample X203,0.585,
I12,Sample X204,0.529,
I13,Sample X205,0.525,
I14,Sample X206,0.472,
I15,Sample X207,0.540,
I16,Sample X208,0.392,
I17,Sample X209,0.065,
I18,Sample X210,0.582,
I19,Sample X211,0.625,
I20,Sample X212,0.524,
I21,Sample X213,0.562,
I22,Sample X214,0.532,
I23,Sample X215,0.069,
I24,Sample X216,0.058,
J01,Sample X217,0.059,
J02,Sample X218,0.057,
J03,Sample X219,0.084,
J04,Sample X220,0.639,
J05,Sample X221,0.552,
J06,Sample X222,0.522,
J07,Sample X223,0.580,
J08,Sample X224,0.624,
J09,Sample X225,0.548,
J10,Sample X226,0.458,
J11,Sample X227,0.485,
J12,Sample X228,0.487,
J13,Sample X229,0.526,
J14,Sample X230,0.516,
J15,Sample X231,0.570,
J16,Sample X232,0.470,
J17,Sample X233,0.488,
J18,Sample X234,0.588,
J19,Sample X235,0.482,
J20,Sample X236,0.596,
J21,Sample X237,0.409,
J22,Sample X238,0.545,
J23,Sample X239,0.050,
J24,Sample X240,0.052,
K01,Sample X241,0.061,
K02,Sample X242,0.062,
K03,Sample X243,0.553,
K04,Sample X244,0.744,
K05,Sample X245,0.070,
K06,Sample X246,0.483,
K07,Sample X247,0.527,
K08,Sample X248,0.549,
K09,Sample X249,0.551,
K10,Sample X250,0.481,
K11,Sample X251,0.063,
K12,Sample X252,0.435,
K13,Sample X253,0.639,
K14,Sample X254,0.327,
K15,Sample X255,0.069,
K16,Sample X256,0.498,
K17,Sample X257,0.572,
K18,Sample X258,0.501,
K19,Sample X259,0.502,
K20,Sample X260,0.502,
K21,Sample X261,0.056,
K22,Sample X262,0.501,
K23,Sample X263,0.057,
K24,Sample X264,0.052,
L01,Sample X265,0.054,
L02,Sample X266,0.054,
L03,Sample X267,0.553,
L04,Sample X268,0.392,
L05,Sample X269,0.497,
L06,Sample X270,0.523,
L07,Sample X271,0.485,
L08,Sample X272,0.590,
L09,Sample X273,0.634,
L10,Sample X274,0.487,
L11,Sample X275,0.458,
L12,Sample X276,0.563,
L13,Sample X277,0.463,
L14,Sample X278,0.086,
L15,Sample X279,0.070,
L16,Sample X280,0.515,
L17,Sample X281,0.147,
L18,Sample X282,0.393,
L19,Sample X283,0.488,
L20,Sample X284,0.480,
L21,Sample X285,0.490,
L22,Sample X286,0.571,
L23,Sample X287,0.054,
L24,Sample X288,0.051,
M01,Sample X289,0.050,
M02,Sample X290,0.055,
M03,Sample X291,0.055,
M04,Sample X292,0.463,
M05,Sample X293,0.440,
M06,Sample X294,0.451,
M07,Sample X295,0.633,
M08,Sample X296,0.138,
M09,Sample X297,0.479,
M10,Sample X298,0.452,
M11,Sample X299,0.424,
M12,Sample X300,0.055,
M13,Sample X301,0.416,
M14,Sample X302,0.053,
M15,Sample X303,0.459,
M16,Sample X304,0.054,
M17,Sample X305,0.363,
M18,Sample X306,0.057,
M19,Sample X307,0.452,
M20,Sample X308,0.386,
M21,Sample X309,0.498,
M22,Sample X310,0.439,
M23,Sample X311,0.051,
M24,Sample X312,0.051,
N01,Sample X313,0.057,
N02,Sample X314,0.054,
N03,Sample X315,0.467,
N04,Sample X316,0.507,
N05,Sample X317,0.294,
N06,Sample X318,0.607,
N07,Sample X319,0.615,
N08,Sample X320,0.066,
N09,Sample X321,0.066,
N10,Sample X322,0.057,
N11,Sample X323,0.591,
N12,Sample X324,0.664,
N13,Sample X325,0.455,
N14,Sample X326,0.468,
N15,Sample X327,0.385,
N16,Sample X328,0.473,
N17,Sample X329,0.518,
N18,Sample X330,0.534,
N19,Sample X331,0.394,
N20,Sample X332,0.525,
N21,Sample X333,0.403,
N22,Sample X334,0.502,
N23,Sample X335,0.064,
N24,Sample X336,0.049,
O01,Sample X337,0.055,
O02,Sample X338,0.064,
O03,Sample X339,0.586,
O04,Sample X340,0.536,
O05,Sample X341,0.542,
O06,Sample X342,0.489,
O07,Sample X343,0.617,
O08,Sample X344,0.528,
O09,Sample X345,0.611,
O10,Sample X346,0.065,
O11,Sample X347,0.587,
O12,Sample X348,0.475,
O13,Sample X349,0.621,
O14,Sample X350,0.625,
O15,Sample X351,0.549,
O16,Sample X352,0.504,
O17,Sample X353,0.637,
O18,Sample X354,0.390,
O19,Sample X355,0.602,
O20,Sample X356,0.509,
O21,Sample X357,0.567,
O22,Sample X358,0.582,
O23,Sample X359,0.047,
O24,Sample X360,0.048,
P01,Sample X361,0.061,
P02,Sample X362,0.058,
P03,Sample X363,0.068,
P04,Sample X364,0.067,
P05,Sample X365,0.067,
P06,Sample X366,0.072,
P07,Sample X367,0.111,
P08,Sample X368,0.058,
P09,Sample X369,0.056,
P10,Sample X370,0.063,
P11,Sample X371,0.052,
P12,Sample X372,0.065,
P13,Sample X373,0.574,
P14,Sample X374,0.665,
P15,Sample X375,0.572,
P16,Sample X376,0.570,
P17,Sample X377,0.561,
P18,Sample X378,0.581,
P19,Sample X379,0.563,
P20,Sample X380,0.617,
P21,Sample X381,0.606,
P22,Sample X382,0.527,
P23,Sample X383,0.051,
P24,Sample X384,0.050,
