Well,Content,Well Scan: Average (600),
A01,Sample X1,0.073,
A02,Sample X2,0.082,
A03,Sample X3,0.089,
A04,Sample X4,0.120,
A05,Sample X5,0.083,
A06,Sample X6,0.081,
A07,Sample X7,0.091,
A08,Sample X8,0.109,
A09,Sample X9,0.077,
A10,Sample X10,0.071,
A11,Sample X11,0.068,
A12,Sample X12,0.083,
A13,Sample X13,0.070,
A14,Sample X14,0.064,
A15,Sample X15,0.065,
A16,Sample X16,0.070,
A17,Sample X17,0.069,
A18,Sample X18,1.221,
A19,Sample X19,0.736,
A20,Sample X20,0.862,
A21,Sample X21,0.735,
A22,Sample X22,0.979,
A23,Sample X23,0.140,
A24,Sample X24,0.058,
B01,Sample X25,0.071,
B02,Sample X26,0.078,
B03,Sample X27,0.700,
B04,Sample X28,0.838,
B05,Sample X29,0.828,
B06,Sample X30,0.873,
B07,Sample X31,0.718,
B08,Sample X32,0.766,
B09,Sample X33,0.720,
B10,Sample X34,0.830,
B11,Sample X35,0.682,
B12,Sample X36,0.913,
B13,Sample X37,0.706,
B14,Sample X38,0.696,
B15,Sample X39,0.753,
B16,Sample X40,0.711,
B17,Sample X41,0.741,
B18,Sample X42,0.733,
B19,Sample X43,0.625,
B20,Sample X44,0.778,
B21,Sample X45,0.621,
B22,Sample X46,0.868,
B23,Sample X47,0.057,
B24,Sample X48,0.055,
C01,Sample X49,0.070,
C02,Sample X50,0.067,
C03,Sample X51,0.829,
C04,Sample X52,0.718,
C05,Sample X53,0.712,
C06,Sample X54,0.615,
C07,Sample X55,0.061,
C08,Sample X56,0.706,
C09,Sample X57,0.690,
C10,Sample X58,0.877,
C11,Sample X59,0.685,
C12,Sample X60,0.058,
C13,Sample X61,0.810,
C14,Sample X62,0.782,
C15,Sample X63,0.704,
C16,Sample X64,0.609,
C17,Sample X65,0.084,
C18,Sample X66,0.057,
C19,Sample X67,0.686,
C20,Sample X68,0.742,
C21,Sample X69,0.686,
C22,Sample X70,0.723,
C23,Sample X71,0.055,
C24,Sample X72,0.052,
D01,Sample X73,0.070,
D02,Sample X74,0.073,
D03,Sample X75,0.743,
D04,Sample X76,0.706,
D05,Sample X77,0.094,
D06,Sample X78,0.630,
D07,Sample X79,0.776,
D08,Sample X80,0.756,
D09,Sample X81,0.745,
D10,Sample X82,0.711,
D11,Sample X83,0.649,
D12,Sample X84,0.720,
D13,Sample X85,0.765,
D14,Sample X86,0.746,
D15,Sample X87,0.700,
D16,Sample X88,0.643,
D17,Sample X89,1.294,
D18,Sample X90,0.751,
D19,Sample X91,0.699,
D20,Sample X92,0.102,
D21,Sample X93,0.080,
D22,Sample X94,0.617,
D23,Sample X95,0.055,
D24,Sample X96,0.063,
E01,Sample X97,0.072,
E02,Sample X98,0.068,
E03,Sample X99,0.777,
E04,Sample X100,0.747,
E05,Sample X101,0.064,
E06,Sample X102,0.691,
E07,Sample X103,0.817,
E08,Sample X104,0.801,
E09,Sample X105,0.678,
E10,Sample X106,0.607,
E11,Sample X107,0.688,
E12,Sample X108,0.483,
E13,Sample X109,0.708,
E14,Sample X110,0.758,
E15,Sample X111,0.659,
E16,Sample X112,0.710,
E17,Sample X113,0.674,
E18,Sample X114,0.059,
E19,Sample X115,0.431,
E20,Sample X116,0.204,
E21,Sample X117,0.666,
E22,Sample X118,0.185,
E23,Sample X119,0.056,
E24,Sample X120,0.065,
F01,Sample X121,0.072,
F02,Sample X122,0.068,
F03,Sample X123,0.734,
F04,Sample X124,0.794,
F05,Sample X125,0.793,
F06,Sample X126,0.671,
F07,Sample X127,0.439,
F08,Sample X128,0.690,
F09,Sample X129,0.287,
F10,Sample X130,0.063,
F11,Sample X131,0.707,
F12,Sample X132,0.596,
F13,Sample X133,0.622,
