Well,Content,Well Scan: Average (600),
A01,Sample X1,0.071,
A02,Sample X2,0.080,
A03,Sample X3,0.083,
A04,Sample X4,0.104,
A05,Sample X5,0.078,
A06,Sample X6,0.077,
A07,Sample X7,0.088,
A08,Sample X8,0.084,
A09,Sample X9,0.073,
A10,Sample X10,0.069,
A11,Sample X11,0.065,
A12,Sample X12,0.084,
A13,Sample X13,0.069,
A14,Sample X14,0.063,
A15,Sample X15,0.062,
A16,Sample X16,0.069,
A17,Sample X17,0.069,
A18,Sample X18,0.862,
A19,Sample X19,0.610,
A20,Sample X20,0.758,
A21,Sample X21,0.691,
A22,Sample X22,0.700,
A23,Sample X23,0.066,
A24,Sample X24,0.056,
B01,Sample X25,0.070,
B02,Sample X26,0.077,
B03,Sample X27,0.669,
B04,Sample X28,0.866,
B05,Sample X29,0.740,
B06,Sample X30,0.752,
B07,Sample X31,0.654,
B08,Sample X32,0.656,
B09,Sample X33,0.723,
B10,Sample X34,0.733,
B11,Sample X35,0.570,
B12,Sample X36,0.775,
B13,Sample X37,0.677,
B14,Sample X38,0.660,
B15,Sample X39,0.750,
B16,Sample X40,0.765,
B17,Sample X41,0.682,
B18,Sample X42,0.678,
B19,Sample X43,0.634,
B20,Sample X44,0.736,
B21,Sample X45,0.617,
B22,Sample X46,0.822,
B23,Sample X47,0.054,
B24,Sample X48,0.052,
C01,Sample X49,0.068,
C02,Sample X50,0.065,
C03,Sample X51,0.845,
C04,Sample X52,0.713,
C05,Sample X53,0.752,
C06,Sample X54,0.590,
C07,Sample X55,0.060,
C08,Sample X56,0.672,
C09,Sample X57,0.668,
C10,Sample X58,0.782,
C11,Sample X59,0.648,
C12,Sample X60,0.057,
C13,Sample X61,0.608,
C14,Sample X62,0.749,
C15,Sample X63,0.644,
C16,Sample X64,0.562,
C17,Sample X65,0.085,
C18,Sample X66,0.055,
C19,Sample X67,0.652,
C20,Sample X68,0.693,
C21,Sample X69,0.648,
C22,Sample X70,0.653,
C23,Sample X71,0.053,
C24,Sample X72,0.051,
D01,Sample X73,0.068,
D02,Sample X74,0.071,
D03,Sample X75,0.700,
D04,Sample X76,0.685,
D05,Sample X77,0.085,
D06,Sample X78,0.598,
D07,Sample X79,0.709,
D08,Sample X80,0.624,
D09,Sample X81,0.695,
D10,Sample X82,0.638,
D11,Sample X83,0.594,
D12,Sample X84,0.681,
D13,Sample X85,0.713,
D14,Sample X86,0.673,
D15,Sample X87,0.576,
D16,Sample X88,0.610,
D17,Sample X89,1.346,
D18,Sample X90,0.751,
D19,Sample X91,0.646,
D20,Sample X92,0.087,
D21,Sample X93,0.072,
D22,Sample X94,0.540,
D23,Sample X95,0.055,
D24,Sample X96,0.062,
E01,Sample X97,0.071,
E02,Sample X98,0.066,
E03,Sample X99,0.738,
E04,Sample X100,0.651,
E05,Sample X101,0.060,
E06,Sample X102,0.664,
E07,Sample X103,0.755,
E08,Sample X104,0.764,
E09,Sample X105,0.636,
E10,Sample X106,0.608,
E11,Sample X107,0.615,
E12,Sample X108,0.474,
E13,Sample X109,0.657,
E14,Sample X110,0.699,
E15,Sample X111,0.627,
E16,Sample X112,0.635,
E17,Sample X113,0.620,
E18,Sample X114,0.060,
E19,Sample X115,0.379,
E20,Sample X116,0.189,
E21,Sample X117,0.621,
E22,Sample X118,0.060,
E23,Sample X119,0.056,
E24,Sample X120,0.064,
F01,Sample X121,0.071,
F02,Sample X122,0.068,
F03,Sample X123,0.671,
F04,Sample X124,0.768,
F05,Sample X125,0.743,
F06,Sample X126,0.602,
F07,Sample X127,0.391,
F08,Sample X128,0.642,
F09,Sample X129,0.216,
F10,Sample X130,0.060,
F11,Sample X131,0.681,
F12,Sample X132,0.558,
F13,Sample X133,0.572,
F14,Sample X134,0.619,
F15,Sample X135,0.642,
F16,Sample X136,0.671,
F17,Sample X137,0.650,
F18,Sample X138,0.581,
F19,Sample X139,0.243,
F20,Sample X140,0.421,
F21,Sample X141,0.068,
F22,Sample X142,0.074,
F23,Sample X143,0.059,
F24,Sample X144,0.080,
G01,Sample X145,0.061,
G02,Sample X146,0.056,
G03,Sample X147,0.693,
G04,Sample X148,0.698,
G05,Sample X149,0.578,
G06,Sample X150,0.663,
G07,Sample X151,0.690,
G08,Sample X152,0.589,
G09,Sample X153,0.507,
G10,Sample X154,0.243,
G11,Sample X155,0.719,
G12,Sample X156,0.556,
G13,Sample X157,0.057,
G14,Sample X158,0.227,
G15,Sample X159,0.097,
G16,Sample X160,0.073,
G17,Sample X161,0.062,
G18,Sample X162,0.668,
G19,Sample X163,0.564,
G20,Sample X164,0.098,
G21,Sample X165,0.647,
G22,Sample X166,0.062,
