Well,Content,Well Scan: Average (600),
A01,Sample X1,0.060,
A02,Sample X2,0.067,
A03,Sample X3,0.075,
A04,Sample X4,0.076,
A05,Sample X5,0.071,
A06,Sample X6,0.078,
A07,Sample X7,0.085,
A08,Sample X8,0.074,
A09,Sample X9,0.075,
A10,Sample X10,0.068,
A11,Sample X11,0.069,
A12,Sample X12,0.081,
A13,Sample X13,0.070,
A14,Sample X14,0.066,
A15,Sample X15,0.068,
A16,Sample X16,0.077,
A17,Sample X17,0.076,
A18,Sample X18,0.227,
A19,Sample X19,0.208,
A20,Sample X20,0.172,
A21,Sample X21,0.273,
A22,Sample X22,0.226,
A23,Sample X23,0.065,
A24,Sample X24,0.058,
B01,Sample X25,0.067,
B02,Sample X26,0.076,
B03,Sample X27,0.241,
B04,Sample X28,0.249,
B05,Sample X29,0.246,
B06,Sample X30,0.260,
B07,Sample X31,0.254,
B08,Sample X32,0.272,
B09,Sample X33,0.292,
B10,Sample X34,0.204,
B11,Sample X35,0.207,
B12,Sample X36,0.222,
B13,Sample X37,0.222,
B14,Sample X38,0.239,
B15,Sample X39,0.241,
B16,Sample X40,0.217,
B17,Sample X41,0.249,
B18,Sample X42,0.257,
B19,Sample X43,0.196,
B20,Sample X44,0.216,
B21,Sample X45,0.226,
B22,Sample X46,0.244,
B23,Sample X47,0.059,
B24,Sample X48,0.057,
C01,Sample X49,0.068,
C02,Sample X50,0.062,
C03,Sample X51,0.302,
C04,Sample X52,0.289,
C05,Sample X53,0.162,
C06,Sample X54,0.242,
C07,Sample X55,0.061,
C08,Sample X56,0.256,
C09,Sample X57,0.273,
C10,Sample X58,0.212,
C11,Sample X59,0.256,
C12,Sample X60,0.066,
C13,Sample X61,0.140,
C14,Sample X62,0.242,
C15,Sample X63,0.232,
C16,Sample X64,0.255,
C17,Sample X65,0.101,
C18,Sample X66,0.072,
C19,Sample X67,0.240,
C20,Sample X68,0.203,
C21,Sample X69,0.198,
C22,Sample X70,0.206,
C23,Sample X71,0.064,
C24,Sample X72,0.059,
D01,Sample X73,0.067,
D02,Sample X74,0.067,
D03,Sample X75,0.266,
D04,Sample X76,0.254,
D05,Sample X77,0.091,
D06,Sample X78,0.187,
D07,Sample X79,0.235,
D08,Sample X80,0.255,
D09,Sample X81,0.270,
D10,Sample X82,0.242,
D11,Sample X83,0.236,
D12,Sample X84,0.222,
D13,Sample X85,0.267,
D14,Sample X86,0.223,
D15,Sample X87,0.229,
D16,Sample X88,0.234,
D17,Sample X89,0.104,
D18,Sample X90,0.230,
D19,Sample X91,0.208,
D20,Sample X92,0.067,
D21,Sample X93,0.067,
D22,Sample X94,0.128,
D23,Sample X95,0.072,
D24,Sample X96,0.077,
E01,Sample X97,0.071,
E02,Sample X98,0.065,
E03,Sample X99,0.281,
E04,Sample X100,0.233,
E05,Sample X101,0.072,
E06,Sample X102,0.220,
E07,Sample X103,0.256,
E08,Sample X104,0.177,
E09,Sample X105,0.157,
E10,Sample X106,0.229,
E11,Sample X107,0.248,
E12,Sample X108,0.254,
E13,Sample X109,0.236,
E14,Sample X110,0.264,
E15,Sample X111,0.250,
E16,Sample X112,0.210,
E17,Sample X113,0.214,
E18,Sample X114,0.078,
E19,Sample X115,0.091,
E20,Sample X116,0.087,
E21,Sample X117,0.207,
E22,Sample X118,0.063,
E23,Sample X119,0.062,
E24,Sample X120,0.070,
F01,Sample X121,0.062,
F02,Sample X122,0.063,
F03,Sample X123,0.254,
F04,Sample X124,0.268,
F05,Sample X125,0.268,
F06,Sample X126,0.227,
F07,Sample X127,0.098,
F08,Sample X128,0.231,
F09,Sample X129,0.098,
F10,Sample X130,0.073,
F11,Sample X131,0.226,
F12,Sample X132,0.149,
F13,Sample X133,0.094,
F14,Sample X134,0.220,
F15,Sample X135,0.208,
F16,Sample X136,0.218,
F17,Sample X137,0.168,
F18,Sample X138,0.168,
F19,Sample X139,0.098,
F20,Sample X140,0.237,
F21,Sample X141,0.080,
F22,Sample X142,0.079,
F23,Sample X143,0.073,
F24,Sample X144,0.088,
G01,Sample X145,0.057,
G02,Sample X146,0.053,
G03,Sample X147,0.295,
G04,Sample X148,0.245,
G05,Sample X149,0.288,
G06,Sample X150,0.335,
G07,Sample X151,0.327,
G08,Sample X152,0.244,
G09,Sample X153,0.133,
G10,Sample X154,0.099,
G11,Sample X155,0.235,
G12,Sample X156,0.096,
G13,Sample X157,0.072,
G14,Sample X158,0.094,
G15,Sample X159,0.085,
G16,Sample X160,0.090,
G17,Sample X161,0.083,
G18,Sample X162,0.225,
G19,Sample X163,0.249,
G20,Sample X164,0.080,
G21,Sample X165,0.218,
G22,Sample X166,0.068,
G23,Sample X167,0.071,
G24,Sample X168,0.073,
H01,Sample X169,0.059,
H02,Sample X170,0.057,
H03,Sample X171,0.331,
H04,Sample X172,0.292,
H05,Sample X173,0.277,
H06,Sample X174,0.235,
H07,Sample X175,0.263,
H08,Sample X176,0.290,
H09,Sample X177,0.239,
H10,Sample X178,0.243,
H11,Sample X179,0.231,
H12,Sample X180,0.236,
H13,Sample X181,0.091,
H14,Sample X182,0.243,
H15,Sample X183,0.270,
H16,Sample X184,0.213,
H17,Sample X185,0.235,
H18,Sample X186,0.274,
H19,Sample X187,0.222,
H20,Sample X188,0.224,
H21,Sample X189,0.274,
H22,Sample X190,0.239,
H23,Sample X191,0.072,
H24,Sample X192,0.093,
I01,Sample X193,0.060,
I02,Sample X194,0.056,
I03,Sample X195,0.392,
I04,Sample X196,0.355,
I05,Sample X197,0.368,
I06,Sample X198,0.307,
I07,Sample X199,0.245,
I08,Sample X200,0.363,
I09,Sample X201,0.328,
I10,Sample X202,0.197,
I11,Sample X203,0.310,
I12,Sample X204,0.234,
I13,Sample X205,0.305,
I14,Sample X206,0.290,
I15,Sample X207,0.280,
I16,Sample X208,0.107,
I17,Sample X209,0.076,
I18,Sample X210,0.280,
I19,Sample X211,0.253,
I20,Sample X212,0.248,
I21,Sample X213,0.342,
I22,Sample X214,0.248,
I23,Sample X215,0.077,
I24,Sample X216,0.067,
J01,Sample X217,0.058,
J02,Sample X218,0.058,
J03,Sample X219,0.087,
J04,Sample X220,0.321,
J05,Sample X221,0.318,
J06,Sample X222,0.257,
J07,Sample X223,0.356,
J08,Sample X224,0.367,
J09,Sample X225,0.382,
J10,Sample X226,0.348,
J11,Sample X227,0.368,
J12,Sample X228,0.286,
J13,Sample X229,0.320,
J14,Sample X230,0.274,
J15,Sample X231,0.273,
J16,Sample X232,0.299,
J17,Sample X233,0.287,
J18,Sample X234,0.205,
J19,Sample X235,0.182,
J20,Sample X236,0.352,
J21,Sample X237,0.277,
J22,Sample X238,0.287,
J23,Sample X239,0.060,
J24,Sample X240,0.056,
K01,Sample X241,0.056,
K02,Sample X242,0.060,
K03,Sample X243,0.302,
K04,Sample X244,0.293,
K05,Sample X245,0.067,
K06,Sample X246,0.226,
K07,Sample X247,0.243,
K08,Sample X248,0.235,
K09,Sample X249,0.283,
K10,Sample X250,0.273,
K11,Sample X251,0.077,
K12,Sample X252,0.242,
K13,Sample X253,0.287,
K14,Sample X254,0.174,
K15,Sample X255,0.075,
K16,Sample X256,0.277,
K17,Sample X257,0.278,
K18,Sample X258,0.218,
K19,Sample X259,0.273,
K20,Sample X260,0.210,
K21,Sample X261,0.062,
K22,Sample X262,0.168,
K23,Sample X263,0.067,
K24,Sample X264,0.052,
L01,Sample X265,0.051,
L02,Sample X266,0.053,
L03,Sample X267,0.240,
L04,Sample X268,0.126,
L05,Sample X269,0.257,
L06,Sample X270,0.245,
L07,Sample X271,0.233,
L08,Sample X272,0.223,
L09,Sample X273,0.231,
L10,Sample X274,0.233,
L11,Sample X275,0.201,
L12,Sample X276,0.224,
L13,Sample X277,0.284,
L14,Sample X278,0.071,
L15,Sample X279,0.074,
L16,Sample X280,0.216,
L17,Sample X281,0.075,
L18,Sample X282,0.177,
L19,Sample X283,0.228,
L20,Sample X284,0.225,
L21,Sample X285,0.224,
L22,Sample X286,0.232,
L23,Sample X287,0.056,
L24,Sample X288,0.049,
M01,Sample X289,0.049,
M02,Sample X290,0.055,
M03,Sample X291,0.056,
M04,Sample X292,0.291,
M05,Sample X293,0.284,
M06,Sample X294,0.233,
M07,Sample X295,0.292,
M08,Sample X296,0.064,
M09,Sample X297,0.307,
M10,Sample X298,0.267,
M11,Sample X299,0.238,
M12,Sample X300,0.058,
M13,Sample X301,0.239,
M14,Sample X302,0.068,
M15,Sample X303,0.153,
M16,Sample X304,0.061,
M17,Sample X305,0.090,
M18,Sample X306,0.063,
M19,Sample X307,0.195,
M20,Sample X308,0.221,
M21,Sample X309,0.270,
M22,Sample X310,0.189,
M23,Sample X311,0.051,
M24,Sample X312,0.051,
N01,Sample X313,0.054,
N02,Sample X314,0.053,
N03,Sample X315,0.171,
N04,Sample X316,0.175,
N05,Sample X317,0.069,
N06,Sample X318,0.273,
N07,Sample X319,0.227,
N08,Sample X320,0.067,
N09,Sample X321,0.077,
N10,Sample X322,0.058,
N11,Sample X323,0.225,
N12,Sample X324,0.261,
N13,Sample X325,0.248,
N14,Sample X326,0.242,
N15,Sample X327,0.217,
N16,Sample X328,0.254,
