Well,Content,Well Scan: Average (600),
A01,Sample X1,0.074,
A02,Sample X2,0.077,
A03,Sample X3,0.095,
A04,Sample X4,0.104,
A05,Sample X5,0.087,
A06,Sample X6,0.099,
A07,Sample X7,0.086,
A08,Sample X8,0.103,
A09,Sample X9,0.107,
A10,Sample X10,0.097,
A11,Sample X11,0.101,
A12,Sample X12,0.130,
A13,Sample X13,0.115,
A14,Sample X14,0.111,
A15,Sample X15,0.104,
A16,Sample X16,0.116,
A17,Sample X17,0.110,
A18,Sample X18,0.448,
A19,Sample X19,0.354,
A20,Sample X20,0.307,
A21,Sample X21,0.330,
A22,Sample X22,0.332,
A23,Sample X23,0.074,
A24,Sample X24,0.075,
B01,Sample X25,0.075,
B02,Sample X26,0.105,
B03,Sample X27,0.098,
B04,Sample X28,0.385,
B05,Sample X29,0.310,
B06,Sample X30,0.306,
B07,Sample X31,0.334,
B08,Sample X32,0.304,
B09,Sample X33,0.339,
B10,Sample X34,0.329,
B11,Sample X35,0.091,
B12,Sample X36,0.339,
B13,Sample X37,0.317,
B14,Sample X38,0.323,
B15,Sample X39,0.372,
B16,Sample X40,0.318,
B17,Sample X41,0.411,
B18,Sample X42,0.298,
B19,Sample X43,0.305,
B20,Sample X44,0.305,
B21,Sample X45,0.365,
B22,Sample X46,0.336,
B23,Sample X47,0.074,
B24,Sample X48,0.069,
C01,Sample X49,0.085,
C02,Sample X50,0.077,
C03,Sample X51,0.314,
C04,Sample X52,0.302,
C05,Sample X53,0.344,
C06,Sample X54,0.345,
C07,Sample X55,0.302,
C08,Sample X56,0.136,
C09,Sample X57,0.300,
C10,Sample X58,0.265,
C11,Sample X59,0.313,
C12,Sample X60,0.097,
C13,Sample X61,0.103,
C14,Sample X62,0.108,
C15,Sample X63,0.301,
C16,Sample X64,0.280,
C17,Sample X65,0.315,
C18,Sample X66,0.302,
C19,Sample X67,0.270,
C20,Sample X68,0.300,
C21,Sample X69,0.291,
C22,Sample X70,0.269,
C23,Sample X71,0.073,
C24,Sample X72,0.067,
D01,Sample X73,0.078,
D02,Sample X74,0.082,
D03,Sample X75,0.123,
D04,Sample X76,0.321,
D05,Sample X77,0.299,
D06,Sample X78,0.286,
D07,Sample X79,0.282,
D08,Sample X80,0.345,
D09,Sample X81,0.095,
D10,Sample X82,0.287,
D11,Sample X83,0.296,
D12,Sample X84,0.305,
D13,Sample X85,0.101,
D14,Sample X86,0.300,
D15,Sample X87,0.155,
D16,Sample X88,0.264,
D17,Sample X89,0.124,
D18,Sample X90,0.228,
D19,Sample X91,0.178,
D20,Sample X92,0.107,
D21,Sample X93,0.114,
D22,Sample X94,0.105,
D23,Sample X95,0.071,
D24,Sample X96,0.066,
E01,Sample X97,0.073,
E02,Sample X98,0.074,
E03,Sample X99,0.085,
E04,Sample X100,0.285,
E05,Sample X101,0.109,
E06,Sample X102,0.269,
E07,Sample X103,0.106,
E08,Sample X104,0.118,
E09,Sample X105,0.316,
E10,Sample X106,0.116,
E11,Sample X107,0.102,
E12,Sample X108,0.104,
E13,Sample X109,0.290,
E14,Sample X110,0.291,
E15,Sample X111,0.100,
E16,Sample X112,0.283,
E17,Sample X113,0.354,
E18,Sample X114,0.100,
E19,Sample X115,0.087,
E20,Sample X116,0.103,
E21,Sample X117,0.502,
E22,Sample X118,0.095,
E23,Sample X119,0.075,
E24,Sample X120,0.064,
F01,Sample X121,0.078,
F02,Sample X122,0.081,
F03,Sample X123,0.117,
F04,Sample X124,0.124,
F05,Sample X125,0.205,
F06,Sample X126,0.111,
F07,Sample X127,0.270,
F08,Sample X128,0.272,
F09,Sample X129,0.150,
F10,Sample X130,0.279,
F11,Sample X131,0.317,
F12,Sample X132,0.283,
F13,Sample X133,0.099,
F14,Sample X134,0.292,
F15,Sample X135,0.275,
F16,Sample X136,0.358,
F17,Sample X137,0.314,
F18,Sample X138,0.110,
F19,Sample X139,0.497,
F20,Sample X140,0.359,
F21,Sample X141,0.280,
F22,Sample X142,0.302,
F23,Sample X143,0.074,
F24,Sample X144,0.070,
G01,Sample X145,0.080,
G02,Sample X146,0.075,
G03,Sample X147,0.282,
G04,Sample X148,0.295,
G05,Sample X149,0.290,
G06,Sample X150,0.295,
G07,Sample X151,0.106,
G08,Sample X152,0.241,
G09,Sample X153,0.269,
G10,Sample X154,0.113,
G11,Sample X155,0.297,
G12,Sample X156,0.356,
G13,Sample X157,0.136,
G14,Sample X158,0.344,
G15,Sample X159,0.287,
G16,Sample X160,0.356,
G17,Sample X161,0.298,
G18,Sample X162,0.291,
G19,Sample X163,0.161,
G20,Sample X164,0.302,
G21,Sample X165,0.127,
G22,Sample X166,0.106,
G23,Sample X167,0.073,
G24,Sample X168,0.091,
H01,Sample X169,0.077,
H02,Sample X170,0.078,
H03,Sample X171,0.102,
H04,Sample X172,0.115,
H05,Sample X173,0.467,
H06,Sample X174,0.243,
H07,Sample X175,0.312,
H08,Sample X176,0.306,
H09,Sample X177,0.152,
H10,Sample X178,0.309,
H11,Sample X179,0.347,
H12,Sample X180,0.488,
H13,Sample X181,0.295,
H14,Sample X182,0.311,
H15,Sample X183,0.392,
H16,Sample X184,0.165,
H17,Sample X185,0.117,
H18,Sample X186,0.309,
H19,Sample X187,0.252,
H20,Sample X188,0.322,
H21,Sample X189,0.299,
H22,Sample X190,0.303,
H23,Sample X191,0.078,
H24,Sample X192,0.076,
I01,Sample X193,0.073,
I02,Sample X194,0.074,
I03,Sample X195,0.108,
I04,Sample X196,0.314,
I05,Sample X197,0.112,
I06,Sample X198,0.316,
I07,Sample X199,0.114,
I08,Sample X200,0.295,
I09,Sample X201,0.094,
I10,Sample X202,0.287,
I11,Sample X203,0.127,
I12,Sample X204,0.119,
I13,Sample X205,0.105,
I14,Sample X206,0.323,
I15,Sample X207,0.102,
I16,Sample X208,0.471,
I17,Sample X209,0.124,
I18,Sample X210,0.150,
I19,Sample X211,0.225,
I20,Sample X212,0.107,
I21,Sample X213,0.110,
I22,Sample X214,0.122,
I23,Sample X215,0.070,
I24,Sample X216,0.086,
J01,Sample X217,0.072,
J02,Sample X218,0.074,
J03,Sample X219,0.314,
J04,Sample X220,0.131,
J05,Sample X221,0.313,
J06,Sample X222,0.111,
J07,Sample X223,0.109,
J08,Sample X224,0.291,
J09,Sample X225,0.229,
J10,Sample X226,0.301,
J11,Sample X227,0.108,
J12,Sample X228,0.154,
J13,Sample X229,0.210,
J14,Sample X230,0.305,
J15,Sample X231,0.287,
J16,Sample X232,0.300,
J17,Sample X233,0.315,
J18,Sample X234,0.309,
J19,Sample X235,0.340,
J20,Sample X236,0.296,
J21,Sample X237,0.402,
J22,Sample X238,0.313,
J23,Sample X239,0.074,
J24,Sample X240,0.089,
K01,Sample X241,0.072,
K02,Sample X242,0.079,
K03,Sample X243,0.114,
K04,Sample X244,0.314,
K05,Sample X245,0.122,
K06,Sample X246,0.260,
K07,Sample X247,0.116,
K08,Sample X248,0.318,
K09,Sample X249,0.118,
K10,Sample X250,0.305,
K11,Sample X251,0.109,
K12,Sample X252,0.290,
K13,Sample X253,0.394,
K14,Sample X254,0.323,
K15,Sample X255,0.103,
K16,Sample X256,0.362,
K17,Sample X257,0.315,
K18,Sample X258,0.218,
K19,Sample X259,0.363,
K20,Sample X260,0.136,
K21,Sample X261,1.684,
K22,Sample X262,0.097,
K23,Sample X263,0.072,
K24,Sample X264,0.073,
L01,Sample X265,0.072,
L02,Sample X266,0.086,
L03,Sample X267,0.301,
L04,Sample X268,0.105,
L05,Sample X269,0.164,
