Well,Content,Well Scan: Average (600),
A01,Sample X1,0.052,
A02,Sample X2,0.065,
A03,Sample X3,0.299,
A04,Sample X4,0.287,
A05,Sample X5,0.247,
A06,Sample X6,0.241,
A07,Sample X7,0.165,
A08,Sample X8,0.201,
A09,Sample X9,0.136,
A10,Sample X10,0.100,
A11,Sample X11,0.087,
A12,Sample X12,0.095,
A13,Sample X13,0.193,
A14,Sample X14,0.128,
A15,Sample X15,0.102,
A16,Sample X16,0.099,
A17,Sample X17,0.095,
A18,Sample X18,0.454,
A19,Sample X19,0.425,
A20,Sample X20,0.465,
A21,Sample X21,0.487,
A22,Sample X22,0.454,
A23,Sample X23,0.067,
A24,Sample X24,0.051,
B01,Sample X25,0.057,
B02,Sample X26,0.058,
B03,Sample X27,0.410,
B04,Sample X28,0.426,
B05,Sample X29,0.402,
B06,Sample X30,0.407,
B07,Sample X31,0.404,
B08,Sample X32,0.409,
B09,Sample X33,0.401,
B10,Sample X34,0.381,
B11,Sample X35,0.387,
B12,Sample X36,0.415,
B13,Sample X37,0.427,
B14,Sample X38,0.399,
B15,Sample X39,0.393,
B16,Sample X40,0.404,
B17,Sample X41,0.443,
B18,Sample X42,0.407,
B19,Sample X43,0.387,
B20,Sample X44,0.404,
B21,Sample X45,0.402,
B22,Sample X46,0.433,
B23,Sample X47,0.061,
B24,Sample X48,0.060,
C01,Sample X49,0.054,
C02,Sample X50,0.053,
C03,Sample X51,0.074,
C04,Sample X52,0.077,
C05,Sample X53,0.314,
C06,Sample X54,0.214,
C07,Sample X55,0.405,
C08,Sample X56,0.302,
C09,Sample X57,0.406,
C10,Sample X58,0.431,
C11,Sample X59,0.430,
C12,Sample X60,0.419,
C13,Sample X61,0.458,
C14,Sample X62,0.415,
C15,Sample X63,0.421,
C16,Sample X64,0.217,
C17,Sample X65,0.206,
C18,Sample X66,0.333,
C19,Sample X67,0.147,
C20,Sample X68,0.398,
C21,Sample X69,0.451,
C22,Sample X70,0.429,
C23,Sample X71,0.060,
C24,Sample X72,0.051,
D01,Sample X73,0.053,
D02,Sample X74,0.057,
D03,Sample X75,0.411,
D04,Sample X76,0.530,
D05,Sample X77,0.290,
D06,Sample X78,0.436,
D07,Sample X79,0.296,
D08,Sample X80,0.455,
D09,Sample X81,0.393,
D10,Sample X82,0.413,
D11,Sample X83,0.282,
D12,Sample X84,0.558,
D13,Sample X85,0.255,
D14,Sample X86,0.484,
D15,Sample X87,0.417,
D16,Sample X88,0.461,
D17,Sample X89,0.462,
D18,Sample X90,0.507,
D19,Sample X91,0.463,
D20,Sample X92,0.531,
D21,Sample X93,0.479,
D22,Sample X94,0.470,
D23,Sample X95,0.079,
D24,Sample X96,0.062,
E01,Sample X97,0.049,
E02,Sample X98,0.060,
E03,Sample X99,0.448,
E04,Sample X100,0.336,
E05,Sample X101,0.298,
E06,Sample X102,0.353,
E07,Sample X103,0.401,
E08,Sample X104,0.429,
E09,Sample X105,0.229,
E10,Sample X106,0.367,
E11,Sample X107,0.403,
E12,Sample X108,0.175,
E13,Sample X109,0.432,
E14,Sample X110,0.168,
E15,Sample X111,0.123,
E16,Sample X112,0.441,
E17,Sample X113,0.301,
E18,Sample X114,0.421,
E19,Sample X115,0.081,
E20,Sample X116,0.258,
E21,Sample X117,0.348,
E22,Sample X118,0.265,
E23,Sample X119,0.051,
E24,Sample X120,0.073,
F01,Sample X121,0.064,
F02,Sample X122,0.078,
F03,Sample X123,0.336,
F04,Sample X124,0.453,
F05,Sample X125,0.270,
F06,Sample X126,0.380,
F07,Sample X127,0.260,
F08,Sample X128,0.419,
F09,Sample X129,0.120,
F10,Sample X130,0.418,
F11,Sample X131,0.401,
F12,Sample X132,0.403,
F13,Sample X133,0.440,
F14,Sample X134,0.438,
F15,Sample X135,0.441,
F16,Sample X136,0.450,
F17,Sample X137,0.337,
F18,Sample X138,0.439,
F19,Sample X139,0.498,
F20,Sample X140,0.464,
F21,Sample X141,0.479,
F22,Sample X142,0.455,
F23,Sample X143,0.226,
F24,Sample X144,0.058,
G01,Sample X145,0.076,
G02,Sample X146,0.058,
G03,Sample X147,0.419,
G04,Sample X148,0.380,
G05,Sample X149,0.382,
G06,Sample X150,0.265,
G07,Sample X151,0.153,
G08,Sample X152,0.308,
G09,Sample X153,0.259,
G10,Sample X154,0.397,
G11,Sample X155,0.211,
G12,Sample X156,0.163,
G13,Sample X157,0.279,
G14,Sample X158,0.106,
G15,Sample X159,0.422,
G16,Sample X160,0.411,
G17,Sample X161,0.458,
G18,Sample X162,0.454,
G19,Sample X163,0.187,
G20,Sample X164,0.257,
G21,Sample X165,0.435,
