Well,Content,Well Scan: Average (600),
A01,Sample X1,0.072,
A02,Sample X2,0.072,
A03,Sample X3,0.636,
A04,Sample X4,0.662,
A05,Sample X5,0.689,
A06,Sample X6,0.653,
A07,Sample X7,0.619,
A08,Sample X8,0.104,
A09,Sample X9,0.079,
A10,Sample X10,0.057,
A11,Sample X11,0.056,
A12,Sample X12,0.062,
A13,Sample X13,0.098,
A14,Sample X14,0.072,
A15,Sample X15,0.060,
A16,Sample X16,0.057,
A17,Sample X17,0.052,
A18,Sample X18,0.480,
A19,Sample X19,0.487,
A20,Sample X20,0.531,
A21,Sample X21,0.524,
A22,Sample X22,0.567,
A23,Sample X23,0.050,
A24,Sample X24,0.230,
B01,Sample X25,0.065,
B02,Sample X26,0.063,
B03,Sample X27,0.557,
B04,Sample X28,0.590,
B05,Sample X29,0.513,
B06,Sample X30,0.531,
B07,Sample X31,0.493,
B08,Sample X32,0.479,
B09,Sample X33,0.484,
B10,Sample X34,0.470,
B11,Sample X35,0.435,
B12,Sample X36,0.485,
B13,Sample X37,0.445,
B14,Sample X38,0.438,
B15,Sample X39,0.457,
B16,Sample X40,0.474,
B17,Sample X41,0.463,
B18,Sample X42,0.422,
B19,Sample X43,0.443,
B20,Sample X44,0.473,
B21,Sample X45,0.468,
B22,Sample X46,0.475,
B23,Sample X47,0.059,
B24,Sample X48,0.261,
C01,Sample X49,0.060,
C02,Sample X50,0.060,
C03,Sample X51,0.061,
C04,Sample X52,0.154,
C05,Sample X53,0.324,
C06,Sample X54,0.272,
C07,Sample X55,0.354,
C08,Sample X56,0.325,
C09,Sample X57,0.375,
C10,Sample X58,0.386,
C11,Sample X59,0.378,
C12,Sample X60,0.379,
C13,Sample X61,0.415,
C14,Sample X62,0.396,
C15,Sample X63,0.282,
C16,Sample X64,0.277,
C17,Sample X65,0.463,
C18,Sample X66,0.407,
C19,Sample X67,0.263,
C20,Sample X68,0.411,
C21,Sample X69,0.411,
C22,Sample X70,0.432,
C23,Sample X71,0.051,
C24,Sample X72,0.046,
D01,Sample X73,0.065,
D02,Sample X74,0.061,
D03,Sample X75,0.491,
D04,Sample X76,0.473,
D05,Sample X77,0.292,
D06,Sample X78,0.426,
D07,Sample X79,0.319,
