Well,Content,Well Scan: Average (600),
A01,Sample X1,0.075,
A02,Sample X2,0.076,
A03,Sample X3,0.624,
A04,Sample X4,0.690,
A05,Sample X5,0.715,
A06,Sample X6,0.701,
A07,Sample X7,0.632,
A08,Sample X8,0.145,
A09,Sample X9,0.089,
A10,Sample X10,0.062,
A11,Sample X11,0.060,
A12,Sample X12,0.064,
A13,Sample X13,0.103,
A14,Sample X14,0.077,
A15,Sample X15,0.063,
A16,Sample X16,0.060,
A17,Sample X17,0.058,
A18,Sample X18,0.496,
A19,Sample X19,0.435,
A20,Sample X20,0.558,
A21,Sample X21,0.528,
A22,Sample X22,0.566,
A23,Sample X23,0.050,
A24,Sample X24,0.051,
B01,Sample X25,0.061,
B02,Sample X26,0.058,
B03,Sample X27,0.549,
B04,Sample X28,0.617,
B05,Sample X29,0.562,
B06,Sample X30,0.591,
B07,Sample X31,0.521,
B08,Sample X32,0.535,
B09,Sample X33,0.550,
B10,Sample X34,0.491,
B11,Sample X35,0.499,
B12,Sample X36,0.597,
B13,Sample X37,0.484,
B14,Sample X38,0.499,
B15,Sample X39,0.527,
B16,Sample X40,0.542,
B17,Sample X41,0.534,
B18,Sample X42,0.444,
B19,Sample X43,0.482,
B20,Sample X44,0.495,
B21,Sample X45,0.461,
B22,Sample X46,0.426,
B23,Sample X47,0.063,
B24,Sample X48,0.052,
C01,Sample X49,0.057,
C02,Sample X50,0.060,
C03,Sample X51,0.061,
C04,Sample X52,0.113,
C05,Sample X53,0.287,
C06,Sample X54,0.249,
C07,Sample X55,0.340,
C08,Sample X56,0.304,
C09,Sample X57,0.422,
C10,Sample X58,0.466,
C11,Sample X59,0.463,
C12,Sample X60,0.484,
C13,Sample X61,0.551,
C14,Sample X62,0.485,
C15,Sample X63,0.292,
C16,Sample X64,0.254,
C17,Sample X65,0.467,
C18,Sample X66,0.318,
C19,Sample X67,0.214,
C20,Sample X68,0.432,
C21,Sample X69,0.442,
C22,Sample X70,0.405,
C23,Sample X71,0.058,
C24,Sample X72,0.052,
D01,Sample X73,0.061,
D02,Sample X74,0.060,
D03,Sample X75,0.450,
D04,Sample X76,0.543,
D05,Sample X77,0.273,
D06,Sample X78,0.516,
D07,Sample X79,0.329,
D08,Sample X80,0.518,
D09,Sample X81,0.364,
D10,Sample X82,0.467,
D11,Sample X83,0.427,
D12,Sample X84,0.476,
D13,Sample X85,0.389,
D14,Sample X86,0.462,
D15,Sample X87,0.507,
D16,Sample X88,0.564,
D17,Sample X89,0.473,
D18,Sample X90,0.412,
D19,Sample X91,0.401,
D20,Sample X92,0.449,
D21,Sample X93,0.418,
D22,Sample X94,0.405,
D23,Sample X95,0.063,
D24,Sample X96,0.055,
E01,Sample X97,0.056,
E02,Sample X98,0.065,
E03,Sample X99,0.452,
E04,Sample X100,0.314,
E05,Sample X101,0.299,
E06,Sample X102,0.394,
E07,Sample X103,0.393,
E08,Sample X104,0.454,
E09,Sample X105,0.237,
E10,Sample X106,0.417,
E11,Sample X107,0.472,
E12,Sample X108,0.202,
E13,Sample X109,0.401,
E14,Sample X110,0.249,
E15,Sample X111,0.270,
E16,Sample X112,0.471,
E17,Sample X113,0.197,
E18,Sample X114,0.363,
E19,Sample X115,0.077,
E20,Sample X116,0.280,
E21,Sample X117,0.412,
E22,Sample X118,0.227,
E23,Sample X119,0.064,
E24,Sample X120,0.068,
