Well,Content,Well Scan: Average (600),
A01,Sample X1,0.074,
A02,Sample X2,0.089,
A03,Sample X3,0.666,
A04,Sample X4,0.701,
A05,Sample X5,0.715,
A06,Sample X6,0.694,
A07,Sample X7,0.659,
A08,Sample X8,0.133,
A09,Sample X9,0.083,
A10,Sample X10,0.060,
A11,Sample X11,0.056,
A12,Sample X12,0.060,
A13,Sample X13,0.097,
A14,Sample X14,0.072,
A15,Sample X15,0.060,
A16,Sample X16,0.059,
A17,Sample X17,0.066,
A18,Sample X18,0.512,
A19,Sample X19,0.535,
A20,Sample X20,0.562,
A21,Sample X21,0.564,
A22,Sample X22,0.601,
A23,Sample X23,0.050,
A24,Sample X24,0.344,
B01,Sample X25,0.072,
B02,Sample X26,0.065,
B03,Sample X27,0.605,
B04,Sample X28,0.647,
B05,Sample X29,0.549,
B06,Sample X30,0.572,
B07,Sample X31,0.538,
B08,Sample X32,0.503,
B09,Sample X33,0.516,
B10,Sample X34,0.521,
B11,Sample X35,0.454,
B12,Sample X36,0.492,
B13,Sample X37,0.462,
B14,Sample X38,0.452,
B15,Sample X39,0.484,
B16,Sample X40,0.486,
B17,Sample X41,0.481,
B18,Sample X42,0.450,
B19,Sample X43,0.468,
B20,Sample X44,0.513,
B21,Sample X45,0.513,
B22,Sample X46,0.509,
B23,Sample X47,0.055,
B24,Sample X48,0.370,
C01,Sample X49,0.061,
C02,Sample X50,0.061,
C03,Sample X51,0.063,
C04,Sample X52,0.163,
C05,Sample X53,0.352,
C06,Sample X54,0.282,
C07,Sample X55,0.398,
C08,Sample X56,0.346,
C09,Sample X57,0.410,
C10,Sample X58,0.391,
C11,Sample X59,0.377,
C12,Sample X60,0.373,
C13,Sample X61,0.416,
C14,Sample X62,0.404,
C15,Sample X63,0.295,
C16,Sample X64,0.284,
C17,Sample X65,0.440,
C18,Sample X66,0.438,
C19,Sample X67,0.301,
C20,Sample X68,0.443,
C21,Sample X69,0.450,
C22,Sample X70,0.470,
C23,Sample X71,0.103,
C24,Sample X72,0.048,
D01,Sample X73,0.065,
D02,Sample X74,0.063,
D03,Sample X75,0.539,
D04,Sample X76,0.495,
D05,Sample X77,0.313,
D06,Sample X78,0.440,
D07,Sample X79,0.322,
D08,Sample X80,0.425,
D09,Sample X81,0.373,
D10,Sample X82,0.389,
D11,Sample X83,0.518,
D12,Sample X84,0.382,
