Well,Content,Well Scan: Average (600),
A01,Sample X1,0.070,
A02,Sample X2,0.070,
A03,Sample X3,0.731,
A04,Sample X4,0.883,
A05,Sample X5,0.614,
A06,Sample X6,0.742,
A07,Sample X7,0.731,
A08,Sample X8,0.246,
A09,Sample X9,0.119,
A10,Sample X10,0.057,
A11,Sample X11,0.058,
A12,Sample X12,0.079,
A13,Sample X13,0.089,
A14,Sample X14,0.074,
A15,Sample X15,0.062,
A16,Sample X16,0.057,
A17,Sample X17,0.059,
A18,Sample X18,0.554,
A19,Sample X19,0.466,
A20,Sample X20,0.610,
A21,Sample X21,0.605,
A22,Sample X22,0.641,
A23,Sample X23,0.058,
A24,Sample X24,0.067,
B01,Sample X25,0.097,
B02,Sample X26,0.063,
B03,Sample X27,0.267,
B04,Sample X28,0.569,
B05,Sample X29,0.576,
B06,Sample X30,0.652,
B07,Sample X31,0.455,
B08,Sample X32,0.630,
B09,Sample X33,0.573,
B10,Sample X34,0.526,
B11,Sample X35,0.155,
B12,Sample X36,0.535,
B13,Sample X37,0.476,
B14,Sample X38,0.328,
B15,Sample X39,0.451,
B16,Sample X40,0.555,
B17,Sample X41,0.530,
B18,Sample X42,0.621,
B19,Sample X43,0.576,
B20,Sample X44,0.674,
B21,Sample X45,0.673,
B22,Sample X46,0.651,
B23,Sample X47,0.064,
B24,Sample X48,0.056,
C01,Sample X49,0.059,
C02,Sample X50,0.059,
C03,Sample X51,0.757,
C04,Sample X52,0.714,
C05,Sample X53,0.649,
C06,Sample X54,0.504,
C07,Sample X55,0.408,
C08,Sample X56,0.407,
C09,Sample X57,0.408,
C10,Sample X58,0.552,
C11,Sample X59,0.554,
C12,Sample X60,0.140,
C13,Sample X61,0.432,
C14,Sample X62,0.675,
C15,Sample X63,0.508,
C16,Sample X64,0.501,
C17,Sample X65,0.701,
C18,Sample X66,0.583,
C19,Sample X67,0.652,
C20,Sample X68,0.552,
C21,Sample X69,0.532,
C22,Sample X70,0.517,
C23,Sample X71,0.059,
C24,Sample X72,0.058,
D01,Sample X73,0.062,
D02,Sample X74,0.063,
D03,Sample X75,0.288,
D04,Sample X76,0.570,
D05,Sample X77,0.462,
D06,Sample X78,0.512,
D07,Sample X79,0.544,
