Well,Content,Well Scan: Average (600),
A01,Sample X1,0.072,
A02,Sample X2,0.076,
A03,Sample X3,0.079,
A04,Sample X4,0.082,
A05,Sample X5,0.084,
A06,Sample X6,0.086,
A07,Sample X7,0.080,
A08,Sample X8,0.091,
A09,Sample X9,0.081,
A10,Sample X10,0.076,
A11,Sample X11,0.074,
A12,Sample X12,0.106,
A13,Sample X13,0.098,
A14,Sample X14,0.073,
A15,Sample X15,0.065,
A16,Sample X16,0.064,
A17,Sample X17,0.066,
A18,Sample X18,0.578,
A19,Sample X19,0.605,
A20,Sample X20,0.593,
A21,Sample X21,0.552,
A22,Sample X22,0.669,
A23,Sample X23,0.076,
A24,Sample X24,0.175,
B01,Sample X25,0.065,
B02,Sample X26,0.062,
B03,Sample X27,0.065,
B04,Sample X28,0.535,
B05,Sample X29,0.510,
B06,Sample X30,0.515,
B07,Sample X31,0.498,
B08,Sample X32,0.558,
B09,Sample X33,0.557,
B10,Sample X34,0.511,
B11,Sample X35,0.076,
B12,Sample X36,0.512,
B13,Sample X37,0.524,
B14,Sample X38,0.579,
B15,Sample X39,0.481,
B16,Sample X40,0.523,
B17,Sample X41,0.602,
B18,Sample X42,0.553,
B19,Sample X43,0.583,
B20,Sample X44,0.579,
B21,Sample X45,0.494,
B22,Sample X46,0.653,
B23,Sample X47,0.066,
B24,Sample X48,0.235,
C01,Sample X49,0.089,
C02,Sample X50,0.062,
C03,Sample X51,0.487,
C04,Sample X52,0.495,
C05,Sample X53,0.513,
C06,Sample X54,0.500,
C07,Sample X55,0.481,
C08,Sample X56,0.092,
C09,Sample X57,0.472,
C10,Sample X58,0.309,
C11,Sample X59,0.573,
C12,Sample X60,0.074,
C13,Sample X61,0.095,
C14,Sample X62,0.091,
C15,Sample X63,0.491,
C16,Sample X64,0.482,
C17,Sample X65,0.764,
C18,Sample X66,0.412,
C19,Sample X67,0.466,
C20,Sample X68,0.458,
C21,Sample X69,0.599,
C22,Sample X70,0.516,
C23,Sample X71,0.055,
C24,Sample X72,0.056,
D01,Sample X73,0.071,
D02,Sample X74,0.072,
D03,Sample X75,0.080,
D04,Sample X76,0.463,
D05,Sample X77,0.458,
D06,Sample X78,0.473,
D07,Sample X79,0.533,
D08,Sample X80,0.481,
D09,Sample X81,0.070,
D10,Sample X82,0.505,
D11,Sample X83,0.598,
D12,Sample X84,0.477,
D13,Sample X85,0.142,
D14,Sample X86,0.517,
D15,Sample X87,0.105,
D16,Sample X88,0.089,
D17,Sample X89,0.103,
D18,Sample X90,0.467,
D19,Sample X91,0.548,
D20,Sample X92,0.096,
D21,Sample X93,0.105,
D22,Sample X94,0.086,
D23,Sample X95,0.055,
D24,Sample X96,0.059,
E01,Sample X97,0.065,
E02,Sample X98,0.091,
E03,Sample X99,0.078,
E04,Sample X100,0.460,
E05,Sample X101,0.253,
E06,Sample X102,0.464,
E07,Sample X103,0.076,
E08,Sample X104,0.088,
E09,Sample X105,0.567,
E10,Sample X106,0.083,
E11,Sample X107,0.283,
E12,Sample X108,0.098,
E13,Sample X109,0.498,
E14,Sample X110,0.492,
E15,Sample X111,0.094,
E16,Sample X112,0.491,
E17,Sample X113,0.568,
E18,Sample X114,0.082,
E19,Sample X115,0.078,
E20,Sample X116,0.098,
E21,Sample X117,0.510,
E22,Sample X118,0.086,
E23,Sample X119,0.065,
E24,Sample X120,0.080,
F01,Sample X121,0.076,
F02,Sample X122,0.097,
F03,Sample X123,0.091,
F04,Sample X124,0.084,
F05,Sample X125,0.081,
F06,Sample X126,0.476,
F07,Sample X127,0.391,
F08,Sample X128,0.478,
F09,Sample X129,0.088,
F10,Sample X130,0.469,
F11,Sample X131,0.449,
F12,Sample X132,0.446,
F13,Sample X133,0.100,
F14,Sample X134,0.467,
F15,Sample X135,0.077,
F16,Sample X136,0.429,
F17,Sample X137,0.446,
F18,Sample X138,0.099,
F19,Sample X139,0.453,
F20,Sample X140,0.520,
F21,Sample X141,0.436,
F22,Sample X142,0.436,
F23,Sample X143,0.068,
F24,Sample X144,0.066,
G01,Sample X145,0.077,
G02,Sample X146,0.062,
G03,Sample X147,0.480,
G04,Sample X148,0.494,
G05,Sample X149,0.379,
G06,Sample X150,0.501,
G07,Sample X151,0.077,
G08,Sample X152,0.147,
G09,Sample X153,0.328,
G10,Sample X154,0.090,
G11,Sample X155,0.437,
G12,Sample X156,0.471,
G13,Sample X157,0.452,
G14,Sample X158,0.455,
G15,Sample X159,0.444,
G16,Sample X160,0.441,
G17,Sample X161,0.434,
G18,Sample X162,0.561,
G19,Sample X163,0.472,
G20,Sample X164,0.447,
G21,Sample X165,0.270,
G22,Sample X166,0.085,
G23,Sample X167,0.071,
G24,Sample X168,0.065,
H01,Sample X169,0.058,
H02,Sample X170,0.066,
H03,Sample X171,0.118,
H04,Sample X172,0.084,
H05,Sample X173,0.411,
H06,Sample X174,0.297,
H07,Sample X175,0.461,
H08,Sample X176,0.478,
H09,Sample X177,0.138,
H10,Sample X178,0.431,
H11,Sample X179,0.440,
H12,Sample X180,0.432,
H13,Sample X181,0.459,
H14,Sample X182,0.454,
H15,Sample X183,0.450,
H16,Sample X184,0.346,
H17,Sample X185,0.438,
H18,Sample X186,0.452,
H19,Sample X187,0.430,
H20,Sample X188,0.408,
H21,Sample X189,0.462,
H22,Sample X190,0.478,
H23,Sample X191,0.065,
H24,Sample X192,0.075,
I01,Sample X193,0.088,
I02,Sample X194,0.057,
I03,Sample X195,0.318,
I04,Sample X196,0.510,
I05,Sample X197,0.127,
I06,Sample X198,0.488,
I07,Sample X199,0.116,
I08,Sample X200,0.598,
I09,Sample X201,0.093,
