Well,Content,Well Scan: Average (600),
A01,Sample X1,0.083,
A02,Sample X2,0.102,
A03,Sample X3,0.124,
A04,Sample X4,0.125,
A05,Sample X5,0.099,
A06,Sample X6,0.120,
A07,Sample X7,0.111,
A08,Sample X8,0.133,
A09,Sample X9,0.119,
A10,Sample X10,0.103,
A11,Sample X11,0.123,
A12,Sample X12,0.135,
A13,Sample X13,0.113,
A14,Sample X14,0.108,
A15,Sample X15,0.108,
A16,Sample X16,0.104,
A17,Sample X17,0.098,
A18,Sample X18,0.100,
A19,Sample X19,0.137,
A20,Sample X20,0.117,
A21,Sample X21,0.107,
A22,Sample X22,0.097,
A23,Sample X23,0.162,
A24,Sample X24,0.141,
B01,Sample X25,0.053,
B02,Sample X26,0.058,
B03,Sample X27,0.065,
B04,Sample X28,0.085,
B05,Sample X29,0.085,
B06,Sample X30,0.096,
B07,Sample X31,0.089,
B08,Sample X32,0.107,
B09,Sample X33,0.105,
B10,Sample X34,0.084,
B11,Sample X35,0.082,
B12,Sample X36,0.090,
B13,Sample X37,0.101,
B14,Sample X38,0.078,
B15,Sample X39,0.086,
B16,Sample X40,0.087,
B17,Sample X41,0.094,
B18,Sample X42,0.080,
B19,Sample X43,0.093,
B20,Sample X44,0.089,
B21,Sample X45,0.090,
B22,Sample X46,0.088,
B23,Sample X47,0.060,
B24,Sample X48,0.203,
C01,Sample X49,0.091,
C02,Sample X50,0.064,
C03,Sample X51,0.100,
C04,Sample X52,0.091,
C05,Sample X53,0.094,
C06,Sample X54,0.092,
C07,Sample X55,0.092,
C08,Sample X56,0.100,
C09,Sample X57,0.084,
C10,Sample X58,0.083,
C11,Sample X59,0.091,
C12,Sample X60,0.092,
C13,Sample X61,0.107,
C14,Sample X62,0.099,
C15,Sample X63,0.089,
C16,Sample X64,0.087,
C17,Sample X65,0.117,
C18,Sample X66,0.105,
C19,Sample X67,0.090,
C20,Sample X68,0.089,
C21,Sample X69,0.116,
C22,Sample X70,0.101,
C23,Sample X71,0.057,
C24,Sample X72,0.062,
D01,Sample X73,0.065,
D02,Sample X74,0.066,
D03,Sample X75,0.089,
D04,Sample X76,0.093,
D05,Sample X77,0.098,
D06,Sample X78,0.095,
D07,Sample X79,0.126,
D08,Sample X80,0.116,
D09,Sample X81,0.071,
D10,Sample X82,0.099,
D11,Sample X83,0.185,
D12,Sample X84,0.107,
D13,Sample X85,0.152,
D14,Sample X86,0.149,
D15,Sample X87,0.135,
D16,Sample X88,0.119,
D17,Sample X89,0.120,
D18,Sample X90,0.099,
D19,Sample X91,0.114,
D20,Sample X92,0.101,
D21,Sample X93,0.098,
D22,Sample X94,0.118,
D23,Sample X95,0.052,
D24,Sample X96,0.060,
E01,Sample X97,0.062,
E02,Sample X98,0.090,
E03,Sample X99,0.089,
E04,Sample X100,0.091,
E05,Sample X101,0.087,
E06,Sample X102,0.084,
E07,Sample X103,0.079,
E08,Sample X104,0.089,
E09,Sample X105,0.083,
E10,Sample X106,0.114,
E11,Sample X107,0.302,
E12,Sample X108,0.355,
E13,Sample X109,0.192,
E14,Sample X110,0.299,
E15,Sample X111,0.329,
E16,Sample X112,0.172,
E17,Sample X113,0.312,
E18,Sample X114,0.162,
E19,Sample X115,0.092,
E20,Sample X116,0.098,
E21,Sample X117,0.091,
E22,Sample X118,0.090,
E23,Sample X119,0.061,
E24,Sample X120,0.068,
F01,Sample X121,0.078,
F02,Sample X122,0.091,
F03,Sample X123,0.099,
F04,Sample X124,0.091,
F05,Sample X125,0.087,
F06,Sample X126,0.091,
F07,Sample X127,0.089,
F08,Sample X128,0.229,
F09,Sample X129,0.127,
F10,Sample X130,0.186,
F11,Sample X131,0.337,
F12,Sample X132,0.292,
F13,Sample X133,0.344,
F14,Sample X134,0.359,
F15,Sample X135,0.318,
F16,Sample X136,0.253,
F17,Sample X137,0.321,
F18,Sample X138,0.162,
F19,Sample X139,0.173,
F20,Sample X140,0.133,
F21,Sample X141,0.113,
F22,Sample X142,0.114,
F23,Sample X143,0.073,
F24,Sample X144,0.070,
G01,Sample X145,0.075,
G02,Sample X146,0.072,
G03,Sample X147,0.112,
G04,Sample X148,0.112,
G05,Sample X149,0.122,
G06,Sample X150,0.130,
G07,Sample X151,0.101,
G08,Sample X152,0.117,
G09,Sample X153,0.122,
G10,Sample X154,0.133,
G11,Sample X155,0.352,
G12,Sample X156,0.219,
G13,Sample X157,0.274,
G14,Sample X158,0.326,
G15,Sample X159,0.206,
G16,Sample X160,0.305,
G17,Sample X161,0.121,
G18,Sample X162,0.201,
G19,Sample X163,0.144,
G20,Sample X164,0.106,
G21,Sample X165,0.113,
G22,Sample X166,0.101,
G23,Sample X167,0.077,
G24,Sample X168,0.074,
H01,Sample X169,0.067,
H02,Sample X170,0.066,
H03,Sample X171,0.101,
H04,Sample X172,0.108,
H05,Sample X173,0.111,
H06,Sample X174,0.104,
H07,Sample X175,0.107,
H08,Sample X176,0.108,
H09,Sample X177,0.130,
H10,Sample X178,0.377,
H11,Sample X179,0.427,
H12,Sample X180,0.398,
H13,Sample X181,0.185,
H14,Sample X182,0.307,
H15,Sample X183,0.153,
H16,Sample X184,0.084,
H17,Sample X185,0.102,
H18,Sample X186,0.227,
H19,Sample X187,0.242,
H20,Sample X188,0.110,
H21,Sample X189,0.097,
H22,Sample X190,0.110,
H23,Sample X191,0.066,
H24,Sample X192,0.110,
I01,Sample X193,0.093,
I02,Sample X194,0.064,
I03,Sample X195,0.283,
I04,Sample X196,0.099,
I05,Sample X197,0.109,
I06,Sample X198,0.098,
I07,Sample X199,0.110,
I08,Sample X200,0.093,
I09,Sample X201,0.088,
I10,Sample X202,0.228,
I11,Sample X203,0.432,
I12,Sample X204,0.293,
I13,Sample X205,0.145,
I14,Sample X206,0.191,
I15,Sample X207,0.162,
I16,Sample X208,0.097,
I17,Sample X209,0.129,
I18,Sample X210,0.183,
I19,Sample X211,0.158,
I20,Sample X212,0.103,
I21,Sample X213,0.104,
I22,Sample X214,0.109,
I23,Sample X215,0.060,
I24,Sample X216,0.067,
J01,Sample X217,0.062,
J02,Sample X218,0.057,
J03,Sample X219,0.102,
J04,Sample X220,0.108,
J05,Sample X221,0.103,
J06,Sample X222,0.096,
J07,Sample X223,0.096,
J08,Sample X224,0.095,
J09,Sample X225,0.102,
J10,Sample X226,0.099,
J11,Sample X227,0.208,
J12,Sample X228,0.440,
J13,Sample X229,0.269,
J14,Sample X230,0.443,
J15,Sample X231,0.089,
J16,Sample X232,0.124,
J17,Sample X233,0.269,
J18,Sample X234,0.127,
J19,Sample X235,0.114,
J20,Sample X236,0.099,
J21,Sample X237,0.114,
J22,Sample X238,0.102,
J23,Sample X239,0.085,
J24,Sample X240,0.072,
K01,Sample X241,0.067,
K02,Sample X242,0.065,
K03,Sample X243,0.099,
K04,Sample X244,0.107,
K05,Sample X245,0.108,
K06,Sample X246,0.095,
K07,Sample X247,0.119,
K08,Sample X248,0.095,
K09,Sample X249,0.082,
K10,Sample X250,0.083,
K11,Sample X251,0.108,
K12,Sample X252,0.201,
K13,Sample X253,0.297,
K14,Sample X254,0.417,
K15,Sample X255,0.328,
K16,Sample X256,0.134,
K17,Sample X257,0.087,
K18,Sample X258,0.159,
K19,Sample X259,0.085,
K20,Sample X260,0.116,
K21,Sample X261,0.094,
K22,Sample X262,0.099,
K23,Sample X263,0.058,
K24,Sample X264,0.066,
L01,Sample X265,0.054,
L02,Sample X266,0.053,
L03,Sample X267,0.084,
L04,Sample X268,0.089,
L05,Sample X269,0.098,
L06,Sample X270,0.087,
L07,Sample X271,0.082,
L08,Sample X272,0.093,
L09,Sample X273,0.081,
L10,Sample X274,0.085,
L11,Sample X275,0.078,
L12,Sample X276,0.116,
L13,Sample X277,0.116,
L14,Sample X278,0.145,
L15,Sample X279,0.094,
L16,Sample X280,0.089,
L17,Sample X281,0.088,
L18,Sample X282,0.089,
L19,Sample X283,0.107,
L20,Sample X284,0.125,
L21,Sample X285,0.091,
L22,Sample X286,0.095,
L23,Sample X287,0.063,
L24,Sample X288,0.107,
M01,Sample X289,0.069,
M02,Sample X290,0.106,
M03,Sample X291,0.092,
M04,Sample X292,0.100,
M05,Sample X293,0.081,
M06,Sample X294,0.079,
M07,Sample X295,0.081,
M08,Sample X296,0.097,
M09,Sample X297,0.083,
M10,Sample X298,0.059,
M11,Sample X299,0.086,
M12,Sample X300,0.085,
M13,Sample X301,0.094,
M14,Sample X302,0.081,
M15,Sample X303,0.071,
M16,Sample X304,0.081,
M17,Sample X305,0.117,
M18,Sample X306,0.094,
M19,Sample X307,0.079,
M20,Sample X308,0.096,
M21,Sample X309,0.094,
M22,Sample X310,0.082,
M23,Sample X311,0.049,
M24,Sample X312,0.073,
N01,Sample X313,0.115,
N02,Sample X314,0.048,
N03,Sample X315,0.072,
N04,Sample X316,0.076,
N05,Sample X317,0.073,
N06,Sample X318,0.079,
N07,Sample X319,0.078,
N08,Sample X320,0.094,
N09,Sample X321,0.075,
N10,Sample X322,0.078,
N11,Sample X323,0.076,
N12,Sample X324,0.093,
N13,Sample X325,0.079,
N14,Sample X326,0.097,
N15,Sample X327,0.075,
N16,Sample X328,0.095,
N17,Sample X329,0.167,
N18,Sample X330,0.199,
N19,Sample X331,0.137,
N20,Sample X332,0.143,
N21,Sample X333,0.110,
N22,Sample X334,0.087,
N23,Sample X335,0.056,
N24,Sample X336,0.076,
O01,Sample X337,0.102,
O02,Sample X338,0.076,
O03,Sample X339,0.082,
O04,Sample X340,0.059,
O05,Sample X341,0.086,
O06,Sample X342,0.069,
O07,Sample X343,0.078,
O08,Sample X344,0.094,
O09,Sample X345,0.081,
O10,Sample X346,0.069,
O11,Sample X347,0.095,
O12,Sample X348,0.069,
O13,Sample X349,0.082,
