Well,Content,Well Scan: Average (600),
A01,Sample X1,0.055,
A02,Sample X2,0.067,
A03,Sample X3,0.081,
A04,Sample X4,0.088,
A05,Sample X5,0.091,
A06,Sample X6,0.093,
A07,Sample X7,0.090,
A08,Sample X8,0.117,
A09,Sample X9,0.112,
A10,Sample X10,0.111,
A11,Sample X11,0.107,
A12,Sample X12,0.134,
A13,Sample X13,0.120,
A14,Sample X14,0.092,
A15,Sample X15,0.089,
A16,Sample X16,0.093,
A17,Sample X17,0.094,
A18,Sample X18,0.219,
A19,Sample X19,0.229,
A20,Sample X20,0.238,
A21,Sample X21,0.223,
A22,Sample X22,0.243,
A23,Sample X23,0.162,
A24,Sample X24,0.191,
B01,Sample X25,0.053,
B02,Sample X26,0.055,
B03,Sample X27,0.059,
B04,Sample X28,0.181,
B05,Sample X29,0.191,
B06,Sample X30,0.202,
B07,Sample X31,0.188,
B08,Sample X32,0.218,
B09,Sample X33,0.259,
B10,Sample X34,0.217,
B11,Sample X35,0.102,
B12,Sample X36,0.197,
B13,Sample X37,0.202,
B14,Sample X38,0.192,
B15,Sample X39,0.207,
B16,Sample X40,0.208,
B17,Sample X41,0.248,
B18,Sample X42,0.179,
B19,Sample X43,0.190,
B20,Sample X44,0.197,
B21,Sample X45,0.206,
B22,Sample X46,0.187,
B23,Sample X47,0.071,
B24,Sample X48,0.250,
C01,Sample X49,0.082,
C02,Sample X50,0.060,
C03,Sample X51,0.190,
C04,Sample X52,0.191,
C05,Sample X53,0.215,
C06,Sample X54,0.213,
C07,Sample X55,0.197,
C08,Sample X56,0.100,
C09,Sample X57,0.188,
C10,Sample X58,0.136,
C11,Sample X59,0.215,
C12,Sample X60,0.086,
C13,Sample X61,0.113,
C14,Sample X62,0.108,
C15,Sample X63,0.201,
C16,Sample X64,0.212,
C17,Sample X65,0.237,
C18,Sample X66,0.184,
C19,Sample X67,0.203,
C20,Sample X68,0.198,
C21,Sample X69,0.234,
C22,Sample X70,0.181,
C23,Sample X71,0.060,
C24,Sample X72,0.070,
D01,Sample X73,0.065,
D02,Sample X74,0.068,
D03,Sample X75,0.088,
D04,Sample X76,0.198,
D05,Sample X77,0.195,
D06,Sample X78,0.204,
D07,Sample X79,0.233,
D08,Sample X80,0.220,
D09,Sample X81,0.065,
D10,Sample X82,0.203,
D11,Sample X83,0.214,
D12,Sample X84,0.213,
D13,Sample X85,0.154,
D14,Sample X86,0.223,
D15,Sample X87,0.113,
D16,Sample X88,0.092,
D17,Sample X89,0.113,
D18,Sample X90,0.213,
D19,Sample X91,0.213,
D20,Sample X92,0.100,
D21,Sample X93,0.122,
D22,Sample X94,0.091,
D23,Sample X95,0.073,
D24,Sample X96,0.065,
E01,Sample X97,0.061,
E02,Sample X98,0.090,
E03,Sample X99,0.086,
E04,Sample X100,0.185,
E05,Sample X101,0.170,
E06,Sample X102,0.192,
E07,Sample X103,0.080,
E08,Sample X104,0.078,
E09,Sample X105,0.204,
E10,Sample X106,0.089,
E11,Sample X107,0.147,
E12,Sample X108,0.099,
E13,Sample X109,0.229,
E14,Sample X110,0.207,
E15,Sample X111,0.102,
E16,Sample X112,0.207,
E17,Sample X113,0.210,
E18,Sample X114,0.086,
E19,Sample X115,0.089,
E20,Sample X116,0.105,
E21,Sample X117,0.194,
E22,Sample X118,0.093,
E23,Sample X119,0.062,
E24,Sample X120,0.075,
F01,Sample X121,0.069,
F02,Sample X122,0.096,
F03,Sample X123,0.101,
F04,Sample X124,0.087,
F05,Sample X125,0.086,
F06,Sample X126,0.195,
F07,Sample X127,0.143,
F08,Sample X128,0.193,
F09,Sample X129,0.080,
F10,Sample X130,0.212,
F11,Sample X131,0.183,
F12,Sample X132,0.198,
F13,Sample X133,0.109,
F14,Sample X134,0.207,
F15,Sample X135,0.082,
F16,Sample X136,0.193,
F17,Sample X137,0.206,
F18,Sample X138,0.119,
F19,Sample X139,0.204,
F20,Sample X140,0.309,
F21,Sample X141,0.196,
F22,Sample X142,0.198,
F23,Sample X143,0.069,
F24,Sample X144,0.078,
G01,Sample X145,0.076,
G02,Sample X146,0.066,
G03,Sample X147,0.205,
G04,Sample X148,0.220,
G05,Sample X149,0.225,
G06,Sample X150,0.244,
