Well,Content,Well Scan: Average (600),
A01,Sample X1,0.079,
A02,Sample X2,0.064,
A03,Sample X3,0.126,
A04,Sample X4,0.131,
A05,Sample X5,0.123,
A06,Sample X6,0.112,
A07,Sample X7,0.095,
A08,Sample X8,0.093,
A09,Sample X9,0.101,
A10,Sample X10,0.095,
A11,Sample X11,0.086,
A12,Sample X12,0.150,
A13,Sample X13,0.118,
A14,Sample X14,0.097,
A15,Sample X15,0.108,
A16,Sample X16,0.116,
A17,Sample X17,0.105,
A18,Sample X18,0.121,
A19,Sample X19,0.120,
A20,Sample X20,0.132,
A21,Sample X21,0.110,
A22,Sample X22,0.124,
A23,Sample X23,0.053,
A24,Sample X24,0.055,
B01,Sample X25,0.102,
B02,Sample X26,0.066,
B03,Sample X27,0.138,
B04,Sample X28,0.123,
B05,Sample X29,0.120,
B06,Sample X30,0.124,
B07,Sample X31,0.122,
B08,Sample X32,0.119,
B09,Sample X33,0.125,
B10,Sample X34,0.115,
B11,Sample X35,0.114,
B12,Sample X36,0.142,
B13,Sample X37,0.141,
B14,Sample X38,0.113,
B15,Sample X39,0.123,
B16,Sample X40,0.120,
B17,Sample X41,0.139,
B18,Sample X42,0.105,
B19,Sample X43,0.121,
B20,Sample X44,0.103,
B21,Sample X45,0.112,
B22,Sample X46,0.121,
B23,Sample X47,0.058,
B24,Sample X48,0.053,
C01,Sample X49,0.061,
C02,Sample X50,0.061,
C03,Sample X51,0.134,
C04,Sample X52,0.095,
C05,Sample X53,0.100,
C06,Sample X54,0.101,
C07,Sample X55,0.106,
C08,Sample X56,0.117,
C09,Sample X57,0.106,
C10,Sample X58,0.093,
C11,Sample X59,0.105,
C12,Sample X60,0.108,
C13,Sample X61,0.122,
C14,Sample X62,0.106,
C15,Sample X63,0.100,
C16,Sample X64,0.099,
C17,Sample X65,0.118,
C18,Sample X66,0.103,
C19,Sample X67,0.105,
C20,Sample X68,0.101,
C21,Sample X69,0.088,
C22,Sample X70,0.094,
C23,Sample X71,0.363,
C24,Sample X72,0.074,
D01,Sample X73,0.062,
D02,Sample X74,0.061,
D03,Sample X75,0.106,
D04,Sample X76,0.112,
D05,Sample X77,0.128,
D06,Sample X78,0.112,
D07,Sample X79,0.113,
D08,Sample X80,0.123,
D09,Sample X81,0.104,
D10,Sample X82,0.105,
D11,Sample X83,0.122,
D12,Sample X84,0.107,
D13,Sample X85,0.144,
D14,Sample X86,0.099,
D15,Sample X87,0.112,
D16,Sample X88,0.113,
D17,Sample X89,0.126,
D18,Sample X90,0.106,
D19,Sample X91,0.098,
D20,Sample X92,0.093,
D21,Sample X93,0.100,
D22,Sample X94,0.107,
D23,Sample X95,0.057,
D24,Sample X96,0.047,
E01,Sample X97,0.061,
E02,Sample X98,0.082,
E03,Sample X99,0.133,
E04,Sample X100,0.094,
E05,Sample X101,0.119,
E06,Sample X102,0.096,
E07,Sample X103,0.107,
E08,Sample X104,0.114,
E09,Sample X105,0.098,
E10,Sample X106,0.098,
E11,Sample X107,0.099,
E12,Sample X108,0.119,
E13,Sample X109,0.148,
E14,Sample X110,0.101,
E15,Sample X111,0.103,
E16,Sample X112,0.100,
E17,Sample X113,0.120,
E18,Sample X114,0.101,
E19,Sample X115,0.099,
E20,Sample X116,0.099,
E21,Sample X117,0.104,
E22,Sample X118,0.100,
E23,Sample X119,0.051,
E24,Sample X120,0.053,
F01,Sample X121,0.063,
F02,Sample X122,0.067,
F03,Sample X123,0.138,
F04,Sample X124,0.103,
F05,Sample X125,0.110,
F06,Sample X126,0.108,
F07,Sample X127,0.106,
F08,Sample X128,0.104,
F09,Sample X129,0.109,
F10,Sample X130,0.098,
F11,Sample X131,0.107,
F12,Sample X132,0.123,
F13,Sample X133,0.156,
F14,Sample X134,0.114,
F15,Sample X135,0.131,
F16,Sample X136,0.096,
F17,Sample X137,0.088,
F18,Sample X138,0.102,
F19,Sample X139,0.107,
F20,Sample X140,0.105,
F21,Sample X141,0.096,
F22,Sample X142,0.101,
F23,Sample X143,0.057,
F24,Sample X144,0.062,
G01,Sample X145,0.065,
G02,Sample X146,0.062,
G03,Sample X147,0.104,
G04,Sample X148,0.103,
G05,Sample X149,0.100,
G06,Sample X150,0.103,
G07,Sample X151,0.101,
G08,Sample X152,0.107,
G09,Sample X153,0.119,
G10,Sample X154,0.105,
G11,Sample X155,0.104,
G12,Sample X156,0.106,
G13,Sample X157,0.174,
G14,Sample X158,0.116,
G15,Sample X159,0.128,
G16,Sample X160,0.105,
G17,Sample X161,0.096,
G18,Sample X162,0.206,
G19,Sample X163,0.092,
G20,Sample X164,0.100,
G21,Sample X165,0.089,
G22,Sample X166,0.084,
G23,Sample X167,0.053,
G24,Sample X168,0.066,
H01,Sample X169,0.078,
H02,Sample X170,0.059,
H03,Sample X171,0.106,
H04,Sample X172,0.112,
H05,Sample X173,0.107,
H06,Sample X174,0.115,
H07,Sample X175,0.107,
H08,Sample X176,0.116,
H09,Sample X177,0.126,
H10,Sample X178,0.108,
H11,Sample X179,0.102,
H12,Sample X180,0.098,
H13,Sample X181,0.145,
H14,Sample X182,0.099,
H15,Sample X183,0.091,
H16,Sample X184,0.107,
H17,Sample X185,0.077,
H18,Sample X186,0.085,
H19,Sample X187,0.090,
H20,Sample X188,0.120,
H21,Sample X189,0.107,
H22,Sample X190,0.109,
H23,Sample X191,0.054,
H24,Sample X192,0.135,
I01,Sample X193,0.063,
I02,Sample X194,0.058,
I03,Sample X195,0.102,
I04,Sample X196,0.108,
I05,Sample X197,0.102,
I06,Sample X198,0.096,
I07,Sample X199,0.102,
I08,Sample X200,0.117,
I09,Sample X201,0.104,
I10,Sample X202,0.102,
I11,Sample X203,0.093,
I12,Sample X204,0.096,
I13,Sample X205,0.134,
I14,Sample X206,0.121,
I15,Sample X207,0.107,
I16,Sample X208,0.097,
I17,Sample X209,0.080,
I18,Sample X210,0.088,
I19,Sample X211,0.097,
I20,Sample X212,0.083,
I21,Sample X213,0.074,
I22,Sample X214,0.094,
I23,Sample X215,0.056,
I24,Sample X216,0.106,
J01,Sample X217,0.062,
J02,Sample X218,0.055,
J03,Sample X219,0.124,
J04,Sample X220,0.107,
J05,Sample X221,0.078,
J06,Sample X222,0.112,
J07,Sample X223,0.081,
J08,Sample X224,0.113,
J09,Sample X225,0.108,
J10,Sample X226,0.104,
J11,Sample X227,0.079,
J12,Sample X228,0.082,
J13,Sample X229,0.106,
J14,Sample X230,0.098,
J15,Sample X231,0.093,
J16,Sample X232,0.099,
J17,Sample X233,0.075,
J18,Sample X234,0.114,
J19,Sample X235,0.086,
J20,Sample X236,0.107,
J21,Sample X237,0.108,
J22,Sample X238,0.078,
J23,Sample X239,0.054,
J24,Sample X240,0.063,
K01,Sample X241,0.064,
K02,Sample X242,0.057,
K03,Sample X243,0.109,
K04,Sample X244,0.106,
K05,Sample X245,0.112,
K06,Sample X246,0.114,
K07,Sample X247,0.106,
K08,Sample X248,0.111,
K09,Sample X249,0.104,
K10,Sample X250,0.118,
K11,Sample X251,0.108,
K12,Sample X252,0.090,
K13,Sample X253,0.107,
K14,Sample X254,0.108,
K15,Sample X255,0.104,
K16,Sample X256,0.101,
K17,Sample X257,0.096,
K18,Sample X258,0.094,
K19,Sample X259,0.100,
K20,Sample X260,0.104,
K21,Sample X261,0.100,
K22,Sample X262,0.096,
K23,Sample X263,0.054,
K24,Sample X264,0.055,
L01,Sample X265,0.066,
L02,Sample X266,0.053,
L03,Sample X267,0.103,
L04,Sample X268,0.105,
L05,Sample X269,0.110,
L06,Sample X270,0.088,
L07,Sample X271,0.108,
L08,Sample X272,0.109,
L09,Sample X273,0.106,
L10,Sample X274,0.191,
L11,Sample X275,0.145,
L12,Sample X276,0.113,
L13,Sample X277,0.102,
L14,Sample X278,0.112,
L15,Sample X279,0.089,
L16,Sample X280,0.084,
L17,Sample X281,0.102,
L18,Sample X282,0.110,
L19,Sample X283,0.193,
L20,Sample X284,0.095,
L21,Sample X285,0.106,
L22,Sample X286,0.103,
L23,Sample X287,0.053,
L24,Sample X288,0.069,
M01,Sample X289,0.052,
M02,Sample X290,0.051,
M03,Sample X291,0.100,
M04,Sample X292,0.090,
M05,Sample X293,0.089,
M06,Sample X294,0.165,
M07,Sample X295,0.114,
M08,Sample X296,0.091,
M09,Sample X297,0.104,
M10,Sample X298,0.106,
M11,Sample X299,0.151,
M12,Sample X300,0.104,
M13,Sample X301,0.106,
M14,Sample X302,0.115,
M15,Sample X303,0.111,
M16,Sample X304,0.128,
M17,Sample X305,0.095,
M18,Sample X306,0.107,
M19,Sample X307,0.094,
M20,Sample X308,0.096,
M21,Sample X309,0.105,
M22,Sample X310,0.130,
M23,Sample X311,0.079,
M24,Sample X312,0.051,
N01,Sample X313,0.069,
N02,Sample X314,0.052,
N03,Sample X315,0.099,
N04,Sample X316,0.095,
N05,Sample X317,0.105,
N06,Sample X318,0.102,
N07,Sample X319,0.120,
N08,Sample X320,0.095,
N09,Sample X321,0.110,
N10,Sample X322,0.059,
N11,Sample X323,0.061,
N12,Sample X324,0.089,
N13,Sample X325,0.124,
N14,Sample X326,0.121,
N15,Sample X327,0.117,
N16,Sample X328,0.095,
N17,Sample X329,0.098,
N18,Sample X330,0.083,
N19,Sample X331,0.093,
N20,Sample X332,0.087,
N21,Sample X333,0.099,
N22,Sample X334,0.224,
N23,Sample X335,0.114,
N24,Sample X336,0.055,
O01,Sample X337,0.063,
O02,Sample X338,0.052,
O03,Sample X339,0.117,
O04,Sample X340,0.123,
O05,Sample X341,0.116,
O06,Sample X342,0.112,
O07,Sample X343,0.116,
O08,Sample X344,0.127,
O09,Sample X345,0.116,
O10,Sample X346,0.117,
O11,Sample X347,0.109,
O12,Sample X348,0.107,
O13,Sample X349,0.124,
O14,Sample X350,0.125,
O15,Sample X351,0.130,
O16,Sample X352,0.121,
O17,Sample X353,0.158,
O18,Sample X354,0.127,
O19,Sample X355,0.106,
O20,Sample X356,0.092,
O21,Sample X357,0.083,
O22,Sample X358,0.064,
O23,Sample X359,0.048,
O24,Sample X360,0.048,
P01,Sample X361,0.055,
P02,Sample X362,0.060,
P03,Sample X363,0.103,
P04,Sample X364,0.113,
P05,Sample X365,0.106,
P06,Sample X366,0.112,
P07,Sample X367,0.121,
P08,Sample X368,0.116,
P09,Sample X369,0.097,
P10,Sample X370,0.095,
P11,Sample X371,0.100,
P12,Sample X372,0.112,
P13,Sample X373,0.140,
P14,Sample X374,0.120,
P15,Sample X375,0.130,
P16,Sample X376,0.169,
P17,Sample X377,0.152,
P18,Sample X378,0.119,
P19,Sample X379,0.143,
P20,Sample X380,0.117,
P21,Sample X381,0.068,
P22,Sample X382,0.085,
P23,Sample X383,0.052,
P24,Sample X384,0.056,
