Well,Content,Well Scan: Average (600),
A01,Sample X1,0.093,
A02,Sample X2,0.067,
A03,Sample X3,0.185,
A04,Sample X4,0.184,
A05,Sample X5,0.155,
A06,Sample X6,0.130,
A07,Sample X7,0.101,
A08,Sample X8,0.100,
A09,Sample X9,0.104,
A10,Sample X10,0.095,
A11,Sample X11,0.091,
A12,Sample X12,0.160,
A13,Sample X13,0.120,
A14,Sample X14,0.099,
A15,Sample X15,0.110,
A16,Sample X16,0.116,
A17,Sample X17,0.110,
A18,Sample X18,0.190,
A19,Sample X19,0.166,
A20,Sample X20,0.189,
A21,Sample X21,0.159,
A22,Sample X22,0.179,
A23,Sample X23,0.054,
A24,Sample X24,0.056,
B01,Sample X25,0.749,
B02,Sample X26,0.067,
B03,Sample X27,0.203,
B04,Sample X28,0.183,
B05,Sample X29,0.198,
B06,Sample X30,0.183,
B07,Sample X31,0.195,
B08,Sample X32,0.148,
B09,Sample X33,0.189,
B10,Sample X34,0.182,
B11,Sample X35,0.167,
B12,Sample X36,0.202,
B13,Sample X37,0.161,
B14,Sample X38,0.158,
B15,Sample X39,0.169,
B16,Sample X40,0.167,
B17,Sample X41,0.178,
B18,Sample X42,0.149,
B19,Sample X43,0.167,
B20,Sample X44,0.144,
B21,Sample X45,0.137,
B22,Sample X46,0.158,
B23,Sample X47,0.058,
B24,Sample X48,0.052,
C01,Sample X49,0.061,
C02,Sample X50,0.063,
C03,Sample X51,0.202,
C04,Sample X52,0.118,
C05,Sample X53,0.153,
C06,Sample X54,0.141,
C07,Sample X55,0.149,
C08,Sample X56,0.137,
C09,Sample X57,0.157,
C10,Sample X58,0.105,
C11,Sample X59,0.141,
C12,Sample X60,0.140,
C13,Sample X61,0.157,
C14,Sample X62,0.127,
C15,Sample X63,0.102,
C16,Sample X64,0.104,
C17,Sample X65,0.125,
C18,Sample X66,0.135,
C19,Sample X67,0.132,
C20,Sample X68,0.116,
C21,Sample X69,0.103,
C22,Sample X70,0.125,
C23,Sample X71,0.234,
