Well,Content,Well Scan: Average (600),
A01,Sample X1,0.072,
A02,Sample X2,0.067,
A03,Sample X3,0.081,
A04,Sample X4,0.080,
A05,Sample X5,0.076,
A06,Sample X6,0.078,
A07,Sample X7,0.080,
A08,Sample X8,0.072,
A09,Sample X9,0.076,
A10,Sample X10,0.070,
A11,Sample X11,0.073,
A12,Sample X12,0.070,
A13,Sample X13,0.082,
A14,Sample X14,0.060,
A15,Sample X15,0.065,
A16,Sample X16,0.066,
A17,Sample X17,0.066,
A18,Sample X18,0.596,
A19,Sample X19,0.589,
A20,Sample X20,0.537,
A21,Sample X21,0.659,
A22,Sample X22,0.563,
A23,Sample X23,0.057,
A24,Sample X24,0.052,
B01,Sample X25,0.066,
B02,Sample X26,0.074,
B03,Sample X27,0.597,
B04,Sample X28,0.581,
B05,Sample X29,0.572,
B06,Sample X30,0.578,
B07,Sample X31,0.536,
B08,Sample X32,0.619,
B09,Sample X33,0.596,
B10,Sample X34,0.530,
B11,Sample X35,0.580,
B12,Sample X36,0.576,
B13,Sample X37,0.557,
B14,Sample X38,0.588,
B15,Sample X39,0.557,
B16,Sample X40,0.599,
B17,Sample X41,0.566,
B18,Sample X42,0.552,
B19,Sample X43,0.550,
B20,Sample X44,0.515,
B21,Sample X45,0.561,
B22,Sample X46,0.529,
B23,Sample X47,0.064,
B24,Sample X48,0.056,
C01,Sample X49,0.060,
C02,Sample X50,0.064,
C03,Sample X51,0.643,
C04,Sample X52,0.559,
C05,Sample X53,0.554,
C06,Sample X54,0.294,
C07,Sample X55,0.061,
C08,Sample X56,0.524,
C09,Sample X57,0.548,
C10,Sample X58,0.547,
C11,Sample X59,0.537,
C12,Sample X60,0.058,
C13,Sample X61,0.537,
C14,Sample X62,0.546,
C15,Sample X63,0.535,
C16,Sample X64,0.604,
C17,Sample X65,0.088,
C18,Sample X66,0.063,
C19,Sample X67,0.598,
C20,Sample X68,0.514,
C21,Sample X69,0.530,
C22,Sample X70,0.518,
C23,Sample X71,0.055,
C24,Sample X72,0.141,
D01,Sample X73,0.062,
D02,Sample X74,0.066,
D03,Sample X75,0.639,
D04,Sample X76,0.529,
D05,Sample X77,0.065,
D06,Sample X78,0.530,
D07,Sample X79,0.564,
D08,Sample X80,0.581,
D09,Sample X81,0.563,
D10,Sample X82,0.539,
D11,Sample X83,0.553,
D12,Sample X84,0.516,
D13,Sample X85,0.532,
D14,Sample X86,0.594,
D15,Sample X87,0.500,
D16,Sample X88,0.594,
D17,Sample X89,0.561,
D18,Sample X90,0.516,
D19,Sample X91,0.542,
D20,Sample X92,0.183,
D21,Sample X93,0.078,
D22,Sample X94,0.485,
D23,Sample X95,0.064,
D24,Sample X96,0.058,
E01,Sample X97,0.061,
E02,Sample X98,0.065,
E03,Sample X99,0.597,
E04,Sample X100,0.527,
E05,Sample X101,0.076,
E06,Sample X102,0.504,
E07,Sample X103,0.562,
E08,Sample X104,0.629,
E09,Sample X105,0.467,
E10,Sample X106,0.497,
E11,Sample X107,0.563,
E12,Sample X108,0.546,
E13,Sample X109,0.570,
E14,Sample X110,0.527,
E15,Sample X111,0.581,
E16,Sample X112,0.586,
E17,Sample X113,0.602,
E18,Sample X114,0.084,
E19,Sample X115,0.368,
E20,Sample X116,0.269,
E21,Sample X117,0.558,
E22,Sample X118,0.083,
E23,Sample X119,0.072,
E24,Sample X120,0.061,
F01,Sample X121,0.074,
F02,Sample X122,0.064,
F03,Sample X123,0.550,
F04,Sample X124,0.608,
F05,Sample X125,0.522,
F06,Sample X126,0.524,
F07,Sample X127,0.141,
F08,Sample X128,0.508,
F09,Sample X129,0.130,
F10,Sample X130,0.073,
F11,Sample X131,0.527,
F12,Sample X132,0.526,
F13,Sample X133,0.472,
F14,Sample X134,0.540,
F15,Sample X135,0.525,
F16,Sample X136,0.581,
F17,Sample X137,0.465,
F18,Sample X138,0.514,
F19,Sample X139,0.321,
F20,Sample X140,0.571,
F21,Sample X141,0.097,
F22,Sample X142,0.080,
F23,Sample X143,0.066,
F24,Sample X144,0.058,
G01,Sample X145,0.077,
G02,Sample X146,0.059,
G03,Sample X147,0.495,
G04,Sample X148,0.521,
G05,Sample X149,0.450,
G06,Sample X150,0.512,
G07,Sample X151,0.553,
G08,Sample X152,0.602,
G09,Sample X153,0.427,
G10,Sample X154,0.363,
G11,Sample X155,0.544,
G12,Sample X156,0.380,
G13,Sample X157,0.102,
G14,Sample X158,0.285,
G15,Sample X159,0.089,
G16,Sample X160,0.090,
G17,Sample X161,0.090,
G18,Sample X162,0.449,
G19,Sample X163,0.688,
G20,Sample X164,0.221,
G21,Sample X165,0.520,
G22,Sample X166,0.083,
G23,Sample X167,0.067,
G24,Sample X168,0.057,
H01,Sample X169,0.059,
H02,Sample X170,0.066,
H03,Sample X171,0.569,
H04,Sample X172,0.578,
H05,Sample X173,0.484,
H06,Sample X174,0.266,
H07,Sample X175,0.609,
H08,Sample X176,0.485,
H09,Sample X177,0.549,
H10,Sample X178,0.558,
H11,Sample X179,0.433,
H12,Sample X180,0.537,
H13,Sample X181,0.101,
H14,Sample X182,0.566,
H15,Sample X183,0.668,
H16,Sample X184,0.550,
H17,Sample X185,0.532,
H18,Sample X186,0.510,
H19,Sample X187,0.471,
H20,Sample X188,0.503,
H21,Sample X189,0.529,
H22,Sample X190,0.467,
H23,Sample X191,0.063,
H24,Sample X192,0.055,
I01,Sample X193,0.078,
I02,Sample X194,0.063,
I03,Sample X195,0.587,
I04,Sample X196,0.589,
I05,Sample X197,0.623,
I06,Sample X198,0.502,
I07,Sample X199,0.197,
I08,Sample X200,0.429,
I09,Sample X201,0.555,
I10,Sample X202,0.432,
I11,Sample X203,0.564,
I12,Sample X204,0.596,
I13,Sample X205,0.540,
I14,Sample X206,0.440,
I15,Sample X207,0.438,
I16,Sample X208,0.428,
I17,Sample X209,0.074,
I18,Sample X210,0.494,
I19,Sample X211,0.562,
I20,Sample X212,0.635,
I21,Sample X213,0.530,
I22,Sample X214,0.544,
I23,Sample X215,0.053,
I24,Sample X216,0.050,
J01,Sample X217,0.065,
J02,Sample X218,0.060,
J03,Sample X219,0.078,
J04,Sample X220,0.588,
J05,Sample X221,0.497,
J06,Sample X222,0.536,
J07,Sample X223,0.518,
J08,Sample X224,0.567,
J09,Sample X225,0.460,
J10,Sample X226,0.535,
J11,Sample X227,0.438,
J12,Sample X228,0.633,
J13,Sample X229,0.421,
J14,Sample X230,0.499,
J15,Sample X231,0.513,
J16,Sample X232,0.510,
J17,Sample X233,0.489,
J18,Sample X234,0.468,
J19,Sample X235,0.478,
J20,Sample X236,0.567,
J21,Sample X237,0.485,
J22,Sample X238,0.531,
J23,Sample X239,0.049,
J24,Sample X240,0.050,
K01,Sample X241,0.062,
K02,Sample X242,0.057,
K03,Sample X243,0.523,
K04,Sample X244,0.479,
K05,Sample X245,0.362,
K06,Sample X246,0.495,
K07,Sample X247,0.482,
K08,Sample X248,0.530,
K09,Sample X249,0.496,
K10,Sample X250,0.472,
K11,Sample X251,0.072,
K12,Sample X252,0.449,
K13,Sample X253,0.503,
K14,Sample X254,0.493,
K15,Sample X255,0.072,
K16,Sample X256,0.437,
K17,Sample X257,0.536,
K18,Sample X258,0.457,
K19,Sample X259,0.494,
K20,Sample X260,0.474,
K21,Sample X261,0.065,
K22,Sample X262,0.380,
K23,Sample X263,0.050,
K24,Sample X264,0.055,
L01,Sample X265,0.055,
L02,Sample X266,0.054,
L03,Sample X267,0.434,
L04,Sample X268,0.535,
L05,Sample X269,0.582,
L06,Sample X270,0.736,
L07,Sample X271,0.494,
L08,Sample X272,0.528,
L09,Sample X273,0.414,
L10,Sample X274,0.382,
L11,Sample X275,0.445,
L12,Sample X276,0.474,
L13,Sample X277,0.381,
L14,Sample X278,0.065,
L15,Sample X279,0.352,
L16,Sample X280,0.525,
