Well,Content,Well Scan: Average (600),
A01,Sample X1,0.066,
A02,Sample X2,0.055,
A03,Sample X3,0.084,
A04,Sample X4,0.080,
A05,Sample X5,0.076,
A06,Sample X6,0.070,
A07,Sample X7,0.074,
A08,Sample X8,0.083,
A09,Sample X9,0.083,
A10,Sample X10,0.074,
A11,Sample X11,0.076,
A12,Sample X12,0.081,
A13,Sample X13,0.089,
A14,Sample X14,0.072,
A15,Sample X15,0.074,
A16,Sample X16,0.072,
A17,Sample X17,0.074,
A18,Sample X18,0.072,
A19,Sample X19,0.068,
A20,Sample X20,0.081,
A21,Sample X21,0.074,
A22,Sample X22,0.078,
A23,Sample X23,0.052,
A24,Sample X24,0.053,
B01,Sample X25,0.051,
B02,Sample X26,0.068,
B03,Sample X27,0.083,
B04,Sample X28,0.083,
B05,Sample X29,0.074,
B06,Sample X30,0.077,
B07,Sample X31,0.075,
B08,Sample X32,0.079,
B09,Sample X33,0.081,
B10,Sample X34,0.089,
B11,Sample X35,0.083,
B12,Sample X36,0.079,
B13,Sample X37,0.094,
B14,Sample X38,0.077,
B15,Sample X39,0.074,
B16,Sample X40,0.086,
B17,Sample X41,0.096,
B18,Sample X42,0.076,
B19,Sample X43,0.078,
B20,Sample X44,0.091,
B21,Sample X45,0.075,
B22,Sample X46,0.071,
B23,Sample X47,0.051,
B24,Sample X48,0.055,
C01,Sample X49,0.050,
C02,Sample X50,0.052,
C03,Sample X51,0.077,
C04,Sample X52,0.079,
C05,Sample X53,0.076,
C06,Sample X54,0.073,
C07,Sample X55,0.097,
C08,Sample X56,0.091,
C09,Sample X57,0.090,
C10,Sample X58,0.084,
C11,Sample X59,0.073,
C12,Sample X60,0.071,
C13,Sample X61,0.090,
C14,Sample X62,0.075,
C15,Sample X63,0.074,
C16,Sample X64,0.075,
C17,Sample X65,0.098,
C18,Sample X66,0.081,
C19,Sample X67,0.079,
C20,Sample X68,0.078,
C21,Sample X69,0.081,
C22,Sample X70,0.079,
C23,Sample X71,0.053,
C24,Sample X72,0.159,
D01,Sample X73,0.063,
D02,Sample X74,0.060,
D03,Sample X75,0.071,
D04,Sample X76,0.076,
D05,Sample X77,0.072,
D06,Sample X78,0.072,
D07,Sample X79,0.085,
D08,Sample X80,0.106,
D09,Sample X81,0.092,
D10,Sample X82,0.082,
D11,Sample X83,0.073,
D12,Sample X84,0.075,
D13,Sample X85,0.098,
D14,Sample X86,0.076,
D15,Sample X87,0.076,
D16,Sample X88,0.097,
D17,Sample X89,0.128,
D18,Sample X90,0.080,
D19,Sample X91,0.080,
D20,Sample X92,0.080,
D21,Sample X93,0.090,
D22,Sample X94,0.080,
D23,Sample X95,0.057,
D24,Sample X96,0.047,
E01,Sample X97,0.057,
E02,Sample X98,0.063,
E03,Sample X99,0.076,
E04,Sample X100,0.083,
E05,Sample X101,0.083,
E06,Sample X102,0.079,
E07,Sample X103,0.087,
E08,Sample X104,0.104,
E09,Sample X105,0.101,
E10,Sample X106,0.075,
E11,Sample X107,0.078,
E12,Sample X108,0.078,
E13,Sample X109,0.093,
E14,Sample X110,0.089,
E15,Sample X111,0.083,
E16,Sample X112,0.076,
E17,Sample X113,0.116,
E18,Sample X114,0.082,
E19,Sample X115,0.076,
E20,Sample X116,0.081,
E21,Sample X117,0.080,
E22,Sample X118,0.090,
E23,Sample X119,0.058,
E24,Sample X120,0.063,
F01,Sample X121,0.078,
F02,Sample X122,0.058,
F03,Sample X123,0.084,
F04,Sample X124,0.080,
F05,Sample X125,0.088,
F06,Sample X126,0.078,
F07,Sample X127,0.087,
F08,Sample X128,0.102,
F09,Sample X129,0.091,
F10,Sample X130,0.082,
F11,Sample X131,0.085,
F12,Sample X132,0.084,
F13,Sample X133,0.116,
F14,Sample X134,0.090,
F15,Sample X135,0.091,
F16,Sample X136,0.088,
F17,Sample X137,0.097,
F18,Sample X138,0.087,
F19,Sample X139,0.105,
F20,Sample X140,0.095,
F21,Sample X141,0.108,
F22,Sample X142,0.086,
F23,Sample X143,0.068,
F24,Sample X144,0.077,
G01,Sample X145,0.076,
G02,Sample X146,0.058,
G03,Sample X147,0.077,
G04,Sample X148,0.094,
G05,Sample X149,0.078,
G06,Sample X150,0.073,
G07,Sample X151,0.084,
G08,Sample X152,0.102,
G09,Sample X153,0.074,
G10,Sample X154,0.086,
G11,Sample X155,0.074,
G12,Sample X156,0.089,
G13,Sample X157,0.098,
G14,Sample X158,0.100,
G15,Sample X159,0.073,
G16,Sample X160,0.079,
G17,Sample X161,0.086,
G18,Sample X162,0.085,
G19,Sample X163,0.278,
G20,Sample X164,0.084,
G21,Sample X165,0.094,
G22,Sample X166,0.091,
G23,Sample X167,0.071,
G24,Sample X168,0.065,
H01,Sample X169,0.062,
H02,Sample X170,0.056,
H03,Sample X171,0.076,
H04,Sample X172,0.073,
H05,Sample X173,0.094,
H06,Sample X174,0.068,
H07,Sample X175,0.081,
H08,Sample X176,0.100,
H09,Sample X177,0.087,
H10,Sample X178,0.077,
H11,Sample X179,0.084,
H12,Sample X180,0.084,
H13,Sample X181,0.116,
H14,Sample X182,0.084,
H15,Sample X183,0.086,
H16,Sample X184,0.075,
H17,Sample X185,0.092,
H18,Sample X186,0.091,
H19,Sample X187,0.095,
H20,Sample X188,0.100,
H21,Sample X189,0.096,
H22,Sample X190,0.087,
H23,Sample X191,0.061,
H24,Sample X192,0.054,
I01,Sample X193,0.078,
I02,Sample X194,0.062,
I03,Sample X195,0.082,
I04,Sample X196,0.089,
I05,Sample X197,0.081,
I06,Sample X198,0.085,
I07,Sample X199,0.077,
I08,Sample X200,0.111,
I09,Sample X201,0.072,
I10,Sample X202,0.077,
I11,Sample X203,0.078,
I12,Sample X204,0.081,
I13,Sample X205,0.096,
I14,Sample X206,0.092,
I15,Sample X207,0.078,
I16,Sample X208,0.087,
I17,Sample X209,0.100,
I18,Sample X210,0.088,
I19,Sample X211,0.124,
I20,Sample X212,0.121,
I21,Sample X213,0.085,
I22,Sample X214,0.097,
I23,Sample X215,0.063,
I24,Sample X216,0.061,
J01,Sample X217,0.056,
J02,Sample X218,0.045,
J03,Sample X219,0.083,
J04,Sample X220,0.075,
J05,Sample X221,0.088,
J06,Sample X222,0.088,
J07,Sample X223,0.090,
J08,Sample X224,0.112,
J09,Sample X225,0.083,
J10,Sample X226,0.074,
J11,Sample X227,0.079,
J12,Sample X228,0.196,
J13,Sample X229,0.120,
J14,Sample X230,0.080,
J15,Sample X231,0.088,
J16,Sample X232,0.092,
J17,Sample X233,0.092,
J18,Sample X234,0.090,
J19,Sample X235,0.096,
J20,Sample X236,0.149,
J21,Sample X237,0.093,
J22,Sample X238,0.086,
J23,Sample X239,0.066,
J24,Sample X240,0.055,
K01,Sample X241,0.061,
K02,Sample X242,0.059,
K03,Sample X243,0.076,
K04,Sample X244,0.074,
K05,Sample X245,0.391,
K06,Sample X246,0.085,
K07,Sample X247,0.093,
K08,Sample X248,0.100,
K09,Sample X249,0.093,
K10,Sample X250,0.085,
K11,Sample X251,0.087,
K12,Sample X252,0.082,
K13,Sample X253,0.091,
K14,Sample X254,0.083,
K15,Sample X255,0.087,
K16,Sample X256,0.081,
K17,Sample X257,0.086,
K18,Sample X258,0.091,
K19,Sample X259,0.085,
K20,Sample X260,0.083,
K21,Sample X261,0.083,
K22,Sample X262,0.087,
K23,Sample X263,0.057,
K24,Sample X264,0.063,
L01,Sample X265,0.048,
L02,Sample X266,0.045,
L03,Sample X267,0.065,
L04,Sample X268,0.130,
L05,Sample X269,0.083,
L06,Sample X270,0.085,
L07,Sample X271,0.072,
L08,Sample X272,0.099,
L09,Sample X273,0.077,
L10,Sample X274,0.076,
L11,Sample X275,0.079,
L12,Sample X276,0.073,
L13,Sample X277,0.073,
L14,Sample X278,0.077,
L15,Sample X279,0.081,
L16,Sample X280,0.076,
L17,Sample X281,0.084,
L18,Sample X282,0.089,
L19,Sample X283,0.083,
L20,Sample X284,0.097,
L21,Sample X285,0.081,
L22,Sample X286,0.085,
L23,Sample X287,0.060,
L24,Sample X288,0.061,
M01,Sample X289,0.054,
M02,Sample X290,0.049,
M03,Sample X291,0.069,
M04,Sample X292,0.071,
M05,Sample X293,0.076,
M06,Sample X294,0.077,
M07,Sample X295,0.076,
M08,Sample X296,0.084,
M09,Sample X297,0.081,
M10,Sample X298,0.068,
M11,Sample X299,0.072,
M12,Sample X300,0.072,
M13,Sample X301,0.079,
M14,Sample X302,0.078,
M15,Sample X303,0.075,
M16,Sample X304,0.080,
M17,Sample X305,0.076,
M18,Sample X306,0.081,
M19,Sample X307,0.092,
M20,Sample X308,0.075,
M21,Sample X309,0.079,
M22,Sample X310,0.070,
M23,Sample X311,0.049,
M24,Sample X312,0.053,
N01,Sample X313,0.065,
N02,Sample X314,0.049,
N03,Sample X315,0.067,
N04,Sample X316,0.072,
N05,Sample X317,0.071,
N06,Sample X318,0.069,
N07,Sample X319,0.077,
N08,Sample X320,0.084,
N09,Sample X321,0.072,
N10,Sample X322,0.075,
N11,Sample X323,0.071,
N12,Sample X324,0.071,
N13,Sample X325,0.082,
N14,Sample X326,0.076,
N15,Sample X327,0.076,
N16,Sample X328,0.088,
N17,Sample X329,0.077,
N18,Sample X330,0.086,
N19,Sample X331,0.076,
N20,Sample X332,0.078,
N21,Sample X333,0.077,
N22,Sample X334,0.076,
N23,Sample X335,0.051,
N24,Sample X336,0.054,
O01,Sample X337,0.071,
O02,Sample X338,0.047,
O03,Sample X339,0.070,
O04,Sample X340,0.071,
O05,Sample X341,0.077,
O06,Sample X342,0.075,
O07,Sample X343,0.075,
O08,Sample X344,0.079,
O09,Sample X345,0.076,
