Well,Content,Raw Data (600),
A01,Sample X1,0.167,
A02,Sample X2,0.166,
A03,Sample X3,0.238,
A04,Sample X4,0.225,
A05,Sample X5,0.193,
A06,Sample X6,0.201,
A07,Sample X7,0.186,
A08,Sample X8,3.281,
A09,Sample X9,1.539,
A10,Sample X10,0.887,
A11,Sample X11,0.736,
A12,Sample X12,0.557,
A13,Sample X13,0.598,
A14,Sample X14,0.876,
A15,Sample X15,0.524,
A16,Sample X16,0.570,
A17,Sample X17,0.473,
A18,Sample X18,1.799,
A19,Sample X19,1.597,
A20,Sample X20,2.990,
A21,Sample X21,2.559,
A22,Sample X22,2.364,
A23,Sample X23,0.173,
A24,Sample X24,0.207,
B01,Sample X25,0.169,
B02,Sample X26,0.172,
B03,Sample X27,2.741,
B04,Sample X28,1.746,
B05,Sample X29,2.180,
B06,Sample X30,1.909,
B07,Sample X31,2.754,
B08,Sample X32,2.318,
B09,Sample X33,2.173,
B10,Sample X34,2.219,
B11,Sample X35,1.920,
B12,Sample X36,2.182,
B13,Sample X37,1.696,
B14,Sample X38,2.199,
B15,Sample X39,3.113,
B16,Sample X40,1.763,
B17,Sample X41,1.681,
B18,Sample X42,1.467,
B19,Sample X43,1.498,
B20,Sample X44,1.829,
B21,Sample X45,1.482,
B22,Sample X46,1.371,
B23,Sample X47,0.170,
B24,Sample X48,0.983,
C01,Sample X49,0.173,
C02,Sample X50,0.158,
C03,Sample X51,1.320,
C04,Sample X52,2.764,
C05,Sample X53,1.477,
C06,Sample X54,1.971,
C07,Sample X55,1.392,
C08,Sample X56,1.855,
C09,Sample X57,1.683,
C10,Sample X58,1.531,
C11,Sample X59,1.612,
C12,Sample X60,1.533,
C13,Sample X61,2.986,
C14,Sample X62,0.986,
C15,Sample X63,2.316,
C16,Sample X64,3.028,
C17,Sample X65,1.735,
C18,Sample X66,3.553,
C19,Sample X67,2.936,
C20,Sample X68,2.281,
C21,Sample X69,2.711,
C22,Sample X70,2.243,
C23,Sample X71,0.154,
C24,Sample X72,0.226,
D01,Sample X73,0.166,
D02,Sample X74,0.162,
D03,Sample X75,1.661,
D04,Sample X76,1.491,
D05,Sample X77,1.440,
D06,Sample X78,1.709,
D07,Sample X79,1.582,
D08,Sample X80,1.336,
D09,Sample X81,1.441,
D10,Sample X82,1.646,
D11,Sample X83,1.321,
D12,Sample X84,1.410,
D13,Sample X85,1.351,
D14,Sample X86,1.588,
D15,Sample X87,1.790,
D16,Sample X88,1.590,
D17,Sample X89,1.276,
D18,Sample X90,1.354,
D19,Sample X91,1.186,
D20,Sample X92,1.371,
D21,Sample X93,1.354,
D22,Sample X94,1.137,
D23,Sample X95,0.158,
D24,Sample X96,0.154,
E01,Sample X97,0.171,
E02,Sample X98,0.179,
E03,Sample X99,1.168,
E04,Sample X100,1.375,
E05,Sample X101,1.413,
E06,Sample X102,1.687,
E07,Sample X103,2.790,
E08,Sample X104,1.537,
E09,Sample X105,1.807,
E10,Sample X106,2.496,
E11,Sample X107,2.769,
E12,Sample X108,3.035,
E13,Sample X109,2.882,
E14,Sample X110,2.675,
E15,Sample X111,2.468,
E16,Sample X112,2.723,
E17,Sample X113,2.704,
E18,Sample X114,2.006,
E19,Sample X115,2.353,
E20,Sample X116,2.709,
E21,Sample X117,2.746,
E22,Sample X118,2.802,
E23,Sample X119,0.156,
E24,Sample X120,0.153,
F01,Sample X121,0.168,
F02,Sample X122,0.163,
F03,Sample X123,1.178,
F04,Sample X124,1.729,
F05,Sample X125,1.285,
F06,Sample X126,1.348,
F07,Sample X127,1.111,
F08,Sample X128,1.293,
F09,Sample X129,1.202,
F10,Sample X130,1.197,
F11,Sample X131,1.184,
F12,Sample X132,1.320,
F13,Sample X133,1.203,
F14,Sample X134,1.229,
F15,Sample X135,1.320,
F16,Sample X136,1.355,
F17,Sample X137,1.371,
F18,Sample X138,0.436,
F19,Sample X139,1.910,
F20,Sample X140,1.360,
F21,Sample X141,1.666,
F22,Sample X142,2.104,
F23,Sample X143,0.158,
F24,Sample X144,0.152,
G01,Sample X145,0.164,
G02,Sample X146,0.165,
G03,Sample X147,1.160,
G04,Sample X148,1.558,
G05,Sample X149,1.474,
G06,Sample X150,1.297,
G07,Sample X151,1.234,
G08,Sample X152,1.278,
G09,Sample X153,1.321,
G10,Sample X154,1.240,
G11,Sample X155,1.306,
G12,Sample X156,1.468,
G13,Sample X157,1.276,
G14,Sample X158,1.753,
G15,Sample X159,1.716,
G16,Sample X160,2.869,
G17,Sample X161,2.500,
G18,Sample X162,2.272,
G19,Sample X163,2.809,
G20,Sample X164,2.782,
G21,Sample X165,3.053,
G22,Sample X166,3.200,
G23,Sample X167,0.158,
G24,Sample X168,0.158,
H01,Sample X169,0.271,
H02,Sample X170,1.369,
H03,Sample X171,1.309,
H04,Sample X172,1.467,
H05,Sample X173,1.433,
H06,Sample X174,1.329,
H07,Sample X175,1.661,
H08,Sample X176,1.276,
H09,Sample X177,1.228,
H10,Sample X178,1.163,
H11,Sample X179,1.207,
H12,Sample X180,1.235,
H13,Sample X181,1.154,
H14,Sample X182,1.401,
H15,Sample X183,1.173,
H16,Sample X184,1.219,
H17,Sample X185,1.164,
H18,Sample X186,1.277,
H19,Sample X187,1.467,
H20,Sample X188,1.369,
H21,Sample X189,1.410,
H22,Sample X190,1.107,
H23,Sample X191,0.152,
H24,Sample X192,0.162,
I01,Sample X193,0.866,
I02,Sample X194,0.162,
I03,Sample X195,1.820,
I04,Sample X196,3.464,
I05,Sample X197,3.239,
I06,Sample X198,1.754,
I07,Sample X199,1.875,
I08,Sample X200,3.269,
I09,Sample X201,1.518,
I10,Sample X202,3.382,
I11,Sample X203,3.590,
I12,Sample X204,2.680,
I13,Sample X205,4.274,
I14,Sample X206,3.163,
I15,Sample X207,3.561,
I16,Sample X208,3.274,
I17,Sample X209,2.905,
I18,Sample X210,0.471,
I19,Sample X211,3.316,
I20,Sample X212,3.890,
I21,Sample X213,3.300,
I22,Sample X214,3.225,
I23,Sample X215,4.460,
I24,Sample X216,0.161,
J01,Sample X217,0.166,
J02,Sample X218,0.168,
J03,Sample X219,1.079,
J04,Sample X220,1.096,
J05,Sample X221,1.320,
J06,Sample X222,1.239,
J07,Sample X223,1.258,
J08,Sample X224,1.177,
J09,Sample X225,1.169,
J10,Sample X226,1.114,
J11,Sample X227,2.299,
J12,Sample X228,1.159,
J13,Sample X229,1.264,
J14,Sample X230,1.229,
J15,Sample X231,1.481,
J16,Sample X232,2.346,
J17,Sample X233,1.331,
J18,Sample X234,1.069,
J19,Sample X235,1.198,
J20,Sample X236,2.459,
J21,Sample X237,1.592,
J22,Sample X238,1.869,
J23,Sample X239,0.163,
J24,Sample X240,0.160,
K01,Sample X241,0.159,
K02,Sample X242,0.166,
K03,Sample X243,1.098,
K04,Sample X244,1.383,
K05,Sample X245,1.382,
K06,Sample X246,1.198,
K07,Sample X247,1.226,
K08,Sample X248,1.332,
K09,Sample X249,1.706,
K10,Sample X250,2.061,
K11,Sample X251,2.428,
K12,Sample X252,2.276,
K13,Sample X253,2.375,
K14,Sample X254,2.678,
K15,Sample X255,2.635,
K16,Sample X256,2.023,
K17,Sample X257,2.528,
K18,Sample X258,2.484,
K19,Sample X259,2.408,
K20,Sample X260,2.479,
K21,Sample X261,0.467,
K22,Sample X262,3.108,
K23,Sample X263,0.162,
K24,Sample X264,0.157,
L01,Sample X265,1.056,
L02,Sample X266,0.167,
L03,Sample X267,0.936,
L04,Sample X268,1.195,
L05,Sample X269,1.146,
L06,Sample X270,1.140,
L07,Sample X271,1.149,
L08,Sample X272,1.218,
L09,Sample X273,1.176,
L10,Sample X274,1.223,
L11,Sample X275,1.034,
L12,Sample X276,1.146,
L13,Sample X277,1.240,
L14,Sample X278,1.249,
L15,Sample X279,1.232,
L16,Sample X280,1.284,
L17,Sample X281,1.185,
L18,Sample X282,1.287,
L19,Sample X283,1.259,
L20,Sample X284,1.436,
L21,Sample X285,1.087,
L22,Sample X286,1.268,
L23,Sample X287,0.169,
L24,Sample X288,0.156,
M01,Sample X289,0.164,
M02,Sample X290,0.160,
M03,Sample X291,1.373,
M04,Sample X292,1.381,
M05,Sample X293,1.450,
M06,Sample X294,1.369,
M07,Sample X295,1.170,
M08,Sample X296,1.264,
M09,Sample X297,1.148,
M10,Sample X298,1.205,
M11,Sample X299,1.137,
M12,Sample X300,1.268,
M13,Sample X301,1.771,
M14,Sample X302,0.431,
M15,Sample X303,1.169,
M16,Sample X304,1.377,
M17,Sample X305,2.229,
M18,Sample X306,2.855,
M19,Sample X307,2.400,
M20,Sample X308,3.090,
M21,Sample X309,3.223,
M22,Sample X310,3.497,
M23,Sample X311,0.160,
M24,Sample X312,0.167,
N01,Sample X313,0.171,
N02,Sample X314,0.172,
N03,Sample X315,1.050,
N04,Sample X316,1.161,
N05,Sample X317,1.184,
N06,Sample X318,1.086,
N07,Sample X319,1.135,
N08,Sample X320,1.220,
N09,Sample X321,1.118,
N10,Sample X322,1.153,
N11,Sample X323,0.973,
N12,Sample X324,1.093,
N13,Sample X325,1.419,
N14,Sample X326,1.233,
N15,Sample X327,1.155,
N16,Sample X328,1.261,
N17,Sample X329,1.258,
N18,Sample X330,1.306,
N19,Sample X331,1.267,
N20,Sample X332,1.513,
N21,Sample X333,1.871,
N22,Sample X334,1.491,
N23,Sample X335,0.207,
N24,Sample X336,0.176,
O01,Sample X337,0.180,
O02,Sample X338,0.164,
O03,Sample X339,1.074,
O04,Sample X340,1.517,
O05,Sample X341,1.269,
O06,Sample X342,1.374,
O07,Sample X343,0.373,
O08,Sample X344,1.338,
O09,Sample X345,1.237,
O10,Sample X346,1.219,
O11,Sample X347,1.097,
O12,Sample X348,1.167,
O13,Sample X349,1.115,
O14,Sample X350,1.115,
O15,Sample X351,1.166,
O16,Sample X352,1.234,
O17,Sample X353,1.306,
O18,Sample X354,1.381,
O19,Sample X355,1.416,
O20,Sample X356,1.486,
O21,Sample X357,1.532,
O22,Sample X358,1.530,
O23,Sample X359,0.168,
O24,Sample X360,0.169,
P01,Sample X361,0.180,
P02,Sample X362,0.176,
P03,Sample X363,0.342,
P04,Sample X364,0.358,
P05,Sample X365,0.347,
P06,Sample X366,0.286,
P07,Sample X367,0.249,
P08,Sample X368,0.688,
P09,Sample X369,0.503,
