Well,Content,Raw Data (600),
A01,Sample X1,0.179,
A02,Sample X2,0.182,
A03,Sample X3,0.234,
A04,Sample X4,0.212,
A05,Sample X5,0.192,
A06,Sample X6,0.194,
A07,Sample X7,0.189,
A08,Sample X8,2.453,
A09,Sample X9,1.908,
A10,Sample X10,1.155,
A11,Sample X11,1.010,
A12,Sample X12,0.429,
A13,Sample X13,1.046,
A14,Sample X14,0.949,
A15,Sample X15,0.627,
A16,Sample X16,0.786,
A17,Sample X17,0.591,
A18,Sample X18,3.298,
A19,Sample X19,2.737,
A20,Sample X20,2.336,
A21,Sample X21,2.778,
A22,Sample X22,4.744,
A23,Sample X23,0.316,
A24,Sample X24,0.179,
B01,Sample X25,0.178,
B02,Sample X26,0.174,
B03,Sample X27,2.190,
B04,Sample X28,3.125,
B05,Sample X29,3.249,
B06,Sample X30,1.968,
B07,Sample X31,1.986,
B08,Sample X32,3.244,
B09,Sample X33,2.086,
B10,Sample X34,2.065,
B11,Sample X35,1.811,
B12,Sample X36,2.027,
B13,Sample X37,1.846,
B14,Sample X38,1.756,
B15,Sample X39,1.835,
B16,Sample X40,2.509,
B17,Sample X41,1.954,
B18,Sample X42,1.815,
B19,Sample X43,1.857,
B20,Sample X44,1.857,
B21,Sample X45,1.939,
B22,Sample X46,2.195,
B23,Sample X47,0.159,
B24,Sample X48,0.160,
C01,Sample X49,0.177,
C02,Sample X50,0.184,
C03,Sample X51,0.253,
C04,Sample X52,0.211,
C05,Sample X53,1.249,
C06,Sample X54,0.211,
C07,Sample X55,1.532,
C08,Sample X56,0.833,
C09,Sample X57,1.671,
C10,Sample X58,1.679,
C11,Sample X59,1.774,
C12,Sample X60,1.647,
C13,Sample X61,1.433,
C14,Sample X62,2.480,
C15,Sample X63,2.297,
C16,Sample X64,0.255,
C17,Sample X65,3.322,
C18,Sample X66,2.582,
C19,Sample X67,0.237,
C20,Sample X68,3.998,
C21,Sample X69,3.258,
C22,Sample X70,3.121,
C23,Sample X71,0.160,
C24,Sample X72,0.158,
D01,Sample X73,0.173,
D02,Sample X74,0.170,
D03,Sample X75,1.593,
D04,Sample X76,1.499,
D05,Sample X77,0.546,
D06,Sample X78,1.477,
D07,Sample X79,0.418,
D08,Sample X80,1.829,
D09,Sample X81,0.948,
D10,Sample X82,1.474,
D11,Sample X83,1.388,
D12,Sample X84,1.603,
D13,Sample X85,0.453,
D14,Sample X86,1.678,
D15,Sample X87,1.627,
D16,Sample X88,1.667,
D17,Sample X89,1.834,
D18,Sample X90,1.689,
D19,Sample X91,3.149,
D20,Sample X92,1.744,
D21,Sample X93,1.802,
D22,Sample X94,2.093,
D23,Sample X95,0.158,
D24,Sample X96,0.167,
E01,Sample X97,0.174,
E02,Sample X98,0.172,
E03,Sample X99,1.590,
E04,Sample X100,0.585,
E05,Sample X101,0.361,
E06,Sample X102,0.436,
E07,Sample X103,1.556,
E08,Sample X104,1.898,
E09,Sample X105,1.841,
E10,Sample X106,2.920,
E11,Sample X107,2.268,
E12,Sample X108,0.457,
E13,Sample X109,1.623,
E14,Sample X110,0.405,
E15,Sample X111,0.385,
E16,Sample X112,2.732,
E17,Sample X113,2.250,
E18,Sample X114,3.276,
E19,Sample X115,0.212,
E20,Sample X116,0.625,
E21,Sample X117,2.796,
E22,Sample X118,2.961,
E23,Sample X119,0.160,
E24,Sample X120,0.169,
F01,Sample X121,0.179,
F02,Sample X122,0.173,
F03,Sample X123,0.231,
F04,Sample X124,1.298,
F05,Sample X125,0.358,
F06,Sample X126,1.481,
F07,Sample X127,0.383,
F08,Sample X128,1.673,
F09,Sample X129,0.822,
F10,Sample X130,1.378,
F11,Sample X131,1.429,
F12,Sample X132,1.465,
F13,Sample X133,1.532,
F14,Sample X134,1.615,
F15,Sample X135,1.454,
F16,Sample X136,1.766,
F17,Sample X137,1.695,
F18,Sample X138,1.552,
F19,Sample X139,1.883,
F20,Sample X140,1.655,
F21,Sample X141,2.289,
F22,Sample X142,3.181,
F23,Sample X143,0.172,
F24,Sample X144,0.170,
G01,Sample X145,0.171,
G02,Sample X146,0.165,
G03,Sample X147,0.827,
G04,Sample X148,0.443,
G05,Sample X149,0.423,
G06,Sample X150,0.290,
G07,Sample X151,0.392,
G08,Sample X152,0.382,
G09,Sample X153,0.557,
G10,Sample X154,1.365,
G11,Sample X155,0.428,
G12,Sample X156,0.495,
G13,Sample X157,1.529,
G14,Sample X158,0.523,
G15,Sample X159,1.857,
G16,Sample X160,2.693,
G17,Sample X161,2.694,
G18,Sample X162,3.007,
G19,Sample X163,0.353,
G20,Sample X164,2.838,
G21,Sample X165,3.212,
G22,Sample X166,4.106,
G23,Sample X167,0.176,
G24,Sample X168,0.164,
H01,Sample X169,0.167,
H02,Sample X170,0.163,
H03,Sample X171,0.649,
H04,Sample X172,1.244,
H05,Sample X173,0.626,
H06,Sample X174,1.234,
H07,Sample X175,0.405,
H08,Sample X176,1.248,
H09,Sample X177,0.767,
H10,Sample X178,1.524,
H11,Sample X179,1.428,
H12,Sample X180,1.614,
H13,Sample X181,0.850,
H14,Sample X182,1.617,
H15,Sample X183,1.339,
H16,Sample X184,1.616,
H17,Sample X185,1.046,
H18,Sample X186,1.406,
H19,Sample X187,1.266,
H20,Sample X188,1.736,
H21,Sample X189,1.722,
H22,Sample X190,2.092,
H23,Sample X191,0.171,
H24,Sample X192,0.299,
I01,Sample X193,0.164,
I02,Sample X194,1.513,
I03,Sample X195,0.625,
I04,Sample X196,2.226,
I05,Sample X197,0.993,
I06,Sample X198,0.712,
I07,Sample X199,0.258,
I08,Sample X200,0.237,
I09,Sample X201,0.712,
I10,Sample X202,4.239,
I11,Sample X203,0.684,
I12,Sample X204,4.524,
I13,Sample X205,3.054,
I14,Sample X206,3.124,
I15,Sample X207,3.501,
I16,Sample X208,3.123,
I17,Sample X209,5.459,
I18,Sample X210,3.558,
I19,Sample X211,4.297,
I20,Sample X212,2.433,
I21,Sample X213,0.540,
I22,Sample X214,1.453,
I23,Sample X215,0.162,
I24,Sample X216,0.182,
J01,Sample X217,0.165,
J02,Sample X218,0.162,
J03,Sample X219,1.279,
J04,Sample X220,2.237,
J05,Sample X221,0.852,
J06,Sample X222,1.207,
J07,Sample X223,1.352,
J08,Sample X224,1.411,
J09,Sample X225,1.305,
J10,Sample X226,1.562,
J11,Sample X227,0.854,
J12,Sample X228,1.438,
