Well,Content,Raw Data (600),
A01,Sample X1,0.166,
A02,Sample X2,0.155,
A03,Sample X3,0.174,
A04,Sample X4,0.170,
A05,Sample X5,0.195,
A06,Sample X6,0.223,
A07,Sample X7,0.223,
A08,Sample X8,0.210,
A09,Sample X9,0.191,
A10,Sample X10,0.195,
A11,Sample X11,0.181,
A12,Sample X12,0.388,
A13,Sample X13,0.165,
A14,Sample X14,0.194,
A15,Sample X15,0.192,
A16,Sample X16,0.220,
A17,Sample X17,0.241,
A18,Sample X18,1.173,
A19,Sample X19,0.997,
A20,Sample X20,1.385,
A21,Sample X21,1.349,
A22,Sample X22,1.297,
A23,Sample X23,0.151,
A24,Sample X24,0.168,
B01,Sample X25,0.155,
B02,Sample X26,0.158,
B03,Sample X27,1.267,
B04,Sample X28,1.209,
B05,Sample X29,1.627,
B06,Sample X30,1.601,
B07,Sample X31,1.503,
B08,Sample X32,1.705,
B09,Sample X33,1.496,
B10,Sample X34,1.527,
B11,Sample X35,1.419,
B12,Sample X36,1.729,
B13,Sample X37,1.489,
B14,Sample X38,1.454,
B15,Sample X39,1.489,
B16,Sample X40,1.661,
B17,Sample X41,0.199,
B18,Sample X42,1.423,
B19,Sample X43,1.448,
B20,Sample X44,1.586,
B21,Sample X45,1.386,
B22,Sample X46,1.047,
B23,Sample X47,0.146,
B24,Sample X48,0.149,
C01,Sample X49,0.158,
C02,Sample X50,0.157,
C03,Sample X51,0.153,
C04,Sample X52,1.639,
C05,Sample X53,0.156,
C06,Sample X54,1.576,
C07,Sample X55,0.170,
C08,Sample X56,1.714,
C09,Sample X57,1.688,
C10,Sample X58,1.980,
C11,Sample X59,1.629,
C12,Sample X60,0.155,
C13,Sample X61,2.201,
C14,Sample X62,1.816,
C15,Sample X63,0.390,
C16,Sample X64,1.720,
C17,Sample X65,0.157,
C18,Sample X66,1.780,
C19,Sample X67,1.719,
C20,Sample X68,1.641,
C21,Sample X69,1.591,
C22,Sample X70,1.372,
C23,Sample X71,0.138,
C24,Sample X72,0.141,
D01,Sample X73,0.166,
D02,Sample X74,0.168,
D03,Sample X75,1.580,
D04,Sample X76,0.179,
D05,Sample X77,0.209,
D06,Sample X78,1.740,
D07,Sample X79,0.178,
D08,Sample X80,1.820,
D09,Sample X81,1.923,
D10,Sample X82,1.892,
D11,Sample X83,1.805,
D12,Sample X84,1.901,
D13,Sample X85,1.895,
D14,Sample X86,1.866,
D15,Sample X87,1.987,
D16,Sample X88,2.010,
D17,Sample X89,2.224,
D18,Sample X90,1.903,
D19,Sample X91,1.723,
D20,Sample X92,0.152,
D21,Sample X93,0.172,
D22,Sample X94,2.151,
D23,Sample X95,0.146,
D24,Sample X96,0.146,
E01,Sample X97,0.171,
E02,Sample X98,0.154,
E03,Sample X99,1.592,
E04,Sample X100,1.922,
E05,Sample X101,1.966,
E06,Sample X102,1.950,
E07,Sample X103,1.980,
E08,Sample X104,2.137,
E09,Sample X105,2.205,
E10,Sample X106,2.103,
E11,Sample X107,1.916,
E12,Sample X108,1.893,
