Well,Content,Well Scan: Average (600),
A01,Sample X1,0.062,
A02,Sample X2,0.070,
A03,Sample X3,0.082,
A04,Sample X4,0.085,
A05,Sample X5,0.102,
A06,Sample X6,0.082,
A07,Sample X7,0.092,
A08,Sample X8,0.086,
A09,Sample X9,0.082,
A10,Sample X10,0.081,
A11,Sample X11,0.082,
A12,Sample X12,0.101,
A13,Sample X13,0.078,
A14,Sample X14,0.075,
A15,Sample X15,0.075,
A16,Sample X16,0.077,
A17,Sample X17,0.079,
A18,Sample X18,0.355,
A19,Sample X19,0.366,
A20,Sample X20,0.339,
A21,Sample X21,0.355,
A22,Sample X22,0.356,
A23,Sample X23,0.065,
A24,Sample X24,0.058,
B01,Sample X25,0.061,
B02,Sample X26,0.074,
B03,Sample X27,0.068,
B04,Sample X28,0.323,
B05,Sample X29,0.291,
B06,Sample X30,0.366,
B07,Sample X31,0.297,
B08,Sample X32,0.316,
B09,Sample X33,0.321,
B10,Sample X34,0.356,
B11,Sample X35,0.086,
B12,Sample X36,0.309,
B13,Sample X37,0.324,
B14,Sample X38,0.326,
B15,Sample X39,0.328,
B16,Sample X40,0.314,
B17,Sample X41,0.340,
B18,Sample X42,0.387,
B19,Sample X43,0.377,
B20,Sample X44,0.306,
B21,Sample X45,0.344,
B22,Sample X46,0.344,
B23,Sample X47,0.064,
B24,Sample X48,0.074,
C01,Sample X49,0.063,
C02,Sample X50,0.062,
C03,Sample X51,0.319,
C04,Sample X52,0.293,
C05,Sample X53,0.315,
C06,Sample X54,0.308,
C07,Sample X55,0.326,
C08,Sample X56,0.100,
C09,Sample X57,0.339,
C10,Sample X58,0.211,
C11,Sample X59,0.351,
C12,Sample X60,0.081,
C13,Sample X61,0.089,
C14,Sample X62,0.102,
C15,Sample X63,0.338,
C16,Sample X64,0.284,
C17,Sample X65,0.369,
C18,Sample X66,0.305,
C19,Sample X67,0.312,
C20,Sample X68,0.347,
C21,Sample X69,0.318,
C22,Sample X70,0.316,
C23,Sample X71,0.065,
C24,Sample X72,0.055,
D01,Sample X73,0.069,
D02,Sample X74,0.068,
D03,Sample X75,0.091,
D04,Sample X76,0.293,
D05,Sample X77,0.296,
D06,Sample X78,0.336,
D07,Sample X79,0.329,
D08,Sample X80,0.318,
D09,Sample X81,0.081,
D10,Sample X82,0.331,
D11,Sample X83,0.345,
D12,Sample X84,0.357,
D13,Sample X85,0.104,
D14,Sample X86,0.376,
D15,Sample X87,0.101,
D16,Sample X88,0.080,
D17,Sample X89,0.119,
D18,Sample X90,0.338,
D19,Sample X91,0.342,
D20,Sample X92,0.082,
D21,Sample X93,0.112,
D22,Sample X94,0.088,
D23,Sample X95,0.061,
D24,Sample X96,0.055,
E01,Sample X97,0.074,
E02,Sample X98,0.060,
E03,Sample X99,0.083,
E04,Sample X100,0.287,
E05,Sample X101,0.185,
E06,Sample X102,0.311,
E07,Sample X103,0.066,
E08,Sample X104,0.091,
E09,Sample X105,0.375,
E10,Sample X106,0.086,
E11,Sample X107,0.175,
E12,Sample X108,0.097,
E13,Sample X109,0.353,
E14,Sample X110,0.325,
E15,Sample X111,0.106,
E16,Sample X112,0.378,
E17,Sample X113,0.336,
E18,Sample X114,0.093,
E19,Sample X115,0.072,
E20,Sample X116,0.096,
E21,Sample X117,0.386,
E22,Sample X118,0.089,
E23,Sample X119,0.078,
E24,Sample X120,0.076,
F01,Sample X121,0.064,
F02,Sample X122,0.080,
F03,Sample X123,0.091,
F04,Sample X124,0.086,
F05,Sample X125,0.089,
F06,Sample X126,0.303,
F07,Sample X127,0.241,
F08,Sample X128,0.300,
F09,Sample X129,0.109,
F10,Sample X130,0.340,
F11,Sample X131,0.335,
F12,Sample X132,0.320,
F13,Sample X133,0.096,
F14,Sample X134,0.338,
F15,Sample X135,0.107,
F16,Sample X136,0.332,
F17,Sample X137,0.333,
F18,Sample X138,0.092,
F19,Sample X139,0.316,
F20,Sample X140,0.310,
F21,Sample X141,0.310,
F22,Sample X142,0.307,
F23,Sample X143,0.085,
F24,Sample X144,0.094,
G01,Sample X145,0.059,
G02,Sample X146,0.063,
G03,Sample X147,0.322,
G04,Sample X148,0.330,
G05,Sample X149,0.294,
G06,Sample X150,0.341,
G07,Sample X151,0.087,
G08,Sample X152,0.148,
G09,Sample X153,0.225,
G10,Sample X154,0.093,
G11,Sample X155,0.311,
G12,Sample X156,0.357,
G13,Sample X157,0.341,
G14,Sample X158,0.361,
G15,Sample X159,0.317,
G16,Sample X160,0.373,
G17,Sample X161,0.325,
G18,Sample X162,0.315,
G19,Sample X163,0.344,
G20,Sample X164,0.347,
G21,Sample X165,0.255,
G22,Sample X166,0.080,
G23,Sample X167,0.068,
G24,Sample X168,0.081,
H01,Sample X169,0.068,
H02,Sample X170,0.059,
H03,Sample X171,0.120,
H04,Sample X172,0.078,
H05,Sample X173,0.285,
H06,Sample X174,0.184,
H07,Sample X175,0.345,
H08,Sample X176,0.299,
H09,Sample X177,0.158,
H10,Sample X178,0.347,
H11,Sample X179,0.357,
H12,Sample X180,0.338,
H13,Sample X181,0.356,
H14,Sample X182,0.326,
H15,Sample X183,0.341,
H16,Sample X184,0.311,
H17,Sample X185,0.329,
