Well,Content,Well Scan: Average (600),
A01,Sample X1,0.054,
A02,Sample X2,0.059,
A03,Sample X3,0.089,
A04,Sample X4,0.077,
A05,Sample X5,0.101,
A06,Sample X6,0.074,
A07,Sample X7,0.079,
A08,Sample X8,0.071,
A09,Sample X9,0.080,
A10,Sample X10,0.078,
A11,Sample X11,0.076,
A12,Sample X12,0.104,
A13,Sample X13,0.089,
A14,Sample X14,0.073,
A15,Sample X15,0.075,
A16,Sample X16,0.080,
A17,Sample X17,0.088,
A18,Sample X18,0.085,
A19,Sample X19,0.089,
A20,Sample X20,0.082,
A21,Sample X21,0.089,
A22,Sample X22,0.096,
A23,Sample X23,0.071,
A24,Sample X24,0.070,
B01,Sample X25,0.056,
B02,Sample X26,0.060,
B03,Sample X27,0.076,
B04,Sample X28,0.096,
B05,Sample X29,0.077,
B06,Sample X30,0.202,
B07,Sample X31,0.080,
B08,Sample X32,0.091,
B09,Sample X33,0.107,
B10,Sample X34,0.094,
B11,Sample X35,0.077,
B12,Sample X36,0.081,
B13,Sample X37,0.064,
B14,Sample X38,0.075,
B15,Sample X39,0.074,
B16,Sample X40,0.095,
B17,Sample X41,0.102,
B18,Sample X42,0.140,
B19,Sample X43,0.159,
B20,Sample X44,0.123,
B21,Sample X45,0.104,
B22,Sample X46,0.092,
B23,Sample X47,0.055,
B24,Sample X48,0.053,
C01,Sample X49,0.058,
C02,Sample X50,0.057,
C03,Sample X51,0.089,
C04,Sample X52,0.082,
C05,Sample X53,0.086,
C06,Sample X54,0.080,
C07,Sample X55,0.091,
C08,Sample X56,0.102,
C09,Sample X57,0.115,
C10,Sample X58,0.130,
C11,Sample X59,0.093,
C12,Sample X60,0.119,
C13,Sample X61,0.095,
C14,Sample X62,0.134,
C15,Sample X63,0.275,
C16,Sample X64,0.091,
C17,Sample X65,0.117,
C18,Sample X66,0.109,
C19,Sample X67,0.087,
C20,Sample X68,0.092,
C21,Sample X69,0.085,
C22,Sample X70,0.124,
