Well,Content,Well Scan: Average (600),
A01,Sample X1,0.062,
A02,Sample X2,0.070,
A03,Sample X3,0.079,
A04,Sample X4,0.082,
A05,Sample X5,0.098,
A06,Sample X6,0.081,
A07,Sample X7,0.088,
A08,Sample X8,0.079,
A09,Sample X9,0.080,
A10,Sample X10,0.078,
A11,Sample X11,0.076,
A12,Sample X12,0.095,
A13,Sample X13,0.075,
A14,Sample X14,0.071,
A15,Sample X15,0.073,
A16,Sample X16,0.075,
A17,Sample X17,0.073,
A18,Sample X18,0.426,
A19,Sample X19,0.439,
A20,Sample X20,0.399,
A21,Sample X21,0.421,
A22,Sample X22,0.457,
A23,Sample X23,0.062,
A24,Sample X24,0.054,
B01,Sample X25,0.060,
B02,Sample X26,0.071,
B03,Sample X27,0.068,
B04,Sample X28,0.378,
B05,Sample X29,0.353,
B06,Sample X30,0.426,
B07,Sample X31,0.357,
B08,Sample X32,0.381,
B09,Sample X33,0.382,
B10,Sample X34,0.449,
B11,Sample X35,0.079,
B12,Sample X36,0.366,
B13,Sample X37,0.418,
B14,Sample X38,0.404,
B15,Sample X39,0.384,
B16,Sample X40,0.375,
B17,Sample X41,0.387,
B18,Sample X42,0.445,
B19,Sample X43,0.473,
B20,Sample X44,0.409,
B21,Sample X45,0.397,
B22,Sample X46,0.452,
B23,Sample X47,0.061,
B24,Sample X48,0.062,
C01,Sample X49,0.059,
C02,Sample X50,0.061,
C03,Sample X51,0.367,
C04,Sample X52,0.337,
C05,Sample X53,0.353,
C06,Sample X54,0.351,
C07,Sample X55,0.385,
C08,Sample X56,0.101,
C09,Sample X57,0.388,
C10,Sample X58,0.246,
C11,Sample X59,0.399,
C12,Sample X60,0.077,
C13,Sample X61,0.084,
C14,Sample X62,0.098,
C15,Sample X63,0.400,
C16,Sample X64,0.336,
C17,Sample X65,0.413,
C18,Sample X66,0.342,
C19,Sample X67,0.358,
C20,Sample X68,0.391,
C21,Sample X69,0.358,
C22,Sample X70,0.384,
C23,Sample X71,0.062,
C24,Sample X72,0.051,
D01,Sample X73,0.068,
D02,Sample X74,0.067,
D03,Sample X75,0.087,
D04,Sample X76,0.335,
D05,Sample X77,0.360,
D06,Sample X78,0.376,
D07,Sample X79,0.375,
D08,Sample X80,0.379,
D09,Sample X81,0.079,
D10,Sample X82,0.368,
D11,Sample X83,0.388,
D12,Sample X84,0.403,
D13,Sample X85,0.099,
D14,Sample X86,0.420,
D15,Sample X87,0.098,
D16,Sample X88,0.072,
D17,Sample X89,0.119,
D18,Sample X90,0.378,
D19,Sample X91,0.462,
D20,Sample X92,0.078,
D21,Sample X93,0.110,
D22,Sample X94,0.086,
D23,Sample X95,0.063,
D24,Sample X96,0.058,
E01,Sample X97,0.077,
E02,Sample X98,0.060,
E03,Sample X99,0.081,
E04,Sample X100,0.331,
E05,Sample X101,0.191,
E06,Sample X102,0.362,
E07,Sample X103,0.066,
E08,Sample X104,0.090,
E09,Sample X105,0.431,
E10,Sample X106,0.083,
E11,Sample X107,0.207,
E12,Sample X108,0.097,
E13,Sample X109,0.397,
E14,Sample X110,0.396,
E15,Sample X111,0.105,
E16,Sample X112,0.446,
E17,Sample X113,0.385,
E18,Sample X114,0.091,
E19,Sample X115,0.069,
E20,Sample X116,0.088,
E21,Sample X117,0.455,
E22,Sample X118,0.085,
E23,Sample X119,0.086,
E24,Sample X120,0.071,
F01,Sample X121,0.062,
F02,Sample X122,0.077,
F03,Sample X123,0.090,
F04,Sample X124,0.085,
F05,Sample X125,0.087,
F06,Sample X126,0.345,
F07,Sample X127,0.291,
F08,Sample X128,0.341,
F09,Sample X129,0.110,
F10,Sample X130,0.368,
F11,Sample X131,0.372,
F12,Sample X132,0.363,
F13,Sample X133,0.094,
F14,Sample X134,0.376,
F15,Sample X135,0.107,
F16,Sample X136,0.368,
F17,Sample X137,0.369,
F18,Sample X138,0.096,
F19,Sample X139,0.353,
F20,Sample X140,0.344,
F21,Sample X141,0.351,
F22,Sample X142,0.364,
F23,Sample X143,0.079,
F24,Sample X144,0.090,
G01,Sample X145,0.061,
G02,Sample X146,0.062,
G03,Sample X147,0.366,
G04,Sample X148,0.369,
G05,Sample X149,0.302,
G06,Sample X150,0.372,
G07,Sample X151,0.085,
G08,Sample X152,0.143,
G09,Sample X153,0.247,
G10,Sample X154,0.090,
G11,Sample X155,0.347,
G12,Sample X156,0.394,
G13,Sample X157,0.384,
G14,Sample X158,0.394,
G15,Sample X159,0.363,
G16,Sample X160,0.406,
G17,Sample X161,0.363,
G18,Sample X162,0.351,
G19,Sample X163,0.383,
G20,Sample X164,0.388,
G21,Sample X165,0.252,
G22,Sample X166,0.078,
G23,Sample X167,0.066,
G24,Sample X168,0.083,
H01,Sample X169,0.067,
H02,Sample X170,0.058,
H03,Sample X171,0.115,
H04,Sample X172,0.074,
H05,Sample X173,0.305,
H06,Sample X174,0.210,
H07,Sample X175,0.383,
H08,Sample X176,0.347,
H09,Sample X177,0.150,
H10,Sample X178,0.383,
H11,Sample X179,0.392,
H12,Sample X180,0.369,
H13,Sample X181,0.393,
H14,Sample X182,0.356,
H15,Sample X183,0.375,
H16,Sample X184,0.328,
H17,Sample X185,0.364,
