Well,Content,Well Scan: Average (600),
A01,Sample X1,0.084,
A02,Sample X2,0.084,
A03,Sample X3,0.110,
A04,Sample X4,0.095,
A05,Sample X5,0.086,
A06,Sample X6,0.095,
A07,Sample X7,0.095,
A08,Sample X8,0.147,
A09,Sample X9,0.100,
A10,Sample X10,0.102,
A11,Sample X11,0.110,
A12,Sample X12,0.125,
A13,Sample X13,0.111,
A14,Sample X14,0.099,
A15,Sample X15,0.099,
A16,Sample X16,0.105,
A17,Sample X17,0.122,
A18,Sample X18,0.411,
A19,Sample X19,0.394,
A20,Sample X20,0.359,
A21,Sample X21,0.392,
A22,Sample X22,0.394,
A23,Sample X23,0.072,
A24,Sample X24,0.072,
B01,Sample X25,0.083,
B02,Sample X26,0.081,
B03,Sample X27,0.333,
B04,Sample X28,0.400,
B05,Sample X29,0.370,
B06,Sample X30,0.388,
B07,Sample X31,0.371,
B08,Sample X32,0.364,
B09,Sample X33,0.375,
B10,Sample X34,0.344,
B11,Sample X35,0.366,
B12,Sample X36,0.361,
B13,Sample X37,0.341,
B14,Sample X38,0.363,
B15,Sample X39,0.365,
B16,Sample X40,0.366,
B17,Sample X41,0.409,
B18,Sample X42,0.358,
B19,Sample X43,0.363,
B20,Sample X44,0.341,
B21,Sample X45,0.363,
B22,Sample X46,0.359,
B23,Sample X47,0.071,
B24,Sample X48,0.082,
C01,Sample X49,0.070,
C02,Sample X50,0.071,
C03,Sample X51,0.106,
C04,Sample X52,0.247,
C05,Sample X53,0.148,
C06,Sample X54,0.102,
C07,Sample X55,0.222,
C08,Sample X56,0.166,
C09,Sample X57,0.344,
C10,Sample X58,0.349,
C11,Sample X59,0.334,
C12,Sample X60,0.375,
C13,Sample X61,0.318,
C14,Sample X62,0.371,
C15,Sample X63,0.328,
C16,Sample X64,0.120,
C17,Sample X65,0.328,
C18,Sample X66,0.305,
C19,Sample X67,0.102,
C20,Sample X68,0.296,
C21,Sample X69,0.298,
C22,Sample X70,0.364,
C23,Sample X71,0.073,
C24,Sample X72,0.073,
D01,Sample X73,0.070,
D02,Sample X74,0.080,
D03,Sample X75,0.304,
D04,Sample X76,0.303,
