Well,Content,Well Scan: Average (600),
A01,Sample X1,0.082,
A02,Sample X2,0.079,
A03,Sample X3,0.104,
A04,Sample X4,0.089,
A05,Sample X5,0.078,
A06,Sample X6,0.084,
A07,Sample X7,0.087,
A08,Sample X8,0.141,
A09,Sample X9,0.094,
A10,Sample X10,0.097,
A11,Sample X11,0.104,
A12,Sample X12,0.116,
A13,Sample X13,0.105,
A14,Sample X14,0.094,
A15,Sample X15,0.094,
A16,Sample X16,0.099,
A17,Sample X17,0.114,
A18,Sample X18,0.460,
A19,Sample X19,0.456,
A20,Sample X20,0.448,
A21,Sample X21,0.469,
A22,Sample X22,0.480,
A23,Sample X23,0.070,
A24,Sample X24,0.071,
B01,Sample X25,0.083,
B02,Sample X26,0.081,
B03,Sample X27,0.378,
B04,Sample X28,0.430,
B05,Sample X29,0.418,
B06,Sample X30,0.489,
B07,Sample X31,0.428,
B08,Sample X32,0.428,
B09,Sample X33,0.426,
B10,Sample X34,0.393,
B11,Sample X35,0.429,
B12,Sample X36,0.425,
B13,Sample X37,0.386,
B14,Sample X38,0.409,
B15,Sample X39,0.426,
B16,Sample X40,0.437,
B17,Sample X41,0.512,
B18,Sample X42,0.420,
B19,Sample X43,0.427,
B20,Sample X44,0.406,
B21,Sample X45,0.412,
B22,Sample X46,0.416,
B23,Sample X47,0.071,
B24,Sample X48,0.083,
C01,Sample X49,0.069,
C02,Sample X50,0.072,
C03,Sample X51,0.104,
C04,Sample X52,0.255,
C05,Sample X53,0.144,
C06,Sample X54,0.098,
C07,Sample X55,0.229,
C08,Sample X56,0.160,
C09,Sample X57,0.377,
C10,Sample X58,0.418,
C11,Sample X59,0.391,
C12,Sample X60,0.503,
C13,Sample X61,0.370,
C14,Sample X62,0.427,
C15,Sample X63,0.358,
C16,Sample X64,0.120,
C17,Sample X65,0.398,
C18,Sample X66,0.338,
C19,Sample X67,0.102,
C20,Sample X68,0.346,
C21,Sample X69,0.322,
C22,Sample X70,0.454,
C23,Sample X71,0.072,
C24,Sample X72,0.073,
D01,Sample X73,0.070,
D02,Sample X74,0.079,
D03,Sample X75,0.352,
D04,Sample X76,0.400,
D05,Sample X77,0.124,
D06,Sample X78,0.359,
D07,Sample X79,0.106,
D08,Sample X80,0.437,
D09,Sample X81,0.144,
D10,Sample X82,0.394,
D11,Sample X83,0.107,
D12,Sample X84,0.412,
D13,Sample X85,0.098,
D14,Sample X86,0.424,
D15,Sample X87,0.425,
D16,Sample X88,0.422,
D17,Sample X89,0.620,
D18,Sample X90,0.350,
D19,Sample X91,0.467,
D20,Sample X92,0.414,
D21,Sample X93,0.433,
D22,Sample X94,0.435,
D23,Sample X95,0.070,
D24,Sample X96,0.065,
E01,Sample X97,0.071,
E02,Sample X98,0.074,
E03,Sample X99,0.318,
E04,Sample X100,0.128,
E05,Sample X101,0.104,
E06,Sample X102,0.107,
E07,Sample X103,0.203,
E08,Sample X104,0.322,
E09,Sample X105,0.165,
E10,Sample X106,0.565,
E11,Sample X107,0.094,
E12,Sample X108,0.098,
E13,Sample X109,0.271,
E14,Sample X110,0.105,
E15,Sample X111,0.106,
E16,Sample X112,0.483,
E17,Sample X113,0.126,
E18,Sample X114,0.352,
E19,Sample X115,0.089,
E20,Sample X116,0.186,
E21,Sample X117,0.369,
E22,Sample X118,0.310,
E23,Sample X119,0.069,
E24,Sample X120,0.063,
F01,Sample X121,0.081,
F02,Sample X122,0.088,
F03,Sample X123,0.096,
F04,Sample X124,0.366,
F05,Sample X125,0.091,
F06,Sample X126,0.301,
F07,Sample X127,0.106,
F08,Sample X128,0.449,
F09,Sample X129,0.105,
F10,Sample X130,0.357,
F11,Sample X131,0.343,
F12,Sample X132,0.375,
F13,Sample X133,0.354,
F14,Sample X134,0.360,
F15,Sample X135,0.396,
F16,Sample X136,0.393,
F17,Sample X137,0.316,
F18,Sample X138,0.406,
F19,Sample X139,0.444,
F20,Sample X140,0.339,
F21,Sample X141,0.395,
F22,Sample X142,0.448,
F23,Sample X143,0.238,
F24,Sample X144,0.071,
G01,Sample X145,0.070,
G02,Sample X146,0.071,
G03,Sample X147,0.169,
G04,Sample X148,0.110,
G05,Sample X149,0.098,
G06,Sample X150,0.095,
G07,Sample X151,0.089,
G08,Sample X152,0.098,
G09,Sample X153,0.107,
G10,Sample X154,0.355,
G11,Sample X155,0.092,
G12,Sample X156,0.302,
G13,Sample X157,0.250,
G14,Sample X158,0.192,
G15,Sample X159,0.304,
G16,Sample X160,0.371,
G17,Sample X161,0.385,
G18,Sample X162,0.437,
G19,Sample X163,0.100,
G20,Sample X164,0.133,
G21,Sample X165,0.432,
G22,Sample X166,0.444,
G23,Sample X167,0.069,
G24,Sample X168,0.082,
H01,Sample X169,0.070,
H02,Sample X170,0.070,
H03,Sample X171,0.193,
H04,Sample X172,0.387,
H05,Sample X173,0.103,
H06,Sample X174,0.368,
H07,Sample X175,0.107,
H08,Sample X176,0.411,
H09,Sample X177,0.276,
H10,Sample X178,0.490,
H11,Sample X179,0.334,
H12,Sample X180,0.363,
H13,Sample X181,0.350,
H14,Sample X182,0.348,
H15,Sample X183,0.318,
H16,Sample X184,0.418,
H17,Sample X185,0.596,
H18,Sample X186,0.333,
H19,Sample X187,0.255,
H20,Sample X188,0.634,
H21,Sample X189,0.405,
H22,Sample X190,0.767,
H23,Sample X191,0.069,
H24,Sample X192,0.081,
I01,Sample X193,0.066,
I02,Sample X194,0.071,
I03,Sample X195,0.159,
I04,Sample X196,0.435,
I05,Sample X197,0.102,
I06,Sample X198,0.188,
I07,Sample X199,0.119,
I08,Sample X200,0.095,
I09,Sample X201,0.433,
I10,Sample X202,0.351,
I11,Sample X203,0.266,
I12,Sample X204,0.371,
I13,Sample X205,0.374,
I14,Sample X206,0.336,
