Well,Content,Raw Data (600),
A01,Sample X1,0.164,
A02,Sample X2,0.175,
A03,Sample X3,0.240,
A04,Sample X4,0.353,
A05,Sample X5,0.241,
A06,Sample X6,0.315,
A07,Sample X7,0.264,
A08,Sample X8,0.284,
A09,Sample X9,0.332,
A10,Sample X10,0.283,
A11,Sample X11,0.329,
A12,Sample X12,0.273,
A13,Sample X13,0.371,
A14,Sample X14,0.250,
A15,Sample X15,0.313,
A16,Sample X16,0.294,
A17,Sample X17,0.338,
A18,Sample X18,0.867,
A19,Sample X19,0.777,
A20,Sample X20,0.764,
A21,Sample X21,0.742,
A22,Sample X22,0.768,
A23,Sample X23,0.154,
A24,Sample X24,0.155,
B01,Sample X25,0.165,
B02,Sample X26,0.154,
B03,Sample X27,0.899,
B04,Sample X28,0.748,
B05,Sample X29,0.817,
B06,Sample X30,0.738,
B07,Sample X31,0.777,
B08,Sample X32,0.953,
B09,Sample X33,0.987,
B10,Sample X34,0.923,
B11,Sample X35,0.860,
B12,Sample X36,0.673,
B13,Sample X37,0.776,
B14,Sample X38,0.758,
B15,Sample X39,0.885,
B16,Sample X40,0.867,
B17,Sample X41,1.039,
B18,Sample X42,0.711,
B19,Sample X43,0.851,
B20,Sample X44,0.914,
B21,Sample X45,0.833,
B22,Sample X46,0.793,
B23,Sample X47,0.219,
B24,Sample X48,0.152,
C01,Sample X49,0.154,
C02,Sample X50,0.160,
C03,Sample X51,0.892,
C04,Sample X52,0.748,
C05,Sample X53,0.992,
C06,Sample X54,0.843,
C07,Sample X55,0.908,
C08,Sample X56,1.005,
C09,Sample X57,0.881,
C10,Sample X58,0.891,
C11,Sample X59,0.837,
C12,Sample X60,1.118,
C13,Sample X61,1.130,
C14,Sample X62,0.327,
C15,Sample X63,0.872,
C16,Sample X64,0.818,
C17,Sample X65,0.869,
C18,Sample X66,0.706,
C19,Sample X67,0.764,
C20,Sample X68,0.936,
C21,Sample X69,0.605,
C22,Sample X70,0.786,
C23,Sample X71,0.172,
C24,Sample X72,0.188,
D01,Sample X73,0.152,
D02,Sample X74,0.165,
D03,Sample X75,0.878,
D04,Sample X76,0.930,
D05,Sample X77,0.793,
D06,Sample X78,0.703,
D07,Sample X79,0.782,
D08,Sample X80,1.082,
D09,Sample X81,0.914,
D10,Sample X82,0.726,
D11,Sample X83,0.964,
D12,Sample X84,0.705,
D13,Sample X85,0.707,
D14,Sample X86,0.823,
D15,Sample X87,0.780,
D16,Sample X88,0.945,
D17,Sample X89,0.820,
D18,Sample X90,0.736,
D19,Sample X91,0.796,
D20,Sample X92,0.997,
D21,Sample X93,0.803,
D22,Sample X94,0.897,
D23,Sample X95,0.150,
D24,Sample X96,0.148,
E01,Sample X97,0.166,
E02,Sample X98,0.152,
E03,Sample X99,0.775,
E04,Sample X100,0.865,
E05,Sample X101,0.915,
E06,Sample X102,0.724,
E07,Sample X103,0.761,
E08,Sample X104,0.936,
E09,Sample X105,0.794,
E10,Sample X106,0.856,
E11,Sample X107,0.219,
E12,Sample X108,0.779,
E13,Sample X109,0.664,
E14,Sample X110,0.816,
E15,Sample X111,0.747,
E16,Sample X112,0.667,
E17,Sample X113,0.734,
E18,Sample X114,0.658,
E19,Sample X115,0.723,
E20,Sample X116,0.796,
E21,Sample X117,0.764,
E22,Sample X118,0.721,
E23,Sample X119,0.145,
E24,Sample X120,0.160,
F01,Sample X121,0.160,
F02,Sample X122,0.164,
F03,Sample X123,0.744,
F04,Sample X124,0.882,
F05,Sample X125,0.855,
F06,Sample X126,0.732,
F07,Sample X127,0.860,
F08,Sample X128,0.753,
F09,Sample X129,0.831,
F10,Sample X130,0.898,
F11,Sample X131,0.783,
F12,Sample X132,0.726,
F13,Sample X133,0.694,
F14,Sample X134,0.749,
F15,Sample X135,0.729,
F16,Sample X136,0.784,
F17,Sample X137,0.762,
