Well,Content,Raw Data (600),
A01,Sample X1,0.170,
A02,Sample X2,0.179,
A03,Sample X3,0.216,
A04,Sample X4,0.235,
A05,Sample X5,0.218,
A06,Sample X6,0.305,
A07,Sample X7,0.239,
A08,Sample X8,0.236,
A09,Sample X9,0.260,
A10,Sample X10,0.240,
A11,Sample X11,0.277,
A12,Sample X12,0.247,
A13,Sample X13,0.338,
A14,Sample X14,0.212,
A15,Sample X15,0.245,
A16,Sample X16,0.234,
A17,Sample X17,0.280,
A18,Sample X18,1.760,
A19,Sample X19,1.515,
A20,Sample X20,1.663,
A21,Sample X21,1.757,
A22,Sample X22,1.734,
A23,Sample X23,0.159,
A24,Sample X24,0.161,
B01,Sample X25,0.182,
B02,Sample X26,0.164,
B03,Sample X27,1.416,
B04,Sample X28,1.398,
B05,Sample X29,1.383,
B06,Sample X30,1.362,
B07,Sample X31,1.346,
B08,Sample X32,1.416,
B09,Sample X33,1.457,
B10,Sample X34,1.430,
B11,Sample X35,1.274,
B12,Sample X36,1.206,
B13,Sample X37,1.237,
B14,Sample X38,1.319,
B15,Sample X39,1.331,
B16,Sample X40,1.446,
B17,Sample X41,1.447,
B18,Sample X42,1.229,
B19,Sample X43,1.271,
B20,Sample X44,1.338,
B21,Sample X45,1.377,
B22,Sample X46,1.326,
B23,Sample X47,0.220,
B24,Sample X48,0.164,
C01,Sample X49,0.159,
C02,Sample X50,0.167,
C03,Sample X51,1.550,
C04,Sample X52,1.422,
C05,Sample X53,1.351,
C06,Sample X54,1.453,
C07,Sample X55,1.332,
C08,Sample X56,1.287,
C09,Sample X57,1.403,
C10,Sample X58,1.206,
C11,Sample X59,1.395,
C12,Sample X60,1.536,
C13,Sample X61,1.444,
C14,Sample X62,0.301,
C15,Sample X63,1.838,
C16,Sample X64,1.910,
C17,Sample X65,1.716,
C18,Sample X66,1.895,
C19,Sample X67,1.441,
C20,Sample X68,1.554,
C21,Sample X69,1.645,
C22,Sample X70,1.465,
C23,Sample X71,0.182,
C24,Sample X72,0.201,
D01,Sample X73,0.163,
D02,Sample X74,0.173,
D03,Sample X75,1.533,
D04,Sample X76,1.520,
D05,Sample X77,1.308,
D06,Sample X78,1.262,
D07,Sample X79,1.327,
D08,Sample X80,1.745,
D09,Sample X81,1.406,
D10,Sample X82,1.215,
D11,Sample X83,1.588,
D12,Sample X84,1.129,
D13,Sample X85,1.223,
D14,Sample X86,1.349,
D15,Sample X87,1.477,
D16,Sample X88,1.640,
D17,Sample X89,1.443,
D18,Sample X90,1.257,
D19,Sample X91,1.248,
D20,Sample X92,1.400,
D21,Sample X93,1.286,
D22,Sample X94,1.296,
D23,Sample X95,0.158,
D24,Sample X96,0.160,
E01,Sample X97,0.169,
E02,Sample X98,0.157,
E03,Sample X99,1.453,
E04,Sample X100,1.282,
E05,Sample X101,1.319,
E06,Sample X102,1.160,
E07,Sample X103,1.222,
E08,Sample X104,1.682,
E09,Sample X105,1.290,
E10,Sample X106,2.118,
E11,Sample X107,0.194,
E12,Sample X108,1.504,
E13,Sample X109,1.497,
E14,Sample X110,1.608,
E15,Sample X111,1.491,
E16,Sample X112,1.445,
E17,Sample X113,1.494,
E18,Sample X114,1.480,
E19,Sample X115,1.407,
E20,Sample X116,1.586,
