Well,Content,Well Scan: Average (600),
A01,Sample X1,0.082,
A02,Sample X2,0.227,
A03,Sample X3,0.084,
A04,Sample X4,0.089,
A05,Sample X5,0.087,
A06,Sample X6,0.122,
A07,Sample X7,0.136,
A08,Sample X8,0.103,
A09,Sample X9,0.087,
A10,Sample X10,0.082,
A11,Sample X11,0.076,
A12,Sample X12,0.089,
A13,Sample X13,0.083,
A14,Sample X14,0.087,
A15,Sample X15,0.085,
A16,Sample X16,0.077,
A17,Sample X17,0.076,
A18,Sample X18,0.631,
A19,Sample X19,0.911,
A20,Sample X20,0.635,
A21,Sample X21,0.612,
A22,Sample X22,0.607,
A23,Sample X23,0.053,
A24,Sample X24,0.053,
B01,Sample X25,0.063,
B02,Sample X26,0.076,
B03,Sample X27,0.545,
B04,Sample X28,0.564,
B05,Sample X29,0.511,
B06,Sample X30,0.506,
B07,Sample X31,0.534,
B08,Sample X32,0.544,
B09,Sample X33,0.538,
B10,Sample X34,0.627,
B11,Sample X35,0.574,
B12,Sample X36,0.560,
B13,Sample X37,0.547,
B14,Sample X38,0.513,
B15,Sample X39,0.614,
B16,Sample X40,0.556,
B17,Sample X41,0.547,
B18,Sample X42,0.523,
B19,Sample X43,0.509,
B20,Sample X44,0.520,
B21,Sample X45,0.527,
B22,Sample X46,0.608,
B23,Sample X47,0.053,
B24,Sample X48,0.050,
C01,Sample X49,0.062,
C02,Sample X50,0.063,
C03,Sample X51,0.073,
C04,Sample X52,0.070,
C05,Sample X53,0.491,
C06,Sample X54,0.084,
C07,Sample X55,0.575,
C08,Sample X56,0.526,
C09,Sample X57,0.591,
C10,Sample X58,0.541,
C11,Sample X59,0.607,
C12,Sample X60,0.623,
C13,Sample X61,0.405,
C14,Sample X62,0.518,
C15,Sample X63,0.536,
C16,Sample X64,0.068,
C17,Sample X65,0.454,
C18,Sample X66,0.556,
C19,Sample X67,0.500,
C20,Sample X68,0.939,
C21,Sample X69,0.451,
C22,Sample X70,0.477,
C23,Sample X71,0.052,
C24,Sample X72,0.049,
D01,Sample X73,0.062,
D02,Sample X74,0.073,
D03,Sample X75,0.491,
D04,Sample X76,0.544,
D05,Sample X77,0.361,
D06,Sample X78,0.489,
D07,Sample X79,0.341,
D08,Sample X80,0.494,
D09,Sample X81,0.373,
D10,Sample X82,0.520,
D11,Sample X83,0.414,
D12,Sample X84,0.528,
D13,Sample X85,0.312,
D14,Sample X86,0.480,
D15,Sample X87,0.530,
D16,Sample X88,0.483,
D17,Sample X89,0.566,
D18,Sample X90,0.511,
D19,Sample X91,0.515,
D20,Sample X92,0.496,
D21,Sample X93,0.515,
D22,Sample X94,0.505,
D23,Sample X95,0.058,
D24,Sample X96,0.053,
E01,Sample X97,0.064,
E02,Sample X98,0.057,
E03,Sample X99,0.445,
E04,Sample X100,0.410,
E05,Sample X101,0.328,
E06,Sample X102,0.411,
E07,Sample X103,0.576,
E08,Sample X104,0.563,
E09,Sample X105,0.127,
E10,Sample X106,0.413,
E11,Sample X107,0.428,
E12,Sample X108,0.077,
E13,Sample X109,0.358,
E14,Sample X110,0.080,
E15,Sample X111,0.130,
E16,Sample X112,0.492,
E17,Sample X113,0.101,
E18,Sample X114,0.519,
E19,Sample X115,0.056,
E20,Sample X116,0.138,
E21,Sample X117,0.369,
E22,Sample X118,0.366,
E23,Sample X119,0.103,
E24,Sample X120,0.067,
F01,Sample X121,0.060,
F02,Sample X122,0.062,
F03,Sample X123,0.074,
F04,Sample X124,0.596,
F05,Sample X125,0.223,
F06,Sample X126,0.546,
F07,Sample X127,0.104,
F08,Sample X128,0.478,
F09,Sample X129,0.343,
F10,Sample X130,0.511,
F11,Sample X131,0.503,
F12,Sample X132,0.502,
F13,Sample X133,0.541,
F14,Sample X134,0.457,
F15,Sample X135,0.466,
F16,Sample X136,0.489,
F17,Sample X137,0.501,
F18,Sample X138,0.518,
F19,Sample X139,0.544,
F20,Sample X140,0.535,
F21,Sample X141,0.513,
F22,Sample X142,0.470,
F23,Sample X143,0.100,
F24,Sample X144,0.132,
G01,Sample X145,0.059,
G02,Sample X146,0.058,
G03,Sample X147,0.593,
G04,Sample X148,0.300,
G05,Sample X149,0.378,
G06,Sample X150,0.098,
G07,Sample X151,0.138,
G08,Sample X152,0.126,
G09,Sample X153,0.104,
G10,Sample X154,0.487,
G11,Sample X155,0.087,
G12,Sample X156,0.095,
G13,Sample X157,0.117,
G14,Sample X158,0.096,
G15,Sample X159,0.443,
G16,Sample X160,0.510,
G17,Sample X161,0.547,
