Well,Content,Well Scan: Average (600),
A01,Sample X1,0.090,
A02,Sample X2,0.089,
A03,Sample X3,0.080,
A04,Sample X4,0.093,
A05,Sample X5,0.082,
A06,Sample X6,0.115,
A07,Sample X7,0.128,
A08,Sample X8,0.103,
A09,Sample X9,0.087,
A10,Sample X10,0.081,
A11,Sample X11,0.075,
A12,Sample X12,0.088,
A13,Sample X13,0.086,
A14,Sample X14,0.083,
A15,Sample X15,0.081,
A16,Sample X16,0.075,
A17,Sample X17,0.075,
A18,Sample X18,0.551,
A19,Sample X19,0.769,
A20,Sample X20,0.552,
A21,Sample X21,0.530,
A22,Sample X22,0.515,
A23,Sample X23,0.051,
A24,Sample X24,0.051,
B01,Sample X25,0.060,
B02,Sample X26,0.069,
B03,Sample X27,0.469,
B04,Sample X28,0.480,
B05,Sample X29,0.451,
B06,Sample X30,0.450,
B07,Sample X31,0.474,
B08,Sample X32,0.484,
B09,Sample X33,0.472,
B10,Sample X34,0.536,
B11,Sample X35,0.487,
B12,Sample X36,0.488,
B13,Sample X37,0.468,
B14,Sample X38,0.448,
B15,Sample X39,0.552,
B16,Sample X40,0.493,
B17,Sample X41,0.485,
B18,Sample X42,0.465,
B19,Sample X43,0.449,
B20,Sample X44,0.456,
B21,Sample X45,0.451,
B22,Sample X46,0.520,
B23,Sample X47,0.054,
B24,Sample X48,0.050,
C01,Sample X49,0.061,
C02,Sample X50,0.061,
C03,Sample X51,0.070,
C04,Sample X52,0.073,
C05,Sample X53,0.429,
C06,Sample X54,0.088,
C07,Sample X55,0.500,
C08,Sample X56,0.451,
C09,Sample X57,0.529,
C10,Sample X58,0.469,
C11,Sample X59,0.532,
C12,Sample X60,0.525,
C13,Sample X61,0.408,
C14,Sample X62,0.439,
C15,Sample X63,0.490,
C16,Sample X64,0.072,
C17,Sample X65,0.380,
C18,Sample X66,0.493,
C19,Sample X67,0.443,
C20,Sample X68,0.717,
C21,Sample X69,0.411,
C22,Sample X70,0.420,
C23,Sample X71,0.054,
C24,Sample X72,0.050,
D01,Sample X73,0.060,
D02,Sample X74,0.071,
D03,Sample X75,0.433,
D04,Sample X76,0.453,
D05,Sample X77,0.329,
D06,Sample X78,0.440,
D07,Sample X79,0.312,
D08,Sample X80,0.454,
D09,Sample X81,0.347,
D10,Sample X82,0.467,
D11,Sample X83,0.367,
D12,Sample X84,0.480,
D13,Sample X85,0.254,
D14,Sample X86,0.435,
D15,Sample X87,0.473,
D16,Sample X88,0.437,
