Well,Content,Well Scan: Average (600),
A01,Sample X1,0.114,
A02,Sample X2,0.079,
A03,Sample X3,0.123,
A04,Sample X4,0.111,
A05,Sample X5,0.093,
A06,Sample X6,0.153,
A07,Sample X7,0.167,
A08,Sample X8,0.125,
A09,Sample X9,0.105,
A10,Sample X10,0.094,
A11,Sample X11,0.093,
A12,Sample X12,0.094,
A13,Sample X13,0.110,
A14,Sample X14,0.107,
A15,Sample X15,0.103,
A16,Sample X16,0.095,
A17,Sample X17,0.090,
A18,Sample X18,0.345,
A19,Sample X19,0.326,
A20,Sample X20,0.309,
A21,Sample X21,0.329,
A22,Sample X22,0.287,
A23,Sample X23,0.051,
A24,Sample X24,0.051,
B01,Sample X25,0.055,
B02,Sample X26,0.054,
B03,Sample X27,0.274,
B04,Sample X28,0.289,
B05,Sample X29,0.298,
B06,Sample X30,0.289,
B07,Sample X31,0.301,
B08,Sample X32,0.297,
B09,Sample X33,0.293,
B10,Sample X34,0.297,
B11,Sample X35,0.299,
B12,Sample X36,0.307,
B13,Sample X37,0.293,
B14,Sample X38,0.278,
B15,Sample X39,0.305,
B16,Sample X40,0.299,
B17,Sample X41,0.302,
B18,Sample X42,0.292,
B19,Sample X43,0.288,
B20,Sample X44,0.299,
B21,Sample X45,0.268,
B22,Sample X46,0.284,
B23,Sample X47,0.068,
B24,Sample X48,0.048,
C01,Sample X49,0.056,
C02,Sample X50,0.057,
C03,Sample X51,0.066,
C04,Sample X52,0.069,
C05,Sample X53,0.264,
C06,Sample X54,0.082,
C07,Sample X55,0.302,
C08,Sample X56,0.197,
C09,Sample X57,0.302,
C10,Sample X58,0.259,
C11,Sample X59,0.290,
C12,Sample X60,0.295,
C13,Sample X61,0.295,
C14,Sample X62,0.238,
C15,Sample X63,0.286,
C16,Sample X64,0.095,
C17,Sample X65,0.180,
C18,Sample X66,0.304,
C19,Sample X67,0.257,
C20,Sample X68,0.292,
C21,Sample X69,0.277,
C22,Sample X70,0.284,
C23,Sample X71,0.067,
C24,Sample X72,0.061,
D01,Sample X73,0.055,
D02,Sample X74,0.062,
D03,Sample X75,0.293,
D04,Sample X76,0.294,
D05,Sample X77,0.214,
D06,Sample X78,0.291,
D07,Sample X79,0.202,
D08,Sample X80,0.318,
D09,Sample X81,0.253,
D10,Sample X82,0.283,
D11,Sample X83,0.237,
D12,Sample X84,0.293,
D13,Sample X85,0.210,
D14,Sample X86,0.295,
D15,Sample X87,0.271,
D16,Sample X88,0.295,
D17,Sample X89,0.325,
D18,Sample X90,0.326,
D19,Sample X91,0.273,
D20,Sample X92,0.291,
D21,Sample X93,0.280,
D22,Sample X94,0.299,
D23,Sample X95,0.052,
D24,Sample X96,0.070,
E01,Sample X97,0.060,
E02,Sample X98,0.055,
E03,Sample X99,0.260,
E04,Sample X100,0.227,
E05,Sample X101,0.186,
E06,Sample X102,0.230,
E07,Sample X103,0.293,
E08,Sample X104,0.287,
E09,Sample X105,0.125,
E10,Sample X106,0.265,
E11,Sample X107,0.216,
E12,Sample X108,0.085,
E13,Sample X109,0.276,
E14,Sample X110,0.092,
E15,Sample X111,0.109,
E16,Sample X112,0.291,
E17,Sample X113,0.119,
E18,Sample X114,0.286,
E19,Sample X115,0.066,
E20,Sample X116,0.170,
E21,Sample X117,0.241,
E22,Sample X118,0.130,
E23,Sample X119,0.113,
E24,Sample X120,0.078,
F01,Sample X121,0.058,
F02,Sample X122,0.058,
F03,Sample X123,0.074,
F04,Sample X124,0.306,
F05,Sample X125,0.113,
F06,Sample X126,0.318,
F07,Sample X127,0.099,
F08,Sample X128,0.281,
F09,Sample X129,0.191,
F10,Sample X130,0.292,
F11,Sample X131,0.285,
F12,Sample X132,0.330,
F13,Sample X133,0.281,
F14,Sample X134,0.291,
F15,Sample X135,0.262,
F16,Sample X136,0.294,
F17,Sample X137,0.260,
F18,Sample X138,0.302,
F19,Sample X139,0.298,
F20,Sample X140,0.294,
F21,Sample X141,0.283,
F22,Sample X142,0.275,
F23,Sample X143,0.104,
F24,Sample X144,0.145,
G01,Sample X145,0.056,
G02,Sample X146,0.059,
G03,Sample X147,0.345,
G04,Sample X148,0.190,
G05,Sample X149,0.235,
G06,Sample X150,0.106,
G07,Sample X151,0.148,
G08,Sample X152,0.105,
G09,Sample X153,0.113,
G10,Sample X154,0.293,
G11,Sample X155,0.102,
G12,Sample X156,0.108,
G13,Sample X157,0.120,
G14,Sample X158,0.106,
G15,Sample X159,0.254,
G16,Sample X160,0.300,
G17,Sample X161,0.321,
G18,Sample X162,0.314,
G19,Sample X163,0.092,
G20,Sample X164,0.314,
G21,Sample X165,0.325,
G22,Sample X166,0.303,
G23,Sample X167,0.087,
G24,Sample X168,0.073,
H01,Sample X169,0.057,
H02,Sample X170,0.053,
H03,Sample X171,0.295,
H04,Sample X172,0.317,
H05,Sample X173,0.292,
H06,Sample X174,0.313,
H07,Sample X175,0.214,
H08,Sample X176,0.309,
H09,Sample X177,0.250,
H10,Sample X178,0.308,
H11,Sample X179,0.308,
H12,Sample X180,0.311,
H13,Sample X181,0.216,
H14,Sample X182,0.293,
H15,Sample X183,0.303,
H16,Sample X184,0.317,
H17,Sample X185,0.306,
H18,Sample X186,0.302,
H19,Sample X187,0.234,
H20,Sample X188,0.297,
H21,Sample X189,0.295,
H22,Sample X190,0.320,
H23,Sample X191,0.097,
H24,Sample X192,0.111,
I01,Sample X193,0.053,
I02,Sample X194,0.054,
I03,Sample X195,0.101,
I04,Sample X196,0.299,
I05,Sample X197,0.288,
I06,Sample X198,0.270,
I07,Sample X199,0.087,
I08,Sample X200,0.073,
I09,Sample X201,0.277,
I10,Sample X202,0.294,
I11,Sample X203,0.196,
I12,Sample X204,0.273,
I13,Sample X205,0.283,
I14,Sample X206,0.281,
I15,Sample X207,0.296,
I16,Sample X208,0.285,
I17,Sample X209,0.244,
I18,Sample X210,0.281,
I19,Sample X211,0.292,
I20,Sample X212,0.148,
I21,Sample X213,0.107,
I22,Sample X214,0.088,
I23,Sample X215,0.064,
I24,Sample X216,0.071,
J01,Sample X217,0.050,
J02,Sample X218,0.051,
J03,Sample X219,0.337,
J04,Sample X220,0.299,
J05,Sample X221,0.191,
J06,Sample X222,0.303,
J07,Sample X223,0.287,
J08,Sample X224,0.329,
J09,Sample X225,0.283,
J10,Sample X226,0.304,
J11,Sample X227,0.234,
J12,Sample X228,0.297,
J13,Sample X229,0.109,
J14,Sample X230,0.292,
J15,Sample X231,0.083,
J16,Sample X232,0.277,
J17,Sample X233,0.251,
J18,Sample X234,0.277,
J19,Sample X235,0.256,
J20,Sample X236,0.287,
J21,Sample X237,0.077,
J22,Sample X238,0.285,
J23,Sample X239,0.060,
J24,Sample X240,0.068,
K01,Sample X241,0.063,
K02,Sample X242,0.066,
K03,Sample X243,0.303,
K04,Sample X244,0.100,
K05,Sample X245,0.304,
K06,Sample X246,0.289,
K07,Sample X247,0.252,
K08,Sample X248,0.274,
K09,Sample X249,0.264,
K10,Sample X250,0.282,
K11,Sample X251,0.296,
K12,Sample X252,0.278,
K13,Sample X253,0.287,
K14,Sample X254,0.284,
K15,Sample X255,0.097,
K16,Sample X256,0.245,
K17,Sample X257,0.300,
K18,Sample X258,0.266,
K19,Sample X259,0.098,
K20,Sample X260,0.294,
K21,Sample X261,0.277,
K22,Sample X262,0.280,
K23,Sample X263,0.075,
K24,Sample X264,0.062,
L01,Sample X265,0.051,
L02,Sample X266,0.052,
L03,Sample X267,0.118,
L04,Sample X268,0.306,
L05,Sample X269,0.304,
L06,Sample X270,0.288,
L07,Sample X271,0.305,
L08,Sample X272,0.306,
L09,Sample X273,0.312,
L10,Sample X274,0.295,
L11,Sample X275,0.281,
L12,Sample X276,0.302,
L13,Sample X277,0.181,
L14,Sample X278,0.310,
L15,Sample X279,0.107,
L16,Sample X280,0.288,
