Well,Content,Raw Data (600),
A01,Sample X1,0.157,
A02,Sample X2,0.161,
A03,Sample X3,0.363,
A04,Sample X4,0.330,
A05,Sample X5,0.300,
A06,Sample X6,0.277,
A07,Sample X7,0.292,
A08,Sample X8,0.237,
A09,Sample X9,0.245,
A10,Sample X10,0.260,
A11,Sample X11,0.307,
A12,Sample X12,0.312,
A13,Sample X13,0.337,
A14,Sample X14,0.237,
A15,Sample X15,0.269,
A16,Sample X16,0.284,
A17,Sample X17,0.285,
A18,Sample X18,1.594,
A19,Sample X19,1.541,
A20,Sample X20,1.585,
A21,Sample X21,1.670,
A22,Sample X22,1.647,
A23,Sample X23,0.152,
A24,Sample X24,0.154,
B01,Sample X25,0.160,
B02,Sample X26,0.157,
B03,Sample X27,1.536,
B04,Sample X28,1.697,
B05,Sample X29,1.653,
B06,Sample X30,1.502,
B07,Sample X31,1.557,
B08,Sample X32,1.550,
B09,Sample X33,1.880,
B10,Sample X34,1.715,
B11,Sample X35,1.604,
B12,Sample X36,1.419,
B13,Sample X37,1.613,
B14,Sample X38,1.608,
B15,Sample X39,1.691,
B16,Sample X40,1.673,
B17,Sample X41,1.608,
B18,Sample X42,1.669,
B19,Sample X43,1.590,
B20,Sample X44,1.674,
B21,Sample X45,1.657,
B22,Sample X46,1.628,
B23,Sample X47,0.225,
B24,Sample X48,0.205,
C01,Sample X49,0.157,
C02,Sample X50,0.154,
C03,Sample X51,0.479,
C04,Sample X52,0.495,
C05,Sample X53,0.932,
C06,Sample X54,0.349,
C07,Sample X55,1.088,
C08,Sample X56,0.974,
C09,Sample X57,1.260,
C10,Sample X58,1.079,
C11,Sample X59,1.190,
C12,Sample X60,1.054,
C13,Sample X61,1.279,
C14,Sample X62,1.400,
C15,Sample X63,0.788,
C16,Sample X64,0.750,
C17,Sample X65,0.740,
C18,Sample X66,0.718,
C19,Sample X67,0.696,
C20,Sample X68,0.779,
C21,Sample X69,0.888,
C22,Sample X70,1.058,
C23,Sample X71,0.152,
C24,Sample X72,0.163,
D01,Sample X73,0.159,
D02,Sample X74,0.169,
D03,Sample X75,0.939,
D04,Sample X76,1.399,
D05,Sample X77,0.794,
D06,Sample X78,1.256,
D07,Sample X79,0.806,
D08,Sample X80,1.823,
D09,Sample X81,0.822,
D10,Sample X82,1.391,
D11,Sample X83,0.753,
D12,Sample X84,1.101,
D13,Sample X85,0.902,
D14,Sample X86,1.325,
D15,Sample X87,0.921,
D16,Sample X88,1.231,
D17,Sample X89,0.923,
D18,Sample X90,1.416,
D19,Sample X91,0.810,
D20,Sample X92,1.400,
D21,Sample X93,0.984,
D22,Sample X94,1.319,
D23,Sample X95,0.152,
D24,Sample X96,0.164,
E01,Sample X97,0.161,
E02,Sample X98,0.166,
E03,Sample X99,1.031,
