Well,Content,Raw Data (600),
A01,Sample X1,0.174,
A02,Sample X2,0.199,
A03,Sample X3,0.212,
A04,Sample X4,0.603,
A05,Sample X5,0.173,
A06,Sample X6,0.185,
A07,Sample X7,0.198,
A08,Sample X8,1.540,
A09,Sample X9,1.162,
A10,Sample X10,0.916,
A11,Sample X11,0.841,
A12,Sample X12,0.306,
A13,Sample X13,0.848,
A14,Sample X14,0.788,
A15,Sample X15,0.665,
A16,Sample X16,0.607,
A17,Sample X17,0.479,
A18,Sample X18,1.384,
A19,Sample X19,1.435,
A20,Sample X20,1.651,
A21,Sample X21,1.596,
A22,Sample X22,2.208,
A23,Sample X23,0.165,
A24,Sample X24,0.171,
B01,Sample X25,0.173,
B02,Sample X26,0.193,
B03,Sample X27,1.215,
B04,Sample X28,1.748,
B05,Sample X29,1.391,
B06,Sample X30,1.248,
B07,Sample X31,1.538,
B08,Sample X32,1.338,
B09,Sample X33,1.461,
B10,Sample X34,1.309,
B11,Sample X35,1.181,
B12,Sample X36,1.195,
B13,Sample X37,1.146,
B14,Sample X38,1.177,
B15,Sample X39,1.219,
B16,Sample X40,1.282,
B17,Sample X41,1.293,
B18,Sample X42,1.097,
B19,Sample X43,1.142,
B20,Sample X44,1.305,
B21,Sample X45,1.204,
B22,Sample X46,1.121,
B23,Sample X47,1.188,
B24,Sample X48,0.185,
C01,Sample X49,0.169,
C02,Sample X50,0.194,
C03,Sample X51,1.435,
C04,Sample X52,1.605,
C05,Sample X53,1.297,
C06,Sample X54,1.192,
C07,Sample X55,1.365,
C08,Sample X56,1.453,
C09,Sample X57,1.059,
C10,Sample X58,1.010,
C11,Sample X59,1.146,
C12,Sample X60,1.173,
C13,Sample X61,1.139,
C14,Sample X62,0.949,
C15,Sample X63,1.295,
C16,Sample X64,1.563,
C17,Sample X65,1.568,
C18,Sample X66,1.771,
C19,Sample X67,1.500,
C20,Sample X68,2.179,
C21,Sample X69,1.585,
C22,Sample X70,1.439,
C23,Sample X71,0.165,
C24,Sample X72,0.157,
D01,Sample X73,0.167,
D02,Sample X74,0.182,
D03,Sample X75,1.571,
D04,Sample X76,1.211,
D05,Sample X77,1.199,
D06,Sample X78,1.391,
D07,Sample X79,1.066,
D08,Sample X80,1.418,
D09,Sample X81,1.278,
D10,Sample X82,0.869,
D11,Sample X83,1.015,
D12,Sample X84,0.965,
D13,Sample X85,1.016,
D14,Sample X86,1.278,
D15,Sample X87,1.170,
D16,Sample X88,1.175,
D17,Sample X89,1.264,
D18,Sample X90,0.998,
D19,Sample X91,0.902,
D20,Sample X92,1.058,
D21,Sample X93,0.975,
D22,Sample X94,1.015,
D23,Sample X95,0.168,
D24,Sample X96,0.152,
E01,Sample X97,0.167,
E02,Sample X98,0.166,
E03,Sample X99,1.047,
E04,Sample X100,1.142,
E05,Sample X101,1.099,
E06,Sample X102,1.396,
E07,Sample X103,1.190,
E08,Sample X104,1.475,
E09,Sample X105,1.542,
E10,Sample X106,1.569,
E11,Sample X107,1.368,
E12,Sample X108,1.867,
E13,Sample X109,1.405,
E14,Sample X110,2.114,
E15,Sample X111,1.494,
E16,Sample X112,1.343,
E17,Sample X113,1.976,
E18,Sample X114,1.769,
E19,Sample X115,1.478,
E20,Sample X116,1.783,
E21,Sample X117,1.828,
E22,Sample X118,1.769,
E23,Sample X119,0.160,
E24,Sample X120,0.158,
F01,Sample X121,0.164,
F02,Sample X122,0.164,
F03,Sample X123,1.074,
F04,Sample X124,1.362,
F05,Sample X125,1.583,
F06,Sample X126,1.095,
F07,Sample X127,1.123,
F08,Sample X128,1.081,
F09,Sample X129,1.055,
F10,Sample X130,1.164,
F11,Sample X131,0.979,
F12,Sample X132,1.246,
F13,Sample X133,0.967,
F14,Sample X134,1.029,
F15,Sample X135,0.975,
F16,Sample X136,0.979,
F17,Sample X137,1.014,
F18,Sample X138,0.474,
F19,Sample X139,0.897,
F20,Sample X140,1.371,
F21,Sample X141,1.359,
F22,Sample X142,1.395,
F23,Sample X143,0.158,
F24,Sample X144,0.157,
G01,Sample X145,0.177,
G02,Sample X146,0.164,
G03,Sample X147,0.888,
G04,Sample X148,1.590,
G05,Sample X149,1.030,
G06,Sample X150,0.911,
G07,Sample X151,1.014,
G08,Sample X152,0.928,
G09,Sample X153,0.977,
G10,Sample X154,1.038,
G11,Sample X155,1.035,
G12,Sample X156,1.332,
G13,Sample X157,0.961,
G14,Sample X158,1.485,
G15,Sample X159,1.694,
G16,Sample X160,1.857,
G17,Sample X161,1.275,
G18,Sample X162,1.862,
G19,Sample X163,1.495,
G20,Sample X164,1.581,
G21,Sample X165,2.022,
G22,Sample X166,2.050,
G23,Sample X167,0.161,
G24,Sample X168,0.216,
H01,Sample X169,0.170,
H02,Sample X170,0.165,
H03,Sample X171,1.003,
H04,Sample X172,0.957,
H05,Sample X173,1.003,
H06,Sample X174,0.876,
H07,Sample X175,0.937,
H08,Sample X176,0.967,
H09,Sample X177,0.948,
H10,Sample X178,0.998,
H11,Sample X179,1.031,
H12,Sample X180,0.903,
H13,Sample X181,0.988,
H14,Sample X182,0.876,
H15,Sample X183,0.880,
H16,Sample X184,0.903,
H17,Sample X185,0.953,
H18,Sample X186,0.932,
H19,Sample X187,0.774,
H20,Sample X188,1.275,
H21,Sample X189,0.959,
H22,Sample X190,1.028,
H23,Sample X191,0.160,
H24,Sample X192,0.239,
I01,Sample X193,0.164,
I02,Sample X194,0.165,
I03,Sample X195,1.739,
I04,Sample X196,2.062,
I05,Sample X197,1.369,
I06,Sample X198,1.581,
I07,Sample X199,1.075,
I08,Sample X200,1.875,
I09,Sample X201,1.259,
I10,Sample X202,1.978,
I11,Sample X203,2.385,
I12,Sample X204,2.133,
I13,Sample X205,2.076,
I14,Sample X206,1.795,
I15,Sample X207,1.641,
I16,Sample X208,1.874,
I17,Sample X209,1.893,
I18,Sample X210,0.553,
I19,Sample X211,2.091,
I20,Sample X212,2.123,
I21,Sample X213,1.909,
I22,Sample X214,1.986,
I23,Sample X215,0.155,
I24,Sample X216,0.160,
J01,Sample X217,0.180,
J02,Sample X218,0.170,
J03,Sample X219,1.389,
J04,Sample X220,1.232,
J05,Sample X221,0.915,
J06,Sample X222,1.770,
J07,Sample X223,1.066,
J08,Sample X224,1.513,
J09,Sample X225,0.890,
J10,Sample X226,1.054,
J11,Sample X227,1.030,
J12,Sample X228,0.830,
J13,Sample X229,1.340,
J14,Sample X230,1.611,
J15,Sample X231,1.140,
J16,Sample X232,1.026,
J17,Sample X233,1.197,
J18,Sample X234,1.014,
J19,Sample X235,1.752,
J20,Sample X236,0.971,
J21,Sample X237,1.197,
J22,Sample X238,0.992,
J23,Sample X239,0.159,
J24,Sample X240,0.164,
K01,Sample X241,0.166,
K02,Sample X242,0.163,
K03,Sample X243,0.973,
K04,Sample X244,1.013,
K05,Sample X245,0.829,
K06,Sample X246,0.959,
K07,Sample X247,0.934,
K08,Sample X248,0.877,
K09,Sample X249,1.102,
K10,Sample X250,1.812,
K11,Sample X251,1.885,
K12,Sample X252,1.318,
K13,Sample X253,1.792,
K14,Sample X254,1.769,
K15,Sample X255,1.921,
K16,Sample X256,2.248,
K17,Sample X257,1.738,
K18,Sample X258,1.698,
K19,Sample X259,1.704,
K20,Sample X260,2.020,
K21,Sample X261,0.530,
K22,Sample X262,1.630,
K23,Sample X263,0.152,
K24,Sample X264,0.153,
L01,Sample X265,0.162,
L02,Sample X266,0.160,
L03,Sample X267,0.906,
L04,Sample X268,0.926,
L05,Sample X269,0.816,
L06,Sample X270,0.789,
L07,Sample X271,1.147,
L08,Sample X272,0.883,
L09,Sample X273,1.000,
L10,Sample X274,0.885,
L11,Sample X275,0.871,
L12,Sample X276,0.783,
L13,Sample X277,1.212,
L14,Sample X278,0.895,
L15,Sample X279,0.844,
L16,Sample X280,0.963,
L17,Sample X281,0.926,
L18,Sample X282,0.948,
L19,Sample X283,0.926,
L20,Sample X284,1.056,
L21,Sample X285,0.903,
L22,Sample X286,1.046,
L23,Sample X287,0.159,
L24,Sample X288,0.176,
M01,Sample X289,0.153,
M02,Sample X290,0.165,
M03,Sample X291,0.999,
M04,Sample X292,1.464,
M05,Sample X293,0.871,
M06,Sample X294,0.717,
M07,Sample X295,0.800,
M08,Sample X296,1.075,
M09,Sample X297,0.938,
M10,Sample X298,0.861,
M11,Sample X299,0.828,
M12,Sample X300,0.874,
M13,Sample X301,0.894,
M14,Sample X302,0.425,
M15,Sample X303,1.311,
M16,Sample X304,1.216,
M17,Sample X305,1.587,
M18,Sample X306,1.608,
M19,Sample X307,1.075,
M20,Sample X308,1.737,
M21,Sample X309,1.724,
M22,Sample X310,1.909,
M23,Sample X311,0.167,
M24,Sample X312,0.174,
N01,Sample X313,0.204,
N02,Sample X314,0.164,
N03,Sample X315,0.872,
N04,Sample X316,0.913,
N05,Sample X317,0.764,
N06,Sample X318,0.737,
N07,Sample X319,0.931,
N08,Sample X320,0.800,
N09,Sample X321,0.836,
N10,Sample X322,0.770,
N11,Sample X323,0.752,
N12,Sample X324,0.787,
N13,Sample X325,0.751,
N14,Sample X326,0.878,
N15,Sample X327,0.868,
N16,Sample X328,0.875,
N17,Sample X329,0.920,
N18,Sample X330,0.927,
N19,Sample X331,0.832,
N20,Sample X332,0.908,
N21,Sample X333,0.946,
N22,Sample X334,0.909,
N23,Sample X335,0.167,
N24,Sample X336,0.172,
O01,Sample X337,0.207,
O02,Sample X338,0.172,
O03,Sample X339,0.960,
O04,Sample X340,0.893,
O05,Sample X341,0.882,
O06,Sample X342,0.707,
O07,Sample X343,0.433,
O08,Sample X344,0.897,
O09,Sample X345,0.773,
O10,Sample X346,0.803,
O11,Sample X347,0.794,
O12,Sample X348,0.990,
O13,Sample X349,0.777,
O14,Sample X350,0.874,
O15,Sample X351,0.942,
O16,Sample X352,0.940,
O17,Sample X353,0.920,
O18,Sample X354,1.220,
O19,Sample X355,1.004,
O20,Sample X356,0.967,
O21,Sample X357,1.089,
O22,Sample X358,0.922,
O23,Sample X359,0.182,
O24,Sample X360,0.171,
P01,Sample X361,0.173,
P02,Sample X362,0.176,
P03,Sample X363,0.423,
P04,Sample X364,0.376,
P05,Sample X365,0.322,
P06,Sample X366,0.267,
P07,Sample X367,0.295,
P08,Sample X368,0.561,
P09,Sample X369,0.536,
P10,Sample X370,0.480,
P11,Sample X371,0.469,
P12,Sample X372,0.356,
P13,Sample X373,0.941,
P14,Sample X374,1.035,
P15,Sample X375,1.093,
P16,Sample X376,1.018,
P17,Sample X377,0.974,
P18,Sample X378,0.944,
P19,Sample X379,1.192,
P20,Sample X380,1.086,
P21,Sample X381,1.612,
P22,Sample X382,0.990,
P23,Sample X383,0.178,
P24,Sample X384,0.181,
