Well,Content,Well Scan: Average (600),
A01,Sample X1,0.059,
A02,Sample X2,0.064,
A03,Sample X3,0.249,
A04,Sample X4,0.253,
A05,Sample X5,0.223,
A06,Sample X6,0.188,
A07,Sample X7,0.150,
A08,Sample X8,0.142,
A09,Sample X9,0.112,
A10,Sample X10,0.101,
A11,Sample X11,0.100,
A12,Sample X12,0.129,
A13,Sample X13,0.137,
A14,Sample X14,0.113,
A15,Sample X15,0.287,
A16,Sample X16,0.117,
A17,Sample X17,0.117,
A18,Sample X18,0.103,
A19,Sample X19,0.253,
A20,Sample X20,0.063,
A21,Sample X21,0.217,
A22,Sample X22,0.169,
A23,Sample X23,0.059,
A24,Sample X24,0.051,
B01,Sample X25,0.064,
B02,Sample X26,0.071,
B03,Sample X27,0.255,
B04,Sample X28,0.212,
B05,Sample X29,0.226,
B06,Sample X30,0.216,
B07,Sample X31,0.226,
B08,Sample X32,0.227,
B09,Sample X33,0.222,
B10,Sample X34,0.315,
B11,Sample X35,0.263,
B12,Sample X36,0.066,
B13,Sample X37,0.227,
B14,Sample X38,0.243,
B15,Sample X39,0.255,
B16,Sample X40,0.230,
B17,Sample X41,0.242,
B18,Sample X42,0.101,
B19,Sample X43,0.190,
B20,Sample X44,0.216,
B21,Sample X45,0.205,
B22,Sample X46,0.212,
B23,Sample X47,0.058,
B24,Sample X48,0.060,
C01,Sample X49,0.059,
C02,Sample X50,0.065,
C03,Sample X51,0.081,
C04,Sample X52,0.093,
C05,Sample X53,0.201,
C06,Sample X54,0.208,
C07,Sample X55,0.217,
C08,Sample X56,0.178,
C09,Sample X57,0.232,
C10,Sample X58,0.082,
C11,Sample X59,0.215,
C12,Sample X60,0.237,
C13,Sample X61,0.214,
C14,Sample X62,0.196,
C15,Sample X63,0.296,
C16,Sample X64,0.090,
C17,Sample X65,0.153,
C18,Sample X66,0.105,
C19,Sample X67,0.179,
C20,Sample X68,0.193,
C21,Sample X69,0.226,
C22,Sample X70,0.234,
C23,Sample X71,0.074,
C24,Sample X72,0.049,
D01,Sample X73,0.074,
D02,Sample X74,0.083,
D03,Sample X75,0.233,
D04,Sample X76,0.210,
D05,Sample X77,0.201,
D06,Sample X78,0.229,
D07,Sample X79,0.200,
D08,Sample X80,0.150,
D09,Sample X81,0.084,
D10,Sample X82,0.206,
D11,Sample X83,0.199,
D12,Sample X84,0.207,
D13,Sample X85,0.178,
D14,Sample X86,0.236,
D15,Sample X87,0.302,
D16,Sample X88,0.246,
D17,Sample X89,0.261,
D18,Sample X90,0.211,
D19,Sample X91,0.211,
D20,Sample X92,0.229,
D21,Sample X93,0.214,
D22,Sample X94,0.231,
D23,Sample X95,0.333,
D24,Sample X96,0.060,
E01,Sample X97,0.063,
E02,Sample X98,0.070,
E03,Sample X99,0.239,
E04,Sample X100,0.253,
E05,Sample X101,0.176,
E06,Sample X102,0.181,
E07,Sample X103,0.205,
E08,Sample X104,0.210,
E09,Sample X105,0.216,
E10,Sample X106,0.182,
E11,Sample X107,0.225,
E12,Sample X108,0.126,
E13,Sample X109,0.256,
E14,Sample X110,0.152,
E15,Sample X111,0.093,
E16,Sample X112,0.236,
E17,Sample X113,0.247,
E18,Sample X114,0.226,
E19,Sample X115,0.157,
E20,Sample X116,0.193,
E21,Sample X117,0.210,
E22,Sample X118,0.212,
E23,Sample X119,0.133,
E24,Sample X120,0.071,
F01,Sample X121,0.063,
F02,Sample X122,0.073,
F03,Sample X123,0.183,
F04,Sample X124,0.230,
F05,Sample X125,0.150,
F06,Sample X126,0.204,
F07,Sample X127,0.148,
F08,Sample X128,0.222,
F09,Sample X129,0.114,
F10,Sample X130,0.240,
F11,Sample X131,0.227,
F12,Sample X132,0.215,
F13,Sample X133,0.211,
F14,Sample X134,0.216,
F15,Sample X135,0.233,
F16,Sample X136,0.221,
F17,Sample X137,0.196,
F18,Sample X138,0.230,
F19,Sample X139,0.229,
F20,Sample X140,0.230,
F21,Sample X141,0.222,
F22,Sample X142,0.217,
F23,Sample X143,0.066,
F24,Sample X144,0.095,
G01,Sample X145,0.060,
G02,Sample X146,0.107,
G03,Sample X147,0.211,
G04,Sample X148,0.188,
G05,Sample X149,0.187,
G06,Sample X150,0.172,
G07,Sample X151,0.143,
G08,Sample X152,0.210,
G09,Sample X153,0.227,
G10,Sample X154,0.236,
G11,Sample X155,0.229,
G12,Sample X156,0.247,
G13,Sample X157,0.275,
G14,Sample X158,0.194,
G15,Sample X159,0.161,
G16,Sample X160,0.218,
G17,Sample X161,0.242,
G18,Sample X162,0.258,
G19,Sample X163,0.148,
G20,Sample X164,0.184,
G21,Sample X165,0.216,
G22,Sample X166,0.219,
G23,Sample X167,0.181,
G24,Sample X168,0.095,
H01,Sample X169,0.062,
H02,Sample X170,0.062,
H03,Sample X171,0.175,
H04,Sample X172,0.213,
H05,Sample X173,0.220,
H06,Sample X174,0.216,
H07,Sample X175,0.188,
H08,Sample X176,0.250,
H09,Sample X177,0.215,
H10,Sample X178,0.210,
H11,Sample X179,0.232,
H12,Sample X180,0.214,
H13,Sample X181,0.217,
H14,Sample X182,0.147,
H15,Sample X183,0.207,
H16,Sample X184,0.237,
H17,Sample X185,0.220,
H18,Sample X186,0.233,
H19,Sample X187,0.112,
H20,Sample X188,0.215,
H21,Sample X189,0.215,
H22,Sample X190,0.283,
H23,Sample X191,0.079,
H24,Sample X192,0.168,
I01,Sample X193,0.056,
I02,Sample X194,0.057,
I03,Sample X195,0.210,
I04,Sample X196,0.211,
I05,Sample X197,0.211,
I06,Sample X198,0.240,
I07,Sample X199,0.165,
I08,Sample X200,0.164,
I09,Sample X201,0.204,
I10,Sample X202,0.220,
I11,Sample X203,0.210,
I12,Sample X204,0.166,
I13,Sample X205,0.251,
I14,Sample X206,0.233,
I15,Sample X207,0.216,
I16,Sample X208,0.207,
I17,Sample X209,0.219,
I18,Sample X210,0.223,
I19,Sample X211,0.223,
I20,Sample X212,0.193,
I21,Sample X213,0.179,
I22,Sample X214,0.183,
I23,Sample X215,0.063,
I24,Sample X216,0.064,
J01,Sample X217,0.053,
J02,Sample X218,0.055,
J03,Sample X219,0.204,
J04,Sample X220,0.220,
J05,Sample X221,0.208,
J06,Sample X222,0.222,
J07,Sample X223,0.216,
J08,Sample X224,0.234,
J09,Sample X225,0.194,
J10,Sample X226,0.205,
J11,Sample X227,0.213,
J12,Sample X228,0.206,
J13,Sample X229,0.171,
J14,Sample X230,0.218,
J15,Sample X231,0.086,
J16,Sample X232,0.223,
J17,Sample X233,0.219,
J18,Sample X234,0.225,
J19,Sample X235,0.199,
J20,Sample X236,0.216,
J21,Sample X237,0.183,
J22,Sample X238,0.221,
J23,Sample X239,0.062,
J24,Sample X240,0.073,
K01,Sample X241,0.058,
K02,Sample X242,0.060,
K03,Sample X243,0.202,
K04,Sample X244,0.218,
K05,Sample X245,0.212,
K06,Sample X246,0.192,
K07,Sample X247,0.214,
K08,Sample X248,0.228,
K09,Sample X249,0.254,
K10,Sample X250,0.223,
K11,Sample X251,0.226,
K12,Sample X252,0.199,
K13,Sample X253,0.212,
K14,Sample X254,0.220,
K15,Sample X255,0.218,
K16,Sample X256,0.230,
K17,Sample X257,0.234,
K18,Sample X258,0.297,
K19,Sample X259,0.229,
K20,Sample X260,0.252,
K21,Sample X261,0.226,
K22,Sample X262,0.212,
K23,Sample X263,0.058,
K24,Sample X264,0.057,
L01,Sample X265,0.054,
L02,Sample X266,0.054,
L03,Sample X267,0.208,
L04,Sample X268,0.199,
L05,Sample X269,0.220,
L06,Sample X270,0.215,
L07,Sample X271,0.212,
L08,Sample X272,0.216,
L09,Sample X273,0.258,
L10,Sample X274,0.211,
L11,Sample X275,0.209,
L12,Sample X276,0.212,
L13,Sample X277,0.143,
L14,Sample X278,0.201,
L15,Sample X279,0.212,
L16,Sample X280,0.219,
L17,Sample X281,0.223,
L18,Sample X282,0.218,
L19,Sample X283,0.205,
L20,Sample X284,0.231,
L21,Sample X285,0.224,
L22,Sample X286,0.205,
L23,Sample X287,0.094,
L24,Sample X288,0.064,
M01,Sample X289,0.048,
M02,Sample X290,0.047,
M03,Sample X291,0.215,
M04,Sample X292,0.189,
M05,Sample X293,0.197,
M06,Sample X294,0.219,
M07,Sample X295,0.202,
M08,Sample X296,0.200,
M09,Sample X297,0.242,
M10,Sample X298,0.228,
M11,Sample X299,0.203,
M12,Sample X300,0.199,
M13,Sample X301,0.180,
M14,Sample X302,0.216,
M15,Sample X303,0.211,
M16,Sample X304,0.255,
M17,Sample X305,0.213,
M18,Sample X306,0.190,
M19,Sample X307,0.226,
M20,Sample X308,0.194,
M21,Sample X309,0.118,
M22,Sample X310,0.211,
M23,Sample X311,0.078,
M24,Sample X312,0.056,
N01,Sample X313,0.053,
N02,Sample X314,0.053,
N03,Sample X315,0.227,
N04,Sample X316,0.202,
N05,Sample X317,0.202,
N06,Sample X318,0.195,
N07,Sample X319,0.188,
N08,Sample X320,0.205,
N09,Sample X321,0.226,
N10,Sample X322,0.213,
N11,Sample X323,0.239,
N12,Sample X324,0.215,
N13,Sample X325,0.219,
N14,Sample X326,0.220,
N15,Sample X327,0.213,
N16,Sample X328,0.221,
N17,Sample X329,0.177,
N18,Sample X330,0.197,
N19,Sample X331,0.218,
N20,Sample X332,0.225,
N21,Sample X333,0.208,
N22,Sample X334,0.199,
N23,Sample X335,0.054,
N24,Sample X336,0.049,
O01,Sample X337,0.052,
O02,Sample X338,0.054,
O03,Sample X339,0.207,
O04,Sample X340,0.233,
O05,Sample X341,0.214,
O06,Sample X342,0.219,
O07,Sample X343,0.209,
O08,Sample X344,0.263,
O09,Sample X345,0.277,
O10,Sample X346,0.214,
O11,Sample X347,0.241,
O12,Sample X348,0.140,
O13,Sample X349,0.220,
O14,Sample X350,0.074,
O15,Sample X351,0.203,
O16,Sample X352,0.216,
O17,Sample X353,0.223,
O18,Sample X354,0.221,
O19,Sample X355,0.216,
O20,Sample X356,0.193,
O21,Sample X357,0.225,
O22,Sample X358,0.213,
O23,Sample X359,0.053,
O24,Sample X360,0.057,
P01,Sample X361,0.084,
P02,Sample X362,0.115,
P03,Sample X363,0.133,
P04,Sample X364,0.109,
P05,Sample X365,0.106,
P06,Sample X366,0.117,
P07,Sample X367,0.259,
P08,Sample X368,0.176,
P09,Sample X369,0.125,
P10,Sample X370,0.111,
P11,Sample X371,0.114,
P12,Sample X372,0.115,
P13,Sample X373,0.248,
P14,Sample X374,0.277,
P15,Sample X375,0.282,
P16,Sample X376,0.244,
P17,Sample X377,0.239,
P18,Sample X378,0.211,
P19,Sample X379,0.219,
P20,Sample X380,0.269,
P21,Sample X381,0.233,
P22,Sample X382,0.227,
P23,Sample X383,0.046,
P24,Sample X384,0.054,
