Well,Content,Well Scan: Average (600),
A01,Sample X1,0.049,
A02,Sample X2,0.051,
A03,Sample X3,0.097,
A04,Sample X4,0.101,
A05,Sample X5,0.087,
A06,Sample X6,0.089,
A07,Sample X7,0.088,
A08,Sample X8,0.087,
A09,Sample X9,0.084,
A10,Sample X10,0.076,
A11,Sample X11,0.077,
A12,Sample X12,0.106,
A13,Sample X13,0.110,
A14,Sample X14,0.086,
A15,Sample X15,0.251,
A16,Sample X16,0.084,
A17,Sample X17,0.106,
A18,Sample X18,0.143,
A19,Sample X19,0.084,
A20,Sample X20,0.250,
A21,Sample X21,0.080,
A22,Sample X22,0.127,
A23,Sample X23,0.101,
A24,Sample X24,0.072,
B01,Sample X25,0.065,
B02,Sample X26,0.074,
B03,Sample X27,0.130,
B04,Sample X28,0.083,
B05,Sample X29,0.089,
B06,Sample X30,0.088,
B07,Sample X31,0.093,
B08,Sample X32,0.094,
B09,Sample X33,0.091,
B10,Sample X34,0.227,
B11,Sample X35,0.099,
B12,Sample X36,0.186,
B13,Sample X37,0.091,
B14,Sample X38,0.136,
B15,Sample X39,0.102,
B16,Sample X40,0.106,
B17,Sample X41,0.114,
B18,Sample X42,0.352,
B19,Sample X43,0.094,
B20,Sample X44,0.090,
B21,Sample X45,0.089,
B22,Sample X46,0.095,
B23,Sample X47,0.090,
B24,Sample X48,0.086,
C01,Sample X49,0.055,
C02,Sample X50,0.062,
C03,Sample X51,0.088,
C04,Sample X52,0.087,
C05,Sample X53,0.080,
C06,Sample X54,0.094,
C07,Sample X55,0.098,
C08,Sample X56,0.098,
C09,Sample X57,0.111,
C10,Sample X58,0.228,
C11,Sample X59,0.076,
C12,Sample X60,0.104,
C13,Sample X61,0.080,
C14,Sample X62,0.102,
C15,Sample X63,0.171,
C16,Sample X64,0.090,
C17,Sample X65,0.128,
C18,Sample X66,0.344,
C19,Sample X67,0.087,
C20,Sample X68,0.104,
C21,Sample X69,0.083,
C22,Sample X70,0.078,
C23,Sample X71,0.071,
C24,Sample X72,0.064,
D01,Sample X73,0.070,
D02,Sample X74,0.073,
D03,Sample X75,0.100,
D04,Sample X76,0.088,
D05,Sample X77,0.085,
D06,Sample X78,0.122,
D07,Sample X79,0.099,
D08,Sample X80,0.203,
D09,Sample X81,0.371,
D10,Sample X82,0.087,
D11,Sample X83,0.084,
D12,Sample X84,0.082,
D13,Sample X85,0.117,
D14,Sample X86,0.112,
D15,Sample X87,0.173,
D16,Sample X88,0.097,
D17,Sample X89,0.121,
