Well,Content,Raw Data (600),
A01,Sample X1,0.177,
A02,Sample X2,0.179,
A03,Sample X3,0.235,
A04,Sample X4,0.220,
A05,Sample X5,0.196,
A06,Sample X6,0.191,
A07,Sample X7,0.192,
A08,Sample X8,2.282,
A09,Sample X9,1.274,
A10,Sample X10,0.923,
A11,Sample X11,0.572,
A12,Sample X12,0.360,
A13,Sample X13,0.698,
A14,Sample X14,0.563,
A15,Sample X15,0.498,
A16,Sample X16,0.488,
A17,Sample X17,0.431,
A18,Sample X18,2.276,
A19,Sample X19,2.657,
A20,Sample X20,2.433,
A21,Sample X21,3.475,
A22,Sample X22,3.204,
A23,Sample X23,0.170,
A24,Sample X24,0.176,
B01,Sample X25,0.205,
B02,Sample X26,0.190,
B03,Sample X27,3.213,
B04,Sample X28,3.189,
B05,Sample X29,3.774,
B06,Sample X30,3.362,
B07,Sample X31,3.571,
B08,Sample X32,3.622,
B09,Sample X33,3.442,
B10,Sample X34,3.555,
B11,Sample X35,3.096,
B12,Sample X36,3.792,
B13,Sample X37,3.034,
B14,Sample X38,2.557,
B15,Sample X39,3.608,
B16,Sample X40,2.391,
B17,Sample X41,0.447,
B18,Sample X42,2.389,
B19,Sample X43,2.569,
B20,Sample X44,1.960,
B21,Sample X45,2.484,
B22,Sample X46,2.341,
B23,Sample X47,0.153,
B24,Sample X48,0.159,
C01,Sample X49,0.172,
C02,Sample X50,0.162,
C03,Sample X51,0.182,
C04,Sample X52,3.239,
C05,Sample X53,0.210,
C06,Sample X54,2.100,
C07,Sample X55,0.217,
C08,Sample X56,2.637,
C09,Sample X57,4.836,
C10,Sample X58,2.623,
C11,Sample X59,2.881,
C12,Sample X60,0.437,
C13,Sample X61,2.441,
C14,Sample X62,2.603,
C15,Sample X63,0.648,
C16,Sample X64,1.453,
C17,Sample X65,0.704,
C18,Sample X66,0.461,
C19,Sample X67,2.363,
C20,Sample X68,2.984,
C21,Sample X69,2.018,
C22,Sample X70,2.851,
C23,Sample X71,0.152,
C24,Sample X72,0.165,
D01,Sample X73,0.170,
D02,Sample X74,0.167,
D03,Sample X75,3.849,
D04,Sample X76,0.192,
D05,Sample X77,0.463,
D06,Sample X78,0.445,
D07,Sample X79,1.642,
D08,Sample X80,2.682,
D09,Sample X81,2.532,
D10,Sample X82,3.206,
D11,Sample X83,3.024,
D12,Sample X84,2.383,
D13,Sample X85,2.186,
D14,Sample X86,2.935,
D15,Sample X87,2.531,
D16,Sample X88,1.167,
D17,Sample X89,0.293,
D18,Sample X90,2.139,
D19,Sample X91,1.667,
D20,Sample X92,0.258,
D21,Sample X93,0.276,
D22,Sample X94,0.349,
D23,Sample X95,0.150,
D24,Sample X96,0.168,
E01,Sample X97,0.172,
E02,Sample X98,0.170,
E03,Sample X99,3.497,
E04,Sample X100,3.138,
E05,Sample X101,0.459,
E06,Sample X102,2.141,
E07,Sample X103,1.715,
E08,Sample X104,2.288,
E09,Sample X105,1.990,
E10,Sample X106,0.517,
E11,Sample X107,1.898,
E12,Sample X108,1.933,
E13,Sample X109,1.969,
E14,Sample X110,1.154,
E15,Sample X111,1.422,
E16,Sample X112,1.000,
E17,Sample X113,0.373,
E18,Sample X114,0.271,
E19,Sample X115,0.210,
E20,Sample X116,0.484,
E21,Sample X117,0.454,
E22,Sample X118,0.427,
E23,Sample X119,0.154,
E24,Sample X120,0.244,
F01,Sample X121,0.165,
F02,Sample X122,0.159,
F03,Sample X123,0.941,
F04,Sample X124,3.511,
F05,Sample X125,2.559,
F06,Sample X126,1.254,
F07,Sample X127,0.619,
F08,Sample X128,1.308,
F09,Sample X129,0.365,
F10,Sample X130,0.377,
F11,Sample X131,1.398,
F12,Sample X132,0.994,
F13,Sample X133,0.383,
F14,Sample X134,0.642,
F15,Sample X135,1.685,
F16,Sample X136,1.625,
F17,Sample X137,0.584,
F18,Sample X138,0.206,
F19,Sample X139,0.444,
F20,Sample X140,0.892,
F21,Sample X141,0.300,
F22,Sample X142,0.314,
F23,Sample X143,0.152,
F24,Sample X144,0.151,
G01,Sample X145,0.161,
G02,Sample X146,0.159,
G03,Sample X147,1.396,
G04,Sample X148,0.247,
G05,Sample X149,0.249,
G06,Sample X150,0.341,
G07,Sample X151,1.851,
G08,Sample X152,0.717,
G09,Sample X153,1.150,
G10,Sample X154,0.401,
G11,Sample X155,0.726,
G12,Sample X156,0.379,
G13,Sample X157,0.279,
G14,Sample X158,0.190,
G15,Sample X159,0.431,
G16,Sample X160,0.557,
G17,Sample X161,0.398,
G18,Sample X162,0.208,
G19,Sample X163,0.927,
G20,Sample X164,0.319,
G21,Sample X165,0.595,
G22,Sample X166,0.438,
G23,Sample X167,0.160,
G24,Sample X168,0.165,
H01,Sample X169,0.162,
H02,Sample X170,0.161,
H03,Sample X171,2.115,
H04,Sample X172,0.724,
H05,Sample X173,0.246,
H06,Sample X174,0.965,
H07,Sample X175,1.247,
H08,Sample X176,1.180,
H09,Sample X177,1.181,
H10,Sample X178,1.420,
H11,Sample X179,1.278,
H12,Sample X180,0.327,
H13,Sample X181,0.307,
H14,Sample X182,0.537,
H15,Sample X183,0.411,
H16,Sample X184,0.913,
H17,Sample X185,0.385,
H18,Sample X186,1.297,
H19,Sample X187,0.846,
H20,Sample X188,0.771,
H21,Sample X189,1.361,
H22,Sample X190,1.852,
H23,Sample X191,0.174,
H24,Sample X192,0.306,
I01,Sample X193,0.178,
I02,Sample X194,0.169,
I03,Sample X195,3.781,
I04,Sample X196,3.025,
I05,Sample X197,1.565,
I06,Sample X198,1.285,
I07,Sample X199,0.215,
I08,Sample X200,0.462,
I09,Sample X201,1.210,
I10,Sample X202,0.699,
I11,Sample X203,1.098,
I12,Sample X204,0.947,
I13,Sample X205,0.593,
I14,Sample X206,0.333,
I15,Sample X207,0.993,
I16,Sample X208,0.478,
I17,Sample X209,0.404,
I18,Sample X210,0.373,
I19,Sample X211,0.553,
I20,Sample X212,1.099,
I21,Sample X213,0.615,
I22,Sample X214,0.708,
I23,Sample X215,0.159,
I24,Sample X216,0.238,
J01,Sample X217,0.164,
J02,Sample X218,0.165,
J03,Sample X219,0.270,
J04,Sample X220,1.613,
J05,Sample X221,0.578,
J06,Sample X222,1.017,
J07,Sample X223,1.011,
J08,Sample X224,0.817,
J09,Sample X225,0.901,
J10,Sample X226,0.875,
J11,Sample X227,0.656,
J12,Sample X228,0.995,
J13,Sample X229,0.828,
J14,Sample X230,0.520,
J15,Sample X231,0.854,
J16,Sample X232,0.840,
J17,Sample X233,0.746,
J18,Sample X234,0.780,
J19,Sample X235,0.899,
J20,Sample X236,0.753,
J21,Sample X237,0.822,
J22,Sample X238,0.443,
J23,Sample X239,0.155,
J24,Sample X240,0.164,
K01,Sample X241,0.160,
K02,Sample X242,0.163,
K03,Sample X243,3.505,
K04,Sample X244,0.958,
K05,Sample X245,0.323,
K06,Sample X246,0.449,
K07,Sample X247,0.680,
K08,Sample X248,0.817,
K09,Sample X249,1.172,
K10,Sample X250,0.797,
K11,Sample X251,0.442,
K12,Sample X252,0.478,
K13,Sample X253,0.791,
K14,Sample X254,0.600,
K15,Sample X255,0.320,
K16,Sample X256,0.871,
K17,Sample X257,0.563,
K18,Sample X258,0.711,
K19,Sample X259,0.670,
K20,Sample X260,0.372,
K21,Sample X261,0.350,
K22,Sample X262,0.338,
K23,Sample X263,0.159,
K24,Sample X264,0.160,
L01,Sample X265,0.161,
L02,Sample X266,0.160,
L03,Sample X267,0.183,
L04,Sample X268,0.537,
L05,Sample X269,1.540,
L06,Sample X270,1.652,
L07,Sample X271,0.717,
L08,Sample X272,0.405,
L09,Sample X273,0.549,
L10,Sample X274,0.550,
L11,Sample X275,0.479,
L12,Sample X276,0.247,
L13,Sample X277,0.706,
L14,Sample X278,0.326,
L15,Sample X279,0.399,
L16,Sample X280,0.422,
L17,Sample X281,0.558,
L18,Sample X282,1.092,
L19,Sample X283,0.651,
L20,Sample X284,0.660,
L21,Sample X285,0.582,
L22,Sample X286,0.457,
L23,Sample X287,0.156,
L24,Sample X288,0.163,
M01,Sample X289,0.162,
M02,Sample X290,0.156,
M03,Sample X291,0.325,
M04,Sample X292,2.236,
M05,Sample X293,1.823,
M06,Sample X294,1.419,
M07,Sample X295,1.261,
M08,Sample X296,0.345,
M09,Sample X297,0.343,
M10,Sample X298,1.024,
M11,Sample X299,0.579,
M12,Sample X300,0.327,
M13,Sample X301,0.435,
M14,Sample X302,0.363,
M15,Sample X303,0.280,
M16,Sample X304,0.503,
M17,Sample X305,0.437,
M18,Sample X306,0.383,
M19,Sample X307,0.535,
M20,Sample X308,0.847,
M21,Sample X309,1.448,
M22,Sample X310,0.294,
M23,Sample X311,0.278,
M24,Sample X312,0.152,
N01,Sample X313,0.370,
N02,Sample X314,0.161,
N03,Sample X315,2.251,
N04,Sample X316,0.270,
N05,Sample X317,2.020,
N06,Sample X318,0.690,
N07,Sample X319,1.382,
N08,Sample X320,0.197,
N09,Sample X321,0.348,
N10,Sample X322,0.199,
N11,Sample X323,1.152,
N12,Sample X324,0.717,
N13,Sample X325,1.222,
N14,Sample X326,0.963,
N15,Sample X327,0.274,
N16,Sample X328,0.270,
N17,Sample X329,0.470,
N18,Sample X330,0.363,
N19,Sample X331,0.329,
N20,Sample X332,0.924,
N21,Sample X333,0.190,
N22,Sample X334,0.717,
N23,Sample X335,0.716,
N24,Sample X336,0.270,
O01,Sample X337,0.190,
O02,Sample X338,1.230,
O03,Sample X339,2.835,
O04,Sample X340,2.269,
O05,Sample X341,1.741,
O06,Sample X342,1.621,
O07,Sample X343,2.018,
O08,Sample X344,1.307,
O09,Sample X345,1.301,
O10,Sample X346,1.353,
O11,Sample X347,1.638,
O12,Sample X348,1.212,
O13,Sample X349,1.510,
O14,Sample X350,1.127,
O15,Sample X351,1.199,
O16,Sample X352,1.180,
O17,Sample X353,0.937,
O18,Sample X354,0.902,
O19,Sample X355,0.665,
O20,Sample X356,0.810,
O21,Sample X357,0.779,
O22,Sample X358,0.761,
O23,Sample X359,0.178,
O24,Sample X360,0.239,
P01,Sample X361,0.179,
P02,Sample X362,0.172,
P03,Sample X363,0.351,
P04,Sample X364,0.438,
P05,Sample X365,0.383,
P06,Sample X366,0.188,
P07,Sample X367,0.208,
P08,Sample X368,0.315,
P09,Sample X369,0.594,
P10,Sample X370,0.406,
P11,Sample X371,0.339,
P12,Sample X372,0.447,
P13,Sample X373,1.324,
P14,Sample X374,0.876,
P15,Sample X375,0.975,
P16,Sample X376,0.996,
P17,Sample X377,0.930,
P18,Sample X378,0.835,
P19,Sample X379,0.868,
P20,Sample X380,0.766,
P21,Sample X381,0.758,
P22,Sample X382,0.769,
P23,Sample X383,0.152,
P24,Sample X384,0.214,
