Well,Content,Raw Data (600),
A01,Sample X1,0.181,
A02,Sample X2,0.182,
A03,Sample X3,0.232,
A04,Sample X4,0.201,
A05,Sample X5,0.182,
A06,Sample X6,0.187,
A07,Sample X7,0.194,
A08,Sample X8,1.657,
A09,Sample X9,1.077,
A10,Sample X10,0.775,
A11,Sample X11,0.543,
A12,Sample X12,0.403,
A13,Sample X13,0.738,
A14,Sample X14,0.593,
A15,Sample X15,0.471,
A16,Sample X16,0.436,
A17,Sample X17,0.420,
A18,Sample X18,1.515,
A19,Sample X19,1.566,
A20,Sample X20,1.610,
A21,Sample X21,2.139,
A22,Sample X22,1.422,
A23,Sample X23,0.177,
A24,Sample X24,0.178,
B01,Sample X25,0.207,
B02,Sample X26,0.190,
B03,Sample X27,1.894,
B04,Sample X28,1.981,
B05,Sample X29,2.216,
B06,Sample X30,1.932,
B07,Sample X31,2.048,
B08,Sample X32,2.227,
B09,Sample X33,2.153,
B10,Sample X34,1.974,
B11,Sample X35,1.838,
B12,Sample X36,1.788,
B13,Sample X37,1.967,
B14,Sample X38,1.661,
B15,Sample X39,1.874,
B16,Sample X40,1.504,
B17,Sample X41,0.412,
B18,Sample X42,1.619,
B19,Sample X43,1.631,
B20,Sample X44,1.330,
B21,Sample X45,1.549,
B22,Sample X46,1.518,
B23,Sample X47,0.159,
B24,Sample X48,0.162,
C01,Sample X49,0.176,
C02,Sample X50,0.160,
C03,Sample X51,0.194,
C04,Sample X52,2.076,
C05,Sample X53,0.214,
C06,Sample X54,1.141,
C07,Sample X55,0.227,
C08,Sample X56,1.559,
C09,Sample X57,2.075,
C10,Sample X58,1.387,
C11,Sample X59,1.537,
C12,Sample X60,0.431,
C13,Sample X61,0.765,
C14,Sample X62,1.510,
C15,Sample X63,0.577,
C16,Sample X64,0.791,
C17,Sample X65,0.669,
C18,Sample X66,0.441,
C19,Sample X67,1.494,
C20,Sample X68,1.782,
C21,Sample X69,1.378,
C22,Sample X70,1.685,
C23,Sample X71,0.157,
C24,Sample X72,0.160,
D01,Sample X73,0.168,
D02,Sample X74,0.164,
D03,Sample X75,1.986,
D04,Sample X76,0.219,
D05,Sample X77,0.444,
D06,Sample X78,0.429,
D07,Sample X79,0.776,
D08,Sample X80,1.217,
D09,Sample X81,1.441,
D10,Sample X82,1.595,
D11,Sample X83,1.652,
D12,Sample X84,1.370,
D13,Sample X85,1.398,
D14,Sample X86,1.529,
D15,Sample X87,1.236,
D16,Sample X88,0.835,
D17,Sample X89,0.297,
D18,Sample X90,1.412,
D19,Sample X91,0.679,
D20,Sample X92,0.273,
D21,Sample X93,0.299,
D22,Sample X94,0.332,
D23,Sample X95,0.151,
D24,Sample X96,0.167,
E01,Sample X97,0.175,
E02,Sample X98,0.171,
E03,Sample X99,1.853,
E04,Sample X100,1.575,
E05,Sample X101,0.450,
E06,Sample X102,1.267,
E07,Sample X103,0.856,
E08,Sample X104,0.988,
E09,Sample X105,1.090,
E10,Sample X106,0.520,
E11,Sample X107,1.032,
E12,Sample X108,0.811,
E13,Sample X109,0.981,
E14,Sample X110,0.759,
E15,Sample X111,0.805,
E16,Sample X112,0.943,
E17,Sample X113,0.395,
E18,Sample X114,0.314,
E19,Sample X115,0.219,
E20,Sample X116,0.494,
E21,Sample X117,0.420,
E22,Sample X118,0.355,
E23,Sample X119,0.155,
E24,Sample X120,0.267,
F01,Sample X121,0.166,
F02,Sample X122,0.159,
F03,Sample X123,0.583,
F04,Sample X124,1.499,
F05,Sample X125,1.106,
F06,Sample X126,1.069,
F07,Sample X127,0.501,
F08,Sample X128,0.934,
F09,Sample X129,0.381,
F10,Sample X130,0.390,
F11,Sample X131,0.732,
F12,Sample X132,0.719,
F13,Sample X133,0.409,
F14,Sample X134,0.599,
F15,Sample X135,0.706,
F16,Sample X136,0.780,
F17,Sample X137,0.560,
F18,Sample X138,0.221,
F19,Sample X139,0.280,
F20,Sample X140,0.663,
F21,Sample X141,0.344,
F22,Sample X142,0.339,
F23,Sample X143,0.155,
F24,Sample X144,0.154,
G01,Sample X145,0.164,
G02,Sample X146,0.163,
G03,Sample X147,0.719,
G04,Sample X148,0.275,
G05,Sample X149,0.261,
G06,Sample X150,0.316,
G07,Sample X151,0.863,
G08,Sample X152,0.601,
G09,Sample X153,0.603,
G10,Sample X154,0.431,
G11,Sample X155,0.636,
G12,Sample X156,0.351,
G13,Sample X157,0.336,
G14,Sample X158,0.228,
G15,Sample X159,0.431,
G16,Sample X160,0.585,
G17,Sample X161,0.426,
G18,Sample X162,0.226,
G19,Sample X163,0.647,
G20,Sample X164,0.355,
G21,Sample X165,0.532,
G22,Sample X166,0.429,
G23,Sample X167,0.162,
G24,Sample X168,0.169,
H01,Sample X169,0.160,
H02,Sample X170,0.166,
H03,Sample X171,1.166,
H04,Sample X172,0.644,
H05,Sample X173,0.287,
H06,Sample X174,0.687,
H07,Sample X175,0.496,
H08,Sample X176,0.641,
H09,Sample X177,0.812,
H10,Sample X178,0.791,
H11,Sample X179,0.734,
H12,Sample X180,0.355,
H13,Sample X181,0.275,
H14,Sample X182,0.479,
H15,Sample X183,0.381,
H16,Sample X184,0.635,
H17,Sample X185,0.406,
H18,Sample X186,0.544,
H19,Sample X187,0.613,
H20,Sample X188,0.546,
