Well,Content,Raw Data (600),
A01,Sample X1,0.173,
A02,Sample X2,0.200,
A03,Sample X3,0.211,
A04,Sample X4,0.256,
A05,Sample X5,0.178,
A06,Sample X6,0.180,
A07,Sample X7,0.198,
A08,Sample X8,1.229,
A09,Sample X9,1.028,
A10,Sample X10,0.781,
A11,Sample X11,0.723,
A12,Sample X12,0.358,
A13,Sample X13,0.776,
A14,Sample X14,0.702,
A15,Sample X15,0.644,
A16,Sample X16,0.657,
A17,Sample X17,0.490,
A18,Sample X18,1.126,
A19,Sample X19,1.082,
A20,Sample X20,1.204,
A21,Sample X21,1.174,
A22,Sample X22,1.568,
A23,Sample X23,0.167,
A24,Sample X24,0.172,
B01,Sample X25,0.172,
B02,Sample X26,0.185,
B03,Sample X27,0.913,
B04,Sample X28,1.222,
B05,Sample X29,1.066,
B06,Sample X30,0.954,
B07,Sample X31,1.178,
B08,Sample X32,1.042,
B09,Sample X33,1.129,
B10,Sample X34,1.041,
B11,Sample X35,0.944,
B12,Sample X36,0.961,
B13,Sample X37,0.902,
B14,Sample X38,0.971,
B15,Sample X39,0.990,
B16,Sample X40,1.056,
B17,Sample X41,1.053,
B18,Sample X42,0.912,
B19,Sample X43,0.962,
B20,Sample X44,1.109,
B21,Sample X45,1.012,
B22,Sample X46,0.934,
B23,Sample X47,0.238,
B24,Sample X48,0.186,
C01,Sample X49,0.165,
C02,Sample X50,0.192,
C03,Sample X51,1.072,
C04,Sample X52,1.105,
C05,Sample X53,1.014,
C06,Sample X54,0.915,
C07,Sample X55,1.067,
C08,Sample X56,1.063,
C09,Sample X57,0.911,
C10,Sample X58,0.839,
C11,Sample X59,0.909,
C12,Sample X60,0.921,
C13,Sample X61,0.913,
C14,Sample X62,0.786,
C15,Sample X63,1.034,
C16,Sample X64,1.199,
C17,Sample X65,1.162,
C18,Sample X66,1.194,
C19,Sample X67,1.103,
C20,Sample X68,1.321,
C21,Sample X69,1.141,
C22,Sample X70,1.086,
C23,Sample X71,0.167,
C24,Sample X72,0.166,
D01,Sample X73,0.162,
D02,Sample X74,0.181,
D03,Sample X75,1.096,
D04,Sample X76,0.914,
D05,Sample X77,0.945,
D06,Sample X78,0.999,
D07,Sample X79,0.854,
D08,Sample X80,1.203,
D09,Sample X81,1.000,
D10,Sample X82,0.753,
D11,Sample X83,0.847,
D12,Sample X84,0.763,
D13,Sample X85,0.827,
D14,Sample X86,0.999,
D15,Sample X87,0.966,
D16,Sample X88,0.946,
D17,Sample X89,1.051,
D18,Sample X90,0.826,
D19,Sample X91,0.778,
D20,Sample X92,0.881,
D21,Sample X93,0.830,
D22,Sample X94,0.839,
D23,Sample X95,0.162,
D24,Sample X96,0.154,
E01,Sample X97,0.166,
E02,Sample X98,0.162,
E03,Sample X99,0.831,
E04,Sample X100,0.912,
E05,Sample X101,0.918,
E06,Sample X102,1.089,
E07,Sample X103,0.930,
E08,Sample X104,1.190,
E09,Sample X105,1.165,
E10,Sample X106,1.178,
E11,Sample X107,1.092,
E12,Sample X108,1.371,
E13,Sample X109,1.094,
E14,Sample X110,1.312,
E15,Sample X111,1.103,
E16,Sample X112,1.045,
E17,Sample X113,1.257,
E18,Sample X114,1.259,
E19,Sample X115,1.068,
E20,Sample X116,1.304,
E21,Sample X117,1.368,
E22,Sample X118,1.300,
E23,Sample X119,0.159,
E24,Sample X120,0.157,
F01,Sample X121,0.163,
F02,Sample X122,0.163,
F03,Sample X123,0.826,
F04,Sample X124,1.058,
F05,Sample X125,1.134,
F06,Sample X126,0.865,
F07,Sample X127,0.969,
F08,Sample X128,0.855,
F09,Sample X129,0.864,
F10,Sample X130,0.976,
F11,Sample X131,0.821,
F12,Sample X132,0.985,
F13,Sample X133,0.801,
F14,Sample X134,0.872,
F15,Sample X135,0.827,
F16,Sample X136,0.853,
F17,Sample X137,0.867,
F18,Sample X138,0.476,
F19,Sample X139,0.790,
F20,Sample X140,1.068,
F21,Sample X141,1.099,
F22,Sample X142,1.034,
F23,Sample X143,0.149,
F24,Sample X144,0.158,
G01,Sample X145,0.178,
G02,Sample X146,0.162,
G03,Sample X147,0.741,
G04,Sample X148,1.153,
G05,Sample X149,0.904,
G06,Sample X150,0.777,
G07,Sample X151,0.879,
G08,Sample X152,0.805,
G09,Sample X153,0.829,
G10,Sample X154,0.898,
G11,Sample X155,0.928,
G12,Sample X156,1.010,
G13,Sample X157,0.827,
G14,Sample X158,1.122,
G15,Sample X159,1.236,
G16,Sample X160,1.395,
G17,Sample X161,1.056,
G18,Sample X162,1.319,
G19,Sample X163,1.240,
G20,Sample X164,1.228,
G21,Sample X165,1.293,
G22,Sample X166,1.438,
G23,Sample X167,0.161,
G24,Sample X168,0.217,
H01,Sample X169,0.170,
H02,Sample X170,0.166,
H03,Sample X171,0.859,
H04,Sample X172,0.811,
H05,Sample X173,0.882,
H06,Sample X174,0.777,
H07,Sample X175,0.813,
H08,Sample X176,0.856,
H09,Sample X177,0.838,
H10,Sample X178,0.894,
H11,Sample X179,0.922,
