Well,Content,Well Scan: Average (600),
A01,Sample X1,0.119,
A02,Sample X2,0.088,
A03,Sample X3,0.142,
A04,Sample X4,0.139,
A05,Sample X5,0.132,
A06,Sample X6,0.144,
A07,Sample X7,0.128,
A08,Sample X8,0.146,
A09,Sample X9,0.148,
A10,Sample X10,0.144,
A11,Sample X11,0.156,
A12,Sample X12,0.178,
A13,Sample X13,0.167,
A14,Sample X14,0.151,
A15,Sample X15,0.147,
A16,Sample X16,0.157,
A17,Sample X17,0.152,
A18,Sample X18,0.172,
A19,Sample X19,0.183,
A20,Sample X20,0.175,
A21,Sample X21,0.166,
A22,Sample X22,0.173,
A23,Sample X23,0.101,
A24,Sample X24,0.096,
B01,Sample X25,0.115,
B02,Sample X26,0.110,
B03,Sample X27,0.197,
B04,Sample X28,0.178,
B05,Sample X29,0.266,
B06,Sample X30,0.185,
B07,Sample X31,0.216,
B08,Sample X32,0.247,
B09,Sample X33,0.480,
B10,Sample X34,0.348,
B11,Sample X35,0.363,
B12,Sample X36,0.387,
B13,Sample X37,0.685,
B14,Sample X38,0.452,
B15,Sample X39,0.635,
B16,Sample X40,0.360,
B17,Sample X41,0.399,
B18,Sample X42,0.388,
B19,Sample X43,0.420,
B20,Sample X44,0.487,
B21,Sample X45,0.428,
B22,Sample X46,0.265,
B23,Sample X47,0.102,
B24,Sample X48,0.093,
C01,Sample X49,0.115,
C02,Sample X50,0.111,
C03,Sample X51,0.256,
C04,Sample X52,0.365,
C05,Sample X53,0.489,
C06,Sample X54,0.238,
C07,Sample X55,0.377,
C08,Sample X56,0.528,
C09,Sample X57,0.393,
C10,Sample X58,0.342,
C11,Sample X59,0.521,
C12,Sample X60,0.479,
C13,Sample X61,0.526,
C14,Sample X62,0.560,
C15,Sample X63,0.553,
C16,Sample X64,0.306,
C17,Sample X65,0.584,
C18,Sample X66,0.511,
C19,Sample X67,0.452,
C20,Sample X68,0.583,
C21,Sample X69,0.485,
C22,Sample X70,0.464,
C23,Sample X71,0.237,
C24,Sample X72,0.111,
D01,Sample X73,0.110,
D02,Sample X74,0.111,
D03,Sample X75,0.379,
D04,Sample X76,0.589,
D05,Sample X77,0.284,
D06,Sample X78,0.507,
D07,Sample X79,0.530,
D08,Sample X80,0.637,
D09,Sample X81,0.450,
D10,Sample X82,0.411,
D11,Sample X83,0.748,
D12,Sample X84,0.218,
D13,Sample X85,0.563,
D14,Sample X86,0.344,
D15,Sample X87,0.534,
D16,Sample X88,0.508,
D17,Sample X89,0.481,
D18,Sample X90,0.661,
D19,Sample X91,0.680,
D20,Sample X92,0.602,
D21,Sample X93,0.561,
D22,Sample X94,0.695,
D23,Sample X95,0.339,
D24,Sample X96,0.109,
E01,Sample X97,0.116,
E02,Sample X98,0.223,
E03,Sample X99,0.493,
E04,Sample X100,0.609,
E05,Sample X101,0.599,
E06,Sample X102,0.880,
E07,Sample X103,0.685,
E08,Sample X104,0.517,
E09,Sample X105,0.340,
E10,Sample X106,0.613,
E11,Sample X107,0.594,
E12,Sample X108,0.534,
E13,Sample X109,0.808,
E14,Sample X110,0.547,
E15,Sample X111,0.329,
E16,Sample X112,0.383,
E17,Sample X113,0.563,
E18,Sample X114,0.586,
E19,Sample X115,0.582,
E20,Sample X116,0.609,
E21,Sample X117,0.717,
E22,Sample X118,0.573,
E23,Sample X119,0.525,
E24,Sample X120,0.153,
F01,Sample X121,0.130,
F02,Sample X122,0.235,
F03,Sample X123,0.383,
F04,Sample X124,0.564,
F05,Sample X125,0.648,
F06,Sample X126,0.537,
F07,Sample X127,0.587,
F08,Sample X128,0.537,
F09,Sample X129,0.841,
F10,Sample X130,0.633,
F11,Sample X131,0.629,
F12,Sample X132,0.454,
F13,Sample X133,0.449,
F14,Sample X134,0.496,
F15,Sample X135,0.585,
F16,Sample X136,0.557,
F17,Sample X137,0.512,
F18,Sample X138,0.653,
F19,Sample X139,0.679,
F20,Sample X140,0.673,
F21,Sample X141,0.642,
F22,Sample X142,0.642,
F23,Sample X143,0.484,
F24,Sample X144,0.284,
G01,Sample X145,0.145,
G02,Sample X146,0.170,
G03,Sample X147,0.428,
G04,Sample X148,0.610,
G05,Sample X149,0.860,
G06,Sample X150,0.510,
G07,Sample X151,0.690,
G08,Sample X152,0.482,
G09,Sample X153,0.551,
G10,Sample X154,0.358,
G11,Sample X155,0.666,
G12,Sample X156,0.816,
G13,Sample X157,0.465,
G14,Sample X158,0.503,
G15,Sample X159,0.738,
G16,Sample X160,0.552,
G17,Sample X161,0.660,
G18,Sample X162,0.676,
G19,Sample X163,0.814,
G20,Sample X164,0.708,
G21,Sample X165,0.652,
G22,Sample X166,0.538,
G23,Sample X167,0.520,
G24,Sample X168,0.134,
H01,Sample X169,0.113,
H02,Sample X170,0.274,
H03,Sample X171,0.505,
H04,Sample X172,0.671,
H05,Sample X173,0.645,
H06,Sample X174,0.355,
H07,Sample X175,0.476,
H08,Sample X176,0.455,
H09,Sample X177,0.223,
H10,Sample X178,0.836,
H11,Sample X179,0.688,
H12,Sample X180,0.742,
H13,Sample X181,0.383,
H14,Sample X182,0.829,
H15,Sample X183,0.604,
H16,Sample X184,0.852,
H17,Sample X185,0.698,
H18,Sample X186,0.872,
H19,Sample X187,0.725,
H20,Sample X188,0.605,
H21,Sample X189,0.316,
H22,Sample X190,0.731,
H23,Sample X191,0.375,
H24,Sample X192,0.146,
I01,Sample X193,0.134,
I02,Sample X194,0.155,
I03,Sample X195,0.512,
I04,Sample X196,0.441,
I05,Sample X197,0.541,
I06,Sample X198,0.418,
I07,Sample X199,0.624,
I08,Sample X200,0.362,
I09,Sample X201,0.823,
I10,Sample X202,0.759,
I11,Sample X203,0.608,
I12,Sample X204,0.626,
I13,Sample X205,0.842,
I14,Sample X206,0.665,
I15,Sample X207,0.742,
I16,Sample X208,0.757,
I17,Sample X209,0.745,
I18,Sample X210,0.778,
I19,Sample X211,0.611,
I20,Sample X212,0.672,
I21,Sample X213,0.628,
I22,Sample X214,0.408,
I23,Sample X215,0.384,
I24,Sample X216,0.185,
J01,Sample X217,0.118,
J02,Sample X218,0.118,
J03,Sample X219,0.332,
J04,Sample X220,0.539,
J05,Sample X221,0.619,
J06,Sample X222,0.574,
J07,Sample X223,0.776,
J08,Sample X224,0.627,
J09,Sample X225,0.358,
J10,Sample X226,0.405,
J11,Sample X227,0.601,
J12,Sample X228,0.792,
J13,Sample X229,0.555,
J14,Sample X230,0.283,
J15,Sample X231,0.725,
J16,Sample X232,0.665,
J17,Sample X233,0.507,
J18,Sample X234,0.626,
J19,Sample X235,0.600,
J20,Sample X236,0.751,
J21,Sample X237,0.253,
J22,Sample X238,0.370,
J23,Sample X239,0.563,
J24,Sample X240,0.275,
K01,Sample X241,0.117,
K02,Sample X242,0.138,
K03,Sample X243,0.376,
K04,Sample X244,0.405,
K05,Sample X245,0.576,
K06,Sample X246,0.542,
K07,Sample X247,0.668,
K08,Sample X248,0.492,
K09,Sample X249,0.545,
K10,Sample X250,0.474,
K11,Sample X251,0.550,
K12,Sample X252,0.706,
K13,Sample X253,0.631,
K14,Sample X254,0.755,
K15,Sample X255,0.525,
K16,Sample X256,0.473,
K17,Sample X257,0.765,
K18,Sample X258,0.659,
K19,Sample X259,0.568,
K20,Sample X260,0.796,
K21,Sample X261,0.558,
K22,Sample X262,0.558,
K23,Sample X263,0.096,
K24,Sample X264,0.141,
L01,Sample X265,0.112,
L02,Sample X266,0.115,
L03,Sample X267,0.362,
L04,Sample X268,0.523,
L05,Sample X269,0.371,
L06,Sample X270,0.267,
L07,Sample X271,0.525,
L08,Sample X272,0.584,
L09,Sample X273,0.296,
L10,Sample X274,0.609,
L11,Sample X275,0.568,
L12,Sample X276,0.534,
L13,Sample X277,0.389,
L14,Sample X278,0.632,
L15,Sample X279,0.584,
L16,Sample X280,0.473,
L17,Sample X281,0.631,
L18,Sample X282,0.766,
L19,Sample X283,0.583,
L20,Sample X284,0.644,
L21,Sample X285,0.656,
L22,Sample X286,0.683,
L23,Sample X287,0.372,
L24,Sample X288,0.115,
M01,Sample X289,0.113,
M02,Sample X290,0.104,
M03,Sample X291,0.300,
M04,Sample X292,0.319,
M05,Sample X293,0.253,
M06,Sample X294,0.602,
M07,Sample X295,0.724,
M08,Sample X296,0.689,
M09,Sample X297,0.369,
M10,Sample X298,0.678,
M11,Sample X299,0.677,
M12,Sample X300,0.282,
M13,Sample X301,0.822,
M14,Sample X302,0.640,
M15,Sample X303,0.570,
M16,Sample X304,0.495,
M17,Sample X305,0.399,
M18,Sample X306,0.654,
M19,Sample X307,0.666,
M20,Sample X308,0.401,
M21,Sample X309,0.606,
M22,Sample X310,0.551,
M23,Sample X311,0.319,
M24,Sample X312,0.109,
N01,Sample X313,0.133,
N02,Sample X314,0.118,
N03,Sample X315,0.158,
N04,Sample X316,0.190,
N05,Sample X317,0.297,
N06,Sample X318,0.607,
N07,Sample X319,0.403,
N08,Sample X320,0.471,
N09,Sample X321,0.718,
N10,Sample X322,0.275,
N11,Sample X323,0.590,
N12,Sample X324,0.643,
N13,Sample X325,0.298,
N14,Sample X326,0.591,
N15,Sample X327,0.630,
N16,Sample X328,0.906,
N17,Sample X329,0.383,
N18,Sample X330,0.617,
N19,Sample X331,0.597,
N20,Sample X332,0.583,
N21,Sample X333,0.439,
N22,Sample X334,0.472,
N23,Sample X335,0.148,
N24,Sample X336,0.112,
O01,Sample X337,0.134,
O02,Sample X338,0.104,
O03,Sample X339,0.187,
O04,Sample X340,0.189,
O05,Sample X341,0.206,
O06,Sample X342,0.332,
O07,Sample X343,0.286,
O08,Sample X344,0.426,
O09,Sample X345,0.318,
O10,Sample X346,0.551,
O11,Sample X347,0.603,
O12,Sample X348,0.462,
O13,Sample X349,0.449,
O14,Sample X350,0.251,
O15,Sample X351,0.453,
O16,Sample X352,0.581,
O17,Sample X353,0.613,
O18,Sample X354,0.365,
O19,Sample X355,0.452,
O20,Sample X356,0.395,
O21,Sample X357,0.435,
O22,Sample X358,0.182,
O23,Sample X359,0.115,
O24,Sample X360,0.104,
P01,Sample X361,0.147,
P02,Sample X362,0.109,
P03,Sample X363,0.162,
P04,Sample X364,0.162,
P05,Sample X365,0.158,
P06,Sample X366,0.159,
P07,Sample X367,0.175,
P08,Sample X368,0.197,
P09,Sample X369,0.302,
P10,Sample X370,0.223,
P11,Sample X371,0.214,
P12,Sample X372,0.281,
P13,Sample X373,0.315,
P14,Sample X374,0.303,
P15,Sample X375,0.196,
P16,Sample X376,0.473,
P17,Sample X377,0.449,
P18,Sample X378,0.192,
P19,Sample X379,0.190,
P20,Sample X380,0.181,
P21,Sample X381,0.186,
P22,Sample X382,0.175,
P23,Sample X383,0.107,
P24,Sample X384,0.106,
