Well,Content,Well Scan: Average (600),
A01,Sample X1,0.092,
A02,Sample X2,0.079,
A03,Sample X3,0.125,
A04,Sample X4,0.121,
A05,Sample X5,0.113,
A06,Sample X6,0.123,
A07,Sample X7,0.123,
A08,Sample X8,0.120,
A09,Sample X9,0.118,
A10,Sample X10,0.120,
A11,Sample X11,0.122,
A12,Sample X12,0.158,
A13,Sample X13,0.133,
A14,Sample X14,0.113,
A15,Sample X15,0.117,
A16,Sample X16,0.120,
A17,Sample X17,0.129,
A18,Sample X18,0.224,
A19,Sample X19,0.212,
A20,Sample X20,0.225,
A21,Sample X21,0.214,
A22,Sample X22,0.233,
A23,Sample X23,0.071,
A24,Sample X24,0.070,
B01,Sample X25,0.080,
B02,Sample X26,0.077,
B03,Sample X27,0.218,
B04,Sample X28,0.208,
B05,Sample X29,0.214,
B06,Sample X30,0.210,
B07,Sample X31,0.217,
B08,Sample X32,0.223,
B09,Sample X33,0.213,
B10,Sample X34,0.207,
B11,Sample X35,0.212,
B12,Sample X36,0.208,
B13,Sample X37,0.228,
B14,Sample X38,0.209,
B15,Sample X39,0.211,
B16,Sample X40,0.211,
B17,Sample X41,0.256,
B18,Sample X42,0.236,
B19,Sample X43,0.220,
B20,Sample X44,0.226,
B21,Sample X45,0.225,
B22,Sample X46,0.225,
B23,Sample X47,0.072,
B24,Sample X48,0.067,
C01,Sample X49,0.076,
C02,Sample X50,0.075,
C03,Sample X51,0.113,
C04,Sample X52,0.198,
C05,Sample X53,0.155,
C06,Sample X54,0.122,
C07,Sample X55,0.188,
C08,Sample X56,0.180,
C09,Sample X57,0.182,
C10,Sample X58,0.226,
C11,Sample X59,0.207,
C12,Sample X60,0.226,
C13,Sample X61,0.245,
C14,Sample X62,0.214,
C15,Sample X63,0.203,
C16,Sample X64,0.110,
C17,Sample X65,0.192,
C18,Sample X66,0.189,
C19,Sample X67,0.112,
C20,Sample X68,0.199,
C21,Sample X69,0.192,
C22,Sample X70,0.232,
C23,Sample X71,0.073,
C24,Sample X72,0.064,
D01,Sample X73,0.071,
D02,Sample X74,0.081,
