Well,Content,Well Scan: Average (600),
A01,Sample X1,0.092,
A02,Sample X2,0.079,
A03,Sample X3,0.110,
A04,Sample X4,0.093,
A05,Sample X5,0.082,
A06,Sample X6,0.089,
A07,Sample X7,0.093,
A08,Sample X8,0.102,
A09,Sample X9,0.100,
A10,Sample X10,0.103,
A11,Sample X11,0.105,
A12,Sample X12,0.150,
A13,Sample X13,0.114,
A14,Sample X14,0.094,
A15,Sample X15,0.097,
A16,Sample X16,0.103,
A17,Sample X17,0.112,
A18,Sample X18,0.598,
A19,Sample X19,0.543,
A20,Sample X20,0.709,
A21,Sample X21,0.599,
A22,Sample X22,0.674,
A23,Sample X23,0.069,
A24,Sample X24,0.068,
B01,Sample X25,0.083,
B02,Sample X26,0.079,
B03,Sample X27,0.432,
B04,Sample X28,0.455,
B05,Sample X29,0.760,
B06,Sample X30,0.486,
B07,Sample X31,0.531,
B08,Sample X32,0.502,
B09,Sample X33,0.789,
B10,Sample X34,0.700,
B11,Sample X35,0.485,
B12,Sample X36,0.531,
B13,Sample X37,0.624,
B14,Sample X38,0.467,
B15,Sample X39,0.430,
B16,Sample X40,0.602,
B17,Sample X41,0.481,
B18,Sample X42,0.443,
B19,Sample X43,0.455,
B20,Sample X44,0.500,
B21,Sample X45,0.437,
B22,Sample X46,0.456,
B23,Sample X47,0.067,
B24,Sample X48,0.067,
C01,Sample X49,0.076,
C02,Sample X50,0.075,
C03,Sample X51,0.106,
C04,Sample X52,0.275,
C05,Sample X53,0.153,
C06,Sample X54,0.103,
C07,Sample X55,0.255,
C08,Sample X56,0.171,
C09,Sample X57,0.323,
C10,Sample X58,0.475,
C11,Sample X59,0.429,
C12,Sample X60,0.430,
C13,Sample X61,0.515,
C14,Sample X62,0.398,
C15,Sample X63,0.353,
C16,Sample X64,0.104,
C17,Sample X65,0.358,
C18,Sample X66,0.325,
C19,Sample X67,0.101,
C20,Sample X68,0.627,
C21,Sample X69,0.327,
C22,Sample X70,0.442,
C23,Sample X71,0.077,
C24,Sample X72,0.064,
D01,Sample X73,0.073,
D02,Sample X74,0.074,
