Well,Content,Raw Data (600),
A01,Sample X1,0.975,
A02,Sample X2,0.550,
A03,Sample X3,0.289,
A04,Sample X4,0.246,
A05,Sample X5,0.218,
A06,Sample X6,0.196,
A07,Sample X7,0.186,
A08,Sample X8,0.203,
A09,Sample X9,0.199,
A10,Sample X10,0.179,
A11,Sample X11,0.181,
A12,Sample X12,0.186,
A13,Sample X13,0.293,
A14,Sample X14,0.177,
A15,Sample X15,0.208,
A16,Sample X16,0.206,
A17,Sample X17,0.207,
A18,Sample X18,3.836,
A19,Sample X19,3.675,
A20,Sample X20,3.838,
A21,Sample X21,3.886,
A22,Sample X22,3.814,
A23,Sample X23,0.972,
A24,Sample X24,1.238,
B01,Sample X25,0.323,
B02,Sample X26,0.578,
B03,Sample X27,4.072,
B04,Sample X28,4.055,
B05,Sample X29,3.825,
B06,Sample X30,3.690,
B07,Sample X31,3.906,
B08,Sample X32,3.743,
B09,Sample X33,3.821,
B10,Sample X34,3.605,
B11,Sample X35,3.683,
B12,Sample X36,3.700,
B13,Sample X37,3.737,
B14,Sample X38,3.594,
B15,Sample X39,3.526,
B16,Sample X40,3.610,
B17,Sample X41,3.886,
B18,Sample X42,3.763,
B19,Sample X43,3.763,
B20,Sample X44,3.896,
B21,Sample X45,3.861,
B22,Sample X46,3.788,
B23,Sample X47,0.513,
B24,Sample X48,0.977,
C01,Sample X49,0.502,
C02,Sample X50,0.384,
C03,Sample X51,3.496,
C04,Sample X52,3.607,
C05,Sample X53,3.475,
C06,Sample X54,3.279,
C07,Sample X55,3.409,
C08,Sample X56,3.472,
C09,Sample X57,3.748,
C10,Sample X58,3.310,
C11,Sample X59,3.636,
C12,Sample X60,3.470,
C13,Sample X61,3.663,
C14,Sample X62,3.348,
C15,Sample X63,3.674,
C16,Sample X64,3.532,
C17,Sample X65,3.526,
C18,Sample X66,3.670,
C19,Sample X67,3.454,
C20,Sample X68,3.537,
C21,Sample X69,3.844,
C22,Sample X70,3.763,
C23,Sample X71,0.360,
C24,Sample X72,0.727,
D01,Sample X73,0.324,
D02,Sample X74,0.301,
D03,Sample X75,3.694,
D04,Sample X76,3.521,
D05,Sample X77,3.362,
D06,Sample X78,3.642,
D07,Sample X79,3.706,
D08,Sample X80,3.937,
D09,Sample X81,3.598,
D10,Sample X82,3.250,
D11,Sample X83,3.617,
D12,Sample X84,3.227,
D13,Sample X85,3.331,
D14,Sample X86,3.440,
D15,Sample X87,3.680,
D16,Sample X88,3.453,
D17,Sample X89,3.559,
D18,Sample X90,3.343,
D19,Sample X91,3.284,
D20,Sample X92,3.275,
D21,Sample X93,3.419,
D22,Sample X94,3.264,
D23,Sample X95,0.505,
D24,Sample X96,0.941,
E01,Sample X97,0.514,
E02,Sample X98,0.821,
E03,Sample X99,3.394,
E04,Sample X100,3.591,
E05,Sample X101,3.675,
E06,Sample X102,3.348,
E07,Sample X103,3.285,
E08,Sample X104,3.944,
E09,Sample X105,3.556,
E10,Sample X106,3.529,
E11,Sample X107,0.359,
E12,Sample X108,3.499,
E13,Sample X109,3.499,
E14,Sample X110,3.628,
E15,Sample X111,3.613,
E16,Sample X112,3.611,
E17,Sample X113,3.446,
E18,Sample X114,3.434,
