Well,Content,Raw Data (600),
A01,Sample X1,3.138,
A02,Sample X2,0.740,
A03,Sample X3,0.340,
A04,Sample X4,0.255,
A05,Sample X5,0.188,
A06,Sample X6,0.197,
A07,Sample X7,0.173,
A08,Sample X8,0.184,
A09,Sample X9,0.191,
A10,Sample X10,0.172,
A11,Sample X11,0.164,
A12,Sample X12,0.175,
A13,Sample X13,0.285,
A14,Sample X14,0.171,
A15,Sample X15,0.198,
A16,Sample X16,0.202,
A17,Sample X17,0.203,
A18,Sample X18,3.685,
A19,Sample X19,3.569,
A20,Sample X20,3.775,
A21,Sample X21,3.813,
A22,Sample X22,3.685,
A23,Sample X23,2.761,
A24,Sample X24,3.229,
B01,Sample X25,0.368,
B02,Sample X26,2.108,
B03,Sample X27,3.840,
B04,Sample X28,3.823,
B05,Sample X29,3.581,
B06,Sample X30,3.455,
B07,Sample X31,3.665,
B08,Sample X32,3.527,
B09,Sample X33,3.628,
B10,Sample X34,3.407,
B11,Sample X35,3.472,
B12,Sample X36,3.466,
B13,Sample X37,3.518,
B14,Sample X38,3.377,
B15,Sample X39,3.373,
B16,Sample X40,3.435,
B17,Sample X41,3.655,
B18,Sample X42,3.506,
B19,Sample X43,3.652,
B20,Sample X44,3.751,
B21,Sample X45,3.660,
B22,Sample X46,3.602,
B23,Sample X47,1.511,
B24,Sample X48,2.251,
C01,Sample X49,1.967,
C02,Sample X50,0.477,
C03,Sample X51,3.290,
C04,Sample X52,3.372,
C05,Sample X53,3.343,
C06,Sample X54,3.195,
C07,Sample X55,3.234,
C08,Sample X56,3.255,
C09,Sample X57,3.496,
C10,Sample X58,3.093,
C11,Sample X59,3.407,
C12,Sample X60,3.224,
C13,Sample X61,3.428,
C14,Sample X62,3.328,
C15,Sample X63,3.429,
C16,Sample X64,3.320,
C17,Sample X65,3.313,
C18,Sample X66,3.440,
C19,Sample X67,3.345,
C20,Sample X68,3.429,
C21,Sample X69,3.708,
C22,Sample X70,3.622,
C23,Sample X71,0.464,
C24,Sample X72,2.233,
D01,Sample X73,1.582,
D02,Sample X74,1.304,
D03,Sample X75,3.470,
D04,Sample X76,3.307,
D05,Sample X77,3.192,
D06,Sample X78,3.422,
D07,Sample X79,3.437,
D08,Sample X80,3.766,
D09,Sample X81,3.380,
D10,Sample X82,3.052,
D11,Sample X83,3.402,
D12,Sample X84,3.054,
D13,Sample X85,3.126,
D14,Sample X86,3.167,
D15,Sample X87,3.448,
D16,Sample X88,3.241,
D17,Sample X89,3.454,
D18,Sample X90,3.096,
D19,Sample X91,3.037,
D20,Sample X92,3.091,
D21,Sample X93,3.184,
D22,Sample X94,3.107,
D23,Sample X95,1.873,
D24,Sample X96,2.806,
E01,Sample X97,1.854,
E02,Sample X98,2.455,
E03,Sample X99,3.209,
E04,Sample X100,3.431,
E05,Sample X101,3.458,
E06,Sample X102,3.153,
E07,Sample X103,3.081,
E08,Sample X104,3.770,
E09,Sample X105,3.350,
E10,Sample X106,3.355,
E11,Sample X107,0.597,
E12,Sample X108,3.301,
E13,Sample X109,3.328,
E14,Sample X110,3.458,
E15,Sample X111,3.478,
E16,Sample X112,3.502,
E17,Sample X113,3.237,
E18,Sample X114,3.312,
E19,Sample X115,3.172,
E20,Sample X116,3.469,
E21,Sample X117,3.402,
E22,Sample X118,3.491,
E23,Sample X119,1.344,
E24,Sample X120,2.364,
F01,Sample X121,2.394,
F02,Sample X122,0.943,
F03,Sample X123,3.238,
F04,Sample X124,3.166,
F05,Sample X125,3.144,
F06,Sample X126,3.145,
F07,Sample X127,3.604,
F08,Sample X128,3.330,
F09,Sample X129,3.183,
F10,Sample X130,3.264,
F11,Sample X131,3.427,
F12,Sample X132,3.137,
F13,Sample X133,3.145,
F14,Sample X134,3.611,
F15,Sample X135,3.138,
F16,Sample X136,3.436,
F17,Sample X137,3.303,
F18,Sample X138,2.178,
F19,Sample X139,3.239,
F20,Sample X140,3.303,
F21,Sample X141,3.375,
F22,Sample X142,3.669,
F23,Sample X143,2.005,
F24,Sample X144,2.217,
G01,Sample X145,2.151,
