Well,Content,Raw Data (600),
A01,Sample X1,0.163,
A02,Sample X2,0.141,
A03,Sample X3,0.320,
A04,Sample X4,0.304,
A05,Sample X5,0.250,
A06,Sample X6,0.225,
A07,Sample X7,0.254,
A08,Sample X8,0.224,
A09,Sample X9,0.240,
A10,Sample X10,0.238,
A11,Sample X11,0.248,
A12,Sample X12,0.269,
A13,Sample X13,0.317,
A14,Sample X14,0.205,
A15,Sample X15,0.228,
A16,Sample X16,0.247,
A17,Sample X17,0.250,
A18,Sample X18,3.470,
A19,Sample X19,3.392,
A20,Sample X20,3.532,
A21,Sample X21,3.506,
A22,Sample X22,3.527,
A23,Sample X23,0.157,
A24,Sample X24,0.166,
B01,Sample X25,0.141,
B02,Sample X26,0.148,
B03,Sample X27,3.147,
B04,Sample X28,3.188,
B05,Sample X29,3.048,
B06,Sample X30,3.153,
B07,Sample X31,3.148,
B08,Sample X32,2.695,
B09,Sample X33,3.298,
B10,Sample X34,2.715,
B11,Sample X35,3.113,
B12,Sample X36,2.842,
B13,Sample X37,2.812,
B14,Sample X38,2.788,
B15,Sample X39,2.860,
B16,Sample X40,3.019,
B17,Sample X41,3.179,
B18,Sample X42,3.196,
B19,Sample X43,3.357,
B20,Sample X44,3.252,
B21,Sample X45,3.253,
B22,Sample X46,3.274,
B23,Sample X47,0.148,
B24,Sample X48,0.145,
C01,Sample X49,0.157,
C02,Sample X50,0.178,
C03,Sample X51,2.605,
C04,Sample X52,2.648,
C05,Sample X53,2.776,
C06,Sample X54,2.762,
C07,Sample X55,2.764,
C08,Sample X56,2.592,
C09,Sample X57,2.926,
C10,Sample X58,2.090,
C11,Sample X59,2.580,
C12,Sample X60,2.285,
C13,Sample X61,2.684,
C14,Sample X62,2.160,
C15,Sample X63,2.328,
C16,Sample X64,2.519,
C17,Sample X65,2.071,
C18,Sample X66,2.501,
C19,Sample X67,2.556,
C20,Sample X68,2.678,
C21,Sample X69,2.873,
C22,Sample X70,2.827,
C23,Sample X71,0.161,
C24,Sample X72,0.138,
D01,Sample X73,0.158,
D02,Sample X74,0.144,
D03,Sample X75,2.672,
D04,Sample X76,2.412,
D05,Sample X77,2.465,
D06,Sample X78,2.613,
D07,Sample X79,2.293,
D08,Sample X80,2.545,
D09,Sample X81,2.300,
D10,Sample X82,2.098,
D11,Sample X83,2.394,
D12,Sample X84,1.983,
D13,Sample X85,2.108,
D14,Sample X86,2.004,
D15,Sample X87,2.450,
D16,Sample X88,1.973,
D17,Sample X89,2.191,
D18,Sample X90,1.974,
D19,Sample X91,1.905,
D20,Sample X92,1.937,
D21,Sample X93,2.203,
D22,Sample X94,2.018,
D23,Sample X95,0.150,
D24,Sample X96,0.139,
E01,Sample X97,0.214,
E02,Sample X98,0.152,
E03,Sample X99,2.531,
E04,Sample X100,2.876,
E05,Sample X101,2.646,
E06,Sample X102,2.475,
E07,Sample X103,2.226,
E08,Sample X104,3.261,
E09,Sample X105,2.456,
E10,Sample X106,2.469,
E11,Sample X107,0.415,
E12,Sample X108,2.538,
E13,Sample X109,2.533,
E14,Sample X110,2.641,
