Well,Content,Raw Data (600),
A01,Sample X1,0.178,
A02,Sample X2,0.180,
A03,Sample X3,0.209,
A04,Sample X4,0.212,
A05,Sample X5,0.198,
A06,Sample X6,0.197,
A07,Sample X7,0.200,
A08,Sample X8,1.302,
A09,Sample X9,1.043,
A10,Sample X10,0.746,
A11,Sample X11,0.600,
A12,Sample X12,0.448,
A13,Sample X13,0.807,
A14,Sample X14,0.637,
A15,Sample X15,0.459,
A16,Sample X16,0.452,
A17,Sample X17,0.420,
A18,Sample X18,1.112,
A19,Sample X19,1.125,
A20,Sample X20,1.192,
A21,Sample X21,1.278,
A22,Sample X22,0.932,
A23,Sample X23,0.175,
A24,Sample X24,0.172,
B01,Sample X25,0.203,
B02,Sample X26,0.192,
B03,Sample X27,1.320,
B04,Sample X28,1.198,
B05,Sample X29,1.401,
B06,Sample X30,1.395,
B07,Sample X31,1.604,
B08,Sample X32,1.718,
B09,Sample X33,1.492,
B10,Sample X34,1.411,
B11,Sample X35,1.354,
B12,Sample X36,1.364,
B13,Sample X37,1.371,
B14,Sample X38,1.242,
B15,Sample X39,1.429,
B16,Sample X40,1.196,
B17,Sample X41,0.395,
B18,Sample X42,1.241,
B19,Sample X43,1.248,
B20,Sample X44,1.068,
B21,Sample X45,1.138,
B22,Sample X46,1.130,
B23,Sample X47,0.159,
B24,Sample X48,0.164,
C01,Sample X49,0.174,
C02,Sample X50,0.160,
C03,Sample X51,0.204,
C04,Sample X52,1.182,
C05,Sample X53,0.222,
C06,Sample X54,0.733,
C07,Sample X55,0.243,
C08,Sample X56,1.097,
C09,Sample X57,1.402,
C10,Sample X58,0.883,
C11,Sample X59,1.135,
C12,Sample X60,0.427,
C13,Sample X61,0.495,
C14,Sample X62,1.173,
C15,Sample X63,0.583,
C16,Sample X64,0.758,
C17,Sample X65,0.619,
C18,Sample X66,0.428,
C19,Sample X67,1.116,
C20,Sample X68,1.263,
C21,Sample X69,1.079,
C22,Sample X70,1.173,
C23,Sample X71,0.156,
C24,Sample X72,0.157,
D01,Sample X73,0.167,
D02,Sample X74,0.167,
D03,Sample X75,1.420,
D04,Sample X76,0.240,
D05,Sample X77,0.430,
D06,Sample X78,0.376,
D07,Sample X79,0.583,
D08,Sample X80,0.920,
D09,Sample X81,1.056,
D10,Sample X82,1.083,
D11,Sample X83,1.006,
D12,Sample X84,0.961,
D13,Sample X85,1.077,
D14,Sample X86,1.035,
D15,Sample X87,0.968,
D16,Sample X88,0.759,
D17,Sample X89,0.298,
D18,Sample X90,0.836,
D19,Sample X91,0.724,
D20,Sample X92,0.277,
D21,Sample X93,0.285,
D22,Sample X94,0.347,
D23,Sample X95,0.151,
D24,Sample X96,0.161,
E01,Sample X97,0.169,
E02,Sample X98,0.173,
E03,Sample X99,1.304,
E04,Sample X100,1.131,
E05,Sample X101,0.443,
E06,Sample X102,0.935,
E07,Sample X103,0.873,
E08,Sample X104,0.803,
E09,Sample X105,0.804,
E10,Sample X106,0.523,
E11,Sample X107,0.875,
E12,Sample X108,0.748,
E13,Sample X109,0.736,
E14,Sample X110,0.718,
E15,Sample X111,0.762,
E16,Sample X112,0.787,
E17,Sample X113,0.406,
E18,Sample X114,0.384,
E19,Sample X115,0.236,
E20,Sample X116,0.517,
E21,Sample X117,0.432,
E22,Sample X118,0.344,
E23,Sample X119,0.152,
E24,Sample X120,0.242,
F01,Sample X121,0.164,
F02,Sample X122,0.161,
F03,Sample X123,0.490,
F04,Sample X124,0.943,
F05,Sample X125,1.123,
F06,Sample X126,0.824,
F07,Sample X127,0.419,
F08,Sample X128,0.789,
F09,Sample X129,0.416,
F10,Sample X130,0.407,
F11,Sample X131,0.809,
F12,Sample X132,0.647,
F13,Sample X133,0.424,
F14,Sample X134,0.618,
F15,Sample X135,0.706,
F16,Sample X136,0.909,
F17,Sample X137,0.574,
F18,Sample X138,0.229,
F19,Sample X139,0.269,
F20,Sample X140,0.777,
F21,Sample X141,0.371,
F22,Sample X142,0.373,
F23,Sample X143,0.159,
F24,Sample X144,0.150,
G01,Sample X145,0.161,
G02,Sample X146,0.160,
G03,Sample X147,0.614,
G04,Sample X148,0.299,
G05,Sample X149,0.289,
G06,Sample X150,0.340,
G07,Sample X151,0.933,
G08,Sample X152,0.674,
G09,Sample X153,0.696,
G10,Sample X154,0.469,
G11,Sample X155,0.623,
G12,Sample X156,0.404,
G13,Sample X157,0.409,
G14,Sample X158,0.275,
G15,Sample X159,0.457,
G16,Sample X160,0.598,
G17,Sample X161,0.482,
G18,Sample X162,0.254,
G19,Sample X163,0.582,
G20,Sample X164,0.372,
G21,Sample X165,0.537,
G22,Sample X166,0.420,
G23,Sample X167,0.165,
G24,Sample X168,0.169,
H01,Sample X169,0.161,
H02,Sample X170,0.162,
H03,Sample X171,0.833,
H04,Sample X172,0.442,
H05,Sample X173,0.313,
H06,Sample X174,0.936,
H07,Sample X175,0.476,
H08,Sample X176,0.516,
H09,Sample X177,0.635,
H10,Sample X178,0.509,
H11,Sample X179,0.662,
H12,Sample X180,0.398,
H13,Sample X181,0.354,
H14,Sample X182,0.427,
H15,Sample X183,0.362,
H16,Sample X184,0.532,
H17,Sample X185,0.443,
H18,Sample X186,0.596,
H19,Sample X187,0.587,
H20,Sample X188,0.524,
H21,Sample X189,0.652,
H22,Sample X190,0.841,
H23,Sample X191,0.175,
H24,Sample X192,0.309,
I01,Sample X193,0.179,
I02,Sample X194,0.172,
I03,Sample X195,1.152,
I04,Sample X196,0.819,
I05,Sample X197,0.814,
I06,Sample X198,0.672,
I07,Sample X199,0.268,
I08,Sample X200,0.385,
I09,Sample X201,0.689,
I10,Sample X202,0.517,
I11,Sample X203,0.588,
I12,Sample X204,0.570,
I13,Sample X205,0.487,
I14,Sample X206,0.440,
I15,Sample X207,0.523,
I16,Sample X208,0.469,
I17,Sample X209,0.448,
I18,Sample X210,0.471,
I19,Sample X211,0.382,
I20,Sample X212,0.827,
I21,Sample X213,0.553,
I22,Sample X214,0.547,
I23,Sample X215,0.158,
I24,Sample X216,0.208,
J01,Sample X217,0.170,
J02,Sample X218,0.167,
J03,Sample X219,0.306,
J04,Sample X220,0.705,
J05,Sample X221,0.573,
J06,Sample X222,0.534,
J07,Sample X223,0.655,
J08,Sample X224,0.625,
J09,Sample X225,0.638,
J10,Sample X226,0.747,
J11,Sample X227,0.537,
J12,Sample X228,0.528,
J13,Sample X229,0.566,
J14,Sample X230,0.364,
J15,Sample X231,0.560,
J16,Sample X232,0.463,
J17,Sample X233,0.640,
J18,Sample X234,0.491,
J19,Sample X235,0.490,
J20,Sample X236,0.543,
J21,Sample X237,0.707,
J22,Sample X238,0.524,
J23,Sample X239,0.156,
J24,Sample X240,0.167,
K01,Sample X241,0.164,
K02,Sample X242,0.163,
K03,Sample X243,1.199,
K04,Sample X244,0.777,
K05,Sample X245,0.351,
K06,Sample X246,0.364,
K07,Sample X247,0.740,
K08,Sample X248,0.655,
K09,Sample X249,0.630,
K10,Sample X250,0.573,
K11,Sample X251,0.470,
K12,Sample X252,0.427,
K13,Sample X253,0.607,
K14,Sample X254,0.607,
K15,Sample X255,0.407,
K16,Sample X256,0.546,
K17,Sample X257,0.510,
K18,Sample X258,0.540,
K19,Sample X259,0.550,
K20,Sample X260,0.372,
K21,Sample X261,0.390,
K22,Sample X262,0.381,
K23,Sample X263,0.159,
K24,Sample X264,0.160,
L01,Sample X265,0.162,
L02,Sample X266,0.161,
L03,Sample X267,0.219,
L04,Sample X268,0.409,
L05,Sample X269,0.688,
L06,Sample X270,0.498,
L07,Sample X271,0.601,
L08,Sample X272,0.376,
L09,Sample X273,0.358,
L10,Sample X274,0.523,
L11,Sample X275,0.374,
L12,Sample X276,0.287,
L13,Sample X277,0.533,
L14,Sample X278,0.285,
L15,Sample X279,0.390,
L16,Sample X280,0.521,
L17,Sample X281,0.398,
L18,Sample X282,0.960,
L19,Sample X283,0.610,
L20,Sample X284,0.586,
L21,Sample X285,0.566,
L22,Sample X286,0.559,
