Well,Content,Raw Data (600),
A01,Sample X1,1.750,
A02,Sample X2,1.426,
A03,Sample X3,0.316,
A04,Sample X4,0.187,
A05,Sample X5,0.177,
A06,Sample X6,0.170,
A07,Sample X7,0.174,
A08,Sample X8,0.198,
A09,Sample X9,0.203,
A10,Sample X10,0.200,
A11,Sample X11,0.203,
A12,Sample X12,0.197,
A13,Sample X13,0.280,
A14,Sample X14,0.176,
A15,Sample X15,0.184,
A16,Sample X16,0.217,
A17,Sample X17,0.171,
A18,Sample X18,3.817,
A19,Sample X19,3.684,
A20,Sample X20,3.725,
A21,Sample X21,3.939,
A22,Sample X22,3.846,
A23,Sample X23,2.014,
A24,Sample X24,1.916,
B01,Sample X25,3.620,
B02,Sample X26,4.498,
B03,Sample X27,3.884,
B04,Sample X28,3.947,
B05,Sample X29,3.936,
B06,Sample X30,3.932,
B07,Sample X31,3.846,
B08,Sample X32,3.844,
B09,Sample X33,3.993,
B10,Sample X34,3.882,
B11,Sample X35,3.686,
B12,Sample X36,3.781,
B13,Sample X37,3.741,
B14,Sample X38,3.921,
B15,Sample X39,3.830,
B16,Sample X40,3.889,
B17,Sample X41,0.165,
B18,Sample X42,3.551,
B19,Sample X43,3.586,
B20,Sample X44,3.689,
B21,Sample X45,3.695,
B22,Sample X46,3.623,
B23,Sample X47,1.328,
B24,Sample X48,0.249,
C01,Sample X49,0.849,
C02,Sample X50,0.148,
C03,Sample X51,3.576,
C04,Sample X52,3.451,
C05,Sample X53,0.407,
C06,Sample X54,0.176,
C07,Sample X55,0.162,
C08,Sample X56,0.792,
C09,Sample X57,3.717,
C10,Sample X58,2.829,
C11,Sample X59,3.532,
C12,Sample X60,0.164,
C13,Sample X61,2.684,
C14,Sample X62,2.413,
C15,Sample X63,3.452,
C16,Sample X64,3.688,
C17,Sample X65,0.174,
C18,Sample X66,3.407,
C19,Sample X67,3.513,
C20,Sample X68,3.590,
C21,Sample X69,3.158,
C22,Sample X70,3.417,
C23,Sample X71,0.161,
C24,Sample X72,0.336,
D01,Sample X73,0.430,
D02,Sample X74,0.423,
D03,Sample X75,3.703,
D04,Sample X76,0.162,
D05,Sample X77,0.165,
D06,Sample X78,3.553,
D07,Sample X79,0.448,
D08,Sample X80,4.053,
D09,Sample X81,3.667,
D10,Sample X82,3.470,
D11,Sample X83,3.393,
D12,Sample X84,3.208,
D13,Sample X85,3.345,
D14,Sample X86,3.708,
D15,Sample X87,3.787,
D16,Sample X88,3.647,
D17,Sample X89,2.462,
D18,Sample X90,3.430,
D19,Sample X91,3.562,
D20,Sample X92,0.190,
D21,Sample X93,0.162,
D22,Sample X94,3.604,
D23,Sample X95,0.162,
D24,Sample X96,0.681,
E01,Sample X97,0.225,
E02,Sample X98,0.287,
E03,Sample X99,3.546,
E04,Sample X100,3.504,
E05,Sample X101,3.456,
E06,Sample X102,3.360,
E07,Sample X103,3.354,
E08,Sample X104,3.681,
E09,Sample X105,3.214,
E10,Sample X106,3.496,
E11,Sample X107,3.447,
E12,Sample X108,3.495,
E13,Sample X109,3.386,
E14,Sample X110,3.427,
E15,Sample X111,3.421,
E16,Sample X112,3.214,
E17,Sample X113,0.822,
E18,Sample X114,0.198,
E19,Sample X115,3.383,
E20,Sample X116,3.147,
E21,Sample X117,3.293,
E22,Sample X118,3.066,
E23,Sample X119,0.141,
E24,Sample X120,0.458,
F01,Sample X121,0.257,
F02,Sample X122,0.420,
F03,Sample X123,3.294,
F04,Sample X124,3.558,
F05,Sample X125,3.432,
F06,Sample X126,3.180,
F07,Sample X127,3.724,
F08,Sample X128,3.757,
F09,Sample X129,0.448,
F10,Sample X130,0.240,
F11,Sample X131,3.518,
F12,Sample X132,0.909,
F13,Sample X133,0.877,
F14,Sample X134,3.380,
F15,Sample X135,3.661,
F16,Sample X136,3.600,
F17,Sample X137,3.372,
F18,Sample X138,0.234,
F19,Sample X139,3.194,
F20,Sample X140,3.483,
F21,Sample X141,0.161,
F22,Sample X142,0.161,
F23,Sample X143,0.150,
F24,Sample X144,0.217,
G01,Sample X145,0.415,
G02,Sample X146,0.400,
G03,Sample X147,2.640,
G04,Sample X148,1.986,
G05,Sample X149,3.352,
G06,Sample X150,3.138,
G07,Sample X151,3.595,
G08,Sample X152,3.314,
G09,Sample X153,3.692,
G10,Sample X154,3.635,
G11,Sample X155,3.716,
G12,Sample X156,3.102,
G13,Sample X157,0.177,
