Well,Content,Raw Data (600),
A01,Sample X1,0.197,
A02,Sample X2,0.212,
A03,Sample X3,0.325,
A04,Sample X4,0.257,
A05,Sample X5,0.217,
A06,Sample X6,0.206,
A07,Sample X7,0.270,
A08,Sample X8,2.284,
A09,Sample X9,1.187,
A10,Sample X10,0.856,
A11,Sample X11,0.650,
A12,Sample X12,0.406,
A13,Sample X13,0.848,
A14,Sample X14,0.671,
A15,Sample X15,0.598,
A16,Sample X16,0.590,
A17,Sample X17,0.523,
A18,Sample X18,3.455,
A19,Sample X19,3.247,
A20,Sample X20,2.820,
A21,Sample X21,2.929,
A22,Sample X22,2.513,
A23,Sample X23,0.474,
A24,Sample X24,0.446,
B01,Sample X25,0.205,
B02,Sample X26,0.210,
B03,Sample X27,3.114,
B04,Sample X28,2.751,
B05,Sample X29,3.998,
B06,Sample X30,3.025,
B07,Sample X31,3.115,
B08,Sample X32,2.961,
B09,Sample X33,3.462,
B10,Sample X34,4.097,
B11,Sample X35,2.353,
B12,Sample X36,3.058,
B13,Sample X37,2.910,
B14,Sample X38,2.797,
B15,Sample X39,3.369,
B16,Sample X40,2.920,
B17,Sample X41,0.795,
B18,Sample X42,3.228,
B19,Sample X43,2.487,
B20,Sample X44,2.313,
B21,Sample X45,2.908,
B22,Sample X46,3.277,
B23,Sample X47,0.428,
B24,Sample X48,0.765,
C01,Sample X49,0.206,
C02,Sample X50,0.273,
C03,Sample X51,0.495,
C04,Sample X52,2.172,
C05,Sample X53,0.629,
C06,Sample X54,1.685,
C07,Sample X55,0.426,
C08,Sample X56,2.786,
C09,Sample X57,2.958,
C10,Sample X58,1.917,
C11,Sample X59,2.682,
C12,Sample X60,0.630,
C13,Sample X61,3.615,
C14,Sample X62,2.843,
C15,Sample X63,0.777,
C16,Sample X64,1.154,
C17,Sample X65,0.609,
C18,Sample X66,3.421,
C19,Sample X67,2.776,
C20,Sample X68,3.350,
C21,Sample X69,2.069,
C22,Sample X70,2.009,
C23,Sample X71,0.831,
C24,Sample X72,0.691,
D01,Sample X73,0.292,
D02,Sample X74,0.249,
D03,Sample X75,3.861,
D04,Sample X76,0.206,
D05,Sample X77,0.625,
D06,Sample X78,0.582,
D07,Sample X79,1.292,
D08,Sample X80,2.255,
D09,Sample X81,2.112,
D10,Sample X82,1.942,
D11,Sample X83,2.176,
D12,Sample X84,1.807,
D13,Sample X85,2.404,
D14,Sample X86,3.491,
D15,Sample X87,3.005,
D16,Sample X88,1.040,
D17,Sample X89,0.415,
D18,Sample X90,1.370,
D19,Sample X91,1.313,
D20,Sample X92,0.389,
D21,Sample X93,0.380,
D22,Sample X94,0.640,
D23,Sample X95,0.499,
D24,Sample X96,0.223,
E01,Sample X97,0.201,
E02,Sample X98,0.228,
E03,Sample X99,2.443,
E04,Sample X100,2.407,
E05,Sample X101,0.543,
E06,Sample X102,2.210,
E07,Sample X103,1.784,
E08,Sample X104,1.565,
E09,Sample X105,1.724,
E10,Sample X106,0.666,
E11,Sample X107,1.272,
E12,Sample X108,1.368,
E13,Sample X109,1.802,
E14,Sample X110,1.193,
E15,Sample X111,1.453,
E16,Sample X112,1.070,
E17,Sample X113,0.329,
E18,Sample X114,0.272,
E19,Sample X115,0.222,
E20,Sample X116,0.660,
E21,Sample X117,0.707,
E22,Sample X118,1.240,
E23,Sample X119,0.382,
E24,Sample X120,0.225,
F01,Sample X121,0.223,
F02,Sample X122,0.238,
F03,Sample X123,0.860,
F04,Sample X124,2.542,
F05,Sample X125,1.802,
F06,Sample X126,1.528,
F07,Sample X127,0.640,
F08,Sample X128,1.529,
F09,Sample X129,0.454,
