Well,Content,Raw Data (600),
A01,Sample X1,0.165,
A02,Sample X2,0.165,
A03,Sample X3,0.301,
A04,Sample X4,0.260,
A05,Sample X5,0.228,
A06,Sample X6,0.249,
A07,Sample X7,0.244,
A08,Sample X8,0.811,
A09,Sample X9,0.795,
A10,Sample X10,0.723,
A11,Sample X11,0.678,
A12,Sample X12,0.641,
A13,Sample X13,0.711,
A14,Sample X14,0.689,
A15,Sample X15,0.586,
A16,Sample X16,0.556,
A17,Sample X17,0.511,
A18,Sample X18,0.785,
A19,Sample X19,0.794,
A20,Sample X20,0.820,
A21,Sample X21,0.893,
A22,Sample X22,0.760,
A23,Sample X23,0.162,
A24,Sample X24,0.208,
B01,Sample X25,0.160,
B02,Sample X26,0.173,
B03,Sample X27,0.696,
B04,Sample X28,0.737,
B05,Sample X29,0.739,
B06,Sample X30,0.742,
B07,Sample X31,0.731,
B08,Sample X32,1.334,
B09,Sample X33,0.782,
B10,Sample X34,0.661,
B11,Sample X35,0.721,
B12,Sample X36,0.803,
B13,Sample X37,0.748,
B14,Sample X38,0.731,
B15,Sample X39,0.708,
B16,Sample X40,0.754,
B17,Sample X41,0.770,
B18,Sample X42,0.780,
B19,Sample X43,0.762,
B20,Sample X44,0.748,
B21,Sample X45,0.735,
B22,Sample X46,0.685,
B23,Sample X47,0.172,
B24,Sample X48,0.176,
C01,Sample X49,0.161,
C02,Sample X50,0.152,
C03,Sample X51,0.702,
C04,Sample X52,0.702,
C05,Sample X53,0.707,
C06,Sample X54,0.776,
C07,Sample X55,0.742,
C08,Sample X56,0.891,
C09,Sample X57,0.723,
C10,Sample X58,0.745,
C11,Sample X59,0.745,
C12,Sample X60,0.761,
C13,Sample X61,0.795,
C14,Sample X62,0.682,
C15,Sample X63,0.723,
C16,Sample X64,0.742,
C17,Sample X65,0.703,
C18,Sample X66,0.722,
C19,Sample X67,0.721,
C20,Sample X68,0.714,
C21,Sample X69,0.697,
C22,Sample X70,0.690,
C23,Sample X71,0.160,
C24,Sample X72,0.227,
D01,Sample X73,0.158,
D02,Sample X74,0.155,
D03,Sample X75,0.729,
D04,Sample X76,0.727,
D05,Sample X77,0.668,
D06,Sample X78,0.860,
D07,Sample X79,0.701,
D08,Sample X80,0.740,
D09,Sample X81,0.703,
D10,Sample X82,0.720,
D11,Sample X83,0.677,
D12,Sample X84,0.720,
D13,Sample X85,0.694,
D14,Sample X86,0.712,
D15,Sample X87,0.678,
D16,Sample X88,0.692,
D17,Sample X89,0.718,
D18,Sample X90,0.681,
D19,Sample X91,0.691,
D20,Sample X92,0.685,
D21,Sample X93,0.777,
D22,Sample X94,0.717,
D23,Sample X95,0.161,
D24,Sample X96,0.155,
E01,Sample X97,0.166,
E02,Sample X98,0.178,
E03,Sample X99,0.692,
E04,Sample X100,0.679,
E05,Sample X101,0.710,
E06,Sample X102,0.732,
E07,Sample X103,0.716,
E08,Sample X104,0.840,
E09,Sample X105,0.726,
E10,Sample X106,0.706,
E11,Sample X107,0.726,
E12,Sample X108,0.727,
E13,Sample X109,0.766,
E14,Sample X110,0.695,
E15,Sample X111,0.676,
E16,Sample X112,0.691,
E17,Sample X113,0.698,
E18,Sample X114,0.674,
E19,Sample X115,0.644,
E20,Sample X116,0.712,
E21,Sample X117,0.695,
E22,Sample X118,0.734,
E23,Sample X119,0.157,
E24,Sample X120,0.156,
F01,Sample X121,0.161,
F02,Sample X122,0.155,
F03,Sample X123,0.648,
F04,Sample X124,0.663,
F05,Sample X125,0.672,
F06,Sample X126,0.680,
F07,Sample X127,0.656,
F08,Sample X128,0.726,
F09,Sample X129,0.631,
F10,Sample X130,0.662,
F11,Sample X131,0.673,
F12,Sample X132,0.670,
F13,Sample X133,0.719,
F14,Sample X134,0.654,
F15,Sample X135,0.660,
F16,Sample X136,0.737,
F17,Sample X137,0.677,
F18,Sample X138,0.508,
F19,Sample X139,0.672,
F20,Sample X140,0.690,
F21,Sample X141,0.655,
F22,Sample X142,0.668,
F23,Sample X143,0.158,
F24,Sample X144,0.154,
G01,Sample X145,0.162,
G02,Sample X146,0.159,
G03,Sample X147,0.683,
G04,Sample X148,0.725,
G05,Sample X149,0.729,
G06,Sample X150,0.704,
G07,Sample X151,0.675,
G08,Sample X152,0.791,
G09,Sample X153,0.722,
