Well,Content,Raw Data (600),
A01,Sample X1,0.170,
A02,Sample X2,0.168,
A03,Sample X3,0.238,
A04,Sample X4,0.212,
A05,Sample X5,0.197,
A06,Sample X6,0.197,
A07,Sample X7,0.184,
A08,Sample X8,2.118,
A09,Sample X9,1.236,
A10,Sample X10,0.789,
A11,Sample X11,0.692,
A12,Sample X12,0.500,
A13,Sample X13,0.525,
A14,Sample X14,0.764,
A15,Sample X15,0.626,
A16,Sample X16,0.524,
A17,Sample X17,0.506,
A18,Sample X18,1.153,
A19,Sample X19,1.058,
A20,Sample X20,1.524,
A21,Sample X21,1.570,
A22,Sample X22,1.488,
A23,Sample X23,0.167,
A24,Sample X24,0.206,
B01,Sample X25,0.168,
B02,Sample X26,0.173,
B03,Sample X27,1.469,
B04,Sample X28,1.216,
B05,Sample X29,1.236,
B06,Sample X30,1.302,
B07,Sample X31,1.811,
B08,Sample X32,1.809,
B09,Sample X33,1.455,
B10,Sample X34,1.356,
B11,Sample X35,1.238,
B12,Sample X36,1.537,
B13,Sample X37,1.107,
B14,Sample X38,1.423,
B15,Sample X39,1.980,
B16,Sample X40,1.255,
B17,Sample X41,1.206,
B18,Sample X42,1.017,
B19,Sample X43,1.089,
B20,Sample X44,1.252,
B21,Sample X45,1.014,
B22,Sample X46,0.860,
B23,Sample X47,0.172,
B24,Sample X48,0.183,
C01,Sample X49,0.173,
C02,Sample X50,0.157,
C03,Sample X51,0.832,
C04,Sample X52,1.580,
C05,Sample X53,1.050,
C06,Sample X54,1.149,
C07,Sample X55,0.963,
C08,Sample X56,1.304,
C09,Sample X57,1.095,
C10,Sample X58,0.957,
C11,Sample X59,1.079,
C12,Sample X60,1.100,
C13,Sample X61,1.855,
C14,Sample X62,0.770,
C15,Sample X63,1.680,
C16,Sample X64,2.025,
C17,Sample X65,1.175,
C18,Sample X66,1.947,
C19,Sample X67,1.861,
C20,Sample X68,1.300,
C21,Sample X69,1.603,
C22,Sample X70,1.148,
C23,Sample X71,0.156,
C24,Sample X72,0.228,
D01,Sample X73,0.165,
D02,Sample X74,0.160,
D03,Sample X75,1.109,
D04,Sample X76,1.068,
D05,Sample X77,1.039,
D06,Sample X78,1.202,
D07,Sample X79,1.148,
D08,Sample X80,1.006,
D09,Sample X81,0.999,
D10,Sample X82,1.092,
D11,Sample X83,0.939,
D12,Sample X84,1.061,
D13,Sample X85,0.984,
D14,Sample X86,1.161,
D15,Sample X87,1.197,
D16,Sample X88,1.227,
D17,Sample X89,0.891,
D18,Sample X90,0.911,
D19,Sample X91,0.825,
D20,Sample X92,0.984,
D21,Sample X93,1.013,
D22,Sample X94,0.785,
D23,Sample X95,0.159,
D24,Sample X96,0.153,
E01,Sample X97,0.168,
E02,Sample X98,0.178,
E03,Sample X99,0.848,
E04,Sample X100,0.984,
E05,Sample X101,1.056,
E06,Sample X102,1.175,
E07,Sample X103,1.752,
E08,Sample X104,1.185,
E09,Sample X105,1.266,
E10,Sample X106,1.540,
E11,Sample X107,1.522,
E12,Sample X108,1.859,
E13,Sample X109,1.813,
E14,Sample X110,1.782,
E15,Sample X111,1.483,
E16,Sample X112,1.863,
E17,Sample X113,1.690,
E18,Sample X114,1.140,
E19,Sample X115,1.426,
E20,Sample X116,1.799,
E21,Sample X117,1.753,
E22,Sample X118,1.832,
E23,Sample X119,0.156,
E24,Sample X120,0.152,
F01,Sample X121,0.165,
F02,Sample X122,0.158,
F03,Sample X123,0.783,
F04,Sample X124,1.161,
F05,Sample X125,0.970,
F06,Sample X126,0.896,
F07,Sample X127,0.854,
F08,Sample X128,0.980,
F09,Sample X129,0.922,
F10,Sample X130,0.834,
F11,Sample X131,0.915,
F12,Sample X132,0.988,
F13,Sample X133,0.866,
F14,Sample X134,0.890,
F15,Sample X135,0.991,
F16,Sample X136,1.014,
F17,Sample X137,0.981,
F18,Sample X138,0.470,
F19,Sample X139,1.252,
F20,Sample X140,0.985,
F21,Sample X141,1.153,
F22,Sample X142,1.177,
F23,Sample X143,0.159,
F24,Sample X144,0.152,
G01,Sample X145,0.164,
G02,Sample X146,0.161,
G03,Sample X147,0.822,
G04,Sample X148,1.244,
G05,Sample X149,1.069,
G06,Sample X150,0.999,
G07,Sample X151,0.875,
G08,Sample X152,0.996,
G09,Sample X153,1.016,
G10,Sample X154,0.949,
G11,Sample X155,1.004,
G12,Sample X156,1.057,
G13,Sample X157,0.967,
G14,Sample X158,1.142,
G15,Sample X159,1.127,
G16,Sample X160,1.862,
G17,Sample X161,1.596,
G18,Sample X162,1.368,
G19,Sample X163,1.735,
G20,Sample X164,1.692,
G21,Sample X165,1.960,
G22,Sample X166,2.026,
G23,Sample X167,0.159,
G24,Sample X168,0.156,
H01,Sample X169,0.268,
H02,Sample X170,0.176,
H03,Sample X171,0.890,
H04,Sample X172,1.027,
H05,Sample X173,1.083,
H06,Sample X174,0.977,
H07,Sample X175,1.069,
H08,Sample X176,1.008,
H09,Sample X177,0.927,
H10,Sample X178,0.902,
H11,Sample X179,0.934,
H12,Sample X180,0.938,
H13,Sample X181,0.857,
H14,Sample X182,1.006,
H15,Sample X183,0.909,
H16,Sample X184,0.915,
H17,Sample X185,0.905,
H18,Sample X186,0.912,
H19,Sample X187,1.052,
H20,Sample X188,1.088,
H21,Sample X189,1.032,
H22,Sample X190,0.794,
H23,Sample X191,0.150,
H24,Sample X192,0.162,
I01,Sample X193,0.227,
I02,Sample X194,0.163,
I03,Sample X195,1.211,
I04,Sample X196,1.932,
I05,Sample X197,2.553,
I06,Sample X198,1.262,
I07,Sample X199,1.332,
I08,Sample X200,1.814,
I09,Sample X201,1.162,
I10,Sample X202,1.981,
I11,Sample X203,2.076,
I12,Sample X204,1.487,
I13,Sample X205,2.360,
I14,Sample X206,1.744,
I15,Sample X207,2.475,
I16,Sample X208,2.247,
I17,Sample X209,1.995,
I18,Sample X210,0.515,
