Well,Content,Well Scan: Average (600),
A01,Sample X1,0.066,
A02,Sample X2,0.057,
A03,Sample X3,0.795,
A04,Sample X4,0.791,
A05,Sample X5,0.720,
A06,Sample X6,0.618,
A07,Sample X7,0.612,
A08,Sample X8,0.074,
A09,Sample X9,0.075,
A10,Sample X10,0.065,
A11,Sample X11,0.061,
A12,Sample X12,0.078,
A13,Sample X13,0.089,
A14,Sample X14,0.073,
A15,Sample X15,0.073,
A16,Sample X16,0.069,
A17,Sample X17,0.064,
A18,Sample X18,0.801,
A19,Sample X19,0.743,
A20,Sample X20,0.797,
A21,Sample X21,0.803,
A22,Sample X22,0.800,
A23,Sample X23,0.061,
A24,Sample X24,0.121,
B01,Sample X25,0.060,
B02,Sample X26,0.059,
B03,Sample X27,0.789,
B04,Sample X28,0.836,
B05,Sample X29,0.772,
B06,Sample X30,0.732,
B07,Sample X31,0.757,
B08,Sample X32,0.799,
B09,Sample X33,0.765,
B10,Sample X34,0.760,
B11,Sample X35,0.723,
B12,Sample X36,0.715,
B13,Sample X37,0.708,
B14,Sample X38,0.736,
B15,Sample X39,0.755,
B16,Sample X40,0.781,
B17,Sample X41,0.801,
B18,Sample X42,0.715,
B19,Sample X43,0.730,
B20,Sample X44,0.758,
B21,Sample X45,0.786,
B22,Sample X46,0.759,
B23,Sample X47,0.060,
B24,Sample X48,0.055,
C01,Sample X49,0.055,
C02,Sample X50,0.056,
C03,Sample X51,0.662,
C04,Sample X52,0.762,
C05,Sample X53,0.770,
C06,Sample X54,0.714,
C07,Sample X55,0.066,
C08,Sample X56,0.762,
C09,Sample X57,0.800,
C10,Sample X58,0.719,
C11,Sample X59,0.785,
C12,Sample X60,0.119,
C13,Sample X61,0.686,
C14,Sample X62,0.830,
C15,Sample X63,0.701,
C16,Sample X64,0.754,
C17,Sample X65,0.416,
C18,Sample X66,0.089,
C19,Sample X67,0.689,
C20,Sample X68,0.751,
C21,Sample X69,0.762,
C22,Sample X70,0.753,
C23,Sample X71,0.051,
C24,Sample X72,0.055,
D01,Sample X73,0.056,
D02,Sample X74,0.059,
D03,Sample X75,0.767,
D04,Sample X76,0.742,
D05,Sample X77,0.622,
D06,Sample X78,0.470,
D07,Sample X79,0.725,
D08,Sample X80,0.968,
D09,Sample X81,0.799,
D10,Sample X82,0.704,
D11,Sample X83,0.792,
D12,Sample X84,0.685,
D13,Sample X85,0.714,
D14,Sample X86,0.747,
D15,Sample X87,0.769,
D16,Sample X88,0.751,
D17,Sample X89,0.763,
D18,Sample X90,0.703,
D19,Sample X91,0.679,
D20,Sample X92,0.125,
D21,Sample X93,0.130,
D22,Sample X94,0.633,
D23,Sample X95,0.056,
D24,Sample X96,0.051,
E01,Sample X97,0.054,
E02,Sample X98,0.062,
E03,Sample X99,0.756,
E04,Sample X100,0.780,
E05,Sample X101,0.517,
E06,Sample X102,0.696,
E07,Sample X103,0.725,
E08,Sample X104,0.791,
E09,Sample X105,0.738,
E10,Sample X106,0.750,
E11,Sample X107,0.741,
E12,Sample X108,0.644,
E13,Sample X109,0.660,
E14,Sample X110,0.775,
E15,Sample X111,0.746,
E16,Sample X112,0.709,
E17,Sample X113,0.713,
E18,Sample X114,0.162,
E19,Sample X115,0.252,
E20,Sample X116,0.266,
E21,Sample X117,0.697,
E22,Sample X118,0.063,
E23,Sample X119,0.060,
E24,Sample X120,0.059,
F01,Sample X121,0.067,
F02,Sample X122,0.058,
F03,Sample X123,0.799,
F04,Sample X124,0.819,
F05,Sample X125,0.795,
F06,Sample X126,0.692,
F07,Sample X127,0.920,
F08,Sample X128,0.763,
F09,Sample X129,0.693,
F10,Sample X130,0.426,
F11,Sample X131,0.722,
F12,Sample X132,0.656,
F13,Sample X133,0.174,
F14,Sample X134,0.709,
F15,Sample X135,0.723,
F16,Sample X136,0.729,
F17,Sample X137,0.550,
F18,Sample X138,0.639,
F19,Sample X139,0.645,
F20,Sample X140,0.772,
F21,Sample X141,0.124,
F22,Sample X142,0.189,
F23,Sample X143,0.066,
F24,Sample X144,0.066,
G01,Sample X145,0.172,
G02,Sample X146,0.051,
G03,Sample X147,0.676,
G04,Sample X148,0.259,
G05,Sample X149,0.850,
G06,Sample X150,0.679,
G07,Sample X151,0.754,
G08,Sample X152,0.671,
G09,Sample X153,0.705,
G10,Sample X154,0.722,
G11,Sample X155,0.856,
G12,Sample X156,0.618,
G13,Sample X157,0.369,
G14,Sample X158,0.174,
G15,Sample X159,0.696,
G16,Sample X160,0.731,
G17,Sample X161,0.114,
G18,Sample X162,0.667,
G19,Sample X163,0.680,
G20,Sample X164,0.085,
G21,Sample X165,0.759,
G22,Sample X166,0.139,
G23,Sample X167,0.064,
G24,Sample X168,0.070,
H01,Sample X169,0.056,
H02,Sample X170,0.147,
H03,Sample X171,0.753,
H04,Sample X172,0.867,
H05,Sample X173,0.743,
H06,Sample X174,0.501,
H07,Sample X175,0.685,
H08,Sample X176,0.703,
H09,Sample X177,0.709,
H10,Sample X178,0.740,
H11,Sample X179,0.743,
H12,Sample X180,0.745,
H13,Sample X181,0.322,
H14,Sample X182,0.699,
H15,Sample X183,0.709,
H16,Sample X184,0.696,
H17,Sample X185,0.737,
H18,Sample X186,0.701,
H19,Sample X187,0.676,
H20,Sample X188,0.716,
H21,Sample X189,0.702,
H22,Sample X190,0.686,
H23,Sample X191,0.058,
H24,Sample X192,0.070,
I01,Sample X193,0.055,
I02,Sample X194,0.171,
I03,Sample X195,0.708,
I04,Sample X196,0.740,
I05,Sample X197,0.740,
I06,Sample X198,0.675,
I07,Sample X199,0.463,
I08,Sample X200,0.657,
I09,Sample X201,0.704,
I10,Sample X202,0.676,
I11,Sample X203,0.729,
I12,Sample X204,0.706,
I13,Sample X205,0.706,
I14,Sample X206,0.701,
I15,Sample X207,0.724,
I16,Sample X208,0.471,
I17,Sample X209,0.678,
I18,Sample X210,0.672,
I19,Sample X211,0.674,
I20,Sample X212,0.660,
I21,Sample X213,0.658,
I22,Sample X214,0.634,
I23,Sample X215,0.051,
I24,Sample X216,0.067,
J01,Sample X217,0.055,
J02,Sample X218,0.052,
J03,Sample X219,0.148,
J04,Sample X220,0.760,
J05,Sample X221,0.618,
J06,Sample X222,0.681,
J07,Sample X223,0.767,
J08,Sample X224,0.680,
J09,Sample X225,0.705,
J10,Sample X226,0.742,
J11,Sample X227,0.549,
J12,Sample X228,0.690,
J13,Sample X229,0.755,
J14,Sample X230,0.706,
J15,Sample X231,0.783,
J16,Sample X232,0.767,
J17,Sample X233,0.722,
J18,Sample X234,0.650,
J19,Sample X235,0.682,
J20,Sample X236,0.678,
J21,Sample X237,0.703,
J22,Sample X238,0.630,
J23,Sample X239,0.060,
J24,Sample X240,0.051,
K01,Sample X241,0.074,
K02,Sample X242,0.054,
K03,Sample X243,0.721,
K04,Sample X244,0.689,
K05,Sample X245,0.551,
K06,Sample X246,0.505,
K07,Sample X247,0.772,
K08,Sample X248,0.575,
K09,Sample X249,0.673,
K10,Sample X250,0.704,
K11,Sample X251,0.387,
K12,Sample X252,0.688,
K13,Sample X253,0.689,
K14,Sample X254,0.466,
K15,Sample X255,0.252,
K16,Sample X256,0.714,
K17,Sample X257,0.685,
K18,Sample X258,0.626,
K19,Sample X259,0.681,
K20,Sample X260,0.666,
K21,Sample X261,0.202,
K22,Sample X262,0.641,
K23,Sample X263,0.051,
K24,Sample X264,0.048,
L01,Sample X265,0.050,
L02,Sample X266,0.479,
L03,Sample X267,0.532,
L04,Sample X268,0.720,
L05,Sample X269,0.721,
L06,Sample X270,0.742,
L07,Sample X271,0.792,
L08,Sample X272,0.499,
L09,Sample X273,0.580,
L10,Sample X274,0.663,
L11,Sample X275,0.718,
L12,Sample X276,0.648,
L13,Sample X277,0.740,
L14,Sample X278,0.135,
L15,Sample X279,0.671,
L16,Sample X280,0.679,
L17,Sample X281,0.691,
L18,Sample X282,0.657,
L19,Sample X283,0.676,
L20,Sample X284,0.675,
L21,Sample X285,0.709,
L22,Sample X286,0.725,
L23,Sample X287,0.052,
L24,Sample X288,0.059,
M01,Sample X289,0.048,
M02,Sample X290,0.046,
M03,Sample X291,0.129,
M04,Sample X292,0.721,
M05,Sample X293,0.646,
M06,Sample X294,0.686,
M07,Sample X295,0.682,
M08,Sample X296,0.222,
M09,Sample X297,0.520,
M10,Sample X298,0.725,
M11,Sample X299,0.708,
M12,Sample X300,0.154,
M13,Sample X301,0.605,
M14,Sample X302,0.149,
M15,Sample X303,0.608,
M16,Sample X304,0.199,
M17,Sample X305,0.702,
M18,Sample X306,0.533,
M19,Sample X307,0.610,
M20,Sample X308,0.706,
M21,Sample X309,0.705,
M22,Sample X310,0.634,
M23,Sample X311,0.052,
M24,Sample X312,0.052,
N01,Sample X313,0.048,
N02,Sample X314,0.050,
N03,Sample X315,0.532,
N04,Sample X316,0.625,
N05,Sample X317,0.599,
N06,Sample X318,0.634,
N07,Sample X319,0.649,
N08,Sample X320,0.153,
N09,Sample X321,0.230,
N10,Sample X322,0.137,
N11,Sample X323,0.672,
N12,Sample X324,0.607,
N13,Sample X325,0.647,
N14,Sample X326,0.664,
N15,Sample X327,0.692,
N16,Sample X328,0.590,
N17,Sample X329,0.665,
N18,Sample X330,0.666,
N19,Sample X331,0.584,
N20,Sample X332,0.678,
N21,Sample X333,0.643,
N22,Sample X334,0.636,
N23,Sample X335,0.061,
N24,Sample X336,0.079,
O01,Sample X337,0.048,
O02,Sample X338,0.057,
O03,Sample X339,0.668,
O04,Sample X340,0.703,
O05,Sample X341,0.745,
O06,Sample X342,0.621,
O07,Sample X343,0.681,
O08,Sample X344,0.701,
O09,Sample X345,0.679,
O10,Sample X346,0.116,
O11,Sample X347,0.651,
O12,Sample X348,0.748,
O13,Sample X349,0.659,
O14,Sample X350,0.686,
O15,Sample X351,0.654,
O16,Sample X352,0.664,
O17,Sample X353,0.639,
O18,Sample X354,0.658,
O19,Sample X355,0.701,
O20,Sample X356,0.685,
O21,Sample X357,0.713,
O22,Sample X358,0.666,
O23,Sample X359,0.063,
O24,Sample X360,0.071,
P01,Sample X361,0.054,
P02,Sample X362,0.050,
P03,Sample X363,0.155,
P04,Sample X364,0.187,
P05,Sample X365,0.192,
P06,Sample X366,0.125,
P07,Sample X367,0.081,
P08,Sample X368,0.627,
P09,Sample X369,0.590,
P10,Sample X370,0.468,
P11,Sample X371,0.119,
P12,Sample X372,0.117,
P13,Sample X373,0.601,
P14,Sample X374,0.674,
P15,Sample X375,0.728,
P16,Sample X376,0.659,
P17,Sample X377,0.650,
P18,Sample X378,0.676,
P19,Sample X379,0.650,
P20,Sample X380,0.686,
P21,Sample X381,0.701,
P22,Sample X382,0.609,
P23,Sample X383,0.051,
P24,Sample X384,0.063,
