Well,Content,Well Scan: Average (600),
A01,Sample X1,0.061,
A02,Sample X2,0.074,
A03,Sample X3,0.514,
A04,Sample X4,0.485,
A05,Sample X5,0.417,
A06,Sample X6,0.372,
A07,Sample X7,0.233,
A08,Sample X8,0.086,
A09,Sample X9,0.089,
A10,Sample X10,0.077,
A11,Sample X11,0.072,
A12,Sample X12,0.087,
A13,Sample X13,0.110,
A14,Sample X14,0.091,
A15,Sample X15,0.090,
A16,Sample X16,0.085,
A17,Sample X17,0.080,
A18,Sample X18,0.690,
A19,Sample X19,0.551,
A20,Sample X20,0.651,
A21,Sample X21,0.590,
A22,Sample X22,0.640,
A23,Sample X23,0.066,
A24,Sample X24,0.127,
B01,Sample X25,0.061,
B02,Sample X26,0.059,
B03,Sample X27,0.630,
B04,Sample X28,0.683,
B05,Sample X29,0.657,
B06,Sample X30,0.632,
B07,Sample X31,0.594,
B08,Sample X32,0.673,
B09,Sample X33,0.677,
B10,Sample X34,0.654,
B11,Sample X35,0.585,
B12,Sample X36,0.596,
B13,Sample X37,0.583,
B14,Sample X38,0.641,
B15,Sample X39,0.632,
B16,Sample X40,0.690,
B17,Sample X41,0.721,
B18,Sample X42,0.601,
B19,Sample X43,0.623,
B20,Sample X44,0.677,
B21,Sample X45,0.616,
B22,Sample X46,0.647,
B23,Sample X47,0.073,
B24,Sample X48,0.066,
C01,Sample X49,0.062,
C02,Sample X50,0.061,
C03,Sample X51,0.607,
C04,Sample X52,0.668,
C05,Sample X53,0.769,
C06,Sample X54,0.555,
C07,Sample X55,0.076,
C08,Sample X56,0.649,
C09,Sample X57,0.711,
C10,Sample X58,0.581,
C11,Sample X59,0.615,
C12,Sample X60,0.228,
C13,Sample X61,0.583,
C14,Sample X62,0.758,
C15,Sample X63,0.656,
C16,Sample X64,0.666,
C17,Sample X65,0.419,
C18,Sample X66,0.185,
C19,Sample X67,0.617,
C20,Sample X68,0.682,
C21,Sample X69,0.650,
C22,Sample X70,0.604,
C23,Sample X71,0.057,
C24,Sample X72,0.064,
D01,Sample X73,0.060,
D02,Sample X74,0.065,
D03,Sample X75,0.692,
