Well,Content,Well Scan: Average (600),
A01,Sample X1,0.066,
A02,Sample X2,0.062,
A03,Sample X3,0.644,
A04,Sample X4,0.693,
A05,Sample X5,0.724,
A06,Sample X6,0.686,
A07,Sample X7,0.754,
A08,Sample X8,0.069,
A09,Sample X9,0.071,
A10,Sample X10,0.060,
A11,Sample X11,0.059,
A12,Sample X12,0.076,
A13,Sample X13,0.083,
A14,Sample X14,0.069,
A15,Sample X15,0.068,
A16,Sample X16,0.065,
A17,Sample X17,0.061,
A18,Sample X18,0.822,
A19,Sample X19,0.812,
A20,Sample X20,0.867,
A21,Sample X21,0.865,
A22,Sample X22,0.883,
A23,Sample X23,0.063,
A24,Sample X24,0.124,
B01,Sample X25,0.064,
B02,Sample X26,0.064,
B03,Sample X27,0.785,
B04,Sample X28,0.807,
B05,Sample X29,0.714,
B06,Sample X30,0.687,
B07,Sample X31,0.722,
B08,Sample X32,0.718,
B09,Sample X33,0.680,
B10,Sample X34,0.689,
B11,Sample X35,0.676,
B12,Sample X36,0.675,
B13,Sample X37,0.656,
B14,Sample X38,0.666,
B15,Sample X39,0.702,
B16,Sample X40,0.695,
B17,Sample X41,0.751,
B18,Sample X42,0.684,
B19,Sample X43,0.702,
B20,Sample X44,0.743,
B21,Sample X45,0.828,
B22,Sample X46,0.757,
B23,Sample X47,0.055,
B24,Sample X48,0.053,
C01,Sample X49,0.058,
C02,Sample X50,0.058,
C03,Sample X51,0.686,
C04,Sample X52,0.686,
C05,Sample X53,0.753,
C06,Sample X54,0.742,
C07,Sample X55,0.065,
C08,Sample X56,0.677,
C09,Sample X57,0.678,
C10,Sample X58,0.714,
C11,Sample X59,0.759,
C12,Sample X60,0.097,
C13,Sample X61,0.656,
C14,Sample X62,0.688,
C15,Sample X63,0.550,
C16,Sample X64,0.680,
C17,Sample X65,0.362,
C18,Sample X66,0.073,
C19,Sample X67,0.687,
C20,Sample X68,0.705,
C21,Sample X69,0.756,
C22,Sample X70,0.798,
C23,Sample X71,0.051,
C24,Sample X72,0.054,
D01,Sample X73,0.058,
D02,Sample X74,0.060,
D03,Sample X75,0.695,
D04,Sample X76,0.592,
D05,Sample X77,0.508,
D06,Sample X78,0.597,
D07,Sample X79,0.600,
D08,Sample X80,0.759,
D09,Sample X81,0.724,
D10,Sample X82,0.613,
D11,Sample X83,0.709,
D12,Sample X84,0.618,
D13,Sample X85,0.610,
D14,Sample X86,0.637,
D15,Sample X87,0.671,
D16,Sample X88,0.652,
D17,Sample X89,0.718,
D18,Sample X90,0.646,
D19,Sample X91,0.642,
D20,Sample X92,0.219,
D21,Sample X93,0.132,
D22,Sample X94,0.734,
D23,Sample X95,0.053,
D24,Sample X96,0.050,
E01,Sample X97,0.058,
E02,Sample X98,0.061,
E03,Sample X99,0.656,
E04,Sample X100,0.703,
E05,Sample X101,0.524,
E06,Sample X102,0.624,
E07,Sample X103,0.618,
E08,Sample X104,0.668,
E09,Sample X105,0.681,
E10,Sample X106,0.641,
E11,Sample X107,0.628,
E12,Sample X108,0.548,
E13,Sample X109,0.564,
E14,Sample X110,0.681,
E15,Sample X111,0.651,
E16,Sample X112,0.645,
E17,Sample X113,0.658,
E18,Sample X114,0.170,
E19,Sample X115,0.274,
E20,Sample X116,0.227,
E21,Sample X117,0.735,
E22,Sample X118,0.062,
E23,Sample X119,0.056,
E24,Sample X120,0.059,
F01,Sample X121,0.060,
F02,Sample X122,0.061,
F03,Sample X123,0.822,
F04,Sample X124,0.717,
F05,Sample X125,0.708,
F06,Sample X126,0.630,
F07,Sample X127,0.669,
F08,Sample X128,0.677,
F09,Sample X129,0.566,
F10,Sample X130,0.477,
F11,Sample X131,0.616,
F12,Sample X132,0.588,
F13,Sample X133,0.154,
F14,Sample X134,0.618,
F15,Sample X135,0.633,
F16,Sample X136,0.648,
F17,Sample X137,0.523,
F18,Sample X138,0.636,
F19,Sample X139,0.696,
F20,Sample X140,0.681,
F21,Sample X141,0.118,
F22,Sample X142,0.170,
F23,Sample X143,0.062,
F24,Sample X144,0.066,
G01,Sample X145,0.167,
G02,Sample X146,0.053,
G03,Sample X147,0.715,
G04,Sample X148,0.451,
G05,Sample X149,0.713,
G06,Sample X150,0.649,
G07,Sample X151,0.659,
G08,Sample X152,0.638,
G09,Sample X153,0.722,
G10,Sample X154,0.591,
G11,Sample X155,0.677,
G12,Sample X156,0.590,
G13,Sample X157,0.502,
G14,Sample X158,0.255,
G15,Sample X159,0.698,
G16,Sample X160,0.601,
G17,Sample X161,0.124,
G18,Sample X162,0.670,
G19,Sample X163,0.720,
G20,Sample X164,0.095,
G21,Sample X165,0.808,
G22,Sample X166,0.121,
G23,Sample X167,0.058,
G24,Sample X168,0.070,
H01,Sample X169,0.059,
H02,Sample X170,0.149,
H03,Sample X171,0.675,
H04,Sample X172,0.800,
H05,Sample X173,0.694,
H06,Sample X174,0.669,
H07,Sample X175,0.718,
H08,Sample X176,0.703,
H09,Sample X177,0.666,
H10,Sample X178,0.653,
H11,Sample X179,0.662,
H12,Sample X180,0.578,
H13,Sample X181,0.526,
H14,Sample X182,0.666,
H15,Sample X183,0.664,
H16,Sample X184,0.654,
H17,Sample X185,0.644,
H18,Sample X186,0.683,
H19,Sample X187,0.697,
H20,Sample X188,0.756,
H21,Sample X189,0.774,
H22,Sample X190,0.756,
H23,Sample X191,0.055,
H24,Sample X192,0.071,
I01,Sample X193,0.057,
I02,Sample X194,0.174,
I03,Sample X195,0.682,
I04,Sample X196,0.665,
I05,Sample X197,0.653,
I06,Sample X198,0.700,
I07,Sample X199,0.478,
I08,Sample X200,0.734,
I09,Sample X201,0.640,
I10,Sample X202,0.667,
I11,Sample X203,0.641,
I12,Sample X204,0.636,
I13,Sample X205,0.647,
I14,Sample X206,0.702,
I15,Sample X207,0.645,
I16,Sample X208,0.565,
I17,Sample X209,0.688,
I18,Sample X210,0.684,
I19,Sample X211,0.713,
I20,Sample X212,0.765,
I21,Sample X213,0.770,
I22,Sample X214,0.789,
I23,Sample X215,0.072,
I24,Sample X216,0.075,
J01,Sample X217,0.056,
J02,Sample X218,0.057,
J03,Sample X219,0.174,
J04,Sample X220,0.669,
J05,Sample X221,0.597,
J06,Sample X222,0.635,
J07,Sample X223,0.670,
J08,Sample X224,0.697,
J09,Sample X225,0.661,
J10,Sample X226,0.649,
J11,Sample X227,0.633,
J12,Sample X228,0.604,
J13,Sample X229,0.694,
J14,Sample X230,0.634,
J15,Sample X231,0.709,
J16,Sample X232,0.686,
J17,Sample X233,0.667,
J18,Sample X234,0.669,
J19,Sample X235,0.742,
J20,Sample X236,0.781,
J21,Sample X237,0.779,
J22,Sample X238,0.748,
J23,Sample X239,0.059,
J24,Sample X240,0.052,
K01,Sample X241,0.077,
K02,Sample X242,0.058,
K03,Sample X243,0.633,
K04,Sample X244,0.601,
K05,Sample X245,0.440,
K06,Sample X246,0.583,
K07,Sample X247,0.659,
K08,Sample X248,0.548,
K09,Sample X249,0.726,
K10,Sample X250,0.601,
K11,Sample X251,0.420,
K12,Sample X252,0.626,
K13,Sample X253,0.623,
K14,Sample X254,0.482,
