Well,Content,Well Scan: Average (600),
A01,Sample X1,0.077,
A02,Sample X2,0.065,
A03,Sample X3,0.693,
A04,Sample X4,0.748,
A05,Sample X5,0.714,
A06,Sample X6,0.783,
A07,Sample X7,0.802,
A08,Sample X8,0.094,
A09,Sample X9,0.077,
A10,Sample X10,0.069,
A11,Sample X11,0.057,
A12,Sample X12,0.081,
A13,Sample X13,0.091,
A14,Sample X14,0.066,
A15,Sample X15,0.062,
A16,Sample X16,0.063,
A17,Sample X17,0.055,
A18,Sample X18,0.809,
A19,Sample X19,0.884,
A20,Sample X20,0.882,
A21,Sample X21,0.999,
A22,Sample X22,0.913,
A23,Sample X23,0.059,
A24,Sample X24,0.124,
B01,Sample X25,0.091,
B02,Sample X26,0.066,
B03,Sample X27,0.814,
B04,Sample X28,0.866,
B05,Sample X29,0.734,
B06,Sample X30,0.727,
B07,Sample X31,0.741,
B08,Sample X32,0.756,
B09,Sample X33,0.728,
B10,Sample X34,0.741,
B11,Sample X35,0.730,
B12,Sample X36,0.730,
B13,Sample X37,0.719,
B14,Sample X38,0.719,
B15,Sample X39,0.757,
B16,Sample X40,0.742,
B17,Sample X41,0.760,
B18,Sample X42,0.732,
B19,Sample X43,0.754,
B20,Sample X44,0.796,
B21,Sample X45,0.868,
B22,Sample X46,0.803,
B23,Sample X47,0.054,
B24,Sample X48,0.051,
C01,Sample X49,0.057,
C02,Sample X50,0.057,
C03,Sample X51,0.681,
C04,Sample X52,0.709,
C05,Sample X53,0.796,
C06,Sample X54,0.800,
C07,Sample X55,0.065,
C08,Sample X56,0.705,
C09,Sample X57,0.710,
C10,Sample X58,0.748,
C11,Sample X59,0.780,
C12,Sample X60,0.105,
C13,Sample X61,0.699,
C14,Sample X62,0.715,
C15,Sample X63,0.511,
C16,Sample X64,0.705,
C17,Sample X65,0.366,
C18,Sample X66,0.075,
C19,Sample X67,0.710,
C20,Sample X68,0.737,
C21,Sample X69,0.779,
C22,Sample X70,0.800,
C23,Sample X71,0.050,
C24,Sample X72,0.052,
D01,Sample X73,0.057,
D02,Sample X74,0.061,
D03,Sample X75,0.727,
D04,Sample X76,0.582,
D05,Sample X77,0.471,
D06,Sample X78,0.750,
D07,Sample X79,0.602,
D08,Sample X80,0.757,
D09,Sample X81,0.733,
D10,Sample X82,0.619,
D11,Sample X83,0.718,
D12,Sample X84,0.616,
D13,Sample X85,0.606,
D14,Sample X86,0.650,
D15,Sample X87,0.674,
D16,Sample X88,0.655,
D17,Sample X89,0.726,
D18,Sample X90,0.645,
D19,Sample X91,0.657,
D20,Sample X92,0.238,
D21,Sample X93,0.160,
D22,Sample X94,0.652,
D23,Sample X95,0.052,
D24,Sample X96,0.049,
E01,Sample X97,0.057,
E02,Sample X98,0.062,
E03,Sample X99,0.679,
E04,Sample X100,0.717,
E05,Sample X101,0.499,
E06,Sample X102,0.635,
E07,Sample X103,0.627,
E08,Sample X104,0.674,
E09,Sample X105,0.634,
E10,Sample X106,0.631,
E11,Sample X107,0.631,
E12,Sample X108,0.528,
E13,Sample X109,0.565,
E14,Sample X110,0.681,
E15,Sample X111,0.642,
E16,Sample X112,0.641,
E17,Sample X113,0.624,
E18,Sample X114,0.205,
E19,Sample X115,0.322,
E20,Sample X116,0.300,
E21,Sample X117,0.669,
E22,Sample X118,0.060,
E23,Sample X119,0.053,
E24,Sample X120,0.057,
F01,Sample X121,0.061,
F02,Sample X122,0.061,
F03,Sample X123,0.823,
F04,Sample X124,0.681,
F05,Sample X125,0.659,
F06,Sample X126,0.628,
F07,Sample X127,0.632,
F08,Sample X128,0.683,
F09,Sample X129,0.487,
F10,Sample X130,0.561,
F11,Sample X131,0.604,
F12,Sample X132,0.584,
F13,Sample X133,0.168,
F14,Sample X134,0.595,
F15,Sample X135,0.614,
F16,Sample X136,0.634,
F17,Sample X137,0.518,
F18,Sample X138,0.614,
