Well,Content,Well Scan: Average (600),
A01,Sample X1,0.067,
A02,Sample X2,0.059,
A03,Sample X3,0.702,
A04,Sample X4,0.773,
A05,Sample X5,0.800,
A06,Sample X6,0.745,
A07,Sample X7,0.766,
A08,Sample X8,0.072,
A09,Sample X9,0.072,
A10,Sample X10,0.064,
A11,Sample X11,0.059,
A12,Sample X12,0.076,
A13,Sample X13,0.084,
A14,Sample X14,0.069,
A15,Sample X15,0.069,
A16,Sample X16,0.066,
A17,Sample X17,0.061,
A18,Sample X18,0.801,
A19,Sample X19,0.763,
A20,Sample X20,0.823,
A21,Sample X21,0.820,
A22,Sample X22,0.838,
A23,Sample X23,0.064,
A24,Sample X24,0.124,
B01,Sample X25,0.061,
B02,Sample X26,0.060,
B03,Sample X27,0.790,
B04,Sample X28,0.817,
B05,Sample X29,0.736,
B06,Sample X30,0.703,
B07,Sample X31,0.738,
B08,Sample X32,0.744,
B09,Sample X33,0.702,
B10,Sample X34,0.711,
B11,Sample X35,0.692,
B12,Sample X36,0.684,
B13,Sample X37,0.671,
B14,Sample X38,0.690,
B15,Sample X39,0.718,
B16,Sample X40,0.722,
B17,Sample X41,0.768,
B18,Sample X42,0.692,
B19,Sample X43,0.705,
B20,Sample X44,0.735,
B21,Sample X45,0.802,
B22,Sample X46,0.743,
B23,Sample X47,0.052,
B24,Sample X48,0.050,
C01,Sample X49,0.057,
C02,Sample X50,0.056,
C03,Sample X51,0.673,
C04,Sample X52,0.707,
C05,Sample X53,0.760,
C06,Sample X54,0.733,
C07,Sample X55,0.063,
C08,Sample X56,0.707,
C09,Sample X57,0.721,
C10,Sample X58,0.718,
C11,Sample X59,0.769,
C12,Sample X60,0.101,
C13,Sample X61,0.661,
C14,Sample X62,0.740,
C15,Sample X63,0.603,
C16,Sample X64,0.710,
C17,Sample X65,0.374,
C18,Sample X66,0.074,
C19,Sample X67,0.684,
C20,Sample X68,0.712,
C21,Sample X69,0.749,
C22,Sample X70,0.774,
C23,Sample X71,0.049,
C24,Sample X72,0.050,
D01,Sample X73,0.056,
D02,Sample X74,0.059,
D03,Sample X75,0.708,
D04,Sample X76,0.657,
D05,Sample X77,0.557,
D06,Sample X78,0.531,
D07,Sample X79,0.646,
D08,Sample X80,0.832,
D09,Sample X81,0.750,
D10,Sample X82,0.651,
D11,Sample X83,0.754,
D12,Sample X84,0.649,
D13,Sample X85,0.656,
